MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	2.51E-03	2.35E-03	5.33E-03	8.22E-03	6.71E-03	1.30E-02	4.93E-03	5.37E-03	5.85E-03	9.30E-03	5.19E-03	6.91E-03	5.95E-03
1:Del:C:1	2.01E-03	2.25E-03	3.85E-03	8.52E-03	4.43E-03	4.59E-03	4.14E-03	3.25E-03	4.34E-03	5.59E-03	4.05E-03	5.74E-03	6.94E-03
1:Del:C:2	1.22E-03	2.00E-03	4.34E-03	4.27E-03	5.21E-03	5.20E-03	4.07E-03	2.35E-03	2.18E-03	1.30E-02	2.80E-03	6.30E-03	6.92E-03
1:Del:C:3	1.58E-03	7.46E-04	1.65E-03	2.17E-03	5.88E-03	2.54E-03	1.59E-03	1.54E-03	1.58E-03	7.33E-04	2.54E-03	1.50E-03	1.87E-03
1:Del:C:4	6.13E-04	4.76E-04	6.52E-04	1.19E-03	2.20E-03	2.01E-03	1.05E-03	1.33E-03	7.69E-04	1.60E-03	1.41E-03	8.50E-04	9.66E-04
1:Del:C:5	1.23E-03	8.07E-04	1.00E-03	7.21E-04	1.87E-03	8.91E-04	1.98E-03	1.97E-03	1.09E-03	1.46E-03	1.90E-03	1.00E-03	1.41E-03
1:Del:T:0	2.23E-03	1.86E-03	2.92E-03	6.01E-03	5.50E-03	8.83E-03	7.48E-03	5.23E-03	7.37E-03	5.27E-03	4.19E-03	5.60E-03	6.57E-03
1:Del:T:1	1.28E-03	2.50E-03	3.45E-03	6.86E-03	6.75E-03	4.66E-03	3.79E-03	2.54E-03	6.86E-03	3.66E-03	2.20E-03	4.65E-03	6.26E-03
1:Del:T:2	3.19E-03	1.68E-03	2.90E-03	4.54E-03	4.39E-03	6.72E-03	6.83E-03	4.94E-03	4.04E-03	4.45E-03	4.57E-03	4.25E-03	4.56E-03
1:Del:T:3	1.39E-03	1.56E-03	2.16E-03	5.52E-03	4.52E-03	2.56E-03	2.69E-03	3.79E-03	6.94E-03	6.62E-03	2.53E-03	2.91E-03	1.31E-02
1:Del:T:4	2.61E-03	2.34E-03	2.74E-03	2.90E-03	1.95E-03	2.83E-03	7.66E-03	5.63E-03	5.81E-03	3.53E-03	3.42E-03	3.16E-03	3.59E-03
1:Del:T:5	7.33E-03	5.45E-03	7.98E-03	4.01E-03	3.44E-03	4.15E-03	5.64E-03	1.40E-02	6.82E-03	5.16E-03	6.87E-03	4.27E-03	5.54E-03
1:Ins:C:0	6.36E-04	8.46E-04	7.21E-04	9.61E-04	4.78E-04	9.18E-04	1.75E-03	1.06E-03	9.04E-04	7.12E-04	1.76E-03	4.12E-04	1.17E-03
1:Ins:C:1	8.64E-04	1.12E-03	8.83E-04	6.62E-04	1.95E-03	9.49E-04	2.26E-03	3.23E-03	2.59E-03	9.96E-04	2.26E-03	1.28E-03	1.36E-03
1:Ins:C:2	6.79E-04	9.87E-04	1.73E-03	2.20E-04	4.97E-04	1.11E-03	3.42E-03	2.02E-03	1.94E-03	1.76E-03	1.30E-03	1.45E-03	7.51E-04
1:Ins:C:3	7.19E-05	2.68E-04	8.07E-04	3.41E-04	4.76E-04	4.48E-04	1.10E-03	4.50E-04	9.06E-04	9.28E-04	5.89E-04	4.67E-04	3.99E-04
1:Ins:C:4	5.07E-04	4.19E-04	4.00E-04	3.94E-04	2.67E-04	5.32E-04	3.33E-04	8.59E-04	5.17E-04	5.81E-04	9.14E-04	6.51E-04	3.78E-04
1:Ins:C:5	3.72E-03	1.54E-03	3.43E-03	1.15E-03	1.01E-03	1.64E-03	3.75E-03	4.45E-03	2.11E-03	2.30E-03	3.45E-03	2.24E-03	5.80E-03
1:Ins:T:0	1.98E-03	1.04E-03	1.49E-03	1.62E-03	1.45E-03	2.90E-03	3.16E-03	2.58E-03	1.03E-03	3.12E-03	2.34E-03	1.84E-03	8.45E-04
1:Ins:T:1	1.51E-03	1.37E-03	3.18E-03	4.70E-03	9.37E-03	4.78E-03	3.10E-03	4.35E-03	4.45E-03	4.06E-03	3.63E-03	5.58E-03	5.36E-03
1:Ins:T:2	1.05E-03	1.41E-03	1.39E-03	2.21E-03	2.14E-03	1.60E-03	2.36E-03	1.30E-03	2.54E-03	1.35E-03	1.90E-03	2.16E-03	2.50E-03
1:Ins:T:3	9.87E-04	1.05E-03	2.48E-03	4.28E-04	1.33E-03	2.63E-03	2.64E-03	2.58E-03	1.19E-03	5.04E-03	1.62E-03	1.39E-03	2.85E-03
1:Ins:T:4	6.49E-04	1.34E-03	6.19E-04	1.30E-03	1.15E-03	7.21E-04	6.95E-04	1.14E-03	9.01E-04	7.11E-04	1.24E-03	8.01E-04	9.85E-04
1:Ins:T:5	1.35E-02	1.09E-02	1.89E-02	7.09E-03	5.83E-03	5.13E-03	6.74E-03	5.82E-03	3.20E-03	3.57E-03	7.98E-03	1.11E-02	4.57E-03
2:Del:R:0	9.70E-04	2.06E-03	1.90E-03	1.55E-03	1.66E-03	1.80E-03	2.41E-03	2.18E-03	2.16E-03	1.98E-03	1.47E-03	2.33E-03	1.72E-03
2:Del:R:1	1.91E-03	1.54E-03	1.12E-03	3.70E-03	2.29E-03	2.95E-03	2.88E-03	3.13E-03	3.10E-03	3.32E-03	1.31E-03	2.16E-03	3.12E-03
2:Del:R:2	5.33E-04	4.13E-04	5.27E-04	1.26E-03	1.42E-03	1.12E-03	3.59E-04	7.74E-04	1.61E-03	2.86E-04	9.92E-04	1.02E-03	1.41E-03
2:Del:R:3	3.94E-04	3.42E-04	5.34E-04	5.07E-04	5.13E-04	8.57E-04	9.35E-04	6.74E-04	4.01E-04	1.08E-03	4.78E-04	9.51E-04	8.87E-04
2:Del:R:4	1.74E-04	3.76E-04	2.34E-04	2.37E-07	1.19E-07	1.47E-07	3.45E-04	1.49E-04	2.24E-07	2.29E-07	3.51E-04	1.12E-07	9.20E-05
2:Del:R:5	4.37E-04	4.59E-04	3.76E-04	2.43E-07	9.62E-08	1.27E-07	4.78E-05	3.32E-04	2.27E-07	2.48E-07	3.20E-04	1.18E-07	1.53E-04
3:Del:R:0	5.65E-04	3.94E-04	7.48E-04	1.40E-03	6.48E-04	2.84E-03	1.62E-03	1.15E-03	2.26E-03	1.07E-03	8.79E-04	2.16E-03	1.78E-03
3:Del:R:1	1.46E-03	1.70E-03	8.88E-04	1.68E-03	4.99E-04	4.81E-03	5.61E-03	2.91E-03	2.36E-03	4.47E-03	1.87E-03	2.21E-03	3.61E-03
3:Del:R:2	3.90E-04	6.69E-04	4.80E-04	1.31E-03	6.90E-04	1.16E-03	1.98E-03	7.63E-04	9.64E-04	1.66E-03	7.86E-04	1.46E-03	1.59E-03
3:Del:R:3	8.35E-05	1.07E-04	5.49E-05	1.17E-04	1.82E-04	4.55E-05	3.42E-04	1.66E-04	2.17E-04	1.84E-04	7.31E-05	1.52E-04	1.33E-04
3:Del:R:4	2.03E-05	1.13E-04	3.73E-04	3.87E-04	2.29E-07	2.59E-04	2.56E-04	2.21E-04	1.56E-04	9.06E-04	3.24E-04	3.23E-05	4.59E-04
3:Del:R:5	1.02E-05	1.32E-04	1.02E-04	3.55E-07	1.28E-07	2.63E-07	3.44E-05	2.37E-07	2.03E-07	1.96E-07	1.29E-04	1.43E-07	9.86E-05
4:Del:R:0	5.23E-04	3.96E-04	5.62E-04	1.17E-03	6.02E-04	1.52E-03	1.16E-03	8.93E-04	1.34E-03	3.97E-04	5.77E-04	1.20E-03	1.16E-03
4:Del:R:1	3.96E-04	1.05E-03	1.36E-03	5.20E-03	1.46E-03	3.18E-03	1.59E-03	1.44E-03	4.73E-03	1.05E-03	2.11E-03	2.70E-03	3.81E-03
