MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	5.84E-05	4.58E-04	2.78E-04	1.46E-03	3.96E-03	4.14E-04
1:Del:C:1	3.30E-05	2.57E-04	1.15E-04	1.33E-03	1.51E-03	2.40E-04
1:Del:C:2	1.89E-05	1.31E-04	7.38E-05	8.72E-04	9.89E-04	2.00E-04
1:Del:C:3	1.59E-05	8.52E-05	3.79E-05	3.62E-04	4.03E-04	9.84E-05
1:Del:C:4	2.18E-05	4.41E-05	2.88E-05	1.54E-04	3.14E-04	6.23E-05
1:Del:C:5	4.30E-05	9.22E-05	3.55E-05	6.52E-05	2.60E-04	1.03E-04
1:Del:T:0	1.66E-05	1.31E-04	2.30E-04	2.03E-03	1.41E-03	4.58E-04
1:Del:T:1	1.20E-05	8.52E-05	1.88E-04	1.75E-03	1.29E-03	4.05E-04
1:Del:T:2	1.62E-05	9.39E-05	1.19E-04	1.21E-03	8.80E-04	2.15E-04
1:Del:T:3	2.13E-05	1.14E-04	8.23E-05	6.45E-04	4.65E-04	7.32E-05
1:Del:T:4	4.01E-05	1.09E-04	6.10E-05	3.24E-04	2.52E-04	1.92E-05
1:Del:T:5	1.97E-04	6.87E-04	3.57E-04	1.17E-03	1.02E-03	8.95E-04
1:Ins:C:0	1.84E-05	1.36E-04	9.16E-05	1.55E-03	1.86E-03	1.42E-03
1:Ins:C:1	5.47E-06	5.29E-05	2.97E-05	4.26E-04	3.34E-04	2.97E-04
1:Ins:C:2	3.07E-06	3.26E-05	2.58E-05	9.20E-05	7.77E-05	8.68E-05
1:Ins:C:3	4.71E-06	3.56E-05	1.13E-06	8.82E-05	7.82E-05	7.41E-05
1:Ins:C:4	9.46E-06	4.42E-05	8.45E-06	9.08E-05	1.01E-04	7.39E-05
1:Ins:C:5	2.29E-05	1.25E-04	1.40E-47	1.93E-04	1.72E-04	1.68E-04
1:Ins:T:0	1.76E-05	9.97E-05	5.64E-05	5.71E-04	7.74E-04	4.48E-04
1:Ins:T:1	1.48E-07	9.16E-05	5.66E-05	5.70E-04	2.93E-04	2.02E-04
1:Ins:T:2	1.63E-05	1.03E-04	3.40E-05	2.83E-04	3.72E-04	1.40E-04
1:Ins:T:3	1.24E-05	7.27E-05	2.97E-05	1.66E-04	1.53E-04	1.13E-04
1:Ins:T:4	9.14E-06	6.48E-05	2.86E-05	9.00E-05	1.29E-04	9.67E-05
1:Ins:T:5	1.39E-04	1.72E-03	5.37E-04	1.91E-03	2.75E-03	2.97E-03
2:Del:R:0	1.07E-05	1.10E-04	1.09E-04	6.60E-04	7.80E-04	1.63E-04
2:Del:R:1	1.50E-05	2.69E-04	1.25E-04	2.64E-03	1.88E-03	3.36E-04
2:Del:R:2	8.63E-06	6.69E-05	2.97E-05	6.56E-04	4.01E-04	1.19E-04
2:Del:R:3	1.49E-05	1.37E-05	1.74E-05	2.49E-04	1.37E-04	8.01E-05
2:Del:R:4	1.53E-05	2.36E-05	8.29E-06	9.45E-05	6.20E-05	4.54E-05
2:Del:R:5	2.34E-05	2.75E-05	8.52E-06	2.04E-04	1.24E-04	9.73E-05
3:Del:R:0	5.58E-06	5.39E-05	7.76E-05	6.41E-04	5.76E-04	1.51E-04
3:Del:R:1	1.43E-05	2.70E-04	6.90E-05	2.48E-03	1.61E-03	3.63E-04
3:Del:R:2	7.61E-06	8.25E-05	1.88E-05	6.08E-04	3.80E-04	1.20E-04
3:Del:R:3	4.18E-06	2.92E-05	6.37E-06	1.49E-04	8.22E-05	4.36E-05
3:Del:R:4	4.11E-06	2.37E-05	4.62E-06	1.05E-04	6.97E-05	1.47E-05
3:Del:R:5	5.88E-06	2.28E-05	5.70E-06	7.26E-05	5.67E-05	2.48E-06
4:Del:R:0	3.77E-06	4.49E-05	6.68E-05	4.14E-04	4.39E-04	1.28E-04
4:Del:R:1	1.36E-05	2.52E-04	5.93E-05	2.43E-03	1.49E-03	4.53E-04
4:Del:R:2	6.56E-06	8.08E-05	2.27E-05	6.98E-04	4.19E-04	1.42E-04
4:Del:R:3	6.71E-06	5.22E-05	5.72E-06	3.35E-04	1.87E-04	8.19E-05
4:Del:R:4	3.64E-06	2.59E-05	6.62E-06	1.22E-04	7.60E-05	2.89E-05
4:Del:R:5	5.07E-06	1.51E-05	5.67E-06	4.43E-05	2.59E-05	2.69E-05
5:Del:R:0	0.00E+00	1.40E-47	6.90E-04	5.95E-03	3.00E-03	1.94E-03
5:Del:R:1	4.45E-06	1.19E-04	4.28E-05	1.02E-03	6.27E-04	2.00E-04
5:Del:R:2	3.66E-06	3.51E-05	1.36E-05	2.39E-04	1.39E-04	6.81E-05
5:Del:R:3	3.27E-06	1.20E-05	7.86E-06	8.28E-05	4.22E-05	3.94E-05
5:Del:R:4	3.14E-06	5.96E-06	3.61E-06	1.83E-05	1.57E-05	7.33E-06
5:Del:R:5	1.70E-06	3.54E-06	2.68E-06	2.63E-06	4.39E-06	3.87E-06
2:Ins:R:0	1.07E-05	9.64E-05	4.95E-05	8.11E-04	9.05E-04	6.01E-04
2:Ins:R:1	4.14E-06	5.20E-05	3.87E-06	1.94E-04	1.33E-04	1.05E-04
2:Ins:R:2	5.04E-06	3.99E-05	1.74E-05	8.31E-05	6.70E-05	7.79E-05
2:Ins:R:3	7.29E-06	3.26E-05	1.33E-05	9.67E-05	6.03E-05	5.73E-05
2:Ins:R:4	1.22E-05	3.28E-05	1.29E-05	3.88E-05	4.52E-05	5.19E-05
2:Ins:R:5	2.95E-05	1.14E-04	3.46E-05	1.67E-04	1.26E-04	1.70E-04
3:Ins:R:0	5.39E-06	5.53E-05	3.29E-05	2.01E-04	2.34E-04	1.53E-04
3:Ins:R:1	1.42E-06	3.98E-05	2.39E-05	2.10E-04	1.44E-04	8.88E-05
3:Ins:R:2	2.32E-06	1.75E-05	1.15E-05	8.68E-05	5.68E-05	3.99E-05
3:Ins:R:3	1.92E-06	8.76E-06	5.33E-06	1.84E-05	1.35E-05	8.58E-06
3:Ins:R:4	2.50E-06	7.70E-06	4.39E-06	6.33E-06	4.06E-06	1.38E-05
3:Ins:R:5	8.74E-06	2.52E-05	8.33E-06	2.68E-05	1.67E-05	3.44E-05
4:Ins:R:0	1.13E-05	9.80E-05	2.79E-05	2.02E-04	4.32E-04	2.03E-04
4:Ins:R:1	1.20E-07	5.62E-05	2.25E-05	3.85E-04	2.25E-04	1.33E-04
4:Ins:R:2	2.92E-06	1.84E-05	8.57E-06	6.95E-05	3.81E-05	4.42E-05
4:Ins:R:3	3.01E-06	1.34E-05	6.14E-06	1.94E-05	2.10E-05	2.72E-05
4:Ins:R:4	3.77E-06	1.88E-05	6.22E-06	4.11E-05	2.33E-05	2.32E-05
4:Ins:R:5	3.32E-06	2.54E-05	1.04E-05	5.41E-05	3.32E-05	4.22E-05
5:Ins:R:0	3.30E-05	1.88E-10	1.42E-10	0.00E+00	4.92E-05	1.93E-03
5:Ins:R:1	0.00E+00	1.20E-04	7.23E-05	9.33E-04	5.47E-04	2.44E-04
5:Ins:R:2	2.18E-06	2.35E-05	1.50E-05	7.45E-05	4.70E-05	4.51E-05
5:Ins:R:3	1.81E-06	1.45E-05	5.46E-06	2.40E-05	1.42E-05	2.39E-05
5:Ins:R:4	1.35E-06	1.06E-05	7.02E-06	1.00E-05	1.76E-05	4.91E-06
5:Ins:R:5	9.17E-07	1.02E-05	3.72E-06	2.54E-05	1.54E-05	1.17E-05
2:Del:M:1	1.44E-05	2.16E-04	1.41E-04	2.27E-03	1.71E-03	3.12E-04
3:Del:M:1	4.48E-06	3.94E-05	6.68E-05	4.56E-04	5.24E-04	1.05E-04
3:Del:M:2	1.04E-05	1.46E-04	5.81E-05	1.07E-03	7.70E-04	1.82E-04
4:Del:M:1	6.45E-06	5.08E-05	7.01E-05	2.67E-04	3.80E-04	1.10E-04
4:Del:M:2	4.78E-06	9.16E-05	3.81E-05	8.48E-04	6.18E-04	1.56E-04
4:Del:M:3	8.31E-06	1.56E-04	4.69E-05	1.73E-03	1.11E-03	3.20E-04
5:Del:M:1	1.23E-05	6.87E-05	5.38E-04	4.66E-03	2.07E-03	1.14E-03
5:Del:M:2	5.48E-06	1.07E-04	5.19E-04	1.94E-03	4.15E-04	5.89E-04
5:Del:M:3	8.49E-06	1.20E-04	6.16E-04	5.57E-04	1.11E-04	2.45E-04
5:Del:M:4	5.63E-06	8.72E-05	4.16E-04	1.76E-04	1.67E-04	1.21E-04
5:Del:M:5	2.40E-06	1.11E-04	3.47E-04	3.79E-04	2.40E-04	1.97E-04
