Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP99325	70783	18404	0	13258	14591	4396	455	1256	2889	40
SP18310	90835	14994	0	9873	15320	2470	0	0	490	0
SP17172	30752	0	3212	5537	0	0	0	0	0	379
SP96133	55387	3730	0	5877	6195	4895	509	36	716	43
SP110242	80622	6621	509	15776	14153	3708	2318	205	583	0
SP21017	73690	13589	0	12249	9313	3135	354	49	0	0
SP22383	57296	4859	0	5940	4782	5460	0	181	770	0
SP81312	3325	0	0	5554	0	1157	0	162	0	1391
SP19215	49304	5319	0	4318	5895	8178	239	41	437	0
SP16886	632	0	0	4714	0	660	0	7	0	1650
SP17905	1329	24	0	9221	0	10487	125	1525	0	2955
SP18121	60153	6581	0	21425	6863	4601	0	407	0	0
SP96118	4089	0	0	51	2671	2455	91	0	108	0
SP21400	1809	0	0	6623	0	961	0	91	0	1067
SP18946	4775	0	268	6886	0	3346	0	429	40	1057
SP80615	2045	0	0	9862	0	2852	75	201	0	4304
SP102897	6747	0	559	1739	2080	362	136	410	1353	88
SP98845	5643	0	0	536	1895	525	177	313	84	41
SP107012	18647	0	814	4815	3589	933	194	588	193	0
SP55142	0	0	0	246	0	470	0	4240	454	418
SP53810	44	0	0	48	0	45	0	5155	34	116
SP116697	1921	0	0	4322	0	665	208	331	1258	679
SP102133	0	0	4056	11774	355	308	3441	49	74	42
SP125732	5285	0	0	685	303	1206	98	11	138	17
SP125746	33037	0	810	4660	7535	70	410	0	935	0
SP125770	6583	0	0	9750	463	733	2903	115	448	737
SP77956	0	0	0	259	388	0	620	4206	0	0
SP124384	13293	0	254	1578	4458	828	364	395	402	428
SP135287	45936	5706	0	6653	2043	2878	276	0	787	0
SP85122	71241	6640	0	7324	11345	1585	1595	0	710	0
SP84384	69074	6349	0	0	20790	4160	0	593	672	0
SP84982	41433	2603	0	1598	4414	2401	0	22	341	164
SP84392	68363	7345	0	2991	18176	4512	788	0	0	0
SP84439	58227	5235	0	0	20841	10142	0	934	0	500
SP95454	16865	177	1350	3339	5306	540	500	0	245	0
SP94741	32752	3692	3362	6284	7476	422	676	0	468	0
SP90209	47762	0	0	33619	13000	32831	0	0	0	0
SP90989	34782	6409	2947	4412	506	780	90	0	702	0
SP93540	58451	16867	175	8026	10389	0	81	0	2051	0
SP93227	41326	2059	0	23376	8172	54255	0	151	0	0
SP94348	32224	2024	3169	3629	8645	0	173	0	502	0
SP94933	15625	0	12572	26376	1927	702	6980	87	17	0
SP92364	33043	1243	5514	9728	4417	2836	2335	0	568	0
SP94917	9509	588	0	2622	3583	696	0	183	692	0
SP92460	7617	0	531	1674	3122	459	356	12	415	0
SP89909	7629	0	0	422	3083	1012	122	3	391	0
CPCT02020308T	30778	8179	16287	5423	6166	864	657	0	3562	0
CPCT02020323T	7301	2467	1881	1086	828	725	0	0	333	0
CPCT02010373T	116	48	0	93	92	159	63	5099	173	127
CPCT02140022T	4427	0	5842	2635	1177	357	0	273	67	352
CPCT02070024T	10970	374	9127	2697	3812	358	367	247	151	0
CPCT02070023T	56710	8189	23033	9191	22328	3907	883	2132	307	293
CPCT02020387T	36918	20369	20562	7379	9010	4230	468	381	1227	0
