Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP77443	38	394	203	59	19	0	0	5
SP72118	136	347	136	27	0	4	11	2
SP76891	140	254	135	1	0	0	4	13
SP125732	6639	639	357	3	0	101	4	0
SP125716	94	336	89	42	85	107	0	11
SP125746	40208	5903	0	0	61	1182	0	103
SP125797	263	241	91	12	20	88	15	10
SP76057	56	311	134	22	7	0	43	0
SP69565	337	383	253	500	0	14	0	1
SP75202	59	134	155	8	7	6	0	3
SP110736	163	216	53	13	4	0	74	10
SP107774	0	405	108	24	0	0	0	5
SP110779	71	258	174	19	0	9	87	10
SP107805	72	215	158	29	4	4	44	6
SP110789	18	111	21	703	0	0	301	15
SP71846	122	253	215	25	0	0	10	6
SP70122	147	334	72	11	5	0	51	3
SP71404	425	557	226	20	4	0	48	1
SP76955	21	362	84	10	5	3	52	0
SP107781	80	79	132	22	3	0	0	4
SP70202	34	185	86	507	33	0	0	14
SP70677	16	61	90	21	6	7	0	9
SP70082	28	73	79	10	4	16	0	6
SP70288	323	346	98	17	10	0	23	18
SP70266	27	181	130	19	14	8	2	20
SP107956	184	376	144	38	3	0	86	12
SP70956	88	128	113	17	8	0	19	7
SP108017	60	106	90	5	0	4	21	3
SP71536	49	165	70	41	0	0	24	10
SP70756	131	162	140	18	2	0	0	10
SP76675	141	477	208	537	0	0	0	7
SP71480	91	332	79	17	6	5	36	3
SP70313	72	129	160	22	2	0	0	6
SP73319	48	188	76	38	15	0	0	3
SP107813	150	265	116	16	2	0	78	6
SP77339	43	283	126	20	0	5	0	7
SP76017	99	131	115	19	0	0	23	2
SP76915	103	110	165	36	0	0	65	8
SP71974	310	696	27	878	38	0	132	8
SP70178	191	414	162	35	0	5	3	6
SP107920	97	224	92	26	6	0	59	19
SP110798	46	227	98	12	0	8	26	0
SP107952	78	291	142	33	2	0	58	29
SP70465	18	162	187	20	4	1	10	10
SP70780	165	339	88	22	9	0	51	9
SP110803	26	72	164	84	25	0	0	10
SP107915	75	201	96	9	16	7	21	6
SP71132	203	450	135	12	0	13	13	6
SP71552	88	318	161	53	16	0	68	14
SP69573	47	151	73	20	3	0	10	5
SP75681	13	255	96	10	2	0	87	13
SP107874	135	446	126	28	0	1	75	2
SP110816	33	148	69	20	9	9	16	4
SP77203	830	338	16	1136	4	3	85	8
SP76515	73	272	147	38	8	15	0	13
SP110770	187	217	138	17	4	0	43	8
SP69812	48	99	103	11	0	3	0	0
SP76136	191	327	373	120	38	0	0	9
SP70106	1	25	0	273	6	10	343	9
SP108059	68	162	101	26	10	0	2	15
SP108020	106	242	93	59	7	12	8	6
SP76867	149	242	110	22	8	0	1	11
SP108088	101	201	142	22	14	11	1	2
SP71734	89	208	102	17	10	0	22	8
SP76001	28	104	110	15	7	0	0	0
SP108033	129	266	106	25	12	0	0	4
SP110822	110	249	107	39	7	0	135	8
SP69762	124	169	99	22	12	0	33	4
SP107945	103	282	124	36	2	15	25	7
SP107770	50	155	102	27	16	0	25	7
SP73263	155	308	78	13	0	0	36	14
SP77131	94	433	115	12	5	5	59	7
SP75322	519	513	120	30	19	0	552	10
SP70046	7	140	75	4	8	0	57	12
SP70932	68	292	130	27	6	0	0	1
SP71758	0	85	140	73	29	0	0	3
SP71228	334	338	229	42	9	12	71	14
SP76353	26	72	82	2	5	4	63	3
SP69587	27	137	34	2	0	0	8	0
SP69898	347	670	159	23	15	33	35	0
SP75977	53	145	127	8	2	0	7	8
SP70226	34	168	87	4	0	8	90	8
SP108068	102	193	140	32	2	0	52	12
SP107784	97	966	160	29	10	5	41	13
SP110824	40	204	104	6	5	0	11	9
SP76843	146	489	118	16	0	17	38	7
SP71456	124	277	197	59	0	0	24	18
SP108065	152	162	115	3	0	0	42	11
SP70860	219	236	144	34	2	15	0	10
SP71084	82	223	118	7	14	0	9	5
SP72262	31	146	104	39	17	0	16	18
SP69705	129	135	86	23	11	0	97	9
SP107786	169	454	223	130	36	0	6	11
SP71576	48	139	106	6	1	0	32	0
SP108123	57	150	89	20	8	6	0	21
SP74896	59	228	150	13	0	3	1	0
SP71950	70	342	146	17	0	13	4	0
SP108049	22	117	74	32	8	0	2	6
SP116965	132	474	282	1194	0	73	179	18
SP77930	18	106	78	18	4	8	2	2
SP125807	124	511	145	14	5	49	22	7
SP125696	95	202	117	28	14	55	97	7
SP125725	132	220	102	41	20	77	99	7
SP125752	150	471	119	29	13	21	0	3
SP118048	468	326	0	12	14	0	572	11
SP117981	0	172	128	31	6	0	16	9
SP125749	29	98	133	12	2	22	5	0
SP125762	27	307	117	11	8	23	65	17
SP117164	78	186	75	22	0	7	9	11
SP117002	170	346	104	26	5	26	66	4
SP117158	33	86	145	17	5	0	3	16
SP125691	456	672	242	34	2	0	40	16
SP125721	70	243	74	23	10	75	0	4
SP125753	157	221	60	15	11	48	47	10
SP117972	78	185	102	16	4	21	48	2
SP125726	145	298	128	11	8	0	20	5
SP125800	0	15	0	3	0	31	5	1
SP117745	267	665	85	8	7	0	7	9
SP117351	73	120	96	8	0	5	32	6
SP117980	0	257	112	32	14	57	15	13
SP117878	139	251	112	14	8	0	0	0
SP125805	68	199	111	17	11	0	9	5
SP78013	176	463	84	24	0	19	15	11
SP118083	31	76	319	94	7	33	18	7
SP125772	9	141	67	3	4	12	0	2
SP117216	152	193	129	17	0	1	39	14
SP125784	64	114	110	34	0	46	28	2
SP117323	191	287	279	38	0	85	26	5
SP118046	137	478	124	15	0	0	0	11
SP77888	10	43	89	18	1	0	0	3
SP125766	59	153	51	0	4	55	178	9
SP125737	64	139	204	54	0	31	24	6
SP125763	142	655	184	35	50	82	42	9
SP125802	85	220	97	18	1	47	10	4
SP117656	52	136	183	180	15	0	0	7
SP77872	6	48	46	5	0	1	21	7
SP117309	94	519	127	15	8	0	0	15
SP117201	154	365	161	40	0	0	0	14
SP125685	59	189	114	11	0	45	14	11
SP117463	190	247	76	13	0	22	51	6
