NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	1594.105	7.477	396.128	4.974	0.024	0.99	1000000.0
2	1590.633	7.582	392.801	5.039	0.025	0.99	1000000.0
3	1617.284	7.571	400.178	5.063	0.024	0.99	1000000.0
4	1599.891	7.466	394.028	4.963	0.024	0.99	1000000.0
5	1628.575	7.5	407.304	5.017	0.024	0.99	1000000.0
6	1603.113	7.404	390.522	4.944	0.024	0.99	1000000.0
7	1626.25	7.539	403.99	5.012	0.024	0.99	1000000.0
8	1623.3	7.548	401.079	5.021	0.024	0.99	1000000.0
9	1621.718	6.78	399.405	4.23	0.019	0.993	1000000.0
10	1610.611	6.74	397.325	4.197	0.019	0.993	1000000.0
11	1630.228	7.656	407.271	5.085	0.025	0.99	1000000.0
12	1622.61	7.496	405.383	5.018	0.024	0.99	1000000.0
13	1601.674	6.705	395.165	4.195	0.019	0.993	1000000.0
14	1641.383	7.581	407.809	5.041	0.024	0.99	1000000.0
15	1608.765	7.491	401.53	4.978	0.024	0.99	1000000.0
16	1625.302	6.866	402.517	4.285	0.019	0.993	1000000.0
17	1624.667	6.839	400.578	4.273	0.019	0.993	1000000.0
18	1604.188	7.488	393.731	5.015	0.024	0.99	1000000.0
19	1618.451	7.513	405.614	5.002	0.024	0.99	1000000.0
20	1612.121	6.741	397.688	4.215	0.019	0.993	1000000.0
21	1604.883	7.504	400.245	4.985	0.025	0.99	1000000.0
22	1615.816	7.532	400.08	4.995	0.025	0.99	1000000.0
23	1602.498	7.52	388.171	5.031	0.024	0.99	1000000.0
24	1601.965	6.758	394.513	4.221	0.019	0.993	1000000.0
25	1618.68	6.819	399.738	4.254	0.019	0.993	1000000.0
26	1640.452	7.591	407.211	5.079	0.024	0.99	1000000.0
27	1613.763	6.833	395.04	4.262	0.019	0.993	1000000.0
28	1634.385	7.53	403.167	5.008	0.024	0.99	1000000.0
29	1635.78	7.632	408.535	5.063	0.025	0.99	1000000.0
30	1589.918	7.452	395.287	4.958	0.025	0.99	1000000.0
31	1634.971	6.978	403.944	4.357	0.019	0.993	1000000.0
32	1613.037	7.43	400.245	4.97	0.024	0.99	1000000.0
33	1617.276	6.864	397.447	4.25	0.019	0.993	1000000.0
34	1586.33	7.471	391.925	4.981	0.024	0.99	1000000.0
35	1610.088	7.468	395.24	4.981	0.024	0.99	1000000.0
36	1623.799	7.552	405.205	5.054	0.024	0.99	1000000.0
37	1629.371	6.824	400.609	4.23	0.019	0.993	1000000.0
38	1641.018	6.758	408.043	4.225	0.019	0.993	1000000.0
39	1620.388	6.75	400.197	4.224	0.019	0.993	1000000.0
40	1615.152	7.491	389.023	5.004	0.024	0.99	1000000.0
41	1628.399	7.581	404.686	5.049	0.024	0.99	1000000.0
42	1624.703	7.485	399.483	4.989	4.549	0.99	1000000.0
43	1609.627	7.488	401.418	4.985	0.024	0.99	1000000.0
44	1594.264	7.436	395.198	4.946	0.024	0.99	1000000.0
45	1613.662	6.74	400.387	4.223	0.019	0.993	1000000.0
46	1631.714	6.808	406.182	4.286	0.019	0.993	1000000.0
47	1597.913	7.58	394.063	5.023	0.025	0.99	1000000.0
48	1755.809	7.126	451.571	4.418	0.02	0.993	1000000.0
49	1622.434	6.813	400.618	4.251	0.019	0.993	1000000.0
50	1613.236	6.842	398.562	4.25	0.019	0.993	1000000.0
51	1618.021	7.507	397.719	5.006	0.024	0.99	1000000.0
52	1619.712	7.556	401.08	5.05	0.024	0.99	1000000.0
53	1638.794	7.495	410.099	5.013	0.024	0.99	1000000.0
54	1593.417	7.463	396.098	4.991	0.024	0.99	1000000.0
55	1611.959	6.849	398.001	4.278	0.019	0.993	1000000.0
56	1620.676	6.837	401.988	4.269	0.019	0.993	1000000.0
57	1608.934	7.465	400.937	4.953	0.025	0.99	1000000.0
58	1598.91	7.43	396.939	4.97	0.024	0.99	1000000.0
59	1623.946	6.759	402.69	4.248	0.019	0.993	1000000.0
60	1625.852	6.808	400.723	4.25	0.019	0.993	1000000.0
61	1621.169	6.883	398.607	4.296	0.019	0.993	1000000.0
62	1623.947	7.514	404.657	5.034	0.024	0.99	1000000.0
63	1597.141	6.807	390.346	4.25	0.019	0.993	1000000.0
64	1616.978	7.565	396.962	5.043	0.024	0.99	1000000.0
65	1623.123	7.649	400.563	5.085	0.025	0.99	1000000.0
66	1621.347	6.871	399.645	4.291	0.019	0.993	1000000.0
67	1613.674	6.742	398.092	4.201	0.019	0.993	1000000.0
68	1621.002	7.61	405.426	5.033	0.025	0.99	1000000.0
69	1631.658	6.796	404.508	4.254	4.544	0.993	1000000.0
70	1629.24	6.864	404.734	4.295	0.019	0.993	1000000.0
71	1625.517	6.848	401.459	4.284	0.019	0.993	1000000.0
72	1628.787	7.571	407.121	5.032	0.024	0.99	1000000.0
73	1596.141	7.571	394.957	5.009	0.025	0.99	1000000.0
74	1595.058	7.564	394.917	5.002	0.025	0.99	1000000.0
75	1595.468	7.463	388.373	5.022	0.024	0.99	1000000.0
76	1616.257	7.516	399.477	4.999	0.024	0.99	1000000.0
77	1614.655	6.959	397.755	4.628	0.018	0.993	1000000.0
78	1627.274	6.725	402.4	4.214	0.019	0.993	1000000.0
79	1616.173	7.498	397.612	4.984	0.024	0.99	1000000.0
80	1614.036	7.513	400.23	5.024	0.024	0.99	1000000.0
81	1605.991	7.488	392.75	5.002	0.024	0.99	1000000.0
82	1598.575	6.97	392.003	4.645	4.542	0.993	1000000.0
83	1623.933	6.712	400.598	4.179	0.019	0.993	1000000.0
84	1586.138	7.468	390.628	4.995	0.024	0.99	1000000.0
85	1621.879	6.856	399.365	4.255	0.019	0.993	1000000.0
86	1608.999	7.517	393.085	5.004	0.024	0.99	1000000.0
87	1591.827	7.451	388.5	4.991	0.024	0.99	1000000.0
88	1617.899	7.543	401.51	4.999	0.024	0.99	1000000.0
89	1608.023	7.543	397.533	5.031	0.024	0.99	1000000.0
90	1603.547	7.579	395.002	5.022	0.025	0.99	1000000.0
91	1624.736	7.548	400.02	5.025	0.024	0.99	1000000.0
92	1614.299	6.884	397.699	4.31	0.019	0.993	1000000.0
93	1629.761	7.546	403.185	5.049	0.024	0.99	1000000.0
94	1594.02	7.503	396.171	4.988	0.025	0.99	1000000.0
95	1620.996	6.903	397.308	4.275	0.019	0.993	1000000.0
96	1598.026	6.924	391.98	4.627	4.542	0.993	1000000.0
97	1593.819	7.596	394.345	5.005	0.025	0.99	1000000.0
98	1634.372	6.883	404.408	4.269	0.019	0.993	1000000.0
99	1610.164	7.48	389.273	4.956	0.024	0.99	1000000.0
100	1619.52	6.809	403.241	4.275	0.019	0.993	1000000.0
