MutationType	ID83A	ID83B
1:Del:C:0	0.02232878	0.12097380
1:Del:C:1	0.01571929	0.07150354
1:Del:C:2	0.00991196	0.04332642
1:Del:C:3	0.00407427	0.01497931
1:Del:C:4	0.00290819	0.00704544
1:Del:C:5	0.00913527	0.00197067
1:Del:T:0	0.01000959	0.08761131
1:Del:T:1	0.00913323	0.05169187
1:Del:T:2	0.01255989	0.04410554
1:Del:T:3	0.01631570	0.04438079
1:Del:T:4	0.01832090	0.03045295
1:Del:T:5	0.15594450	0.03332538
1:Ins:C:0	0.00700491	0.00201877
1:Ins:C:1	0.00338269	0.00629811
1:Ins:C:2	0.00192616	0.00483677
1:Ins:C:3	0.00079679	0.00204199
1:Ins:C:4	0.00379718	0.00036379
1:Ins:C:5	0.02528089	0.00556260
1:Ins:T:0	0.00922511	0.00803509
1:Ins:T:1	0.00584588	0.05635353
1:Ins:T:2	0.00531904	0.01138187
1:Ins:T:3	0.00592032	0.00929666
1:Ins:T:4	0.00764887	0.00372186
1:Ins:T:5	0.33934505	0.04904073
2:Del:R:0	0.00933289	0.01087218
2:Del:R:1	0.01217962	0.01197642
2:Del:R:2	0.00344053	0.00540540
2:Del:R:3	0.00297362	0.00185202
2:Del:R:4	0.00247391	0.00000047
2:Del:R:5	0.00386097	0.00000034
3:Del:R:0	0.00358818	0.00572298
3:Del:R:1	0.00713361	0.01434963
3:Del:R:2	0.00095760	0.00460617
3:Del:R:3	0.00000008	0.00050491
3:Del:R:4	0.00030769	0.00105063
3:Del:R:5	0.00039536	0.00000145
4:Del:R:0	0.00141314	0.00447404
4:Del:R:1	0.00531372	0.01626741
4:Del:R:2	0.00305310	0.00458585
4:Del:R:3	0.00054803	0.00152220
4:Del:R:4	0.00109184	0.00135714
4:Del:R:5	0.00006680	0.00087179
5:Del:R:0	0.02776415	0.02443092
5:Del:R:1	0.01048865	0.00144654
5:Del:R:2	0.00081085	0.00171600
5:Del:R:3	0.00117203	0.00030318
5:Del:R:4	0.00000022	0.00000312
5:Del:R:5	0.00000022	0.00000312
2:Ins:R:0	0.01203249	0.00358970
2:Ins:R:1	0.00356409	0.00817141
2:Ins:R:2	0.00055457	0.00117388
2:Ins:R:3	0.00097560	0.00000078
2:Ins:R:4	0.00173951	0.00000051
2:Ins:R:5	0.01653789	0.00244606
3:Ins:R:0	0.00566977	0.00445554
3:Ins:R:1	0.00082133	0.00172197
3:Ins:R:2	0.00014966	0.00076038
3:Ins:R:3	0.00046575	0.00031811
3:Ins:R:4	0.00003001	0.00093566
3:Ins:R:5	0.00110189	0.00169350
4:Ins:R:0	0.00715890	0.00179668
4:Ins:R:1	0.00070817	0.00614023
4:Ins:R:2	0.00011209	0.00030464
4:Ins:R:3	0.00095435	0.00041262
4:Ins:R:4	0.00000003	0.00139799
4:Ins:R:5	0.00138352	0.00002799
5:Ins:R:0	0.04439616	0.00000026
5:Ins:R:1	0.00580690	0.02080020
5:Ins:R:2	0.00082000	0.00173677
5:Ins:R:3	0.00002721	0.00143845
5:Ins:R:4	0.00036388	0.00000153
5:Ins:R:5	0.00000022	0.00000312
2:Del:M:1	0.01590029	0.01350212
3:Del:M:1	0.00435612	0.00800222
3:Del:M:2	0.00671995	0.00997599
4:Del:M:1	0.00128972	0.00653271
4:Del:M:2	0.00147767	0.01622337
4:Del:M:3	0.00779173	0.01195244
5:Del:M:1	0.01899662	0.01765476
5:Del:M:2	0.01196977	0.01412255
5:Del:M:3	0.00905677	0.00841993
5:Del:M:4	0.00765684	0.00505423
5:Del:M:5	0.00918918	0.00558902
