MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	0.016257973630854395	0.012479378940770402	0.0020180333069583865	0.05464368796441704	0.005619044203194789	0.03483007007278502	0.10722995668271323	0.012104547375292896	0.02992126323224511	0.06061348348011961	0.03943782658316195	0.017440669278148562	0.05708673243061639	0.05751000918564387
1:Del:C:1	0.0024784849041776624	0.0031386021624211936	0.003389090041164309	0.014309586266602992	0.006872048524087404	0.011247048530494795	0.15205098425969482	0.008095916544552892	0.028705223767465215	0.022499741902574897	0.02619069466200017	0.01127147922765289	0.021261879084049723	0.02617445552983554
1:Del:C:2	0.002652566627366468	0.0024195255807717333	0.001393991292352439	0.006860100553708435	0.0028175509866559876	0.005898518658141256	0.08691038525663317	0.004444997259706724	0.022135564150521533	0.010564156599575653	0.005559627506117977	0.0066249940140551185	0.017463487028435337	0.012037110929377377
1:Del:C:3	0.0038323869506712072	0.002706702991563361	0.0031712309560680296	0.0056877108803018925	0.00033428082417231054	0.0009590901736737578	0.05568321945844218	0.003933100928552449	0.009912278498522937	0.00246701932977885	0.0055655218999322645	0.00305997703454409	0.00889418262988329	0.009575807567453012
1:Del:C:4	0.009898000306275207	0.006789643678057473	0.001691007410381644	0.012453981578582898	0.001056499820551835	0.00024007132778933738	0.023488525024149567	0.0031822667489177546	0.001726212298287919	0.0027489311037038533	0.005177030433842446	0.0007115692930528894	0.020573795631521535	0.011939861806160934
1:Del:C:5	0.032398941316641866	0.03053321551764384	0.002186831196268031	0.016629660144099036	0.0006044779787771404	0.0006416783299937379	0.0050365985982992354	0.00524961158138467	0.0023491955022677757	0.00283756601344578	0.008899561676662416	0.0010027850122222048	0.003711367049254477	0.009539644488264826
1:Del:T:0	0.0029076136300864165	0.007265349833232904	0.0005846982769435272	0.00925923096587212	0.020437701504706637	0.00675986582384212	0.07823786338791251	0.011199553011683747	0.07853821467608213	0.036618272489868105	0.0450674043642357	0.03317357193096541	0.05552806133404374	0.0194902249056031
1:Del:T:1	0.0031182133245238218	0.005037001484597567	0.0022058264768566004	0.007139089323754888	0.008339876318095775	0.005181516408047173	0.05731987440958619	0.008231351156136952	0.054824196407571434	0.018372932531055996	0.030139105706475676	0.023538627187663225	0.04121807969058864	0.012263163045245164
1:Del:T:2	0.006211307542398572	0.005859980278328294	0.002291263147953941	0.012934314837839338	0.00141987560709822	0.007453960966668092	0.050372903344687074	0.00664115116080211	0.05759661886841059	0.02395910393912345	0.01663713898626156	0.00846703033465019	0.05688104627046414	0.013374509697168833
1:Del:T:3	0.015882989741512574	0.014687202852146584	0.0020012265762397873	0.026804548827931284	0.000938390324881766	0.016802215804345905	0.04479301097453572	0.0071039665388525465	0.017734559073578567	0.026955432990798726	0.026743329741293564	0.01240347342682071	0.09663472374901176	0.022400208598119208
1:Del:T:4	0.03539278669748455	0.028167088283225894	0.0024031565748737194	0.041105151291703806	0.00147736310842447	0.0079505592957139	0.015401681300718338	0.005452775503508747	0.018223380729905328	0.006665008071140619	0.005271860295906663	0.005774978479021229	0.10242067139556013	0.023514532975968904
1:Del:T:5	0.5817990451306104	0.648802590072155	0.0030391599242648227	0.27352099779993294	0.002315751281566918	0.002794454009542733	0.0025404858629258344	0.0185589772555727	0.0004972660739474576	0.005635999562600773	0.014274226432831369	0.016024709698767774	0.03513805015650135	0.02501399549592861
