Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP109953	51	329	0	0	14
SP107650	49	261	7	0	34
SP13206	163	112	28	25	30
SP13078	77	234	47	27	35
SP107607	47	158	52	28	30
SP109941	44	115	5	23	23
SP109801	160	163	25	6	41
SP13072	18	145	45	67	36
SP107595	129	365	0	169	49
SP107640	49	212	33	0	7
SP13084	52	298	4	26	37
SP107603	30	156	40	27	25
SP109957	49	248	89	93	67
SP114020	131	365	25	77	54
SP96540	54	140	21	3	10
SP114032	25	236	15	13	20
SP107624	18	82	14	31	20
SP107575	90	110	27	44	43
SP13242	47	148	20	9	46
SP114016	20	230	25	18	19
CPCT02070011T	68	734	80	109	1493
CPCT02020317T	14	64	60	123	46
CPCT02010352T	1	17	17	64	9
CPCT02010362T	13	18	37	68	6
CPCT02010366T	1	2	6	38	4
CPCT02010383T	6	1	18	105	17
CPCT02050049T	13	44	54	109	2
CPCT02020350T	6	67	51	140	18
CPCT02060023T	47	410	70	302	78
CPCT02080030T	85	212	2061	504	11
CPCT02060010T	248	145	294	254	94
CPCT02040037T	215	1394	10	388	159
CPCT02070018T	43	212	63	344	75
CPCT02080041T	19	56	211	545	80
CPCT02070029T	473	60	99	143	180
CPCT02060033T	117	180	84	259	110
CPCT02020399T	849	667	271	233	53
CPCT02140024T	4566	1309	5	61	159
CPCT02080050T	29	43	74	214	22
CPCT02030293T	47	138	63	118	53
CPCT02010441T	76919	0	0	0	0
CPCT02090030T	322	376	2	170	51
CPCT02010718T	69	466	0	161	21
CPCT02020653T	22	135	32	298	12
CPCT02340008TII	31	133	0	227	2
CPCT02020876T	22	43	63	111	20
CPCT02370016T	47	137	115	272	14
CPCT02070275T	35	439	0	168	8
CPCT02011028T	386	233	113	270	72
CPCT02230072T	27296	7986	2154	1071	759
CPCT02130028T	142	319	0	186	16
CPCT02060182T	14	18	32	104	8
CPCT02020657T	1	65	17	188	15
DRUP01090026T	16	86	65	109	38
CPCT02130029T	3	6	26	115	0
CPCT02340010TII	245	9	0	72	2450
DRUP01020022T	11	49	56	129	20
CPCT02120103T	28	394	0	169	31
CPCT02300030T	65	384	8	181	3
CPCT02150044T	17	106	47	85	21
CPCT02020920T	14	34	80	193	24
CPCT02080192T	13	253	16	232	18
CPCT02130170T	100	9	150	0	1288
CPCT02260014T	1004	1080	15	150	80
CPCT02020922T	2	56	53	111	21
CPCT02011072T	13	56	26	60	18
CPCT02010758T	3	50	41	328	20
WIDE01010006T	0	29	14	75	15
CPCT02040220T	13	185	0	223	29
CPCT02100157T	241	579	0	179	79
CPCT02230088T	339	0	7708	445	163
CPCT02130178T	16	50	72	135	52
WIDE01010017T	75	210	89	144	55
WIDE01010025T	14	47	52	86	18
WIDE01010028T	254	273	211	451	168
WIDE01010012T	83	214	1	788	26
WIDE01010031T	645	1248	123	122	105
CPCT02020956T	5	40	28	73	6
CPCT02010774T	6	64	49	156	4
CPCT02010756T	14	9	32	199	3
WIDE01010045T	17	87	35	242	25
CPCT02080204T	9	24	46	140	17
WIDE01010037T	726	1498	0	0	101
WIDE01010056T	201	633	0	121	62
CPCT02070298T	221	484	24	37	36
WIDE01010594T	14	138	46	106	39
WIDE01010078T	14	33	181	464	63
CPCT02130054T	42	201	46	212	36
CPCT02040228T	18	140	8	174	17
WIDE01010051T	19	98	98	133	90
CPCT02050319T	11	0	23	198	57
CPCT02020689T	6	141	0	344	10
WIDE01010043T	33	89	60	131	26
WIDE01010112T	268	358	93	331	76
WIDE01010092T	21	136	24	85	12
WIDE01010119T	125	256	65	83	109
CPCT02170022T	7	93	8	212	13
WIDE01010120T	4	51	40	96	15
WIDE01010127T	407	392	4682	97	118
CPCT02300036T	77	624	93	184	30
WIDE01010146T	14	38	77	155	14
CPCT02070309T	16	57	53	217	11
WIDE01010157T	149	227	2125	211	64
WIDE01010170T	82	137	39	75	18
CPCT02020696T	9	47	42	226	4
CPCT02030471T	7	68	0	377	10
CPCT02130032T	9	23	34	282	19
CPCT02070310T	622	1152	3	301	90
WIDE01010164T	90	239	186	269	12
WIDE01010190T	15	69	88	76	0
WIDE01010182T	371	527	185	397	95
DRUP01050040TII	692	746	261	123	17
WIDE01010225T	126	230	97	129	18
CPCT02050348T	46	69	151	157	5
WIDE01010275T	39	176	101	367	55
CPCT02010810T	19	101	27	118	14
CPCT02060206T	140	115	3943	386	4
WIDE01010284T	16	111	38	47	9
WIDE01010330T	12	93	46	61	18
WIDE01010312T	197	59	3872	182	78
WIDE01010317T	288	448	111	850	52
WIDE01010337T	57	503	401	186	19
CPCT02220043T	551	924	406	417	61
CPCT02130094T	75	641	48	473	72
WIDE01010329T	344	488	2062	358	40
WIDE01010331T	15	103	16	100	21
CPCT02010828T	90	289	934	182	19
WIDE01010101T	129	507	2116	107	73
WIDE01010349T	5	55	90	126	3
WIDE01010342T	16	271	34	85	23
WIDE01010359T	7	35	39	79	21
WIDE01010370T	16	0	76	145	30
WIDE01010369T	6	426	0	58	28
CPCT02340084T	127	303	395	175	17
DRUP01030015T	72	450	330	110	71
CPCT02060236T	11	84	22	186	17
CPCT02120125T	84	124	1892	103	41
CPCT02230098T	2373	86	5	182	36
DRUP01090015T	2	1	25	142	31
WIDE01010401T	54	95	111	184	83
CPCT02230105T	12	15	47	156	2
CPCT02080223T	47	127	33	751	31
CPCT02020730T	25	82	196	467	25
CPCT02010831T	308	182	1546	362	38
WIDE01010428T	28	99	32	80	16
CPCT02290039T	1310	1189	23	293	37
CPCT02010843T	38	36	9	242	10
CPCT02130103T	51	420	31	377	22
CPCT02070337T	71	86	74	570	33
WIDE01010440T	6	83	54	134	13
WIDE01010404T	202	352	73	134	25
CPCT02080229T	41	104	298	192	45
CPCT02050363T	76	336	69	214	36
CPCT02040250T	36	170	3	188	2
CPCT02040251T	37	65	207	194	23
CPCT02260022T	419	646	5	46	39
CPCT02340090T	141	366	26	68	42
CPCT02450013T	30	115	13	183	41
CPCT02070347T	91	464	92	366	75
CPCT02060140T	8	65	73	134	18
CPCT02020720T	1	43	13	112	9
CPCT02230109T	426	900	0	143	49
DRUP01090019T	333	428	159	193	95
CPCT02120144T	20	26	55	204	7
CPCT02080240T	53	444	280	95	11
CPCT02130125T	51	150	65	177	65
CPCT02070355T	11	24	23	128	14
CPCT02010872T	9	22	33	115	28
CPCT02010878T	28	220	131	184	20
CPCT02090054T	868	1575	581	193	265
CPCT02330117T	313	414	47	220	87
CPCT02170031T	351	1138	0	18	53
CPCT02020765T	14	138	14	529	15
CPCT02010851T	4	22	25	200	0
CPCT02020756T	19	28	106	278	25
DRUP01170001T	60	680	163	81	0
WIDE01010617T	195	262	102	92	61
WIDE01010627T	9	64	46	96	36
CPCT02030502T	42	82	149	119	27
CPCT02030507T	243	164	14	145	23
WIDE01010595T	96	955	0	14	49
CPCT02040273T	6	195	45	152	42
CPCT02030520T	56	299	35	200	55
CPCT02110075T	833	1063	0	151	45
CPCT02290050T	155	233	72	219	31
CPCT02290053T	5	84	5	152	2
CPCT02080257T	40	109	37	119	11
CPCT02290054T	13	213	43	133	20
CPCT02080256T	38	234	0	225	12
CPCT02030497T	168	66	1857	344	29
DRUP01290001T	1314	1158	36	288	42
CPCT02070372T	9	41	32	158	19
CPCT02290051T	7	37	25	205	12
CPCT02020815T	257	3	7038	0	55
CPCT02040271T	17	34	42	305	4
CPCT02130154T	8	86	39	78	9
CPCT02120164T	302	903	1470	225	72
CPCT02020797T	5	37	0	135	5
DRUP01010099T	180	582	0	120	77
CPCT02340104T	9	31	39	183	34
CPCT02380018T	194	476	75	691	52
CPCT02340010TIII	252	40	0	137	2496
CPCT02060033TII	92	137	10	523	85
CPCT02020582T	4	107	36	155	32
DRUP01050040T	466	563	72	51	13
CPCT02180041T	123	247	50	252	38
CPCT02060137T	5	23	35	89	9
CPCT02070403T	2	12	14	79	6
