Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP124389	228	19	35	38	5	68	15	0	7	8
SP124362	579	1	123	125	3	45	77	38	25	10
SP124394	240	10	33	205	8	43	1	55	9	1
SP124334	234	14	85	117	0	52	7	0	10	29
SP124339	2	2	29	49	0	0	8	1	15	23
SP124454	144	26	87	110	6	61	3	0	7	16
SP124380	392	16	48	115	0	23	82	16	8	46
SP124273	15	23	308	30	5	67	21	0	8	14
SP124357	20	44	69	56	0	38	29	14	11	32
SP124399	380	19	151	245	0	60	93	40	6	0
SP124311	463	9	71	367	8	1	58	0	38	0
SP124355	13	10	79	48	0	18	14	0	5	36
SP124434	271	29	59	88	0	53	40	83	12	7
SP124428	628	24	205	291	0	92	65	395	18	0
SP124449	289	56	185	101	17	42	76	0	8	7
SP124298	786	31	134	702	18	73	208	124	31	0
SP124431	246	10	44	277	6	31	35	17	8	22
SP124396	165	108	149	96	0	49	18	19	31	34
SP124409	526	20	127	142	2	151	123	16	21	26
SP124341	18	33	96	30	0	124	16	11	7	28
SP124353	3	2	29	35	0	36	10	0	3	22
SP124278	5	34	199	28	0	32	0	23	14	5
SP124376	144	25	58	128	0	28	0	98	20	20
SP124346	61	23	272	46	0	86	10	1	25	21
SP124439	724	31	39	172	36	47	163	0	9	1
SP124351	10	9	39	40	1	22	2	3	6	3
SP124406	202	79	0	125	0	57	7	14	82	162
SP124323	12	21	92	33	0	23	0	13	3	24
SP124391	18	10	102	57	3	57	16	30	11	18
SP124423	37	0	15	12	0	12	0	0	3	0
SP124382	1559	17	0	1144	0	272	49	51	51	10
SP124415	958	50	91	123	50	249	702	0	11	0
SP124436	1037	34	259	521	11	186	122	0	63	51
SP124460	497	54	127	104	2	72	91	43	23	11
SP124425	183	7	20	148	3	23	3	19	6	3
SP124456	107	37	0	234	5	0	0	35	2	24
SP124367	337	23	46	218	4	53	34	0	21	20
SP124281	8	10	96	11	5	21	14	7	10	0
SP124377	174	3	29	213	0	18	0	98	16	7
SP124412	239	7	39	154	10	0	0	0	13	5
SP124333	87	11	49	117	0	67	17	15	10	13
SP124359	6	35	177	57	0	61	31	6	15	29
SP124286	4	21	37	21	0	9	3	0	5	11
SP124329	105	0	5	55	0	12	0	33	8	0
SP124326	102	25	122	153	1	41	12	7	18	17
SP124458	365	37	26	444	0	41	13	163	23	16
SP124401	1417	67	161	558	10	108	192	165	31	12
SP124264	29	21	118	60	0	222	30	0	13	56
SP124384	440	18335	2499	299	0	319	0	0	70	38
SP124403	38	4	0	73	0	6	5	22	2	5
SP124462	324	45	90	311	8	63	24	26	33	40
SP124271	47	56	382	158	0	151	38	0	19	33
SP124336	14	0	256	39	1	72	22	1	14	35
SP124452	240	20	43	299	14	13	0	0	12	8
SP124386	300	24	89	196	0	15	24	207	14	3
SP124441	14	118	102	65	0	105	14	1	12	108
SP124418	332	11	30	152	10	50	31	0	11	1
SP124291	2	20	131	55	0	37	0	5	10	41
