Sample Names	MutationType	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID14	ID19	ID21
SP117956	1:Del:C:0	0.0013611032010917555	0.0	0.0	0.0	0.5114175063399147	0.0	0.4587066776715147	0.0	0.0	0.0	0.028514712787478875
SP117956	1:Del:C:1	0.006338244097431857	0.0	0.0	0.0	0.6329485149881421	0.0	0.2651319479264173	0.0	0.0	0.0	0.09558129298800876
SP117956	1:Del:C:2	4.159768940692292e-17	0.0	0.0	0.0	0.9044437993981109	0.0	0.05662870214029944	0.0	0.0	0.0	0.038927498461589626
SP117956	1:Del:C:3	0.035152692875619514	0.0	0.0	0.0	0.7060144023078199	0.0	0.1347083468831155	0.0	0.0	0.0	0.12412455793344505
SP117956	1:Del:C:4	0.03085993009774562	0.0	0.0	0.0	0.3398636453624925	0.0	0.07544438498099826	0.0	0.0	0.0	0.5538320395587636
SP117956	1:Del:C:5	0.07320190074968991	0.0	0.0	0.0	0.1529567950088275	0.0	0.027439576192808676	0.0	0.0	0.0	0.7464017280486739
SP117956	1:Del:T:0	0.0027675814592212416	0.0	0.0	0.0	0.5794175303676296	0.0	0.09775900718142302	0.0	0.0	0.0	0.3200558809917262
SP117956	1:Del:T:1	1.0491114512249932e-17	0.0	0.0	0.0	0.9099474902771045	0.0	0.04482033592953621	0.0	0.0	0.0	0.04523217379335912
SP117956	1:Del:T:2	0.002800988866591719	0.0	0.0	0.0	0.9236943265652005	0.0	0.03638832451158165	0.0	0.0	0.0	0.03711636005662623
SP117956	1:Del:T:3	0.008954747579370276	0.0	0.0	0.0	0.938908674117681	0.0	0.0518468475838091	0.0	0.0	0.0	0.0002897307191394616
SP117956	1:Del:T:4	0.02895043284657022	0.0	0.0	0.0	0.9539558257615613	0.0	0.01162591593566664	0.0	0.0	0.0	0.005467825456201874
SP117956	1:Del:T:5	1.8412528764655662e-17	0.0	0.0	0.0	0.4607497462409467	0.0	0.07992872061500009	0.0	0.0	0.0	0.4593215331440532
SP117956	1:Ins:C:0	5.595890207977766e-16	0.0	0.0	0.0	0.24805687262234322	0.0	0.6322673031548406	0.0	0.0	0.0	0.11967582422281561
SP117956	1:Ins:C:1	3.359884983141849e-16	0.0	0.0	0.0	0.34138215565264574	0.0	0.2978919107147615	0.0	0.0	0.0	0.3607259336325925
SP117956	1:Ins:C:2	3.018324755415656e-16	0.0	0.0	0.0	0.7776554260505123	0.0	0.1883891660475444	0.0	0.0	0.0	0.0339554079019431
SP117956	1:Ins:C:3	0.2691552705945134	0.0	0.0	0.0	0.5189869615488434	0.0	0.05015728401480756	0.0	0.0	0.0	0.16170048384183566
SP117956	1:Ins:C:4	0.424086771435946	0.0	0.0	0.0	0.12698285226037245	0.0	0.17808043272437876	0.0	0.0	0.0	0.27084994357930287
