Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID14	ID19	ID21
CPCT02010790T	137	0	0	0	0	1281	380	0	0	0	0
CPCT02040235T	204	272	0	0	0	0	190	0	0	209	258
CPCT02080216T	166	0	0	0	0	698	446	0	0	312	0
CPCT02160047T	123	158	0	0	0	0	120	0	0	277	0
CPCT02270006T	116	264	0	0	606	0	444	0	0	0	0
CPCT02210053T	84	31	0	0	0	0	96	0	0	183	91
CPCT02360016T	82	40	0	0	0	0	71	0	0	131	0
WIDE01010270T	85	0	0	0	278	0	344	274	0	0	0
CPCT02060221T	136	41	0	0	0	0	147	0	0	217	0
WIDE01010288T	396	132	0	0	0	0	0	0	0	0	0
CPCT02270030T	81	35	0	0	0	0	132	0	0	215	0
CPCT02310011T	281	0	0	0	0	0	216	0	0	252	0
WIDE01010311T	241	76	0	0	439	0	435	0	0	0	0
CPCT02120001T	88	81	0	106	0	0	116	172	0	160	0
WIDE01010322T	275	0	0	0	200	0	0	0	0	0	0
CPCT02290035T	173	228	0	0	0	592	842	0	0	319	0
WIDE01010326T	146	0	0	0	112	0	72	0	0	71	0
CPCT02270028T	216	260	0	0	0	0	268	0	0	219	0
CPCT02030478T	283	223	0	0	0	0	0	0	0	179	0
WIDE01010308T	131	93	0	0	0	0	212	0	0	131	0
WIDE01010268T	147	32	0	0	118	0	105	0	0	68	0
CPCT02060214T	113	0	1041	0	0	0	162	0	0	196	0
WIDE01010335T	200	151	0	0	241	0	383	0	0	0	0
CPCT02360017T	90	0	0	0	0	0	114	0	0	221	0
WIDE01010303T	267	68	0	0	0	0	183	0	0	160	0
CPCT02220044T	163	49	0	0	0	0	93	148	0	129	0
CPCT02120047TII	326	158	0	0	0	0	171	0	0	336	0
WIDE01010339T	263	163	0	0	0	0	0	0	0	107	0
WIDE01010352T	451	227	0	0	742	0	806	0	0	0	0
WIDE01010346T	80	36	0	72	119	0	75	0	0	129	0
CPCT02010824T	149	124	0	0	0	0	0	101	0	131	0
WIDE01010341T	273	299	0	0	0	511	662	0	0	0	0
WIDE01010332T	217	107	0	0	409	0	235	0	0	0	0
CPCT02360018T	302	0	0	0	203	0	0	0	0	0	0
CPCT02330104T	53	0	81	0	198	0	154	0	0	58	0
CPCT02050359T	143	30	0	0	0	0	116	0	0	161	0
CPCT02370025T	0	0	0	0	0	528	542	0	0	0	0
WIDE01010131T	324	138	0	0	0	0	255	239	0	0	0
WIDE01010371T	646	366	0	0	0	0	0	0	0	0	0
CPCT02020719T	0	184	0	0	0	1356	805	337	0	0	0
WIDE01010400T	86	30	0	79	0	0	71	79	0	91	0
CPCT02010825T	47	0	0	0	48	0	34	0	0	42	0
CPCT02010359TII	158	245	0	0	0	904	723	213	0	0	0
WIDE01010405T	241	132	0	0	0	0	0	0	0	0	0
WIDE01010388T	470	216	0	0	0	0	0	0	0	0	0
DRUP01330020T	0	217961	0	0	0	0	0	0	0	0	0
CPCT02230099T	167	200	0	0	0	1429	632	0	0	459	0
CPCT02110069T	79	61	0	0	84	0	107	0	0	103	94
WIDE01010410T	202	0	0	0	0	0	0	0	0	108	0
CPCT02020721T	135	84	0	0	0	0	95	0	0	145	0
CPCT02230101T	104	95	0	0	0	0	76	0	0	137	95
WIDE01010418T	39	0	0	40	0	0	53	40	0	40	0
CPCT02300040T	145	106	0	0	0	446	254	0	0	132	0
WIDE01010048T	241	78	0	0	0	0	106	0	0	0	0
CPCT02290037T	294	86	0	0	0	0	194	0	0	276	0
WIDE01010249T	214	51	0	0	0	0	0	0	0	108	0
DRUP01010148T	17129	96506	0	0	0	0	0	0	0	0	0
WIDE01010372T	133	490	0	0	825	0	816	0	0	0	0
WIDE01010406T	297	88	0	0	0	0	248	316	0	0	0
WIDE01010432T	97	37	0	0	130	279	231	0	0	82	0
CPCT02010846T	0	0	0	0	0	919	444	0	0	322	0
CPCT02010746T	492	75	0	0	0	0	152	179	0	195	0
CPCT02250009T	111	85	0	0	0	0	235	0	0	309	0
CPCT02010838T	83	21	0	0	0	0	47	0	0	97	0
CPCT02170027T	359	384	0	0	0	0	199	0	0	334	0
CPCT02030484T	105	42	0	56	0	0	65	0	0	105	0
CPCT02050364T	342	218	0	0	0	0	172	0	0	247	0
CPCT02290040T	123	63	0	0	0	0	128	71	0	187	0
CPCT02080228T	276	234	0	0	284	0	270	0	0	212	0
CPCT02040257T	144	106	0	0	207	0	0	0	0	113	0
CPCT02160051T	47	14	0	0	53	0	36	0	0	90	0
CPCT02120137T	194	0	0	0	0	0	0	149	0	91	0
CPCT02150014T	106	39	0	0	0	0	70	0	0	159	0
CPCT02210059T	286	354	0	0	0	2111	549	0	0	0	0
CPCT02040254T	129	69	96	0	130	0	105	0	0	113	0
CPCT02070344T	90	0	0	0	0	0	81	0	0	118	81
CPCT02300043T	35	46	124	0	0	207	368	0	0	133	0
CPCT02220047T	139	0	0	0	0	930	265	0	0	222	0
CPCT02360011T	326	164	0	0	0	0	0	156	0	0	0
CPCT02020711T	104	0	143	0	0	270	380	0	0	0	0
CPCT02150016T	169	208	0	123	0	0	112	0	0	181	0
CPCT02030258T	231	187	0	194	0	0	204	0	0	284	0
CPCT02250010T	403	907	0	0	0	0	0	0	0	0	0
DRUP01110005T	161	0	0	0	0	0	126	214	0	194	0
DRUP01180001T	288	663	0	0	0	867	399	0	0	254	0
CPCT02010863T	99	24	0	0	0	61	58	100	0	105	0
CPCT02070352T	174	52	0	0	0	0	118	0	0	125	0
CPCT02060179T	142	44	0	0	0	0	101	0	0	217	0
CPCT02120148T	148	0	0	0	113	0	69	0	0	160	0
CPCT02030500T	81	0	1046	0	392	0	0	0	0	0	0
CPCT02150017T	87	0	0	0	0	626	266	0	0	0	0
CPCT02170029T	91	27	0	61	0	0	83	55	0	85	0
CPCT02010886T	168	243	0	0	356	0	272	0	0	170	0
CPCT02390029T	45	35	0	0	100	0	67	0	0	95	0
CPCT02080243T	256	162	0	0	600	1260	512	0	0	0	0
CPCT02010890T	57	30	0	0	0	0	70	0	0	122	0
CPCT02150018T	80	27	0	0	0	0	45	55	0	107	74
CPCT02010896T	320	481	0	0	0	0	255	376	0	0	0
CPCT02360022T	109	0	0	61	0	0	94	0	0	116	0
CPCT02220053T	149	34	0	71	0	0	72	0	0	130	0
CPCT02040267T	234	49	0	0	0	0	97	0	0	119	0
CPCT02040266T	81	0	0	0	0	619	401	0	0	179	0
CPCT02010891T	87	0	0	0	126	0	0	0	0	120	0
CPCT02350007T	792	270	0	0	0	0	0	0	0	0	0
CPCT02020830T	100	36	0	0	0	0	66	0	0	173	0
CPCT02030383T	89	115	0	74	0	0	77	0	0	144	0
CPCT02350008T	198	89	0	0	0	0	252	291	0	256	0
CPCT02030289TIII	575	0	0	0	0	0	358	0	0	494	0
CPCT02160055T	129	28	0	0	0	0	66	0	0	84	0
CPCT02050383T	143	0	0	0	0	0	0	195	0	144	0
CPCT02290046T	104	33	0	0	0	0	88	0	0	197	0
CPCT02030522T	133	72	0	0	143	0	148	0	0	113	0
CPCT02110076T	206	289	0	0	0	0	228	0	0	210	0
CPCT02080250T	250	551	0	0	0	0	189	0	0	257	0
CPCT02230110T	509	703	0	0	719	0	640	0	0	0	0
CPCT02010900T	152	59	0	0	196	0	233	0	0	133	0
CPCT02120158T	183	76	0	0	0	0	153	102	0	244	0
CPCT02180070T	59	0	0	0	131	0	96	0	0	111	0
CPCT02210069T	189	213	0	0	0	0	187	196	0	0	0
CPCT02070360T	0	0	0	0	0	397	564	0	0	203	0
CPCT02180069T	395	170	0	0	0	0	144	0	0	226	0
CPCT02410009T	119	51	0	75	0	0	114	0	0	167	0
CPCT02080254T	166	59	0	0	0	0	59	0	0	157	0
CPCT02110077T	161	143	0	0	0	0	127	185	0	209	0
CPCT02010915T	66	0	118	0	192	0	182	0	0	138	0
CPCT02120154T	284	65	0	0	0	0	0	0	0	120	0
CPCT02080253T	569	792	0	0	0	0	329	0	0	353	0
CPCT02140083T	107	137	0	0	395	0	237	0	0	135	0
CPCT02020791T	228	0	0	0	263	0	257	0	0	112	0
DRUP01010091T	92	168	0	0	0	573	549	130	0	228	0
CPCT02100187T	90	0	0	0	0	0	65	150	0	95	0
CPCT02040282T	135	120	0	0	0	0	184	0	0	190	0
CPCT02290052T	476	163	0	0	0	0	264	269	0	264	0
CPCT02310018T	154	76	0	0	0	0	181	0	0	261	0
CPCT02310019T	2068	0	0	0	0	0	0	0	0	0	0
CPCT02470001T	329	75	0	0	0	0	0	0	0	0	0
DRUP01220002T	126	290	0	0	581	0	489	0	0	221	0
CPCT02030521T	79	36	0	0	0	0	114	97	0	138	0
CPCT02010901T	212	0	0	0	0	1064	541	0	0	324	0
CPCT02290048T	153	125	0	0	0	0	95	0	0	144	0
CPCT02210071T	126	0	0	0	196	0	126	0	0	149	0
CPCT02120165T	69	0	0	0	173	0	215	0	0	186	0
CPCT02020773T	82	0	0	0	369	0	314	0	0	125	0
CPCT02040290T	282	121	0	0	0	0	330	317	0	0	0
CPCT02020829T	157	158	0	0	0	0	87	0	0	114	0
CPCT02150027T	169	57	0	0	0	341	465	0	0	198	0
CPCT02010933T	149	90	0	0	0	237	208	0	0	284	0
CPCT02210073T	138	149	0	0	0	674	282	0	0	174	0
CPCT02190049T	229	331	0	0	0	0	161	232	0	253	0
CPCT02020824T	183	166	0	0	0	0	99	0	0	115	0
CPCT02010934T	84	61	0	0	155	0	87	0	0	116	0
CPCT02290057T	227	68	0	0	0	0	86	0	0	184	0
CPCT02020801T	135	97	0	0	0	0	103	0	0	147	0
CPCT02340066TII	325	0	0	0	465	0	370	0	0	0	0
CPCT02020795T	555	171	0	0	0	0	0	0	0	228	0
CPCT02010939T	236	522	0	0	0	0	178	0	0	196	0
CPCT02010936T	46	41	0	46	0	0	64	75	0	102	0
CPCT02020807T	338	136	0	0	0	0	106	0	0	131	0
CPCT02020597TII	309	0	0	0	0	0	231	0	0	174	287
CPCT02050409T	202	0	0	0	0	867	468	0	0	283	0
DRUP01020034T	87	0	0	0	0	1114	470	0	0	377	0
CPCT02010940T	167	43	0	0	0	0	92	0	0	221	0
DRUP01210004T	327	139	0	0	0	0	188	0	0	227	0
CPCT02060272T	75	27	0	57	63	0	37	0	0	77	0
CPCT02130163T	679	344	0	0	0	0	339	0	0	435	0
DRUP01220003T	287	159	0	167	0	0	181	360	0	178	0
DRUP01210005T	262	312	0	0	0	1962	482	0	0	0	0
CPCT02450016T	126	101	0	0	0	0	0	110	0	145	0
DRUP01120001T	110	98	0	119	0	0	110	243	0	127	0
CPCT02220026T	111	226	0	0	503	0	511	0	0	344	0
CPCT02010969T	0	45	0	0	230	0	259	0	0	219	0
CPCT02010643T	194	175	0	0	0	0	126	0	0	191	0
CPCT02040160T	199	69	0	0	0	0	94	0	0	248	0
CPCT02140085T	152	69	0	0	0	0	155	0	0	265	0
DRUP01080004T	216	349	0	0	0	0	447	262	0	692	0
CPCT02080070TII	303	84	0	0	0	0	257	0	0	500	0
CPCT02060128T	249	124	0	0	0	0	244	0	0	213	255
CPCT02060129T	125	0	0	0	0	0	74	0	0	159	0
CPCT02220060T	0	0	0	0	0	489	580	0	0	188	0
CPCT02090062T	81	28	0	0	122	0	73	0	0	95	0
CPCT02440018T	210	56	0	0	0	0	163	0	0	153	0
CPCT02030549T	917	328	0	0	0	0	0	0	0	0	0
CPCT02230022T	95	72	0	0	0	0	78	0	0	120	115
CPCT02030550T	294	225	0	0	0	0	141	0	0	184	0
CPCT02140091T	1490	3340	0	0	0	0	0	0	0	0	0
CPCT02020597T	151	0	0	0	0	0	157	0	0	247	193
CPCT02100110T	71	119	0	0	0	546	666	205	0	205	0
CPCT02230047T	223	0	0	0	0	0	170	0	0	181	0
CPCT02310003T	273	0	0	0	0	0	416	380	0	0	0
CPCT02390035T	384	364	0	0	0	0	152	0	0	196	0
CPCT02060150T	216	66	0	0	0	0	163	0	0	270	0
CPCT02460004T	116	62	0	0	0	0	68	0	0	83	113
CPCT02190051T	135	34	0	0	0	0	89	0	0	108	87
CPCT02020857T	160	0	0	0	0	0	169	0	0	289	0
CPCT02080153T	165	0	0	0	0	0	0	388	0	234	0
CPCT02040175T	27	0	0	0	0	0	66	0	0	118	0
CPCT02370006T	418	126	0	0	0	0	0	0	0	209	0
CPCT02220063T	56	0	0	0	286	0	228	0	0	0	0
CPCT02310021T	930	460	0	0	0	0	0	0	0	0	0
CPCT02160030T	19	0	0	0	0	0	65	0	0	119	0
CPCT02060278T	94	70	0	0	0	0	75	0	0	73	0
CPCT02060277T	109	0	0	0	0	690	250	0	0	0	0
CPCT02150004T	95	0	0	0	0	0	107	0	0	195	0
CPCT02010687T	28	25	0	68	0	0	99	72	0	127	0
CPCT02080143T	123	0	0	0	0	0	231	0	0	282	0
CPCT02160029T	127	42	0	0	0	0	165	0	0	177	0
CPCT02230118T	113	34	0	0	135	0	168	0	0	145	140
CPCT02010658T	92	0	0	0	511	0	422	0	0	0	0
CPCT02320007T	235	64	0	0	0	0	94	0	0	145	0
CPCT02040306T	95	0	0	0	345	0	184	0	0	0	0
CPCT02340025T	188	0	0	0	0	882	447	0	0	424	0
CPCT02120073T	79	102	0	0	0	954	315	257	0	245	0
CPCT02030394T	172	54	0	0	0	0	135	0	0	256	0
CPCT02180077T	238	66	0	0	302	0	154	0	0	0	221
CPCT02020617T	66	48	0	0	220	0	368	0	0	204	0
CPCT02310022T	345	86	0	0	0	0	0	0	0	0	0
CPCT02080261T	90	165	0	0	0	0	144	95	0	163	0
CPCT02380020T	0	0	0	0	0	819	871	0	0	261	0
CPCT02120063T	77	64	0	0	374	0	300	0	0	0	0
CPCT02010504T	139	0	0	0	165	0	133	0	0	185	0
CPCT02100115T	208	73	0	0	0	0	109	0	0	255	0
CPCT02100117T	67	49	0	0	0	255	250	152	0	132	0
CPCT02190019T	168	0	0	201	0	0	257	0	0	447	0
CPCT02210035T	130	37	0	86	0	0	154	0	0	157	0
CPCT02120061T	126	64	0	0	0	0	148	0	0	188	0
CPCT02210034T	213	89	0	0	0	0	138	0	0	251	0
CPCT02370008T	269	99	0	0	0	0	172	0	0	194	0
CPCT02330061T	99	24	0	0	0	0	72	0	0	123	0
CPCT02100125T	92	46	0	0	0	0	109	0	0	133	99
CPCT02340037T	366	0	0	0	0	0	226	0	0	0	0
CPCT02170014T	125	69	0	0	0	0	121	0	0	226	0
CPCT02170018T	130	216	0	0	0	0	895	0	0	249	0
CPCT02080029T	151	116	0	0	0	0	120	0	0	278	0
CPCT02240008T	0	0	0	0	0	496	736	0	0	153	0
CPCT02010661T	222	209	0	123	0	0	168	0	0	152	0
CPCT02010678T	71	45	0	0	89	0	51	0	0	113	0
CPCT02290018T	141	0	0	0	0	0	80	0	0	178	0
CPCT02080128T	306	92	0	0	0	477	606	0	0	286	0
CPCT02230058T	303	0	0	0	0	0	0	0	0	139	0
CPCT02240001T	903	168	0	0	0	0	0	0	0	412	0
CPCT02080127T	88	49	0	69	0	0	115	0	0	178	0
CPCT02270007T	126	65	0	0	0	586	456	0	0	130	0
CPCT02270009T	59	0	0	0	0	0	142	0	0	225	0
CPCT02020635T	92	39	0	0	0	0	110	0	0	257	0
CPCT02270008T	146	42	0	0	0	0	145	0	0	148	0
CPCT02050157T	404	201	0	0	0	0	0	0	0	0	0
CPCT02080103T	576	269	0	0	341	0	0	0	0	0	0
CPCT02050164T	442	141	0	0	0	0	0	408	0	0	0
CPCT02050160T	91	123	0	101	0	0	111	114	0	134	0
CPCT02300011T	304	75	140	0	0	0	0	0	0	0	0
CPCT02080100T	144	0	0	0	0	0	63	0	0	126	0
CPCT02180028T	39	0	89	0	190	0	176	0	0	0	0
CPCT02330032T	59	17	0	0	0	0	64	0	0	38	0
CPCT02100066T	434	148	0	0	0	0	338	396	0	0	0
CPCT02100067T	586	94	0	0	0	0	0	0	0	0	0
CPCT02080106T	136	82	0	0	0	0	87	79	0	91	0
CPCT02330027T	214	69	0	0	160	0	0	0	0	108	0
CPCT02020508T	402	286	0	0	0	0	0	0	0	0	375
CPCT02100075T	69	67	0	96	0	0	66	68	0	0	0
CPCT02010517T	267	0	0	0	0	0	0	0	0	173	0
CPCT02210017T	231	278	0	0	0	0	0	0	0	0	0
CPCT02160022T	133	47	0	83	0	0	75	0	0	0	0
CPCT02030340T	131	0	0	0	0	0	52	0	0	80	79
CPCT02020514T	4687	31106	0	0	0	0	0	0	0	0	0
CPCT02010521T	341	0	0	0	0	0	214	0	0	0	0
CPCT02050166T	261	95	0	0	0	0	122	0	0	113	0
CPCT02240003T	232	253	0	0	290	0	425	0	0	0	0
CPCT02390001T	240	83	0	0	0	0	0	0	0	123	0
CPCT02010572T	116	0	0	0	151	0	0	0	0	82	0
CPCT02240005T	123	87	0	0	0	0	0	0	0	129	122
CPCT02120016T	142	104	0	0	0	484	517	0	0	0	0
CPCT02100079T	152	47	0	0	105	0	101	0	0	132	0
CPCT02180030T	276	337	0	0	0	0	275	310	0	0	0
CPCT02040114T	0	215	0	0	0	1379	624	0	0	0	0
CPCT02080112T	0	0	0	0	0	777	288	0	0	163	0
CPCT02330035T	372	473	0	0	0	258	0	296	0	0	0
CPCT02060093T	102	0	0	0	101	0	57	0	0	91	0
CPCT02300016T	251	74	0	0	280	0	193	0	0	0	0
CPCT02300018T	103	43	0	0	0	0	89	120	0	131	0
CPCT02030265TII	113	41	0	0	0	0	0	192	0	0	0
CPCT02010593T	40	73	0	0	162	438	0	0	0	0	0
CPCT02330037T	68	61	0	0	0	589	179	163	0	0	0
CPCT02120033T	233	125	0	0	0	0	0	150	0	132	0
CPCT02120029T	101	45	0	0	115	0	0	0	0	57	0
CPCT02040123T	463	94	0	0	0	0	0	0	0	0	0
CPCT02120024T	68	0	0	102	0	0	262	193	0	0	0
CPCT02120008T	560	510	0	0	0	0	0	0	0	0	0
CPCT02020539T	196	220	0	0	0	0	0	120	0	0	0
CPCT02070168T	242	80	0	0	0	0	133	272	0	0	0
CPCT02050183T	144	29	71	71	0	0	91	0	0	69	0
CPCT02290011T	60	73	0	104	0	0	78	0	0	60	0
CPCT02080122T	165	95	0	0	0	0	82	0	0	127	103
CPCT02210020T	68	0	0	0	129	0	63	0	0	56	0
CPCT02020545T	352	98	0	0	0	0	166	133	0	0	202
CPCT02020541T	93	38	0	0	0	0	0	88	0	115	0
CPCT02100093T	1044	362	0	0	0	0	0	0	0	0	0
CPCT02080125T	88	51	0	0	0	527	165	0	0	102	0
CPCT02010535T	142	38	0	0	0	0	79	0	0	97	0
CPCT02160027T	31	0	0	0	60	0	31	0	0	34	0
CPCT02230021T	527	120	0	0	0	0	285	0	0	0	0
CPCT02230025T	202	76	0	0	0	0	75	0	0	81	0
CPCT02230028T	72	37	0	79	0	0	50	132	0	75	0
CPCT02330042T	87	0	0	0	120	0	117	0	0	52	0
CPCT02230036T	103	0	0	63	0	0	81	0	0	84	0
CPCT02410001T	106	32	0	0	82	0	61	0	0	80	0
CPCT02040138T	126	48	0	0	0	234	405	0	0	128	0
CPCT02020561T	1687	439	0	0	0	0	0	0	0	0	0
CPCT02040134T	72	38	0	87	0	0	149	0	0	202	0
CPCT02050215T	206	273	0	0	0	0	191	0	0	229	0
CPCT02050209T	344	176	0	0	0	0	136	0	0	275	0
CPCT02050210T	148	0	0	0	0	0	117	0	0	138	0
CPCT02050218T	208	126	0	212	0	0	0	0	0	170	0
CPCT02300021T	100	200	0	0	0	0	101	0	0	191	0
CPCT02180038T	190	73	0	0	0	0	124	0	0	251	0
CPCT02030367T	116	115	0	0	333	0	337	0	0	215	0
CPCT02060121T	144	67	548	0	0	0	109	0	0	147	0
CPCT02230044T	84	27	0	0	0	0	76	0	0	156	0
CPCT02110042T	123	71	0	0	0	0	181	0	0	428	0
CPCT02010628T	208	222	0	0	0	0	150	108	0	160	0
CPCT02010633T	73	0	0	0	115	0	107	0	0	176	0
DRUP01010037T	6679	32219	0	0	0	0	0	0	0	0	0
CPCT02040145T	77	0	0	0	0	0	128	0	0	185	0
CPCT02120047T	43	63	0	0	0	0	90	0	0	128	0
CPCT02120051T	0	119	0	0	0	888	320	374	0	0	0
CPCT02120052T	436	322	0	0	0	0	239	0	0	189	0
CPCT02100105T	219	0	0	0	0	1147	437	0	0	356	0
CPCT02100102T	82	60	0	58	0	0	83	0	0	133	0
CPCT02260008T	250	130	0	0	0	0	189	0	0	334	0
CPCT02100067TII	365	0	0	0	0	0	176	0	0	426	0
CPCT02210028T	391	124	0	0	0	0	225	0	0	301	0
CPCT02100104T	185	43	0	0	0	0	130	0	0	234	0
CPCT02020591T	124	0	0	0	0	0	71	0	0	188	0
CPCT02010639T	176	0	0	0	0	286	779	0	0	218	0
CPCT02080055T	0	0	0	0	0	0	43	0	0	112	0
CPCT02180007T	330	0	0	0	0	0	0	156	0	130	0
CPCT02080056T	324	512	0	0	0	0	0	523	0	0	0
CPCT02040070T	234	0	0	0	413	0	310	0	0	0	0
CPCT02040069T	396	198	0	0	0	0	0	0	0	0	248
CPCT02290001T	207	0	0	0	319	0	292	0	0	161	0
CPCT02100043T	109	0	0	0	0	0	78	0	0	129	0
CPCT02020407T	160	0	0	0	458	0	316	0	0	129	0
CPCT02210004T	10773	35154	0	0	0	0	0	0	0	0	0
CPCT02100035T	133	71	0	0	181	0	0	0	0	0	0
CPCT02010433T	33	22	0	0	0	0	29	0	0	25	46
CPCT02100049T	264	90	0	0	440	0	407	0	0	215	0
CPCT02290003T	113	52	0	72	0	0	87	0	0	130	0
CPCT02030305T	61	50	0	0	0	0	150	0	0	84	0
CPCT02100037T	156	41	0	0	121	0	0	0	0	79	0
CPCT02080060T	51	59	0	77	0	0	65	62	0	91	0
CPCT02010447T	79	0	0	0	221	0	433	0	0	142	0
CPCT02060059T	168	41	0	0	0	0	0	162	0	111	0
CPCT02100048T	208	171	0	0	0	141	0	221	0	195	0
CPCT02040071T	83	30	0	0	0	0	66	0	0	121	68
CPCT02050096T	63	0	0	0	146	215	261	0	0	98	0
CPCT02010461T	183	57	0	140	0	0	190	128	0	138	0
CPCT02100050T	125	34	0	80	0	0	86	0	0	133	0
CPCT02020436T	432	0	0	0	0	0	0	725	0	0	0
CPCT02160014T	47	36	0	0	0	0	50	0	0	46	0
CPCT02230002T	450	136	0	0	0	0	0	0	0	0	0
CPCT02160015T	753	131	0	0	0	0	0	0	0	0	0
CPCT02080064T	296	0	0	0	273	0	199	0	0	0	0
CPCT02080063T	249	177	0	0	0	0	0	0	0	145	0
CPCT02010468T	280	274	0	0	0	0	248	251	0	0	0
CPCT02300005T	393	131	0	0	0	0	0	0	0	0	0
CPCT02100051T	91	39	0	0	126	0	143	0	0	61	0
CPCT02160013T	115	129	0	0	0	0	0	78	0	0	139
CPCT02080069T	131	81	0	85	0	0	73	0	0	106	0
CPCT02080067T	158	44	0	0	0	0	147	94	0	86	0
CPCT02010427T	255	187	0	0	199	0	0	0	0	0	0
CPCT02330017T	102	34	82	71	0	0	118	0	0	96	0
CPCT02050109T	44	28	61	0	0	0	41	78	0	53	0
CPCT02070078T	275	316	0	0	240	0	140	0	0	180	0
CPCT02210010T	75	29	0	0	0	0	0	0	0	107	0
CPCT02080070T	283	58	0	0	0	0	126	0	0	130	0
CPCT02050117T	93	0	0	0	115	0	0	0	0	81	98
CPCT02080072T	238	199	0	0	0	0	232	0	0	0	0
CPCT02080073T	176	152	0	0	402	871	391	0	0	192	0
CPCT02040078T	292	314	0	0	0	0	0	0	0	171	0
CPCT02080076T	60	0	0	0	70	0	36	0	0	60	0
CPCT02010508T	150	45	0	0	0	0	0	0	0	88	0
CPCT02080019T	186	175	0	0	289	0	0	0	0	0	0
CPCT02190009T	249	0	0	0	477	0	461	0	0	0	0
CPCT02010509T	182	221	0	0	180	0	0	0	0	0	0
DRUP01010012T	127	173	0	156	0	0	271	155	0	145	0
CPCT02020441T	183	125	0	0	0	0	80	104	0	0	0
CPCT02140039T	96	0	0	0	434	0	224	0	0	0	0
CPCT02040086T	714	0	0	0	0	0	0	0	0	0	0
CPCT02060070T	47	0	0	0	149	201	99	0	0	98	0
DRUP01020002T	199	0	0	0	0	1137	390	0	0	0	0
CPCT02100055T	610	267	0	0	0	0	0	0	0	0	0
CPCT02220008T	271	337	0	0	365	0	275	0	0	0	0
CPCT02300008T	0	0	0	0	0	792	742	0	195	0	0
CPCT02010520T	120	0	0	0	0	0	0	161	0	97	0
CPCT02020475T	154	35	0	0	101	0	63	0	0	68	0
CPCT02020478T	236	92	0	0	0	0	144	0	0	161	0
CPCT02010523T	3054	0	0	0	0	0	0	0	0	0	0
CPCT02050120T	303	153	0	143	0	0	0	122	0	0	0
CPCT02050143T	316	234	0	0	0	0	0	204	0	0	0
CPCT02050138T	695	146	0	0	0	0	0	0	0	0	0
CPCT02010528T	117	48	0	0	0	0	58	0	0	75	101
CPCT02110020T	120	60	0	0	0	0	0	0	0	87	126
CPCT02300009T	387	0	0	0	0	1392	401	0	0	0	0
CPCT02020493T	179	73	0	0	0	721	228	0	0	174	0
CPCT02020487T	588	209	0	0	0	0	0	0	0	0	0
CPCT02020345TII	266	99	0	0	270	0	0	0	0	0	0
CPCT02030329T	203	0	0	0	189	0	0	0	0	0	0
CPCT02370003T	0	262	0	0	0	827	768	314	0	0	0
CPCT02290008T	158	68	0	0	0	629	233	0	0	218	0
CPCT02160018T	122	41	0	0	0	0	0	76	0	72	0
CPCT02160019T	83	21	0	0	0	0	35	50	0	48	0
CPCT02110023T	370	108	0	0	0	0	150	0	0	147	0
CPCT02110028T	253	232	0	0	0	0	0	0	0	0	0
CPCT02010555T	389	322	0	0	296	0	171	0	0	0	0
CPCT02110029T	491	348	0	0	0	0	316	0	0	0	0
CPCT02210014T	97	69	0	69	0	0	61	50	0	51	0
CPCT02060075T	314	520	0	0	0	0	264	0	0	0	0
CPCT02020490T	156	56	93	0	0	0	73	0	0	81	0
CPCT02050127T	113	0	0	0	0	0	102	0	0	191	0
CPCT02040097T	125	135	0	0	0	0	138	146	0	0	160
CPCT02050146T	164	42	0	0	0	0	0	0	0	131	0
CPCT02080095T	536	167	0	0	0	0	0	0	0	0	0
CPCT02110030T	276	81	0	0	0	0	153	0	0	109	0
CPCT02290010T	750	345	0	0	0	0	0	0	0	0	0
CPCT02010554T	589	124	0	0	0	0	0	0	0	0	0
CPCT02050156T	339	142	0	0	0	0	129	0	0	0	0
CPCT02300014T	94	52	0	0	82	0	53	0	0	59	79
CPCT02230014T	598	533	0	0	0	0	0	0	0	0	0
CPCT02230016T	339	0	0	0	0	0	0	141	0	0	0
CPCT02220029T	254	146	0	157	0	0	194	307	0	252	0
CPCT02140053T	213	124	0	0	211	0	187	0	0	124	0
CPCT02050285T	152	0	0	0	343	0	420	0	0	292	0
CPCT02050288T	203	114	0	0	238	0	270	0	0	242	0
CPCT02020637T	403	0	0	0	0	0	225	0	0	209	0
CPCT02010682T	0	62	0	0	0	0	219	0	0	418	0
CPCT02330066T	397	351	0	0	0	0	247	0	0	578	0
CPCT02330067T	99	0	0	0	0	0	97	0	0	225	0
CPCT02020599T	452	293	0	304	0	0	215	0	0	0	0
CPCT02030384T	124	0	0	0	238	0	182	0	0	85	0
CPCT02010419TII	130	0	0	0	0	1090	624	0	0	691	0
CPCT02020493TII	149	0	0	0	0	547	558	0	0	872	0
CPCT02010691T	221	112	0	0	0	0	124	0	0	240	0
CPCT02210037T	88	107	0	0	0	562	261	0	0	172	0
CPCT02040191T	62	34	0	74	0	0	42	0	0	100	0
CPCT02190026T	134	76	0	81	0	0	79	0	0	136	0
CPCT02390008T	125	57	0	0	0	0	88	83	0	123	0
CPCT02190024T	247	117	0	0	338	0	219	0	0	0	0
CPCT02010694T	138	60	0	0	0	0	78	91	0	156	163
CPCT02230071T	38	0	0	0	0	0	139	0	0	213	0
