MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	5.11E-05	1.91E-04	2.21E-03	2.73E-04	2.19E-03	6.90E-04
1:Del:C:1	4.54E-05	1.55E-04	1.45E-03	2.13E-04	2.96E-03	4.59E-04
1:Del:C:2	5.13E-05	9.03E-05	8.13E-04	1.72E-04	2.91E-03	1.93E-04
1:Del:C:3	2.48E-05	7.68E-05	5.16E-04	8.39E-05	9.13E-04	1.41E-04
1:Del:C:4	2.02E-05	1.82E-05	2.09E-04	5.73E-05	8.71E-04	9.30E-05
1:Del:C:5	5.55E-05	9.69E-05	1.72E-04	5.20E-05	5.67E-04	2.31E-04
1:Del:T:0	3.02E-05	1.38E-04	2.05E-03	2.04E-04	1.61E-03	9.25E-04
1:Del:T:1	2.29E-05	1.05E-04	1.73E-03	1.79E-04	1.12E-03	7.17E-04
1:Del:T:2	3.27E-05	1.33E-04	1.52E-03	1.58E-04	1.36E-03	7.55E-04
1:Del:T:3	3.63E-05	1.32E-04	1.30E-03	1.45E-04	9.61E-04	6.53E-04
1:Del:T:4	5.92E-05	1.40E-04	1.05E-03	1.08E-04	6.57E-04	4.84E-04
1:Del:T:5	9.21E-04	8.89E-04	1.59E-03	5.73E-04	1.26E-03	2.14E-03
1:Ins:C:0	2.09E-05	1.56E-04	2.40E-03	7.33E-05	3.07E-04	1.59E-03
1:Ins:C:1	4.33E-06	4.63E-05	5.52E-04	3.12E-05	1.13E-04	3.78E-04
1:Ins:C:2	3.18E-06	2.58E-05	1.56E-04	2.48E-05	1.21E-04	1.09E-04
1:Ins:C:3	7.67E-06	3.79E-05	1.23E-04	1.80E-05	1.43E-04	1.13E-04
1:Ins:C:4	9.93E-06	3.68E-05	1.21E-04	1.94E-05	1.58E-04	1.12E-04
1:Ins:C:5	4.97E-05	1.35E-04	2.47E-04	5.55E-06	1.34E-04	3.49E-04
1:Ins:T:0	2.31E-05	1.71E-04	1.29E-03	5.98E-05	5.84E-04	7.42E-04
1:Ins:T:1	7.34E-06	1.03E-04	4.27E-04	9.52E-05	9.91E-04	2.42E-04
1:Ins:T:2	3.29E-05	1.38E-04	2.75E-04	6.98E-05	1.19E-03	1.60E-04
1:Ins:T:3	1.63E-05	9.28E-05	1.39E-04	6.32E-05	6.29E-04	1.47E-04
1:Ins:T:4	1.62E-05	6.34E-05	1.74E-04	3.84E-05	1.20E-04	1.17E-04
1:Ins:T:5	1.11E-03	1.59E-03	3.82E-03	7.74E-04	2.85E-03	6.90E-03
2:Del:R:0	2.87E-05	7.15E-05	3.82E-04	8.65E-05	8.01E-04	4.25E-04
2:Del:R:1	7.44E-05	2.02E-04	1.58E-03	1.13E-04	6.62E-04	5.50E-04
2:Del:R:2	1.71E-05	5.00E-05	5.69E-04	3.56E-05	1.49E-04	1.77E-04
2:Del:R:3	1.38E-05	3.26E-05	3.09E-04	2.47E-05	2.21E-04	1.45E-04
2:Del:R:4	9.86E-06	2.57E-05	1.50E-04	1.98E-06	1.52E-04	9.68E-05
2:Del:R:5	6.08E-05	0.00E+00	2.43E-03	1.98E-05	2.41E-03	1.76E-04
3:Del:R:0	1.23E-05	3.17E-05	4.30E-04	5.24E-05	5.68E-04	2.49E-04
