Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP23435	10	59	91	11	43	1
SP112829	1	52	351	7	0	0
SP112947	2	60	141	10	112	0
SP112985	0	1	14	0	17	0
SP112925	10	70	122	26	94	14
SP112937	13	12	48	13	36	0
SP112989	3	21	71	4	23	0
SP111145	32	58	78	13	88	0
SP111143	10	59	99	17	33	1
SP125584	2	3	4	3	0	2
SP111144	11	110	74	27	91	2
SP116296	0	12	48	0	10	0
SP116254	15	96	70	70	0	3
SP116256	16	87	63	73	0	2
SP116274	12	27	23	15	42	0
SP116259	5	74	73	5	32	2
SP116290	2	10	43	11	17	0
SP116258	2	97	74	43	10	0
SP116261	0	4	21	5	16	1
SP23463	0	17	17	8	15	3
SP116268	4	8	23	4	23	0
SP23471	4	29	31	6	18	0
SP116266	5	32	42	5	44	0
SP116264	7	52	60	10	39	11
SP116269	2	47	52	5	57	2
SP116275	15	39	36	7	44	0
SP23447	6	24	30	2	22	0
SP116255	22	103	65	74	0	1
SP23455	8	13	33	2	39	0
SP23475	11	11	29	0	30	1
SP116227	5	127	47	15	20	0
SP116226	4	14	23	5	20	1
SP23443	17	77	72	7	17	9
SP116260	16	53	70	7	23	0
SP116280	21	190	93	36	104	6
SP116224	3	28	22	14	14	0
SP116249	0	0	0	0	3	0
SP116232	1	0	10	1	5	0
SP116251	4	8	34	0	12	0
SP116272	11	40	27	7	38	0
SP116286	3	6	38	0	1	1
SP116282	4	33	53	6	22	2
SP116288	3	8	10	0	1	0
SP23467	2	38	31	8	35	0
SP116263	2	13	10	9	30	0
SP116292	5	11	26	1	18	0
SP116248	2	14	25	2	12	0
SP116276	1	0	11	4	0	1
SP116265	18	64	109	11	59	4
SP116267	11	48	78	4	43	1
SP116253	3	27	46	23	52	0
SP23481	1	2	21	5	19	2
SP116233	13	62	57	69	2	0
SP116284	16	54	56	14	6	0
SP116270	0	14	40	3	18	0
SP116257	3	87	63	19	23	1
SP116298	1	6	2	2	2	0
SP116294	0	1	17	10	4	0
SP23439	9	45	28	103	127	8
SP23483	0	0	9	0	0	1
SP116262	4	16	18	3	25	1
SP116228	31	99	94	118	75	5
SP116222	4	22	45	5	19	3
SP23451	5	18	54	4	22	0
SP116247	14	51	23	10	52	1
SP116225	1	4	53	16	27	0
SP116273	10	38	12	4	41	0
SP116221	6	20	39	7	6	0
SP116271	2	6	11	0	17	0
SP23459	2	29	28	0	26	0
SP23479	9	20	28	5	17	0
SP116223	7	17	40	2	17	0
SP116229	28	184	76	0	57	6
SP23477	2	11	40	11	4	1
SP116252	14	19	59	21	27	0
SP116278	0	0	1	1	3	1
SP23431	336	330	98	8	49	0
SP116231	0	58	35	5	15	1
SP116250	2	5	6	2	20	1
SP112815	11	129	123	37	46	6
SP112799	0	45	65	9	37	0
SP112835	4	25	125	4	80	0
SP112955	7	30	135	5	30	0
SP112807	18	83	128	7	68	0
SP112953	28	130	105	23	132	5
SP112911	2	33	69	13	36	3
SP112847	12	66	44	11	55	2
SP112859	11	122	153	33	123	10
SP112919	16	45	90	0	52	1
SP102652	14	62	96	9	36	5
SP112981	7	55	95	25	65	0
SP102620	27	55	128	22	70	2
SP112987	29	114	87	16	73	1
SP112825	22	51	99	17	58	8
SP112967	1	0	5	0	14	0
SP102622	14	97	121	14	117	0
SP112785	1	119	201	245	94	6
SP112793	15	80	113	17	40	6
SP112963	33	79	114	4	57	0
SP112801	21	199	133	9	102	0
SP112997	20	65	106	38	59	14
SP112973	6	239	120	19	67	5
SP112819	49	128	119	19	40	0
SP112941	12	37	88	25	72	7
SP112965	16	103	71	18	58	4
SP112791	23	113	109	18	47	5
SP112949	7	18	37	7	17	0
SP112857	7	105	99	23	57	5
SP112843	17	86	125	22	140	2
SP112915	20	40	123	14	71	3
SP112837	61	43	150	24	129	13
SP112823	9	47	83	16	35	1
SP102633	7	10	42	5	54	0
SP112899	3	38	70	8	67	9
SP112893	2	62	64	20	70	11
SP112895	15	141	47	14	69	0
SP102626	2	78	209	21	52	0
SP112795	15	155	56	6	83	2
SP112927	14	101	65	16	75	0
SP112779	3	181	150	13	74	1
SP112975	15	156	103	22	66	2
SP112867	5	38	138	22	55	2
SP112903	12	73	80	14	64	2
SP112933	12	48	57	12	26	0
SP112869	13	140	135	14	71	1
SP112999	1	7	30	9	33	1
SP112939	5	61	36	13	56	1
SP112921	14	12	93	28	32	1
SP112901	6	48	94	18	36	7
SP112831	0	50	89	4	64	1
SP112891	8	74	95	11	61	2
SP112775	19	106	100	28	114	7
SP112897	8	91	117	8	102	0
SP112885	15	73	62	7	49	0
SP112789	11	100	54	262	176	13
SP102630	43	85	173	40	104	2
SP112971	40	66	215	17	2	0
SP112821	2	127	29	4	43	3
SP112813	0	10	57	5	33	0
SP112961	48	142	155	139	35	5
SP112977	27	37	73	17	64	3
SP112905	25	98	78	14	65	9
SP102647	10	130	167	34	70	0
SP112873	14	103	71	11	91	0
SP112959	0	1	22	0	25	0
SP112931	8	45	78	13	63	0
SP112865	18	86	63	9	87	0
SP113003	11	25	100	15	25	5
SP113001	26	107	69	18	47	0
SP112879	7	37	66	27	70	4
SP112945	13	76	174	24	51	3
SP112935	14	112	76	26	30	3
SP112863	4	229	122	11	56	6
SP112983	29	130	147	44	92	9
SP112809	34	197	102	18	112	0
SP112923	19	99	98	16	62	0
SP112853	19	66	68	13	63	4
SP113005	5	13	29	14	34	2
SP112957	4	65	126	8	58	2
SP112783	40	98	100	14	37	2
SP112943	7	31	80	7	30	0
SP112861	8	11	145	0	59	0
SP112917	41	66	102	4	45	0
SP112787	11	113	136	23	90	0
SP112995	27	78	122	11	83	2
SP112811	24	91	77	18	81	0
SP112797	25	175	120	17	42	3
SP112909	26	86	120	10	55	0
SP112781	23	61	100	8	68	2
SP112991	28	184	202	12	72	0
SP112907	0	1283	54	14	89	1
SP112817	307	28	673	0	87	0
SP112993	13	80	110	24	69	0
SP112827	16	78	108	19	17	0
SP112855	17	24	85	14	41	0
SP112969	14	20	136	19	42	3
SP112883	11	87	66	12	42	7
SP112929	22	138	109	15	95	0
SP112833	9	26	53	10	48	0
SP112777	356	0	0	3	236	7
SP112887	9	31	134	25	43	3
SP112877	3	0	5	0	8	3
SP112871	12	54	107	7	32	0
SP112875	15	135	121	27	75	9
SP112913	5	32	111	30	35	3
SP112849	8	90	124	18	62	0
SP112881	3	48	96	4	53	1
SP112951	0	4	22	0	0	0
SP112845	21	49	115	9	42	5
SP114910	97	519	122	33	96	0
SP114906	37	371	89	25	83	0
SP114921	107	253	402	169	221	28
SP114901	64	397	163	46	265	40
SP114926	49	299	163	20	14	7
SP114974	68	375	196	30	56	4
SP114958	456	298	354	80	72	1
SP114935	43	277	161	18	10	6
SP114900	54	399	167	41	255	36
SP114941	86	252	482	203	144	38
SP114937	71	261	498	192	115	39
SP114945	83	299	501	198	121	38
SP114943	93	311	519	194	112	46
SP114949	9	405	141	39	76	8
SP114960	421	297	369	83	76	4
SP114962	42	364	250	1918	42	113
SP114996	48	128	257	770	50	88
SP114987	45	128	231	834	66	88
SP114966	45	398	307	2026	43	145
SP114903	59	466	213	28	224	33
SP114914	57	469	101	28	94	0
SP114944	75	269	515	192	113	40
SP114930	47	255	268	78	89	13
SP114946	5	407	138	23	52	9
SP114951	7	357	147	30	55	13
SP114953	416	296	398	86	79	8
SP114924	59	185	370	149	170	24
SP114957	432	286	355	77	63	3
SP114986	64	363	201	33	62	4
SP114971	75	365	182	44	72	0
SP114991	43	136	248	749	61	89
SP114992	39	135	243	850	59	78
SP114920	85	520	103	28	108	0
SP114898	56	466	175	31	213	41
SP114932	38	290	165	21	23	6
SP114934	37	261	159	21	10	6
SP114968	49	389	318	2065	51	169
SP114982	73	347	183	54	57	2
SP114973	81	371	186	40	52	0
SP114908	48	420	92	25	87	0
SP114904	94	493	100	26	109	0
SP114918	46	380	98	25	92	0
SP114984	73	303	185	32	55	1
SP114994	36	131	236	829	51	76
SP114978	84	301	209	43	44	2
SP114912	85	481	118	22	81	0
SP114917	90	517	94	28	95	0
SP114980	93	385	197	62	60	2
SP114976	89	356	179	56	45	0
SP114916	64	472	116	27	95	0
SP125579	0	0	1	0	0	0
SP111131	25	135	71	30	45	5
SP111126	4	6	161	31	57	3
SP111146	15	46	121	21	32	7
SP111123	11	44	126	30	47	9
SP111127	55	143	71	21	78	1
SP111121	2	4	12	4	3	3
SP111156	3	35	115	19	33	8
SP111122	19	107	96	22	57	8
SP111129	24	121	155	17	72	6
SP111152	29	68	143	19	19	6
SP111154	8	123	165	32	112	13
SP111124	6	46	54	3	35	4
SP111128	10	56	64	15	29	6
SP111125	38	205	167	21	58	16
SP111130	0	50	63	16	10	5
SP106835	9	11	37	7	9	2
SP106834	1	28	45	15	65	1
SP106825	47	162	177	35	124	1
SP106841	2	6	34	12	24	1
SP106827	26	112	137	15	53	2
SP106833	5	33	55	11	50	3
SP106839	22	88	110	10	65	0
SP106840	6	34	71	3	55	1
SP106828	9	25	49	8	40	0
SP106829	34	113	70	15	79	2
SP106836	2	3	12	0	6	0
SP106837	6	16	45	6	21	1
SP80037	21	94	191	5	0	0
SP102690	13	53	63	18	79	2
SP80213	0	1	3	0	6	0
SP79939	0	0	5	3	15	0
SP109649	2	4	57	4	12	3
SP79988	4	4	10	10	36	0
SP80183	4	51	97	4	28	0
SP79971	2	55	84	15	32	0
SP80217	0	0	4	0	5	0
SP79968	13	181	151	24	47	8
SP80160	0	7	6	2	1	0
SP80244	8	10	46	6	17	2
SP79998	0	4	1	0	2	0
SP80216	5	0	44	17	28	1
SP80042	9	9	57	9	27	8
SP79907	18	35	147	15	43	6
SP79958	32	121	99	24	71	10
SP80205	16	77	65	10	53	3
SP80014	0	13	22	2	28	0
CPCT02070032T	200	382	157	102	38	91
CPCT02060045T	32	133	304	156	26	104
CPCT02020310T	123	386	219	59	124	69
CPCT02020323T	14091	134	346	24	0	26
CPCT02140007T	39	277	130	53	43	104
CPCT02140011T	108	209	170	19	72	143
CPCT02020348T	127	189	100	26	64	72
CPCT02020357T	123	454	327	112	146	111
CPCT02020351T	38	193	163	23	64	60
CPCT02140020T	319	131	239	65	131	120
CPCT02010399T	13	137	300	529	150	92
CPCT02020370T	54	146	550	277	295	106
CPCT02140023T	50	160	120	21	44	181
CPCT02140022T	10959	3332	15	130	211	483
CPCT02020378T	105	526	159	58	61	125
CPCT02010415T	62	354	171	185	110	173
CPCT02070021T	110	517	102	58	163	91
CPCT02070024T	23836	3844	0	0	234	189
CPCT02020380T	192	278	140	48	125	105
CPCT02070023T	110105	12020	0	0	4065	783
CPCT02020386T	134	194	140	819	170	113
CPCT02020387T	93165	4816	1395	0	1168	0
CPCT02020388T	97	306	174	732	74	208
CPCT02040046T	29	457	69	33	76	98
CPCT02070036T	294	354	286	123	146	105
CPCT02070035T	88	205	114	33	26	38
CPCT02020394T	94	332	86	29	167	31
CPCT02140026T	140	373	201	28	36	76
CPCT02140029T	86	396	182	39	25	79
CPCT02140030T	236	424	203	47	142	79
CPCT02020656TII	61	333	492	122	148	138
CPCT02011011T	85	594	268	109	111	72
CPCT02070269T	109	341	219	37	120	70
CPCT02330130T	232	307	199	47	115	52
CPCT02070256T	64	211	130	525	75	133
CPCT02070425T	413	898	145	24	39	89
CPCT02080281T	89	187	169	22	45	52
CPCT02070270T	191	227	189	18	11	96
CPCT02390037T	130	180	159	33	71	87
CPCT02140098T	87	120	321	1631	307	196
CPCT02020888T	25	358	240	28	9	37
CPCT02340055T	31	260	79	287	98	141
CPCT02070430T	179	418	238	32	94	50
CPCT02050418T	191	270	93	27	48	78
CPCT02340108T	56	208	86	11	178	45
CPCT02100137T	53	324	116	14	92	133
CPCT02070433T	41	498	123	66	102	63
CPCT02070264T	293	376	220	40	79	175
CPCT02070420T	0	90	96	348	46	54
DRUP01070028TII	186	451	291	4	16	160
CPCT02080180T	150	321	238	91	171	162
CPCT02070446T	45	347	166	20	40	50
CPCT02020704TII	61300	2168	1889	0	383	385
CPCT02220031T	296	226	111	1386	83	309
DRUP01070071T	94	324	142	1121	69	213
CPCT02140102T	61	194	123	11	80	53
CPCT02070280T	59	183	163	26	56	126
CPCT02100194T	10	147	185	57	52	39
CPCT02070268T	122	474	241	70	245	136
CPCT02011043T	82	263	144	22	35	69
CPCT02070449T	23	163	212	27	61	59
CPCT02340056T	154	433	136	37	68	177
CPCT02070450T	194	573	226	50	169	61
CPCT02220069T	107	592	221	18	171	180
CPCT02070452T	32	171	223	21	44	47
DRUP01070038T	22622	283	135	129	0	341
CPCT02150043T	40	110	97	26	56	44
CPCT02090033T	108	231	117	76	126	157
CPCT02070426T	36	108	204	39	71	81
CPCT02150047T	49	177	145	22	71	51
CPCT02070125T	121	177	55	1512	0	197
CPCT02190054T	155	454	313	151	149	80
CPCT02130169T	43	187	314	1408	73	245
CPCT02020918T	93	250	152	4	141	60
CPCT02070459T	63	424	172	27	106	79
CPCT02140055T	39	86	97	289	62	109
DRUP01070028T	144	332	53	32	0	477
CPCT02160061T	138	281	423	124	73	88
CPCT02020656T	52	311	381	115	119	192
CPCT02020931T	46	343	120	25	104	65
CPCT02070106T	75	353	99	782	160	215
CPCT02070289T	47	159	108	29	34	164
CPCT02210043T	75	440	147	35	89	292
CPCT02010753T	391	271	66	2211	193	305
CPCT02020924T	91	322	217	65	32	40
CPCT02070293T	76	166	154	24	77	138
CPCT02020938T	19	220	653	18	0	55
CPCT02200006T	32	198	325	91	168	65
CPCT02020658T	35	141	114	45	80	85
CPCT02070292T	69	314	149	34	35	265
CPCT02070055TII	194	194	203	1899	0	326
CPCT02070466T	24	184	166	60	167	83
CPCT02070454T	33	103	85	40	64	39
CPCT02010762T	43	176	278	90	177	98
CPCT02260016T	121	436	228	104	36	109
CPCT02350020T	874	539	231	23	84	96
CPCT02070295T	78	257	197	26	96	105
CPCT02020942T	55	199	167	17	117	37
CPCT02140060T	45	559	163	95	107	128
CPCT02310008T	35	227	203	12	59	88
CPCT02070300T	64	272	223	48	87	108
CPCT02160062T	28	117	73	14	78	31
CPCT02070473T	15	141	184	47	101	70
CPCT02070468T	33	207	149	28	59	55
CPCT02300052T	416	514	286	42	82	56
CPCT02070301T	62	299	0	1190	425	248
CPCT02430002T	28	159	196	396	147	53
CPCT02070474T	44	334	196	19	69	57
CPCT02070472T	45	219	105	16	95	46
DRUP01070036T	67	222	290	174	67	458
CPCT02150052T	1276	0	403	3932	335	175
CPCT02070307T	190	265	273	245	32	164
CPCT02330099T	173	457	212	27	165	164
CPCT02070263T	67	178	172	48	35	201
DRUP01050020T	223	400	233	62	123	196
CPCT02020678T	46	82	31	944	93	165
CPCT02020673T	17	220	113	925	158	279
WIDE01010113T	120	240	141	29	55	98
CPCT02050442T	88	635	145	33	50	67
CPCT02020968T	100	568	452	98	207	68
CPCT02020970T	68	358	240	23	80	87
CPCT02060294T	86	389	229	151	98	114
CPCT02070478T	145	372	311	111	109	97
CPCT02140065T	94	279	177	40	54	126
CPCT02210085T	115	311	85	41	90	74
CPCT02390044T	560	677	247	22	37	64
CPCT02050443T	67611	0	677	0	908	1002
CPCT02070306T	75	626	135	67	135	113
CPCT02070481T	43	159	472	166	70	58
CPCT02070482T	18	38	52	3	15	27
