MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	2.34E-04	1.33E-04	1.16E-03	2.04E-03	7.95E-04	8.29E-04
1:Del:C:1	1.46E-04	6.36E-05	6.82E-04	1.11E-03	5.20E-04	4.44E-04
1:Del:C:2	9.13E-05	4.30E-05	3.76E-04	5.70E-04	3.35E-04	2.79E-04
1:Del:C:3	6.10E-05	7.17E-05	3.03E-04	4.14E-04	2.81E-04	1.29E-04
1:Del:C:4	7.40E-05	6.61E-05	2.59E-04	2.98E-04	2.28E-04	2.23E-04
1:Del:C:5	9.70E-05	1.32E-04	2.03E-04	3.69E-04	2.49E-04	3.15E-04
1:Del:T:0	2.08E-04	1.14E-04	1.06E-03	1.94E-03	7.47E-04	7.86E-04
1:Del:T:1	1.03E-04	9.86E-05	1.54E-03	5.85E-04	5.80E-04	9.32E-04
1:Del:T:2	1.91E-04	9.36E-05	7.59E-04	1.26E-03	5.38E-04	5.13E-04
1:Del:T:3	2.44E-04	1.26E-04	7.55E-04	1.38E-03	6.57E-04	3.83E-04
1:Del:T:4	3.62E-04	1.72E-04	1.01E-03	1.20E-03	8.56E-04	2.05E-05
1:Del:T:5	1.37E-03	2.18E-03	2.64E-03	5.14E-03	3.62E-03	2.00E-03
1:Ins:C:0	1.11E-04	8.31E-05	8.84E-04	9.88E-05	1.43E-04	3.62E-04
1:Ins:C:1	4.64E-05	2.71E-05	2.31E-04	2.77E-04	1.59E-04	2.10E-04
1:Ins:C:2	1.84E-05	1.67E-05	1.83E-04	1.94E-04	1.22E-04	1.58E-04
1:Ins:C:3	3.20E-05	2.09E-05	1.54E-04	2.90E-05	1.02E-04	2.18E-04
1:Ins:C:4	4.26E-05	3.99E-05	1.08E-04	1.31E-04	2.00E-04	1.44E-04
1:Ins:C:5	1.37E-04	1.14E-04	2.36E-04	4.20E-04	4.57E-04	5.12E-04
1:Ins:T:0	9.67E-05	4.40E-05	5.98E-04	5.53E-04	1.66E-04	4.02E-04
1:Ins:T:1	7.32E-05	3.13E-05	4.24E-04	5.30E-04	3.13E-04	3.21E-04
1:Ins:T:2	5.90E-05	3.14E-05	2.69E-04	3.81E-04	2.30E-04	2.15E-04
1:Ins:T:3	6.55E-05	4.30E-05	2.38E-04	2.57E-04	2.85E-04	1.13E-04
1:Ins:T:4	1.36E-04	9.84E-05	2.88E-04	2.12E-04	4.04E-04	2.52E-09
