Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP101845	145	26	183	90	93	24	70	3	86	45	0	0	0	9	50	0	0	0
SP101682	0	38	21	35	52	60	59	4	0	0	0	96	0	35	20	0	2	1
SP61553	4	34	0	96	0	41	2	2	0	9	6	10	1	20	12	0	0	33
SP101724	48	34	26	121	51	79	40	2	166	48	0	27	0	0	12	0	11	0
SP102103	8	7	20	19	0	18	62	0	13	10	0	17	0	74	50	0	0	0
SP102174	42	8	0	52	11	35	37	4	96	65	0	16	8	68	0	0	0	0
SP101622	376	0	250	21	20	24	114	0	1	0	50	0	0	0	69	0	6	11
SP102161	59	11	5	38	77	24	74	5	0	53	10	35	6	0	0	0	1	0
SP101654	38	77	4	38	0	94	117	2	40	26	0	178	0	0	0	0	1	0
SP102074	13	10	21	9	29	9	0	2	34	0	0	2	0	67	7	28	0	2
SP101694	9	0	4	64	146	29	83	2	63	30	0	40	0	0	15	0	10	0
SP101616	31	79	0	112	122	25	89	1	125	2	0	6	0	0	0	0	9	0
SP101666	22	1	70	60	307	6	22	0	0	0	0	0	0	0	21	0	6	0
SP101558	182	31	145	11	0	9	0	1	22	68	64	0	0	0	0	0	0	0
SP102096	0	63	26	50	60	9	8	3	18	6	45	54	0	0	32	0	4	8
SP102084	39	33	3	114	161	78	9	4	48	0	0	38	0	0	0	0	0	0
SP101580	6	29	20	48	293	10	3	3	11	42	0	2	0	0	0	0	7	0
SP102064	234	19	188	28	46	20	24	2	44	63	0	18	0	0	0	0	15	4
SP101564	28	17	16	44	0	24	47	3	13	0	21	45	4	0	0	0	0	0
SP101921	10	32	5	67	0	24	34	0	55	1	48	45	0	0	36	0	3	1
SP101648	194	0	91	30	0	0	29	0	0	38	57	11	5	46	0	0	11	1
SP101628	7	35	4	32	28	10	53	2	0	37	4	6	0	78	0	0	4	6
SP101708	24	23	11	42	0	47	72	4	0	0	16	23	0	0	46	0	13	12
SP102055	14	18	0	31	0	16	14	1	0	0	37	14	0	41	0	0	0	16
SP101634	256	0	132	21	18	3	13	1	24	18	53	0	0	0	43	0	4	0
SP101588	3	25	0	46	77	53	29	3	52	22	0	70	0	0	0	0	10	13
SP101584	27	13	20	16	0	25	18	0	56	17	65	55	0	105	0	0	3	0
SP101686	7	1	6	35	0	25	50	0	0	2	0	29	0	61	34	0	1	0
SP101532	160	7	125	23	180	13	3	0	57	55	0	0	0	0	0	0	2	17
SP101732	289	0	205	57	0	28	116	8	76	0	0	51	11	0	53	0	0	0
SP101528	16	0	15	32	27	10	68	0	76	0	11	0	0	0	21	0	0	14
SP101536	10	12	8	23	0	0	14	1	0	20	0	54	12	80	9	0	0	5
SP101576	0	15	0	67	152	34	76	4	13	18	51	1	9	0	11	37	8	7
SP102015	252	14	247	0	111	22	101	3	73	90	0	0	0	0	37	0	3	0
SP102168	0	26	25	34	0	6	30	0	0	0	78	31	4	7	0	14	2	5
SP101716	48	47	23	159	38	106	76	1	0	25	136	58	17	0	0	0	14	0
SP101592	5	6	5	57	50	17	39	7	24	1	109	0	0	0	3	0	5	0
SP101658	3	8	8	28	0	7	14	0	0	0	0	0	0	0	35	0	0	0
SP102045	1001	0	354	5	0	31	134	13	58	65	29	63	45	0	29	144	18	8
SP101552	561	25	390	2	0	32	170	1	191	0	0	42	0	0	0	0	21	0
SP101519	23	106	11	68	78	4	11	0	7	33	43	0	0	0	8	0	3	13
SP101690	71	37	8	19	51	28	88	0	0	84	53	59	0	47	12	0	9	0
SP102123	0	27	17	80	48	19	56	2	8	29	2	47	0	0	0	0	2	0
