Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP95406	9.15E-01	1.57E+00	1.56E+00	1.38E+00	1.59E+00	2.25E-01	4.37E+00	0.00E+00	1.70E+00	7.58E-01	4.06E+00	6.11E-01
SP91746	7.99E-01	1.55E+00	2.26E+00	9.88E-01	2.25E+00	1.02E-01	3.87E+00	4.45E-02	2.13E+00	7.91E-01	3.78E+00	8.82E-01
SP92332	1.92E+00	3.45E+00	2.22E+00	1.55E+00	1.55E+00	8.06E-01	9.03E+00	2.73E-01	4.37E+00	2.18E+00	8.86E+00	7.40E-01
SP91730	1.38E+00	2.39E+00	1.86E+00	1.88E+00	2.37E+00	3.33E-01	5.66E+00	3.09E-01	4.88E+00	3.14E+00	6.32E+00	6.75E-01
SP92947	1.58E+00	1.22E+00	4.54E+00	2.38E+00	4.87E+00	3.37E-01	4.72E+00	0.00E+00	1.88E+00	8.30E-01	4.37E+00	9.82E-01
SP91666	2.61E+00	1.91E+00	3.49E+00	1.76E+00	3.19E+00	1.81E+00	4.47E+00	0.00E+00	1.90E+00	9.73E-01	4.57E+00	8.53E-01
SP90245	8.65E-01	1.95E+00	2.16E+00	1.57E+00	1.79E+00	1.75E+00	6.53E+00	3.89E-01	2.72E+00	1.36E+00	5.85E+00	9.52E-01
SP90893	7.35E-01	1.59E+00	2.01E+00	9.60E-01	2.08E+00	1.91E-01	5.07E+00	4.05E-01	3.66E+00	1.24E+00	5.46E+00	9.99E-01
SP89519	1.72E+00	5.09E-01	2.89E+00	1.90E+00	2.90E+00	9.10E-01	5.22E+00	3.00E-02	1.79E+00	6.95E-01	5.03E+00	9.24E-01
SP94917	2.74E+02	3.36E+01	5.97E+01	2.12E+02	2.98E+01	4.00E+01	2.31E+02	6.29E-01	3.56E+00	7.49E-01	6.94E+00	3.27E+00
SP92659	1.32E+01	1.48E+01	2.62E+01	6.24E+00	2.58E+01	2.67E+00	8.01E+00	1.74E+00	2.63E+00	5.70E-01	5.72E+00	7.98E+00
SP94332	2.37E+00	1.13E+00	1.16E+00	9.57E-01	2.33E-01	0.00E+00	2.03E+00	6.81E-01	3.77E+00	4.77E+00	5.11E-01	1.43E+00
SP94661	1.48E+00	1.09E+00	2.55E+00	1.39E+00	2.49E+00	2.13E-01	4.86E+00	2.02E-01	2.47E+00	1.08E+00	5.04E+00	9.15E-01
SP93652	1.04E+00	1.60E+00	3.03E+00	1.05E+00	3.27E+00	4.14E-01	3.92E+00	3.72E-01	2.16E+00	1.09E+00	3.41E+00	4.72E-01
SP90125	1.06E+00	2.06E+00	2.10E+00	1.20E+00	1.63E+00	5.82E-01	3.92E+00	7.23E-01	2.92E+00	9.68E-01	3.62E+00	1.17E+00
SP94540	1.50E+00	1.36E+00	4.45E+00	8.84E-01	3.72E+00	9.76E-01	4.16E+00	5.56E-01	2.13E+00	1.15E+00	3.02E+00	9.92E-01
SP95222	3.28E+00	4.09E+00	2.14E+00	1.94E+00	1.08E+00	1.13E+00	9.16E+00	4.29E-01	4.18E+00	1.65E+00	1.05E+01	1.00E+00
SP89389	2.21E+00	1.46E+00	2.41E+00	2.84E+00	2.19E+00	4.33E-01	7.08E+00	3.72E-01	2.31E+00	1.38E+00	6.93E+00	3.29E-01
SP90503	9.41E-01	1.68E+00	1.61E+00	1.07E+00	6.44E-01	1.03E+00	4.47E+00	0.00E+00	1.68E+00	7.40E-01	4.24E+00	5.93E-01
SP92460	2.00E+02	2.32E+01	5.54E+01	1.57E+02	6.48E+01	2.73E+01	1.68E+02	1.13E-01	3.49E+00	1.01E+00	6.90E+00	1.12E+00
SP92931	1.99E+00	2.13E+00	2.10E+00	1.86E+00	1.97E+00	9.00E-02	5.74E+00	3.55E-01	2.67E+00	1.23E+00	6.54E+00	8.49E-01
SP91265	2.69E+00	3.17E+00	2.99E+00	2.24E+00	2.50E+00	4.50E-01	7.69E+00	3.38E-01	3.13E+00	1.40E+00	8.26E+00	7.76E-01
SP89909	2.07E+02	3.21E+01	3.51E+01	1.62E+02	2.86E+01	2.22E+01	1.66E+02	6.79E-01	2.28E+00	5.48E-01	5.20E+00	1.13E+00
SP90629	3.15E+00	3.10E+00	1.23E+00	2.28E+00	1.40E+00	1.18E+00	1.36E+01	6.30E-01	5.91E+00	1.98E+00	1.36E+01	1.39E+00
SP95550	2.61E+00	2.43E+00	2.43E+00	2.19E+00	2.65E+00	6.45E-01	7.71E+00	2.83E-01	2.13E+00	1.57E+00	7.49E+00	8.07E-01
CPCT02020389T	2.96E+00	1.11E+00	2.84E+00	1.77E+00	2.38E+00	7.73E-01	3.60E+00	1.22E+00	1.76E+00	1.01E+00	2.73E+00	1.54E+00
CPCT02080033T	1.61E+00	1.87E+00	6.99E+00	2.63E+00	7.58E+00	2.40E-01	6.55E+00	2.08E+00	2.58E+00	9.71E-01	5.44E+00	1.31E+00
CPCT02060156T	5.69E+00	1.42E+00	6.41E+00	4.75E+00	7.96E+00	1.86E+00	8.01E+00	2.86E+00	4.28E+00	1.60E+00	7.21E+00	2.57E+00
DRUP01340014T	1.02E+00	1.45E+00	2.40E+00	1.49E+00	1.93E+00	2.29E-01	1.00E+00	3.23E+00	1.93E+00	3.53E-01	1.36E+00	4.98E+00
DRUP01010121T	6.37E+00	2.08E+00	4.06E+00	5.26E+00	5.26E+00	1.74E+00	6.19E+00	1.38E+00	3.34E+00	1.41E+00	5.83E+00	2.29E+00
CPCT02130034T	2.15E+00	2.59E+00	3.38E+00	1.83E+00	3.58E+00	5.53E-01	5.10E+00	2.13E+00	3.89E+00	1.35E+00	4.33E+00	1.31E+00
CPCT02260015T	5.79E+00	3.33E+00	3.89E+00	2.74E+00	3.24E+00	1.09E+00	6.91E+00	3.78E+00	5.57E+00	3.32E+00	4.99E+00	1.61E+00
CPCT02220071T	1.89E+02	2.12E+01	3.37E+01	1.08E+02	3.38E+01	4.05E+01	1.78E+02	4.28E+00	3.52E+00	1.76E+00	7.32E+00	4.99E+00
CPCT02010710T	3.77E+00	2.01E+00	3.24E+00	2.70E+00	3.98E+00	1.17E+00	3.99E+00	1.91E+00	2.37E+00	1.58E+00	2.13E+00	1.45E+00
CPCT02340068T	1.16E+00	1.59E+00	2.30E+00	1.86E+00	2.80E+00	2.13E-01	2.84E+00	1.26E+00	2.20E+00	6.68E-01	2.63E+00	1.19E+00
CPCT02130050T	2.48E+00	2.04E+00	4.02E+00	2.51E+00	4.06E+00	1.04E+00	3.64E+00	3.49E+00	3.94E+00	1.49E+00	4.79E+00	1.08E+00
DRUP01060016T	1.64E+00	1.90E+00	2.08E+00	1.72E+00	1.67E+00	4.41E-01	2.84E+00	1.88E+00	3.94E+00	2.13E+00	2.45E+00	1.33E+00
CPCT02260017T	4.23E+00	2.23E+00	4.53E+00	3.84E+00	3.61E+00	1.15E+00	6.15E+00	1.58E+00	3.37E+00	1.33E+00	5.76E+00	2.02E+00
CPCT02020682T	1.59E+01	3.51E+00	8.11E+00	8.90E+00	8.52E+00	1.91E+00	1.49E+01	2.15E+00	3.62E+00	1.20E+00	3.86E+00	2.08E+00
DRUP01030013T	7.45E+02	6.80E+01	7.15E+01	5.20E+02	8.90E+01	1.50E+02	6.75E+02	7.39E+00	7.68E+00	2.49E+00	1.19E+01	2.60E+00
CPCT02130059T	3.04E+00	1.30E+00	5.33E+00	2.09E+00	6.03E+00	7.23E-01	4.80E+00	2.45E+00	3.44E+00	1.20E+00	4.27E+00	1.10E+00
WIDE01010296T	3.55E+00	2.84E+00	7.53E+00	2.71E+00	7.67E+00	6.72E-01	6.97E+00	1.40E+00	7.57E+00	2.57E+00	7.25E+00	2.47E+00
CPCT02380044T	2.02E+00	9.09E-01	4.56E+00	3.44E+00	4.76E+00	9.00E-02	5.66E+00	1.62E+00	1.09E+01	1.96E+00	1.29E+01	4.79E+00
CPCT02060117T	2.31E+00	1.34E+00	6.24E+00	1.63E+00	7.19E+00	1.09E+00	2.93E+00	1.74E+00	2.04E+00	7.45E-01	1.95E+00	5.48E-01
CPCT02080220T	2.03E+00	1.05E+00	9.37E+00	2.03E+00	1.04E+01	4.82E-01	4.48E+00	2.48E+00	2.75E+00	1.13E+00	2.65E+00	1.02E+00
CPCT02210056T	1.74E+00	1.14E+00	3.92E+00	1.86E+00	4.60E+00	5.56E-01	4.32E+00	2.25E+00	2.34E+00	8.88E-01	3.11E+00	1.03E+00
CPCT02020734T	2.34E+00	6.20E-01	6.25E+00	2.01E+00	6.77E+00	5.56E-01	5.12E+00	3.60E+00	2.34E+00	1.13E+00	1.54E+00	6.06E-01
CPCT02020716T	1.25E+00	7.93E-01	3.75E+00	1.33E+00	4.24E+00	8.14E-01	2.93E+00	1.62E+00	2.00E+00	8.55E-01	2.16E+00	7.96E-01
CPCT02080226T	1.33E+00	1.83E+00	2.98E+00	2.46E+00	2.57E+00	7.21E-01	5.89E+00	1.96E+00	3.94E+00	1.57E+00	4.49E+00	1.68E+00
DRUP01080014T	3.02E+02	3.09E+01	5.42E+01	1.83E+02	5.77E+01	5.65E+01	2.85E+02	4.15E+00	5.06E+00	1.28E+00	6.43E+00	3.24E+00
DRUP01270003T	2.25E+00	1.05E+00	3.23E+00	2.20E+00	3.84E+00	7.88E-01	4.07E+00	1.41E+00	2.64E+00	5.53E-01	3.85E+00	1.18E+00
CPCT02190044T	1.22E+00	2.36E+00	5.30E-01	1.09E+00	1.03E+00	1.13E+00	1.46E+00	2.00E+00	4.39E+00	1.31E+00	4.63E+00	1.53E+00
CPCT02130131T	1.82E+00	1.61E-01	2.69E+00	2.54E+00	2.13E+00	3.65E-01	5.93E+00	2.04E+00	2.74E+00	9.67E-01	6.88E+00	3.00E+00
CPCT02220054T	3.12E+00	2.21E+00	4.31E+00	3.67E+00	4.06E+00	9.02E-01	1.03E+01	2.35E+00	2.74E+00	1.48E+00	9.82E+00	1.53E+00
CPCT02330075T	5.93E+00	2.44E+00	1.21E+01	3.63E+00	1.39E+01	1.45E+00	8.74E+00	2.65E+00	3.34E+00	1.46E+00	8.35E+00	3.06E+00
CPCT02130134T	1.27E+00	1.58E+00	4.01E+00	1.01E+00	4.44E+00	7.12E-01	3.11E+00	2.81E+00	3.58E+00	1.51E+00	3.98E+00	1.18E+00
CPCT02130148T	2.37E+00	2.18E+00	3.84E+00	3.21E+00	4.23E+00	7.55E-01	1.15E+01	1.82E+00	3.13E+00	1.31E+00	1.04E+01	1.20E+00
CPCT02070381T	9.75E-02	1.18E+00	1.38E+00	1.18E+00	1.05E+00	4.33E-01	1.57E+00	1.98E+00	2.02E+00	7.40E-01	2.27E+00	9.57E-01
DRUP01070053T	2.05E+00	1.42E+00	2.83E+00	2.12E+00	3.39E+00	8.00E-01	5.78E+00	2.45E+00	2.40E+00	5.28E-01	5.18E+00	1.28E+00
DRUP01060025T	3.31E+00	4.43E+00	4.94E+00	2.45E+00	3.52E+00	2.16E+00	4.95E+00	4.48E+00	4.97E+00	8.80E+00	6.19E+00	3.63E+00
DRUP01100007T	4.05E+00	1.24E+00	7.99E+00	3.16E+00	8.87E+00	6.74E-01	6.97E+00	2.18E+00	2.48E+00	1.29E+00	6.28E+00	1.78E+00
CPCT02380019T	1.44E+00	2.23E+00	3.78E+00	1.41E+00	3.76E+00	1.45E+00	3.98E+00	2.60E+00	5.53E+00	2.15E+00	5.88E+00	2.00E+00
CPCT02020598T	8.90E-01	1.19E+00	2.05E+00	1.42E+00	1.33E+00	5.97E-01	2.63E+00	2.09E+00	2.46E+00	9.98E-01	2.35E+00	2.65E-01
DRUP01070059T	9.24E-02	8.61E-01	7.52E-01	2.41E+00	2.79E+00	6.11E-01	2.03E+00	1.95E+00	2.68E+00	9.55E-01	3.54E+00	3.75E+00
CPCT02080152T	2.95E+02	2.88E+01	5.21E+01	1.90E+02	6.41E+01	6.67E+01	2.79E+02	4.07E+00	3.79E+00	1.58E+00	7.56E+00	3.27E+00
CPCT02070406T	7.74E-01	1.83E+00	4.53E-01	7.83E-01	3.87E-01	1.17E+00	6.02E+00	2.50E+00	5.00E+00	1.00E+00	8.30E+00	5.57E+00
CPCT02450002T	7.52E+00	5.27E-01	9.51E+00	4.47E+00	1.07E+01	1.03E+00	8.62E+00	2.95E+00	3.67E+00	1.52E+00	5.42E+00	2.28E+00
DRUP01070024T	1.19E+00	1.29E+00	2.99E+00	7.07E-01	3.45E+00	4.67E-01	3.12E+00	1.80E+00	3.79E+00	1.40E+00	3.75E+00	1.72E+00
DRUP01060027T	1.60E+00	2.06E+00	1.65E+00	2.00E+00	1.69E+00	5.00E-01	4.00E+00	1.53E+00	4.95E+00	3.70E+00	4.58E+00	1.52E+00
CPCT02030381T	8.11E-01	1.85E+00	3.28E+00	1.07E+00	3.11E+00	5.89E-01	3.50E+00	1.82E+00	4.10E+00	2.46E+00	2.62E+00	8.92E-01
DRUP01220005T	3.64E+00	2.57E+00	5.19E+00	3.42E+00	2.63E+00	9.28E-01	6.68E+00	5.24E+00	1.75E-01	1.51E+00	5.67E+00	8.02E+00
CPCT02370010T	3.22E+00	4.39E+00	5.22E+00	2.54E+00	3.58E+00	1.29E+00	5.38E+00	3.87E+00	2.98E+00	8.05E+00	6.23E+00	3.66E+00
CPCT02020623T	4.70E+00	1.97E+00	6.90E+00	2.45E+00	7.18E+00	6.67E-01	6.76E+00	2.14E+00	2.73E+00	1.29E+00	6.01E+00	2.09E+00
CPCT02290023T	3.39E+00	1.68E+00	8.30E+00	1.37E+00	8.99E+00	1.04E+00	4.94E+00	2.00E+00	3.82E+00	1.61E+00	4.32E+00	1.73E+00
DRUP01010022T	7.43E+02	6.60E+01	8.35E+01	4.69E+02	9.99E+01	1.55E+02	6.88E+02	5.23E+00	5.56E+00	9.89E-01	1.25E+01	5.45E+00
CPCT02070159T	5.27E-01	8.44E-01	3.85E+00	2.95E+00	3.49E+00	9.49E-01	2.14E+00	1.95E+00	3.04E+00	1.31E+00	4.20E+00	1.90E+00
CPCT02030354T	1.57E+00	1.32E+00	1.47E+00	1.03E+00	1.49E+00	8.92E-01	3.38E+00	9.57E-01	1.60E+00	1.06E+00	3.29E+00	1.06E+00
CPCT02020565T	1.56E+00	1.24E+00	3.02E+00	1.15E+00	3.39E+00	7.26E-01	4.34E+00	1.57E+00	1.88E+00	1.20E+00	3.60E+00	1.44E+00
CPCT02060114T	1.13E+00	1.57E+00	1.74E+00	1.91E+00	5.57E-01	4.54E-01	2.00E+00	1.52E+00	3.09E+00	1.65E+00	2.21E+00	8.61E-01
CPCT02060118T	2.01E+00	1.16E+00	2.54E+00	2.11E+00	2.03E+00	7.10E-01	3.20E+00	2.35E+00	3.65E+00	1.71E+00	4.07E+00	1.08E+00
CPCT02220002T	1.25E+00	9.66E-01	1.89E+00	1.54E+00	1.57E+00	7.07E-01	2.38E+00	1.32E+00	2.15E+00	9.02E-01	1.98E+00	1.12E+00
DRUP01030002T	1.47E+00	1.49E+00	4.44E+00	2.05E+00	4.67E+00	4.11E-01	4.32E+00	2.09E+00	3.84E+00	1.45E+00	3.90E+00	2.52E+00
CPCT02070060T	3.00E+00	2.28E+00	3.96E+00	2.11E+00	3.67E+00	1.06E+00	6.68E+00	2.47E+00	5.12E+00	3.32E+00	6.63E+00	1.82E+00
CPCT02030320T	3.89E+00	9.16E-01	1.12E+01	3.59E+00	1.22E+01	0.00E+00	9.15E+00	2.07E+00	2.80E+00	1.13E+00	6.37E+00	1.43E+00
CPCT02060035T	2.36E+00	8.28E-01	4.66E+00	2.11E+00	5.04E+00	0.00E+00	3.76E+00	1.53E+00	2.10E+00	1.03E+00	2.68E+00	1.53E+00
CPCT02070110T	1.16E+00	1.31E+00	2.73E+00	1.34E+00	1.59E+00	4.50E-01	4.27E+00	1.33E+00	4.22E+00	1.64E+00	5.05E+00	1.67E+00
CPCT02020492T	1.52E+00	9.88E-01	1.96E+00	1.53E+00	1.95E+00	3.44E-01	5.76E+00	1.84E+00	4.73E+00	2.23E+00	6.67E+00	1.99E+00
CPCT02030327T	1.83E+00	1.86E+00	3.17E+00	1.10E+00	3.57E+00	1.77E-01	3.54E+00	5.47E-01	1.84E+00	9.30E-01	3.31E+00	1.08E+00
CPCT02020503T	2.98E+00	2.08E+00	3.15E+00	2.92E+00	2.39E+00	8.60E-01	7.09E+00	1.41E+00	6.17E+00	3.29E+00	7.58E+00	2.15E+00
CPCT02380029T	1.26E+03	1.82E+02	2.22E+01	7.51E+02	1.89E+01	4.47E+02	1.11E+03	1.08E+01	3.02E+00	2.11E+00	3.22E+01	1.93E+01
CPCT02020636T	1.82E+00	2.45E+00	2.95E+00	1.57E+00	2.87E+00	1.21E+00	3.76E+00	2.13E+00	5.51E+00	2.75E+00	4.75E+00	2.10E+00
CPCT02130013T	2.99E+00	2.99E+00	3.93E+00	1.38E+00	4.25E+00	9.47E-01	5.82E+00	1.97E+00	1.48E+01	3.76E+00	1.47E+01	4.23E+00
DRUP01110002T	1.04E+03	1.23E+02	3.45E+02	6.73E+02	4.00E+02	2.97E+02	9.42E+02	1.77E+01	2.18E+00	2.14E+00	4.58E+01	2.14E+01
WIDE01010639T	3.56E+00	3.69E-01	4.61E+00	1.97E+00	5.02E+00	8.52E-01	4.18E+00	1.48E+00	1.38E+00	6.89E-01	2.47E+00	1.55E+00
DRUP01010167T	5.94E+02	6.45E+01	9.56E+01	4.17E+02	1.15E+02	1.42E+02	5.21E+02	5.25E+00	2.37E+00	1.24E+00	1.43E+01	5.70E+00
WIDE01010570T	5.11E+00	2.69E+00	4.89E+00	4.02E+00	4.86E+00	4.77E-01	6.90E+00	1.54E+00	6.05E+00	1.70E+00	8.02E+00	4.81E+00
