Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP77443	40	293	0	40	42	13	111	47	109	0	10	4	0	9
SP72118	132	286	0	24	49	31	42	10	40	37	3	2	0	7
SP76891	136	214	0	0	45	3	0	13	89	26	0	12	2	7
SP125732	5604	111	0	0	0	153	1875	0	0	0	0	0	0	0
SP125716	87	314	29	30	42	22	0	33	43	16	49	11	80	8
SP125746	31221	4975	8223	0	0	1183	1852	0	0	0	0	3	0	0
SP125797	255	236	0	13	52	18	0	2	19	48	14	10	62	11
SP76057	65	247	0	13	34	42	14	35	89	19	1	0	0	14
SP69565	319	341	0	436	174	52	35	58	0	53	3	2	11	4
SP75202	60	129	0	3	76	5	0	33	2	53	4	5	2	0
SP110736	166	200	0	11	22	29	0	9	26	32	1	9	0	28
SP107774	0	346	12	17	33	25	0	21	47	21	0	5	0	15
SP110779	77	180	0	18	47	16	113	3	117	22	3	7	0	25
SP107805	71	153	0	19	30	3	98	27	84	17	3	4	0	23
SP110789	60	148	0	632	84	0	69	22	0	2	2	13	4	133
SP71846	121	227	0	28	135	21	28	4	15	36	0	8	0	8
SP70122	138	293	21	6	21	25	31	17	24	17	2	3	0	25
SP71404	412	496	0	4	81	27	93	59	29	35	1	3	0	41
SP76955	36	288	0	5	32	76	0	22	65	12	0	0	0	1
SP107781	75	72	2	12	54	3	11	36	9	36	0	4	0	6
SP70202	37	152	1	424	35	17	12	89	50	7	17	12	6	0
SP70677	12	36	4	9	4	0	41	36	28	29	0	8	0	3
SP70082	27	64	0	6	31	9	12	18	0	35	2	6	6	0
SP70288	307	298	0	12	23	33	0	20	74	35	4	16	0	13
SP70266	29	129	0	12	18	20	19	29	68	53	6	17	0	1
SP107956	189	347	0	29	59	18	56	31	0	49	3	12	0	50
SP70956	90	124	0	11	61	13	0	27	6	23	4	8	0	13
SP108017	62	98	0	4	50	11	0	10	14	23	1	4	3	9
SP71536	53	142	0	34	31	21	0	17	25	19	0	9	0	8
SP70756	121	131	0	11	39	1	44	26	29	44	1	10	0	6
SP76675	136	394	0	466	115	37	84	55	39	31	7	6	0	0
SP71480	94	266	0	16	6	25	35	3	71	38	4	0	0	11
SP70313	69	112	0	13	56	6	0	37	29	56	0	6	0	7
SP73319	44	161	7	26	20	18	24	36	5	18	6	3	0	0
SP107813	157	246	0	15	74	36	28	10	3	21	4	7	0	32
SP77339	37	242	14	16	51	15	33	15	15	38	1	7	0	0
SP76017	86	111	19	17	45	0	0	10	57	33	0	1	0	10
SP76915	102	74	0	29	65	21	72	21	55	15	2	8	0	23
SP71974	314	600	0	734	0	75	135	135	3	0	18	3	0	72
SP70178	181	346	0	26	42	13	83	27	18	55	2	6	0	17
SP107920	100	172	0	20	30	36	38	13	80	0	4	17	1	12
SP110798	50	198	0	8	42	28	26	19	1	33	0	0	0	12
SP107952	79	236	9	23	19	6	40	32	91	39	0	27	0	32
SP70465	18	138	4	14	81	5	27	29	28	43	3	11	0	11
SP70780	167	290	0	17	28	42	0	19	61	29	3	8	0	19
SP110803	23	76	12	41	47	1	4	144	0	11	0	14	1	7
SP107915	78	179	0	5	51	38	0	23	11	26	8	6	3	3
SP71132	196	369	0	10	39	41	54	13	62	35	0	5	2	6
SP71552	95	285	8	35	58	32	18	57	36	36	6	14	0	38
SP69573	49	136	0	12	32	15	0	28	14	8	0	6	0	9
SP75681	28	177	0	3	0	37	37	22	143	0	0	9	0	20
SP107874	146	400	0	22	57	38	28	22	25	33	1	3	3	35
SP110816	32	125	8	14	26	31	0	22	6	35	3	3	0	3
SP77203	782	337	0	974	53	49	0	114	0	44	5	1	8	53
SP76515	35	208	61	22	38	25	69	43	19	30	2	13	0	1
SP110770	175	165	0	5	26	27	89	41	33	25	0	7	0	21
SP69812	47	96	0	7	47	0	0	19	4	37	0	0	1	6
SP76136	186	291	0	51	84	9	56	220	35	61	0	13	0	52
SP70106	47	0	0	235	41	241	0	30	0	5	5	4	0	59
SP108059	66	127	0	20	27	14	6	19	51	33	5	14	0	2
SP108020	102	195	0	49	13	19	12	15	66	53	3	3	1	2
SP76867	137	215	11	16	51	15	21	21	11	21	5	12	0	7
SP108088	90	185	17	11	57	14	0	43	0	53	5	3	5	11
SP71734	89	171	0	9	21	17	24	29	35	36	4	7	0	14
SP76001	29	85	0	10	46	7	0	20	41	22	4	0	0	0
SP108033	120	248	14	11	33	3	12	50	0	24	3	5	0	19
SP110822	130	255	0	36	76	18	17	11	1	33	8	9	0	61
SP69762	118	145	7	19	40	19	16	11	29	35	8	3	0	13
SP107945	100	246	7	31	49	33	13	18	17	63	1	6	0	10
SP107770	54	129	0	19	33	18	9	25	49	22	8	6	0	10
SP73263	157	279	0	9	29	18	0	16	36	23	0	14	2	21
SP77131	104	363	0	7	30	44	46	25	49	30	2	6	1	23
SP75322	586	548	0	19	115	127	12	54	60	0	9	12	11	210
SP70046	17	109	0	4	28	17	27	5	60	2	6	11	0	17
SP70932	71	247	0	13	36	22	8	49	53	23	0	2	0	0
SP71758	4	73	0	30	15	10	15	142	26	8	1	5	0	1
SP71228	314	267	0	29	48	33	104	45	73	90	4	11	0	31
SP76353	2	69	58	3	46	13	3	4	3	31	4	3	0	18
SP69587	29	108	0	2	4	9	10	3	32	9	0	0	0	2
SP69898	339	584	0	24	47	56	15	7	72	104	10	0	10	14
SP75977	53	125	0	1	44	12	2	35	25	33	0	9	0	11
SP70226	35	123	16	5	25	16	83	0	50	6	2	7	0	31
SP108068	104	162	0	21	41	28	19	37	41	46	0	11	0	23
SP107784	114	787	0	23	25	70	117	15	121	12	8	11	0	18
SP110824	43	164	0	0	16	13	6	33	55	31	0	8	0	10
SP76843	139	441	27	15	72	46	13	9	10	25	0	9	8	17
SP71456	124	238	0	46	75	24	0	40	57	63	0	17	0	15
SP108065	144	124	0	1	34	30	37	17	43	32	0	10	0	13
SP70860	204	205	0	28	58	21	44	22	5	61	2	9	1	0
SP71084	85	204	0	0	59	28	0	36	0	24	6	6	0	10
SP72262	28	108	12	26	25	12	10	33	74	13	7	17	1	5
SP69705	132	120	0	22	40	32	23	7	30	36	8	8	0	32
SP107786	168	385	0	71	18	57	28	166	41	55	1	11	0	28
SP71576	52	113	0	3	33	13	0	19	59	28	0	0	0	12
SP108123	54	117	0	16	23	3	45	11	29	25	6	20	0	2
SP74896	57	188	0	12	83	17	68	8	0	13	3	2	0	3
SP71950	72	283	0	15	50	26	24	14	48	54	0	0	2	4
SP108049	22	108	3	17	27	7	10	43	0	5	1	7	3	8
SP116965	131	316	0	1065	237	67	407	0	70	18	0	9	0	32
SP77930	16	71	0	9	9	7	45	24	31	19	1	1	1	2
SP125807	120	444	15	12	57	32	49	11	42	41	6	7	28	13
SP125696	100	142	0	14	50	124	58	50	18	21	4	4	23	7
SP125725	133	189	7	24	5	28	92	48	21	44	8	5	46	48
SP125752	124	375	40	15	1	29	49	40	96	25	3	1	8	0
SP118048	530	403	0	15	27	64	33	12	0	61	8	10	5	235
SP117981	4	135	0	17	40	25	26	44	34	12	1	9	0	15
SP125749	30	96	0	7	78	5	8	24	0	22	3	0	19	9
SP125762	31	277	22	6	51	33	11	24	18	43	4	17	12	26
SP117164	78	167	0	17	36	14	19	16	0	16	0	11	6	8
SP117002	167	270	0	17	19	69	76	29	40	34	2	2	6	16
SP117158	33	72	0	8	66	15	18	38	8	25	1	17	0	4
SP125691	430	550	0	23	78	88	120	44	37	60	2	15	0	15
SP125721	42	228	55	13	32	13	0	30	0	26	4	4	51	1
SP125753	156	186	0	11	35	70	0	16	32	16	5	9	29	4
SP117972	77	170	12	10	60	31	16	21	11	4	3	3	19	19
SP125726	147	267	0	0	52	20	14	41	39	8	2	6	0	19
SP125800	0	9	0	2	0	15	10	0	0	0	0	0	19	0
SP117745	264	586	0	6	30	62	0	15	27	38	3	9	0	8
SP117351	75	112	0	7	52	7	21	10	10	13	0	7	7	19
SP117980	0	200	13	25	29	28	32	17	73	20	9	11	34	9
SP117878	139	235	0	9	59	10	0	27	9	30	4	0	0	2
SP125805	57	163	18	11	37	15	25	21	30	27	6	5	0	5
SP78013	170	377	0	18	0	39	64	16	50	39	0	8	3	8
SP118083	29	44	0	72	133	10	77	61	48	72	5	8	13	13
SP125772	13	118	0	0	25	19	0	19	15	20	1	2	6	0
SP117216	144	169	9	14	51	17	8	16	46	42	0	13	0	16
SP125784	35	63	40	26	22	15	110	14	31	23	1	0	13	5
SP117323	183	258	0	33	140	20	87	26	0	89	4	5	47	19
SP118046	134	408	3	12	39	25	52	14	37	22	0	11	0	8
SP77888	5	30	10	9	31	2	9	30	28	6	0	4	0	0
SP125766	84	168	0	0	5	12	13	15	27	61	1	7	38	78
SP125737	63	131	7	46	123	20	0	29	16	45	3	8	21	10
SP125763	154	568	0	25	82	84	54	38	44	44	30	8	53	15
SP125802	58	181	42	11	41	34	44	21	0	25	0	3	20	2
SP117656	44	131	17	137	88	6	9	112	1	7	2	11	0	8
SP77872	10	51	0	2	22	0	0	13	0	17	0	7	0	12
SP117309	99	450	0	5	21	33	18	43	28	59	1	15	0	6
SP117201	147	297	0	34	55	26	53	19	48	38	0	14	0	3
SP125685	46	175	28	7	43	4	5	17	20	52	0	10	25	11
SP117463	184	199	0	10	21	46	41	14	35	23	0	5	12	15
SP117568	164	294	0	22	114	18	35	18	0	61	2	9	31	20
SP125717	132	141	0	8	37	20	0	14	27	23	22	8	23	2
SP125707	0	0	0	2	0	0	0	0	1	0	9	0	16	0
SP125794	68	303	6	0	26	24	7	28	67	15	4	10	25	10
SP125756	194	91	0	423	34	5	51	220	0	0	22	5	50	89
SP117441	73	175	0	5	56	32	0	37	47	40	4	10	0	9
SP125780	113	298	0	10	53	56	31	34	20	18	3	0	52	9
SP125764	181	388	19	879	44	37	69	73	88	49	25	5	4	13
SP117690	50	156	29	2	39	16	10	35	1	40	3	3	2	1
SP125742	22	139	0	57	43	10	38	190	0	43	4	3	43	7
SP125804	40	267	41	562	0	22	36	424	0	0	15	14	36	69
SP125695	34	124	5	25	27	12	18	26	5	42	1	8	35	14
SP77986	7	12	0	7	2	0	33	18	9	14	4	2	1	0
SP125689	113	426	30	57	89	62	32	62	113	57	1	19	13	42
SP117523	22	209	30	11	44	29	19	36	3	24	3	10	7	10
SP125694	80	219	0	26	31	46	0	18	30	28	9	0	25	19
SP125745	56	162	0	6	32	26	11	13	75	8	0	1	1	0
SP117001	85	169	0	4	3	19	47	27	59	36	1	4	0	12
SP117949	352	286	12	19	50	40	9	30	5	42	1	1	52	16
SP117653	40	76	0	8	22	13	28	13	16	35	0	7	0	0
SP117522	33	223	30	11	44	36	19	38	3	25	3	11	0	11
SP125710	48	241	0	14	25	29	12	31	13	19	4	25	42	2
SP117214	59	281	51	24	38	22	14	21	45	41	2	4	1	4
SP125768	338	661	0	29	6	31	217	8	12	67	7	6	48	22
SP117722	74	181	45	8	43	20	0	13	37	40	3	14	5	12
SP125699	241	166	0	9	67	23	7	25	13	74	0	0	9	0
SP125771	282	437	0	48	195	96	72	21	164	0	18	15	61	22
SP125719	36	103	0	10	56	0	33	13	27	22	1	6	0	14
SP117648	23	72	0	18	46	16	43	34	0	30	3	13	0	0
SP125760	42	141	33	10	18	17	4	28	47	23	0	5	37	5
SP125770	7244	8908	75	1041	0	3066	1193	1	0	0	54	109	0	41
SP77956	14	21	0	0	0	21	0	0	0	0	2	5415	0	0
SP125785	101	128	45	26	57	6	0	12	0	51	6	0	24	18
SP125706	91	261	0	655	69	15	1	143	50	0	32	0	49	48
SP125705	140	167	7	12	57	12	0	17	38	34	0	0	1	12
SP125715	4	16	0	0	9	4	20	29	22	0	0	0	23	0
SP116962	7	111	39	5	3	7	7	36	17	27	0	12	0	18
SP117660	63	218	6	18	14	37	10	33	87	9	7	4	8	20
SP117643	98	232	78	938	68	60	18	161	29	32	12	9	6	14
SP125713	151	83	29	974	126	23	80	173	130	59	9	0	41	30
SP117760	39	135	21	13	25	29	49	28	17	17	3	4	11	9
SP116968	70	414	0	17	34	22	35	41	18	31	0	6	0	9
SP125775	46	136	0	6	16	26	40	26	6	11	6	11	44	18
SP125731	61	200	8	18	45	11	31	11	9	17	0	6	0	30
SP125733	60	180	15	11	37	13	24	7	23	1	6	13	30	14
SP78502	16	24	0	4	18	5	5	17	11	20	0	9	0	6
SP125791	92	259	0	8	32	6	15	42	11	41	0	1	1	5
SP125755	42	222	0	14	0	18	50	65	81	27	13	6	23	20
SP117340	258	171	0	62	85	6	25	36	32	128	4	11	0	12
SP125781	72	124	0	14	31	14	0	32	53	38	2	5	0	6
SP125783	28	134	0	20	51	6	0	13	21	29	0	20	22	13
SP116950	216	361	0	15	17	50	0	22	148	1	6	0	0	18
SP125712	77	198	0	11	41	67	0	23	37	36	4	3	42	11
SP125786	13	42	0	310	66	15	0	7	0	12	32	8	52	6
SP125693	221	484	117	6	2	75	284	45	35	24	4	6	32	0
SP116949	143	147	0	20	70	14	86	27	47	84	12	15	13	27
SP78533	25	52	0	14	38	8	0	20	4	20	0	4	0	4
SP117215	72	167	0	14	99	8	0	23	38	14	2	9	8	1
SP117040	134	267	0	10	15	33	0	20	135	22	0	13	0	11
SP117476	117	160	0	14	5	20	52	34	27	59	2	5	5	2
SP116985	84	184	0	5	30	23	0	14	39	68	3	31	0	16
SP125769	39	89	2	9	46	9	0	12	23	6	0	2	39	0
SP125778	37	121	21	1378	4	33	63	376	21	18	55	10	29	65
SP117440	86	300	0	10	49	18	10	30	70	43	1	4	5	12
SP125730	51	101	0	4	20	4	34	19	1	5	0	3	8	2
SP125686	47	261	0	12	16	31	13	36	77	21	7	6	36	5
SP125758	76	133	10	13	28	16	0	27	26	37	0	8	33	10
SP77848	25	30	0	0	9	5	1	6	26	15	3	1	0	0
SP117974	126	296	0	9	12	39	57	34	33	31	1	16	0	12
SP117911	149	265	0	4	29	27	15	29	28	42	2	10	2	0
SP117165	65	110	0	21	41	17	96	43	0	64	0	4	0	12
SP117412	101	326	0	335	87	8	6	130	2	39	5	0	0	14
SP117650	18	33	0	17	52	6	13	78	26	11	0	3	2	10
SP117076	12	119	2	19	23	13	0	22	40	0	4	9	32	4
SP125757	78	207	0	11	34	11	0	43	49	13	1	1	58	7
SP125711	50	169	30	7	58	13	6	0	28	42	38	8	115	2
SP125811	53	110	0	20	40	7	42	18	4	30	4	7	29	7
SP125723	28	109	54	21	24	24	21	18	64	82	0	20	15	2
SP125809	102	445	0	13	4	52	53	35	20	31	6	2	14	27
SP125722	47	72	0	10	13	7	0	20	66	4	0	5	21	2
SP117908	60	199	22	9	45	15	17	44	4	32	0	3	22	19
SP125741	93	446	0	11	14	79	0	32	57	13	2	16	20	25
SP125724	124	138	60	10	0	8	0	24	7	187	5	0	46	0
SP117037	43	139	0	6	21	2	68	15	34	16	3	12	39	6
SP125777	44	166	0	758	28	36	62	179	0	55	30	1	37	25
SP117291	113	313	0	17	58	16	56	22	82	14	1	1	6	0
SP125793	40	59	2	65	1	13	29	14	17	31	2	0	32	7
SP125744	147	144	0	12	26	24	8	3	70	8	0	6	30	4
SP125795	59	213	0	11	38	15	0	14	8	30	5	3	18	21
SP125703	80	177	11	9	37	21	46	8	42	23	2	5	35	6
SP125761	26	107	27	17	84	8	15	16	0	8	3	11	29	10
SP117661	214	264	0	19	70	33	1	30	7	26	0	4	16	15
SP125776	120	150	0	27	38	26	55	23	37	48	9	11	7	20
SP117261	36	92	0	3	51	9	27	14	1	21	2	10	0	3
SP125698	167	167	0	591	111	17	39	98	0	3	11	0	30	20
SP125714	107	258	0	10	19	20	0	11	42	23	4	2	33	74
SP77972	156	131	0	10	21	28	39	9	25	36	0	11	0	2
SP77866	0	24	0	0	15	3	15	3	0	7	0	4	0	1
SP125704	76	138	4	12	41	8	2	18	39	24	3	6	0	16
SP117290	108	852	0	22	45	57	24	23	34	14	9	15	2	29
SP125738	47	89	0	8	40	3	0	19	7	16	0	2	41	11
SP135427	5	28	0	5	50	3	0	22	0	29	1	7	2	0
SP135403	0	2	0	1	3	0	0	0	3	0	0	1	0	0
SP102557	0	6	1	3	11	0	7	7	8	2	5	4	0	5
SP106801	2	0	1	4	3	6	0	20	2	15	0	0	0	4
SP106758	5	47	0	10	27	5	7	5	7	15	0	3	0	5
SP106808	7	33	0	11	33	0	0	13	0	41	2	3	0	11
SP102617	28	2	0	6	114	1	0	0	0	0	5	6	3	1
SP102605	0	4	2	0	18	0	3	5	5	6	0	3	0	0
SP117086	0	0	0	0	1	0	4	8	0	0	0	0	0	0
SP117700	13	0	0	7	17	0	0	20	17	18	0	9	0	2
SP135339	0	65	9	8	59	7	27	25	33	11	6	11	0	8
SP135324	5	55	0	3	2	8	0	18	11	6	1	4	2	2
SP102529	7	13	5	6	53	3	0	29	18	15	5	11	2	3
SP102507	13	41	0	7	33	7	13	22	21	6	4	2	0	0
SP102485	0	0	1	1	10	0	3	14	0	2	0	7	0	7
SP117043	7	17	0	3	50	2	0	31	22	14	2	0	0	5
SP135496	0	32	11	10	25	0	0	13	27	22	0	5	0	5
SP117228	7	15	0	0	21	4	0	6	13	23	9	6	0	9
SP118044	0	0	0	1	0	0	0	0	2	2	5	0	1	0
SP117984	2	4	5	1	21	9	18	10	30	3	5	4	0	2
SP135346	7	0	0	13	26	2	0	7	27	0	5	0	3	0
SP135492	0	2	0	0	2	0	2	0	2	7	0	2	1	0
SP102573	3	1	0	12	13	0	5	6	0	7	2	1	0	4
SP135460	2	0	0	1	20	0	0	22	9	11	2	0	0	0
SP117667	1	0	0	4	8	0	0	3	0	4	2	2	0	4
SP106815	3	24	6	13	22	8	27	11	47	18	2	9	0	5
SP106734	2	0	0	2	8	0	0	7	8	18	0	2	3	0
SP117796	0	7	8	8	17	0	4	18	26	44	1	0	0	7
SP102537	0	24	8	10	73	2	0	15	3	46	0	9	0	3
SP135334	12	0	0	0	42	0	37	1	0	3	0	0	0	3
SP102517	7	14	3	15	63	4	17	13	8	6	3	7	1	6
SP117493	2	0	0	0	4	0	0	0	6	4	0	4	0	0
SP106722	0	0	5	10	36	1	0	19	10	2	5	5	2	1
SP135434	8	27	0	3	25	3	15	17	25	65	0	8	0	12
SP106753	3	0	0	5	10	0	0	0	5	6	0	0	0	0
SP102523	9	2	0	0	60	4	28	14	8	0	0	7	0	4
SP102591	7	0	0	9	28	0	5	10	0	11	0	2	0	4
SP102547	2	6	6	5	46	7	0	23	9	20	5	8	0	0
SP118043	7	36	5	3	76	0	0	27	0	26	2	0	1	10
SP135478	3	1	0	0	17	2	0	10	36	8	6	0	1	1
SP102561	1	0	0	5	3	0	0	5	0	3	5	2	1	0
SP135274	2	6	3	7	12	2	0	9	25	7	3	0	3	0
SP106797	1	39	0	5	28	3	0	13	19	23	0	0	0	7
SP135488	88	150	0	33	171	15	97	49	0	29	6	18	0	18
SP135480	2	0	0	13	5	0	10	3	0	13	0	7	1	1
SP135455	520	118	15	7	0	16	114	8	0	143	1	0	0	0
SP135389	5	36	0	19	31	10	7	18	24	22	0	15	0	0
SP102597	6	17	0	9	0	6	0	10	0	138	3	0	6	0
SP102489	3	3	0	5	14	0	0	17	0	3	4	0	0	4
SP135410	5	15	0	2	5	0	21	8	44	9	3	0	0	4
SP135372	0	7	7	2	21	0	10	1	4	5	0	1	1	3
SP117223	1	0	3	1	16	3	22	10	6	13	2	8	0	0
SP135328	5	13	0	11	8	1	0	6	33	29	5	9	0	7
SP135444	2	2	0	1	5	0	0	2	0	2	1	0	0	3
SP106750	0	1	0	0	12	0	3	9	3	18	0	5	0	7
SP102511	0	12	6	20	31	0	0	4	32	70	1	6	0	2
SP102541	8	4	0	10	29	5	2	32	51	24	5	4	0	0
SP102567	11	28	4	2	102	6	0	34	2	21	3	10	0	13
SP117595	5	2	0	0	7	0	13	12	29	8	2	0	0	5
SP135440	9	9	0	4	49	5	1	7	14	19	5	14	5	10
SP135296	5	58	8	8	95	7	0	20	12	6	0	4	2	0
SP117294	1	0	0	4	0	2	0	2	19	7	2	2	0	0
SP135363	12	0	0	3	52	0	10	14	33	14	2	3	0	8
SP102499	3	8	2	7	39	0	0	18	8	28	3	5	0	0
SP117951	2	0	1	3	8	0	9	5	0	5	2	0	0	3
SP117085	1	0	0	8	14	0	5	7	1	5	1	2	2	0
SP106669	4	0	0	2	32	1	13	12	20	16	2	9	0	0
SP135316	3	19	0	8	22	0	0	12	1	5	0	3	0	5
