MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.10E-05	8.06E-05	2.30E-04	1.00E-04
1:Del:C:1	6.96E-06	4.17E-05	1.92E-04	7.52E-05
1:Del:C:2	5.56E-06	0.00E+00	1.19E-04	5.83E-05
1:Del:C:3	9.35E-06	2.35E-05	8.46E-05	3.73E-05
1:Del:C:4	1.11E-05	0.00E+00	4.76E-05	2.53E-05
1:Del:C:5	2.59E-05	4.63E-05	5.89E-05	4.22E-05
1:Del:T:0	8.11E-06	8.25E-05	1.90E-04	7.38E-05
1:Del:T:1	7.91E-06	6.54E-05	1.39E-04	5.70E-05
1:Del:T:2	8.12E-06	6.68E-05	1.51E-04	5.87E-05
1:Del:T:3	1.53E-05	7.50E-05	1.46E-04	7.17E-05
1:Del:T:4	2.51E-05	6.97E-05	1.20E-04	6.63E-05
1:Del:T:5	2.88E-04	4.56E-04	3.36E-04	6.23E-04
1:Ins:C:0	6.08E-06	4.20E-05	6.26E-05	5.33E-05
1:Ins:C:1	1.95E-06	2.86E-05	4.82E-05	2.27E-05
1:Ins:C:2	2.22E-06	2.01E-05	3.15E-05	1.66E-05
1:Ins:C:3	3.54E-06	1.93E-05	2.41E-05	1.34E-05
1:Ins:C:4	6.20E-06	1.83E-05	2.26E-05	1.53E-05
1:Ins:C:5	1.93E-05	6.09E-05	8.88E-05	6.24E-06
1:Ins:T:0	6.36E-06	4.43E-05	6.18E-05	3.77E-05
1:Ins:T:1	3.47E-06	4.71E-05	8.72E-05	3.66E-05
1:Ins:T:2	7.77E-06	3.50E-05	6.13E-05	3.05E-05
1:Ins:T:3	5.56E-06	3.39E-05	5.94E-05	2.96E-05
1:Ins:T:4	6.86E-06	4.10E-05	4.92E-05	2.63E-05
1:Ins:T:5	2.83E-04	6.15E-04	1.58E-03	4.33E-04
2:Del:R:0	6.62E-06	4.47E-05	9.71E-05	4.29E-05
2:Del:R:1	6.34E-06	5.96E-05	1.12E-04	4.32E-05
2:Del:R:2	4.67E-06	2.54E-05	4.90E-05	2.71E-05
2:Del:R:3	8.69E-06	2.34E-05	3.55E-05	2.01E-05
2:Del:R:4	6.33E-06	1.76E-05	2.56E-05	1.06E-05
2:Del:R:5	1.50E-05	8.37E-11	5.73E-05	1.14E-05
3:Del:R:0	3.37E-06	2.70E-05	5.61E-05	3.90E-05
3:Del:R:1	5.59E-06	5.47E-05	8.01E-05	3.73E-05
3:Del:R:2	3.22E-06	2.89E-05	4.39E-05	1.54E-05
3:Del:R:3	2.24E-06	1.36E-05	1.91E-05	1.01E-05
3:Del:R:4	1.21E-06	0.00E+00	1.62E-05	5.26E-06
3:Del:R:5	2.17E-06	2.58E-11	2.42E-05	2.52E-09
4:Del:R:0	2.03E-06	2.30E-05	4.63E-05	3.24E-05
4:Del:R:1	4.59E-06	4.76E-05	7.97E-05	3.57E-05
4:Del:R:2	2.87E-06	2.58E-05	3.83E-05	1.69E-05
4:Del:R:3	2.22E-06	1.57E-05	3.31E-05	1.19E-05
4:Del:R:4	1.40E-06	1.33E-07	1.54E-05	5.71E-06
4:Del:R:5	2.06E-06	7.69E-06	1.42E-05	3.53E-06
5:Del:R:0	0.00E+00	1.14E-04	1.93E-04	1.61E-04
5:Del:R:1	2.70E-06	3.02E-05	4.76E-05	3.39E-05
5:Del:R:2	1.63E-06	1.45E-05	2.51E-05	1.31E-05
5:Del:R:3	1.16E-06	7.07E-06	1.14E-05	6.39E-06
5:Del:R:4	7.24E-07	4.31E-06	5.79E-06	8.65E-07
5:Del:R:5	9.82E-07	2.13E-07	3.70E-06	1.93E-06
2:Ins:R:0	9.27E-06	4.03E-05	5.03E-05	4.65E-05
2:Ins:R:1	2.47E-06	2.79E-05	4.55E-05	2.03E-05
2:Ins:R:2	2.95E-06	2.16E-05	3.20E-05	1.52E-05
2:Ins:R:3	3.28E-06	1.74E-05	2.17E-05	1.29E-05
2:Ins:R:4	6.77E-06	1.81E-05	2.67E-06	1.77E-05
2:Ins:R:5	1.73E-05	5.37E-05	4.53E-05	4.17E-05
3:Ins:R:0	3.71E-06	2.50E-05	4.04E-05	3.04E-05
3:Ins:R:1	1.30E-06	2.24E-05	3.52E-05	1.56E-05
3:Ins:R:2	1.31E-06	1.17E-05	1.59E-05	1.53E-05
3:Ins:R:3	1.01E-06	3.37E-06	2.18E-06	5.67E-06
3:Ins:R:4	1.35E-06	5.62E-06	5.81E-06	5.73E-06
3:Ins:R:5	3.42E-06	9.50E-06	3.98E-06	7.46E-06
4:Ins:R:0	6.55E-06	3.21E-05	3.59E-05	3.52E-05
4:Ins:R:1	1.79E-06	2.21E-05	3.66E-05	1.75E-05
4:Ins:R:2	1.61E-06	7.72E-06	7.08E-06	1.15E-05
4:Ins:R:3	2.03E-06	4.76E-06	1.62E-06	5.87E-06
4:Ins:R:4	2.38E-06	7.41E-06	7.39E-06	5.83E-06
4:Ins:R:5	1.48E-06	1.14E-05	1.26E-05	8.93E-06
5:Ins:R:0	3.78E-05	1.04E-04	1.88E-04	1.06E-04
5:Ins:R:1	4.01E-06	5.50E-05	8.27E-05	5.52E-05
5:Ins:R:2	1.33E-06	1.21E-05	1.66E-05	1.36E-05
5:Ins:R:3	7.83E-07	7.43E-06	7.65E-06	7.24E-06
5:Ins:R:4	6.44E-07	5.96E-06	6.82E-06	4.25E-06
5:Ins:R:5	3.11E-07	5.58E-06	7.77E-06	1.84E-06
2:Del:M:1	6.40E-06	4.37E-05	1.25E-04	4.36E-05
3:Del:M:1	2.47E-06	2.52E-05	4.95E-05	3.30E-05
3:Del:M:2	4.39E-06	3.89E-05	6.66E-05	3.21E-05
4:Del:M:1	3.45E-06	3.13E-05	5.69E-05	3.32E-05
4:Del:M:2	2.60E-06	2.67E-05	5.75E-05	3.85E-05
4:Del:M:3	3.63E-06	3.88E-05	6.06E-05	3.28E-05
5:Del:M:1	5.89E-06	7.50E-05	1.34E-04	1.63E-04
5:Del:M:2	2.74E-06	5.16E-05	8.15E-05	2.52E-04
5:Del:M:3	2.35E-06	1.83E-05	2.81E-05	2.01E-04
5:Del:M:4	1.78E-06	1.99E-05	7.45E-06	1.35E-04
5:Del:M:5	2.50E-06	3.43E-05	4.11E-05	1.08E-04
