NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	363.603	37.9	99.463	34.641	0.154	0.918	1000000.0
2	357.694	42.203	104.026	41.377	2.495	0.871	1000000.0
3	318.279	39.245	79.429	35.088	0.165	0.91	1000000.0
4	357.106	42.198	104.015	41.432	2.495	0.871	1000000.0
5	336.588	39.022	82.876	34.834	0.161	0.916	1000000.0
6	335.6	38.819	82.706	34.773	2.475	0.917	1000000.0
7	319.435	39.334	79.791	35.31	0.165	0.909	1000000.0
8	364.317	37.978	99.067	34.768	0.154	0.918	1000000.0
9	358.803	42.222	104.834	41.421	0.181	0.871	1000000.0
10	362.173	37.93	98.347	34.664	0.154	0.918	1000000.0
11	365.454	37.858	100.166	34.808	0.153	0.918	1000000.0
12	365.071	37.956	99.756	34.768	0.154	0.918	1000000.0
13	335.067	38.859	82.524	34.765	0.161	0.916	1000000.0
14	318.364	39.19	79.626	35.262	2.479	0.909	1000000.0
15	317.217	39.018	78.91	34.956	0.165	0.911	1000000.0
16	318.075	39.122	79.378	35.007	0.165	0.911	1000000.0
17	363.964	37.979	98.992	34.677	0.154	0.918	1000000.0
18	364.901	37.864	99.56	34.709	0.154	0.918	1000000.0
19	363.249	37.776	99.262	34.73	0.153	0.918	1000000.0
20	335.863	38.957	82.618	34.781	0.161	0.916	1000000.0
21	364.42	37.896	99.246	34.715	2.469	0.918	1000000.0
22	318.194	39.278	79.388	35.265	0.165	0.91	1000000.0
23	317.676	39.134	79.614	35.127	0.165	0.91	1000000.0
24	318.407	39.273	79.761	35.256	0.165	0.91	1000000.0
25	318.298	39.175	79.389	35.092	0.165	0.91	1000000.0
26	337.513	38.844	83.984	34.847	0.161	0.916	1000000.0
27	363.653	37.913	99.661	34.841	0.154	0.917	1000000.0
28	336.568	38.916	83.421	34.87	0.16	0.916	1000000.0
29	336.038	38.896	83.037	34.83	0.161	0.916	1000000.0
30	336.448	38.806	82.93	34.725	0.161	0.917	1000000.0
31	358.376	42.263	104.894	41.488	0.181	0.871	1000000.0
32	319.956	39.333	79.932	35.203	0.165	0.91	1000000.0
33	364.277	38.022	99.435	34.724	0.163	0.918	1000000.0
34	365.601	37.979	99.474	34.731	0.154	0.918	1000000.0
35	365.38	37.856	100.421	34.894	0.153	0.917	1000000.0
36	319.543	39.338	79.769	35.182	0.165	0.91	1000000.0
37	318.584	39.173	79.411	35.041	0.164	0.911	1000000.0
38	357.47	42.215	103.897	41.429	2.495	0.871	1000000.0
39	359.549	42.192	105.623	41.385	2.495	0.872	1000000.0
40	318.949	39.341	79.562	35.289	0.165	0.909	1000000.0
41	363.989	37.963	99.154	34.761	0.155	0.918	1000000.0
42	358.649	42.287	104.303	41.499	0.181	0.87	1000000.0
