Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP117956	2	12	4	7	11	0	7	1	0	22	0	4	0	23	6	6	0	19	3
SP117975	4	20	3	0	10	0	4	0	0	16	1	2	0	0	2	7	7	12	0
SP2149	21	23	8	147	199	0	38	0	0	19	7	35	59	20	5	18	0	2	7
SP117113	5	92	0	4	9	14	8	0	0	9	0	10	0	4	1	4	45	3	1
SP117245	1	18	0	3	14	0	12	0	19	19	1	8	0	23	10	5	7	16	3
SP117402	9	14	1	0	5	5	8	2	0	20	0	6	0	18	13	4	14	1	0
SP117136	9	54	1	8	0	4	0	0	3	13	0	2	0	14	9	14	15	4	2
SP117378	3	31	0	11	11	5	13	0	0	2	0	15	0	30	10	0	5	5	0
SP116947	5	22	0	5	3	7	13	1	17	9	2	9	1	14	24	11	0	7	4
SP117369	1	20	0	0	6	13	3	0	0	11	5	57	0	1	8	5	11	15	1
SP117244	4	47	2	0	2	0	4	3	0	13	0	7	0	4	2	0	12	2	2
SP117162	7	11	4	4	3	0	5	1	9	7	0	21	1	7	13	13	3	14	3
SP117079	0	20	0	5	12	0	1	1	0	25	0	10	0	22	7	9	9	5	2
SP117344	5	61	0	202	94	0	22	6	13	27	2	12	110	0	1	5	0	7	9
SP118074	99	157	17	15	14	20	31	3	19	7	0	11	0	19	29	13	3	8	15
SP117598	0	37	0	18	93	0	17	0	117	136	2	26	1	1	62	24	0	2	5
SP117312	4	26	0	1	3	0	8	1	6	10	0	7	0	24	1	19	4	2	4
SP118038	0	52	0	10	0	0	11	0	13	0	7	11	0	8	2	2	22	0	2
SP117552	6	18	0	0	6	1	2	2	0	7	0	5	0	8	6	8	12	6	4
SP118073	1	36	1	2	11	13	3	0	0	26	1	9	0	19	2	6	19	2	1
SP117933	4	19	0	5	6	0	5	0	2	3	0	4	0	10	7	5	0	12	2
SP118012	2	19	1	9	5	0	14	2	2	15	0	12	0	34	16	5	9	3	5
SP117108	5	40	0	0	8	0	2	0	15	12	0	3	1	3	9	10	16	0	0
SP117812	10	11	1	7	5	5	6	0	8	11	0	12	0	3	14	5	0	9	2
SP117354	16	51	1	15	26	0	15	4	0	6	10	11	6	23	15	6	9	21	7
