MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.74E-04	1.49E-03	1.28E-03	1.77E-03	2.04E-03	1.75E-03	2.60E-03	2.77E-04	9.69E-04	7.49E-03	5.73E-03	4.01E-03	4.29E-04	8.45E-04	4.20E-03
1:Del:C:1	2.28E-05	8.03E-04	1.25E-03	1.10E-03	1.15E-03	4.88E-04	1.43E-03	1.38E-04	5.98E-04	2.92E-03	1.98E-03	2.57E-03	1.55E-04	3.77E-04	2.03E-03
1:Del:C:2	1.12E-04	3.81E-04	1.02E-03	4.27E-04	7.87E-04	3.69E-04	8.13E-04	1.40E-04	2.24E-05	1.77E-03	1.28E-03	2.06E-03	2.51E-04	3.69E-04	6.72E-04
1:Del:C:3	1.20E-04	2.31E-04	6.74E-04	6.49E-04	5.53E-04	2.72E-04	5.51E-04	1.38E-04	3.15E-04	9.62E-04	8.51E-04	1.63E-03	2.71E-04	2.15E-05	8.81E-04
1:Del:C:4	2.27E-04	4.19E-04	3.87E-04	4.56E-04	2.42E-04	2.62E-04	4.98E-04	9.25E-05	9.43E-05	9.61E-04	7.49E-04	1.53E-03	2.60E-04	1.58E-04	8.17E-04
1:Del:C:5	5.61E-04	4.21E-04	2.34E-04	4.39E-04	1.18E-04	2.01E-04	3.23E-04	1.02E-09	3.48E-04	1.43E-04	1.02E-03	2.32E-03	3.21E-04	1.56E-04	9.94E-04
1:Del:T:0	9.21E-05	3.39E-04	5.48E-04	1.53E-03	1.47E-03	4.31E-04	2.74E-03	9.03E-04	1.00E-03	2.56E-03	3.01E-03	4.56E-03	2.53E-04	8.08E-04	2.17E-03
1:Del:T:1	7.26E-05	2.73E-04	3.73E-04	6.69E-04	9.32E-04	3.27E-04	1.10E-03	1.19E-03	6.68E-04	1.16E-03	1.41E-03	1.97E-03	1.78E-04	3.17E-04	1.88E-03
1:Del:T:2	1.77E-04	6.75E-04	3.25E-04	1.11E-03	1.00E-03	1.67E-04	1.02E-03	1.19E-03	3.16E-04	1.75E-03	1.77E-03	1.92E-03	2.53E-04	2.20E-04	1.49E-03
1:Del:T:3	1.98E-04	7.81E-04	4.44E-04	6.91E-04	1.09E-03	4.84E-04	8.30E-04	1.37E-03	1.84E-04	1.58E-03	1.47E-03	1.36E-03	3.43E-04	3.30E-04	8.68E-04
1:Del:T:4	3.61E-04	7.03E-04	2.95E-04	1.19E-03	3.72E-04	4.24E-04	1.20E-03	8.21E-04	2.25E-04	1.60E-03	1.58E-03	1.97E-03	2.49E-04	4.25E-04	1.21E-03
1:Del:T:5	5.37E-03	2.13E-03	1.05E-03	3.33E-03	6.74E-04	1.38E-03	4.40E-03	6.74E-04	6.38E-04	4.86E-03	1.03E-02	8.88E-03	1.35E-03	2.98E-03	6.40E-03
1:Ins:C:0	1.07E-04	1.64E-04	2.59E-04	3.18E-04	8.78E-05	3.49E-04	2.22E-04	2.00E-04	7.82E-05	1.44E-04	2.45E-03	4.48E-04	1.21E-04	0.00E+00	4.84E-03
1:Ins:C:1	2.52E-05	3.69E-04	1.07E-04	4.49E-04	2.34E-04	1.59E-04	3.07E-04	1.13E-04	3.39E-04	8.30E-04	6.87E-04	9.12E-04	1.17E-04	2.93E-04	8.81E-04
1:Ins:C:2	2.71E-05	1.91E-04	1.01E-04	3.41E-04	2.14E-04	3.79E-05	2.75E-04	5.20E-05	2.62E-04	5.84E-04	6.44E-04	9.64E-04	0.00E+00	3.29E-04	3.79E-04
1:Ins:C:3	6.86E-05	1.52E-04	1.73E-04	4.19E-04	1.05E-04	2.45E-05	2.07E-04	1.33E-09	3.59E-04	4.39E-04	5.66E-04	1.13E-03	1.02E-04	6.84E-05	2.58E-04
1:Ins:C:4	1.34E-04	1.19E-04	1.82E-04	7.30E-04	1.25E-05	0.00E+00	5.67E-05	4.36E-05	2.09E-04	4.22E-04	1.21E-03	1.19E-03	7.78E-05	2.50E-04	4.31E-04
1:Ins:C:5	4.37E-04	1.06E-03	1.95E-04	1.98E-03	1.03E-04	3.27E-04	5.08E-04	1.08E-04	4.36E-04	2.36E-03	3.22E-03	3.82E-03	2.22E-04	7.94E-04	1.04E-03
1:Ins:T:0	7.47E-05	7.76E-04	2.46E-04	7.23E-04	3.20E-04	1.88E-04	1.10E-03	0.00E+00	6.31E-04	1.16E-03	1.50E-03	2.04E-03	2.62E-04	3.16E-04	1.40E-03
1:Ins:T:1	1.03E-04	3.54E-04	1.16E-03	1.14E-03	4.07E-04	1.77E-04	5.03E-03	1.86E-04	6.41E-04	2.02E-03	5.84E-03	4.15E-03	3.51E-04	5.19E-04	9.34E-04
1:Ins:T:2	1.78E-04	1.01E-03	8.96E-04	5.09E-04	6.02E-04	1.94E-04	4.18E-03	1.39E-09	3.36E-04	1.31E-03	4.53E-03	4.08E-03	2.33E-04	8.91E-05	9.78E-04
1:Ins:T:3	9.71E-05	5.78E-04	4.78E-04	7.81E-04	4.16E-04	2.65E-04	1.86E-03	8.86E-05	2.12E-04	1.44E-03	2.18E-03	2.17E-03	1.81E-04	4.22E-04	6.88E-04
1:Ins:T:4	1.17E-04	3.48E-04	2.06E-04	6.25E-04	1.18E-04	2.24E-04	8.46E-04	1.24E-04	2.16E-04	9.42E-04	9.91E-04	1.01E-03	1.94E-04	3.03E-04	5.36E-04
1:Ins:T:5	5.63E-03	9.77E-03	2.17E-03	1.17E-02	3.02E-04	5.59E-03	7.50E-03	1.95E-03	1.16E-04	6.43E-03	1.53E-02	8.17E-03	3.74E-03	4.85E-03	8.23E-03
2:Del:R:0	1.61E-04	3.55E-04	1.94E-04	6.07E-04	6.11E-04	3.19E-04	3.42E-04	2.20E-04	6.04E-04	1.61E-03	1.39E-03	1.85E-03	8.32E-04	8.76E-04	6.30E-04
2:Del:R:1	9.32E-05	7.80E-04	2.20E-04	1.01E-03	5.82E-04	4.24E-04	6.57E-04	3.03E-04	1.49E-04	1.07E-03	1.78E-03	1.58E-03	1.96E-03	2.61E-03	1.20E-03
2:Del:R:2	6.00E-05	6.66E-06	1.85E-04	3.68E-04	2.00E-04	2.10E-04	5.93E-04	1.12E-04	1.83E-04	8.56E-04	7.42E-04	8.30E-04	1.14E-03	9.12E-04	3.44E-04
2:Del:R:3	7.96E-05	6.31E-05	1.41E-04	1.36E-04	0.00E+00	2.83E-05	3.15E-04	2.44E-09	1.18E-04	1.35E-05	3.52E-04	6.11E-04	5.39E-04	4.06E-04	4.27E-04
2:Del:R:4	1.84E-04	8.96E-05	8.58E-05	7.62E-05	2.74E-07	1.35E-05	1.70E-04	2.37E-09	8.96E-05	1.24E-04	4.36E-04	8.23E-04	2.98E-04	2.33E-04	1.90E-04
2:Del:R:5	6.53E-04	3.03E-04	9.45E-05	1.31E-04	8.86E-05	8.77E-07	1.09E-04	8.55E-10	4.76E-04	1.65E-04	1.86E-03	3.62E-03	5.10E-04	3.00E-04	4.38E-04
3:Del:R:0	7.46E-05	2.99E-04	6.43E-05	5.32E-04	5.75E-04	1.11E-04	3.01E-04	1.29E-04	3.45E-04	8.89E-04	8.82E-04	1.35E-03	2.22E-04	3.82E-04	5.88E-04
3:Del:R:1	9.92E-05	7.26E-04	5.92E-05	1.20E-03	4.06E-04	2.70E-04	8.74E-04	1.28E-04	2.31E-04	1.15E-03	2.37E-03	2.87E-03	7.27E-04	2.14E-03	6.40E-04
3:Del:R:2	4.38E-05	2.09E-04	3.66E-05	3.71E-04	1.29E-04	1.70E-04	1.45E-04	9.22E-05	1.23E-04	2.23E-04	5.05E-04	5.87E-04	1.80E-04	8.39E-04	1.20E-04
3:Del:R:3	1.16E-05	4.48E-05	0.00E+00	9.84E-05	2.68E-05	5.85E-06	7.02E-05	7.82E-10	1.48E-04	1.41E-04	1.60E-04	1.71E-04	4.41E-05	3.65E-04	1.59E-04
3:Del:R:4	1.64E-05	3.90E-05	1.90E-05	8.14E-05	0.00E+00	1.36E-09	7.67E-05	2.25E-05	1.78E-09	8.41E-05	6.57E-05	8.66E-05	1.91E-05	2.86E-04	8.37E-06
3:Del:R:5	3.15E-05	9.41E-05	1.35E-05	7.43E-05	3.32E-06	1.08E-05	1.68E-05	1.81E-09	9.49E-05	3.47E-05	1.88E-04	7.31E-05	1.50E-05	2.82E-04	8.45E-05
4:Del:R:0	1.59E-05	2.09E-04	6.54E-05	1.92E-04	4.85E-04	2.02E-04	2.93E-04	1.38E-04	3.78E-04	6.02E-04	6.20E-04	7.07E-04	1.16E-04	3.66E-04	4.49E-04
4:Del:R:1	5.82E-05	2.82E-04	4.39E-05	7.55E-04	2.26E-04	3.13E-04	2.53E-04	1.57E-04	4.47E-04	7.66E-04	8.96E-04	1.75E-03	5.42E-04	1.95E-03	5.05E-04
4:Del:R:2	2.25E-05	4.44E-05	1.88E-10	1.27E-04	0.00E+00	3.81E-05	1.32E-05	4.18E-05	2.64E-04	2.55E-05	1.77E-04	3.65E-04	2.27E-04	8.15E-04	2.86E-04
4:Del:R:3	3.58E-05	1.60E-04	1.53E-05	9.22E-05	6.27E-06	5.55E-10	1.01E-04	1.27E-09	1.27E-04	2.21E-04	3.28E-04	5.51E-04	1.28E-04	3.42E-04	1.01E-04
4:Del:R:4	1.48E-05	1.50E-05	1.84E-05	5.74E-05	1.96E-05	5.22E-10	4.21E-05	6.09E-05	4.22E-05	3.58E-05	8.96E-05	5.10E-05	7.05E-05	1.88E-04	4.27E-05
4:Del:R:5	2.35E-05	0.00E+00	0.00E+00	1.27E-05	1.94E-05	5.62E-05	1.77E-05	2.59E-09	2.28E-05	3.60E-05	9.09E-05	4.87E-05	1.67E-05	1.65E-04	1.09E-05
5:Del:R:0	7.23E-05	5.65E-04	2.08E-04	1.25E-03	1.42E-03	1.15E-03	8.85E-04	3.59E-04	1.57E-03	1.99E-03	2.71E-03	1.86E-03	5.38E-04	5.87E-05	2.05E-03
5:Del:R:1	4.99E-05	4.15E-04	1.54E-05	5.13E-04	4.52E-05	4.73E-04	1.37E-03	1.49E-09	4.32E-04	6.95E-04	1.20E-03	2.92E-03	1.79E-04	8.11E-04	7.71E-04
5:Del:R:2	1.58E-05	1.28E-04	1.10E-10	1.14E-04	2.99E-05	1.04E-04	1.46E-04	7.20E-05	1.35E-04	9.45E-05	2.28E-04	4.55E-04	4.28E-05	7.46E-05	4.18E-04
5:Del:R:3	1.83E-05	5.40E-05	0.00E+00	1.05E-04	8.71E-06	2.16E-05	2.84E-05	1.67E-09	8.67E-05	4.76E-05	1.36E-04	8.19E-05	7.60E-10	1.64E-04	2.14E-04
5:Del:R:4	1.46E-05	9.59E-06	2.37E-11	2.34E-05	6.39E-06	2.27E-06	1.04E-09	1.82E-09	6.46E-05	3.33E-05	6.58E-05	1.21E-04	1.01E-09	1.38E-05	5.03E-05
5:Del:R:5	5.50E-06	3.50E-06	2.40E-10	3.99E-09	1.67E-09	4.07E-06	6.81E-06	1.06E-09	3.57E-05	2.12E-09	9.91E-06	1.82E-05	1.26E-05	5.26E-05	1.61E-09
2:Ins:R:0	1.38E-04	8.59E-04	1.29E-04	1.33E-04	3.40E-04	1.05E-04	2.85E-04	8.26E-05	6.47E-04	8.55E-04	1.37E-03	2.71E-03	6.40E-05	2.98E-05	1.89E-03
2:Ins:R:1	2.93E-05	4.31E-04	8.17E-05	7.10E-04	3.38E-04	8.61E-05	4.72E-04	1.00E-04	3.51E-04	9.15E-04	8.58E-04	1.73E-03	1.61E-04	5.61E-04	3.02E-04
2:Ins:R:2	4.35E-05	1.75E-04	6.75E-05	6.10E-04	1.90E-04	4.36E-05	2.65E-04	1.23E-04	1.85E-05	5.95E-04	7.36E-04	1.40E-03	0.00E+00	1.60E-04	1.26E-04
2:Ins:R:3	7.08E-05	2.19E-04	5.31E-05	2.02E-04	1.10E-04	0.00E+00	2.04E-04	2.82E-09	1.32E-04	2.85E-04	3.56E-04	7.79E-04	1.40E-04	1.94E-04	4.60E-04
2:Ins:R:4	2.10E-04	2.78E-04	5.10E-05	3.15E-04	9.52E-05	5.50E-05	2.17E-04	8.45E-05	2.39E-04	1.52E-04	3.48E-04	6.07E-04	9.19E-05	2.43E-04	3.32E-04
2:Ins:R:5	1.14E-03	1.99E-03	8.79E-05	1.06E-03	4.30E-04	2.69E-05	9.35E-04	2.78E-04	9.92E-04	9.04E-04	2.53E-03	4.88E-03	3.61E-04	8.48E-04	8.62E-04
3:Ins:R:0	1.51E-05	2.81E-04	3.84E-05	2.00E-05	9.63E-05	1.31E-04	1.56E-04	5.24E-10	4.60E-04	7.42E-04	5.82E-04	1.25E-03	2.02E-05	2.42E-04	1.56E-03
3:Ins:R:1	3.67E-06	2.09E-04	3.17E-05	6.04E-04	2.82E-04	4.36E-05	4.89E-04	6.92E-05	1.73E-04	9.48E-04	9.67E-04	1.56E-03	6.11E-05	2.47E-04	4.55E-04
3:Ins:R:2	6.75E-06	5.59E-05	1.01E-05	2.17E-04	2.01E-05	2.19E-09	1.86E-04	8.67E-05	1.03E-05	3.37E-04	3.52E-04	5.13E-04	9.52E-10	2.37E-04	1.33E-04
3:Ins:R:3	7.77E-06	4.18E-05	1.08E-05	4.88E-05	9.93E-06	1.22E-05	3.74E-05	2.55E-09	3.65E-05	7.11E-05	6.29E-05	9.32E-05	1.08E-09	2.50E-05	1.05E-04
3:Ins:R:4	1.38E-05	3.81E-05	5.01E-07	4.30E-05	0.00E+00	4.11E-06	1.66E-05	2.93E-09	2.77E-05	4.91E-05	7.81E-05	6.48E-05	1.68E-09	7.64E-05	1.67E-04
3:Ins:R:5	8.82E-05	1.71E-04	2.60E-06	1.77E-04	4.00E-05	1.43E-04	4.73E-05	3.55E-09	1.25E-09	1.73E-04	2.49E-04	2.88E-04	8.47E-05	5.24E-05	1.35E-04
4:Ins:R:0	8.80E-05	4.99E-04	3.52E-05	1.51E-04	9.97E-05	0.00E+00	1.16E-04	5.90E-05	7.81E-04	3.40E-04	8.23E-04	2.23E-03	2.08E-04	3.01E-04	1.61E-03
