MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	2.91E-04	6.59E-05	1.82E-04	8.27E-05	0.00E+00	1.27E-03	4.07E-05	6.56E-05	5.59E-04	3.10E-04	2.61E-04	2.12E-03	3.27E-04
1:Del:C:1	4.94E-05	3.85E-05	3.24E-05	2.23E-05	9.48E-06	4.10E-04	5.62E-05	1.84E-05	2.54E-04	4.09E-04	2.51E-04	5.76E-04	2.98E-04
1:Del:C:2	2.88E-05	6.31E-05	3.21E-05	2.17E-05	6.25E-06	2.20E-04	3.43E-05	1.35E-05	1.57E-04	3.36E-04	1.98E-04	2.88E-04	2.51E-04
1:Del:C:3	1.17E-04	2.59E-04	2.18E-04	9.08E-05	7.69E-06	1.08E-03	1.70E-04	1.26E-05	2.85E-04	1.07E-04	1.76E-04	7.60E-04	1.03E-04
1:Del:C:4	3.19E-04	8.27E-04	7.22E-04	9.22E-05	1.02E-05	3.44E-03	1.36E-04	2.10E-05	2.60E-05	2.52E-04	3.12E-04	2.58E-03	9.13E-05
1:Del:C:5	9.56E-04	1.48E-03	1.88E-03	2.96E-04	4.62E-06	7.61E-03	1.79E-04	2.09E-04	2.81E-03	5.73E-04	7.16E-04	5.46E-03	1.05E-04
1:Del:T:0	1.63E-04	6.19E-05	8.76E-05	1.60E-04	0.00E+00	1.14E-03	3.38E-05	7.14E-05	7.36E-04	1.12E-04	2.91E-04	1.86E-03	7.14E-04
1:Del:T:1	1.12E-04	6.87E-05	4.06E-05	2.05E-04	0.00E+00	2.04E-03	8.90E-05	1.12E-04	2.24E-03	1.63E-04	1.61E-04	3.51E-03	1.82E-03
1:Del:T:2	1.80E-04	1.60E-04	1.68E-05	3.02E-04	3.53E-05	5.59E-04	8.57E-04	5.53E-05	4.27E-04	1.13E-04	1.64E-04	8.93E-04	1.19E-03
1:Del:T:3	3.69E-04	5.46E-04	1.74E-04	8.50E-04	8.68E-05	1.45E-03	2.46E-03	4.04E-05	6.07E-04	1.63E-04	4.21E-04	1.22E-03	2.97E-04
1:Del:T:4	6.38E-04	1.14E-03	6.87E-04	1.35E-03	1.29E-04	3.60E-03	3.75E-03	1.61E-04	5.22E-04	1.51E-04	7.76E-04	2.91E-03	3.62E-04
1:Del:T:5	5.66E-03	5.00E-03	6.75E-03	7.02E-03	8.58E-04	9.38E-03	6.51E-03	7.31E-03	3.22E-03	2.67E-05	6.62E-03	2.67E-02	3.60E-03
