Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP90209	1.14E+03	1.18E+03	2.15E+02	1.90E+02	2.15E+02	2.26E+02	1.59E+02	0.00E+00	1.04E+02	1.16E+01	0.00E+00
SP90989	7.72E+02	9.26E+02	2.01E+02	8.31E+01	5.88E+01	4.61E+01	3.50E+01	3.33E+00	8.08E+01	1.35E+01	2.21E+00
SP93540	9.20E+02	1.19E+03	4.64E+02	1.32E+02	2.18E+02	5.23E+01	1.54E+02	0.00E+00	1.73E+02	4.11E+01	4.83E-01
SP93227	8.34E+02	7.97E+02	1.87E+02	2.50E+02	1.59E+02	3.17E+02	1.01E+02	7.42E+00	4.31E+01	1.07E+01	4.69E-01
SP94348	9.24E+02	1.05E+03	1.64E+02	8.70E+01	2.27E+02	4.56E+01	1.68E+02	3.29E+00	1.45E+02	1.65E+01	1.70E+00
SP94933	9.51E+02	9.81E+02	3.53E+01	5.66E+02	3.92E+02	5.94E+01	1.94E+02	5.79E+00	8.49E+02	7.12E+00	8.06E+00
SP92364	1.12E+03	1.24E+03	1.02E+02	1.83E+02	2.10E+02	7.21E+01	1.22E+02	3.78E+00	3.23E+02	1.55E+01	4.08E+00
SP94917	2.85E+02	3.26E+02	8.47E+01	2.78E+01	1.07E+02	1.79E+01	7.22E+01	2.76E+00	2.85E+01	1.14E+01	2.00E+00
SP92460	3.21E+02	3.58E+02	6.81E+01	4.29E+01	1.04E+02	1.95E+01	7.73E+01	2.10E+00	7.60E+01	7.91E+00	2.11E+00
SP89909	2.32E+02	2.57E+02	6.70E+01	1.92E+01	7.36E+01	1.42E+01	5.35E+01	1.62E+00	2.70E+01	7.74E+00	1.18E+00
CPCT02020308T	7.73E+02	9.40E+02	1.87E+02	1.14E+02	2.72E+02	3.25E+01	1.83E+02	5.49E+00	2.35E+02	5.83E+01	1.93E+00
CPCT02020323T	2.15E+02	2.57E+02	4.92E+01	2.41E+01	6.30E+01	1.59E+01	3.83E+01	1.78E+00	1.71E+01	5.66E+00	1.97E+00
CPCT02010373T	6.88E+00	5.95E+00	2.19E+00	3.39E+00	1.29E+01	5.94E+00	2.32E+00	1.63E+01	1.31E+01	4.77E+00	6.09E+00
CPCT02140022T	1.53E+02	1.56E+02	5.53E+01	1.94E+01	5.33E+01	1.18E+01	3.65E+01	3.70E+00	4.23E+01	6.61E+00	1.23E+01
CPCT02070024T	5.53E+02	5.73E+02	1.07E+02	5.88E+01	1.93E+02	2.65E+01	1.29E+02	4.43E+00	1.33E+02	8.68E+00	2.89E+00
CPCT02070023T	1.38E+03	1.64E+03	4.54E+02	1.91E+02	7.70E+02	5.17E+01	5.26E+02	1.30E+01	3.17E+02	2.86E+01	6.98E+00
CPCT02020387T	1.35E+03	1.83E+03	3.67E+02	1.41E+02	5.80E+02	9.70E+01	3.72E+02	7.74E+00	2.94E+02	3.14E+01	3.39E+00
CPCT02140024T	9.75E+01	1.09E+02	2.59E+01	1.50E+01	4.37E+01	6.49E+00	3.01E+01	1.44E+00	2.46E+01	4.66E+00	4.97E+00
CPCT02010441T	5.79E+02	6.41E+02	4.42E+02	6.39E+01	9.94E+01	2.91E+01	4.63E+01	4.58E+00	1.05E+02	1.87E+01	2.43E+00
DRUP01010007T	5.70E+01	5.73E+01	9.80E+00	7.40E+00	7.11E+00	5.41E+00	2.27E+00	9.14E-01	6.35E+00	3.18E+00	6.42E+00
DRUP01070001T	7.45E+02	8.28E+02	6.68E+02	9.72E+01	2.45E+02	4.57E+01	1.46E+02	5.83E+00	1.31E+02	1.18E+01	4.90E+00
CPCT02011015T	1.53E+01	7.68E-01	1.63E+01	6.42E+00	2.17E+01	1.01E+01	4.05E+00	2.55E+01	1.90E+01	6.11E+00	9.38E+00
CPCT02230072T	1.51E+02	4.43E+02	1.44E+02	5.60E+01	3.09E+02	2.01E+01	1.88E+02	9.87E+00	6.59E+01	1.47E+01	3.96E+01
CPCT02380035T	4.29E+02	5.73E+02	1.69E+02	4.84E+01	1.50E+02	3.21E+01	1.07E+02	4.07E+00	6.33E+01	1.36E+01	6.27E+00
CPCT02020704TII	8.21E+02	9.60E+02	1.47E+02	8.19E+01	2.78E+02	4.03E+01	1.71E+02	5.78E+00	2.27E+02	2.28E+01	5.64E+00
DRUP01010020T	7.38E+02	9.27E+02	2.05E+02	7.92E+01	3.14E+02	2.72E+01	1.98E+02	4.67E+00	2.11E+02	2.03E+01	4.59E+00
CPCT02011050T	5.71E+02	6.31E+02	1.07E+02	5.05E+01	1.12E+02	3.13E+01	6.20E+01	4.53E+00	7.91E+01	4.47E+01	7.08E-01
CPCT02080188T	6.21E+00	4.19E+00	5.07E+00	3.93E+00	1.20E+01	6.65E+00	9.97E-01	1.55E+01	1.40E+01	6.67E+00	9.97E+00
CPCT02250005T	3.08E+02	2.09E+02	3.32E+02	2.44E+01	9.44E+01	1.62E+01	4.54E+01	3.58E+00	5.28E+01	8.65E+00	3.93E+00
DRUP01070038T	2.75E+02	2.67E+02	5.85E+01	2.79E+01	5.39E+01	1.41E+01	3.43E+01	3.13E+00	5.12E+01	4.98E+00	7.03E+00
DRUP01010123T	1.27E+03	1.38E+03	1.42E+03	2.91E+02	3.43E+02	6.04E+01	1.52E+02	6.36E+00	4.96E+02	5.56E+01	1.11E+01
CPCT02200005T	1.23E+02	1.25E+02	4.38E+01	0.00E+00	4.72E+01	3.35E+00	3.02E+01	1.98E+00	1.47E+01	3.05E+00	1.18E+00
CPCT02120105T	3.34E+01	2.65E+01	2.04E+01	3.09E+00	1.02E+01	5.99E+00	6.35E+00	2.15E+00	1.87E+01	4.62E+00	1.34E+01
CPCT02330076T	1.78E+03	1.96E+03	5.64E+02	6.35E+01	6.56E+01	7.13E+01	3.32E+01	9.62E+00	1.42E+02	2.96E+01	1.01E+01
CPCT02220071T	1.53E+02	1.89E+02	5.47E+01	2.06E+01	5.40E+01	1.15E+01	3.53E+01	1.86E+00	2.18E+01	3.84E+00	4.48E+00
CPCT02020671T	1.69E+01	1.64E+01	7.92E+00	4.88E+00	1.81E+01	9.60E+00	3.10E-01	2.41E+01	1.43E+01	4.25E+00	6.03E+00
CPCT02050424T	0.00E+00	2.93E+00	3.90E-01	4.16E+00	1.49E+00	1.59E+01	3.69E+00	9.30E+00	1.34E+02	2.16E+01	1.32E+02
DRUP01340017T	2.25E+03	9.78E+02	1.67E+03	2.90E+02	3.15E+02	1.39E+02	1.30E+02	1.39E+01	1.72E+02	2.83E+01	1.73E+01
CPCT02230088T	2.08E+00	5.90E+00	2.65E+00	3.44E+00	1.69E+01	1.11E+01	2.19E+00	2.51E+01	1.70E+01	6.98E+00	9.68E+00
DRUP01010122T	1.07E+03	1.20E+03	1.19E+03	2.30E+02	3.41E+02	5.21E+01	1.36E+02	6.43E+00	4.15E+02	2.89E+01	7.35E+00
CPCT02230086T	4.07E+02	5.26E+02	1.08E+02	4.58E+01	1.71E+02	2.74E+01	1.20E+02	3.99E+00	8.75E+01	8.08E+00	4.23E+00
WIDE01010064T	1.54E+01	3.29E+01	1.77E+01	1.66E+01	1.41E+01	5.88E+00	3.93E+00	3.33E+00	1.54E+01	4.50E+00	7.86E+00
CPCT02150052T	2.44E+01	1.76E+01	1.72E+01	4.70E+00	1.22E+00	1.28E+01	2.97E+00	4.25E+00	1.43E+02	7.09E+01	1.52E+02
WIDE01010069T	1.08E+03	1.41E+03	4.88E+02	1.12E+02	6.92E+02	4.99E+01	4.47E+02	7.78E+00	1.23E+02	2.21E+01	5.06E+00
DRUP01010078T	6.12E+00	6.00E-01	6.05E+00	4.73E+00	2.11E+01	1.03E+01	2.19E+00	2.45E+01	1.58E+01	4.10E+00	4.57E+00
WIDE01010075T	3.69E+02	3.62E+02	5.07E+01	1.74E+01	7.38E+01	1.47E+01	5.01E+01	2.21E+00	2.62E+01	4.02E+00	3.57E+00
CPCT02020680T	4.26E+02	5.44E+02	1.43E+02	4.38E+01	1.52E+02	2.34E+01	9.36E+01	3.80E+00	8.21E+01	1.27E+01	3.58E+01
WIDE01010127T	7.94E+00	8.57E+00	8.07E+00	6.16E+00	9.92E+00	5.90E+00	1.85E+00	1.40E+01	8.32E+00	5.91E+00	9.20E+00
DRUP01030013T	4.29E+02	5.42E+02	2.05E+02	4.75E+01	2.28E+02	2.02E+01	1.53E+02	3.41E+00	5.01E+01	1.05E+01	1.05E+01
DRUP01230004T	2.32E+03	8.42E+02	1.88E+03	2.31E+02	3.21E+02	1.12E+02	1.17E+02	1.17E+01	2.95E+02	3.74E+01	1.49E+01
DRUP01230001T	1.80E+02	4.55E+02	1.43E+02	6.05E+01	3.08E+02	2.18E+01	1.83E+02	1.05E+01	7.42E+01	1.92E+01	4.89E+01
WIDE01010139T	1.83E+01	1.77E+01	8.93E+00	4.77E+00	1.40E+01	6.17E+00	8.05E-01	1.81E+01	1.64E+01	4.46E+00	5.03E+00
CPCT02130049T	1.88E+01	3.04E+01	1.60E+01	9.97E+00	8.70E+00	5.96E+00	1.89E+00	3.44E+00	2.18E+01	1.40E+01	2.89E+01
CPCT02050443T	3.43E+02	5.76E+02	3.51E+02	6.77E+01	2.94E+02	2.96E+01	1.99E+02	5.07E+00	1.77E+02	1.03E+01	5.68E+00
DRUP01340016T	9.54E+02	9.74E+02	1.02E+03	2.98E+02	2.61E+02	2.99E+01	1.10E+02	6.25E+00	4.45E+02	3.64E+01	8.00E+00
CPCT02140091TII	4.03E+01	6.55E+01	2.30E+01	3.07E+01	4.80E+01	8.38E-01	2.17E+01	2.18E+00	4.35E+01	1.54E+01	3.60E+01
DRUP01070026TII	9.37E+02	1.32E+03	3.51E+02	1.11E+02	5.21E+02	5.32E+01	3.24E+02	6.41E+00	2.67E+02	2.01E+01	4.25E+00
CPCT02270029T	9.79E+00	1.53E+01	5.67E+00	5.06E+00	1.28E+01	7.23E+00	4.16E+00	1.94E+01	1.80E+01	5.61E+00	6.74E+00
CPCT02010780T	5.10E+00	6.49E+00	3.73E+00	2.71E+00	1.11E+01	6.02E+00	1.59E-01	1.50E+01	1.31E+01	3.54E+00	3.89E+00
CPCT02270026T	1.25E+01	1.43E+01	5.39E+00	8.01E+00	8.36E+00	6.08E+00	3.96E+00	1.10E+01	6.47E+00	4.84E+00	6.85E+00
CPCT02020986T	8.56E+02	3.74E+02	6.08E+02	6.30E+01	1.38E+02	4.26E+01	8.80E+01	6.96E+00	1.06E+02	1.19E+01	4.10E+00
CPCT02020704T	7.41E+02	8.71E+02	1.41E+02	7.29E+01	2.72E+02	3.68E+01	1.86E+02	5.51E+00	2.07E+02	2.31E+01	5.22E+00
DRUP01080031T	8.39E+02	9.61E+02	1.73E+02	7.59E+01	2.36E+02	3.27E+01	1.30E+02	4.68E+00	1.97E+02	4.68E+01	3.53E+00
DRUP01070080T	1.74E+03	6.55E+02	1.32E+03	1.87E+02	2.90E+02	1.09E+02	1.41E+02	1.36E+01	9.42E+01	1.95E+01	1.52E+01
CPCT02050358T	7.67E+00	2.43E+01	1.06E+01	3.66E+01	2.65E+01	4.20E+00	9.24E+00	1.54E+00	3.70E+01	4.13E+00	6.52E+00
DRUP01050049T	4.24E+02	6.54E+02	3.20E+02	6.60E+01	2.86E+02	2.67E+01	1.73E+02	4.62E+00	1.61E+02	9.60E+00	4.39E+00
DRUP01330020T	2.21E+03	2.21E+03	8.11E+02	0.00E+00	1.15E+01	1.21E+02	7.80E+01	1.31E+01	1.63E+02	3.91E+01	1.30E+01
DRUP01070085T	8.23E+02	1.08E+03	3.85E+02	1.27E+02	2.47E+02	4.17E+01	1.32E+02	5.64E+00	2.68E+02	3.52E+01	8.14E+00
DRUP01050048T	8.56E+02	1.19E+03	3.35E+02	1.56E+02	4.77E+02	2.93E+01	3.09E+02	5.93E+00	3.33E+02	6.25E+01	2.61E+00
DRUP01020053T	2.17E+03	9.09E+02	1.97E+03	3.19E+02	4.76E+02	1.04E+02	2.30E+02	1.30E+01	4.81E+02	4.31E+01	2.32E+01
DRUP01040016T	1.10E+03	8.05E+02	1.14E+03	2.33E+02	3.18E+02	6.70E+01	1.99E+02	7.58E+00	2.94E+02	1.71E+01	9.17E+00
DRUP01010142T	7.51E+02	9.34E+02	1.49E+02	8.56E+01	2.50E+02	4.05E+01	1.66E+02	4.25E+00	1.98E+02	3.74E+01	1.46E+00
CPCT02010786T	7.83E+02	9.22E+02	7.19E+02	1.06E+02	1.62E+02	4.15E+01	1.02E+02	4.75E+00	1.80E+02	1.66E+01	6.13E+00
DRUP01010148T	8.04E+02	1.20E+03	5.23E+02	1.36E+02	6.99E+02	5.18E+01	4.62E+02	1.07E+01	1.76E+02	2.55E+01	7.00E+00
WIDE01010451T	5.67E+01	6.24E+01	1.94E+01	9.28E+00	9.46E+00	5.47E+00	3.95E+00	2.11E+00	6.60E+00	1.18E+01	8.02E+00
DRUP01070042T	6.85E+02	7.64E+02	1.58E+02	5.65E+01	2.99E+02	3.06E+01	1.95E+02	3.99E+00	1.55E+02	1.80E+01	3.49E+00
CPCT02450014T	5.32E+02	9.15E+02	2.22E+02	1.38E+03	2.43E+03	3.81E+01	2.32E+03	1.77E+00	1.59E+03	5.22E+00	2.06E+01
DRUP01030018T	3.17E+03	1.10E+03	2.38E+03	4.05E+02	3.28E+02	1.64E+02	9.38E+01	1.62E+01	4.13E+02	4.82E+01	1.84E+01
DRUP01080014T	3.16E+02	3.76E+02	6.87E+01	3.36E+01	8.08E+01	1.98E+01	4.99E+01	2.41E+00	4.37E+01	3.94E+00	4.44E+00
CPCT02180068T	5.10E+01	4.96E+01	1.20E+01	1.06E+01	1.05E+01	5.79E+00	2.74E+00	1.86E+00	1.45E+01	9.24E+00	1.95E+01
CPCT02010870T	8.30E+00	9.99E+00	9.82E+00	9.42E+00	9.14E+00	6.31E+00	2.89E+00	1.05E+01	6.97E+00	5.05E+00	7.27E+00
CPCT02010847T	6.24E+00	1.05E+01	4.33E+00	2.76E+00	6.02E+00	6.67E+00	3.13E-01	1.17E+01	3.29E+01	1.68E+01	3.28E+01
DRUP01050028T	5.27E+02	5.05E+02	3.66E+02	5.80E+01	4.88E+01	2.56E+01	1.27E+01	3.38E+00	7.28E+01	8.32E+00	5.63E+00
WIDE01010606T	8.18E+02	1.11E+03	5.14E+02	8.74E+02	6.80E+02	6.39E+01	3.25E+02	1.40E+00	1.28E+03	3.30E-01	7.89E+00
CPCT02010867T	3.81E+00	2.37E+00	0.00E+00	3.67E+00	2.23E+01	1.12E+01	1.57E+00	2.96E+01	1.72E+01	3.34E+00	5.36E+00
DRUP01010047TII	1.27E+03	9.24E+02	1.07E+03	6.45E+01	4.01E+01	5.56E+01	1.82E+01	8.12E+00	1.05E+02	3.05E+01	7.70E+00
WIDE01010460T	1.32E+03	1.02E+03	1.21E+03	4.06E+02	2.93E+02	9.00E+01	1.09E+02	1.00E+01	5.64E+02	5.27E+01	9.56E+00
CPCT02010882T	1.49E+03	1.09E+03	1.63E+03	2.13E+02	3.57E+02	6.07E+01	1.11E+02	9.59E+00	4.40E+02	2.84E+01	1.58E+01
CPCT02310017T	1.68E+01	3.08E+01	1.79E+01	8.95E+00	7.58E+00	5.40E+00	2.06E+00	1.88E+00	1.54E+01	5.01E+00	8.71E+00
CPCT02050380T	1.89E+01	3.27E+01	2.04E+01	9.51E+00	1.00E+01	6.40E+00	2.41E+00	2.70E+00	1.12E+01	6.14E+00	1.26E+01
CPCT02130140T	6.18E+02	8.00E+02	4.48E+02	6.86E+01	1.58E+02	4.36E+01	1.17E+02	5.03E+00	7.44E+01	2.31E+01	2.18E+01
CPCT02210064T	3.32E+01	3.55E+01	1.42E+01	7.92E+00	9.31E+00	4.30E+00	4.16E+00	1.48E+00	1.04E+01	3.27E+00	4.12E+00
CPCT02170035T	1.17E+03	8.24E+02	1.28E+03	1.75E+02	2.65E+02	4.64E+01	9.31E+01	7.29E+00	3.32E+02	2.67E+01	1.30E+01
CPCT02010911T	5.14E+00	9.19E+00	3.26E+00	3.40E+00	1.21E+01	6.19E+00	3.47E-01	1.79E+01	1.46E+01	7.42E+00	1.09E+01
CPCT02130146T	1.02E+02	1.81E+02	5.80E+01	4.03E+02	2.77E+02	1.70E+01	1.61E+02	4.22E+00	5.04E+02	3.57E+01	7.55E+01
CPCT02020815T	3.01E+00	1.67E+00	2.76E+00	3.86E+00	1.64E+01	7.93E+00	1.16E+00	1.98E+01	1.15E+01	2.87E+00	3.58E+00
CPCT02330125T	7.66E+02	9.88E+02	2.50E+02	6.76E+01	3.90E+02	3.67E+01	2.65E+02	6.35E+00	1.83E+02	2.84E+01	5.40E+00
DRUP01010096T	1.11E+01	1.37E+01	6.47E+00	4.49E+00	9.94E+00	6.19E+00	2.58E-01	1.52E+01	1.52E+01	7.34E+00	1.16E+01
CPCT02030532T	6.13E+01	1.85E+02	2.62E+01	4.94E+02	2.22E+02	6.48E+01	5.36E+01	8.58E+00	4.49E+02	2.35E+00	2.51E+01
DRUP01070020TII	3.41E+02	3.19E+02	7.82E+01	4.35E+01	5.24E+01	1.86E+01	4.06E+01	2.70E+00	6.59E+01	7.61E+00	1.39E+01
CPCT02030546T	1.25E+03	1.55E+03	2.88E+02	2.07E+02	6.51E+02	6.61E+01	4.40E+02	1.86E+01	3.75E+02	3.61E+01	8.39E+00
CPCT02010654T	7.09E+02	8.55E+02	1.44E+02	6.63E+01	2.82E+02	3.58E+01	1.93E+02	4.47E+00	1.44E+02	1.49E+01	3.59E+00
CPCT02140091T	7.95E+01	9.05E+01	1.51E+01	1.21E+01	2.63E+01	6.26E+00	2.02E+01	1.20E+00	2.03E+01	5.42E+00	1.35E+01
CPCT02230056T	5.57E+01	5.49E+01	7.61E+00	9.50E+00	5.77E+00	1.05E+01	3.24E-01	4.20E+00	5.15E+01	2.42E+01	5.34E+01
CPCT02040169T	2.36E+02	2.57E+02	2.62E+01	3.07E+01	1.62E+01	1.45E+01	1.03E+01	2.97E+00	3.18E+01	1.77E+01	3.76E+01
CPCT02080152T	2.82E+02	3.74E+02	7.56E+01	2.91E+01	1.16E+02	1.60E+01	7.94E+01	2.35E+00	5.59E+01	5.90E+00	3.59E+00
CPCT02010986T	3.51E+01	9.03E+00	2.93E+01	0.00E+00	6.93E-01	1.04E+01	1.69E-01	7.48E+00	7.65E+00	2.43E+01	2.90E+00
DRUP01010047T	1.37E+03	9.20E+02	1.19E+03	7.12E+01	9.90E+01	6.03E+01	2.08E+01	8.52E+00	1.58E+02	3.38E+01	1.22E+01
CPCT02080273T	8.01E+02	1.13E+03	2.72E+02	1.63E+02	4.30E+02	3.18E+01	2.64E+02	6.18E+00	3.59E+02	3.24E+01	5.93E+00
CPCT02080157T	5.44E+02	6.37E+02	8.62E+01	1.03E+02	2.11E+02	3.24E+01	1.21E+02	5.08E+00	2.18E+02	7.31E+00	1.49E+01
DRUP01010108T	2.00E+01	3.42E+01	1.80E+01	1.90E+01	1.68E+01	5.74E+00	4.46E+00	2.54E+00	1.82E+01	6.01E+00	1.03E+01
CPCT02030392T	1.27E+02	2.56E+02	1.09E+02	8.97E+01	1.68E+02	0.00E+00	9.26E+01	0.00E+00	1.16E+02	4.57E+01	1.48E+00
CPCT02050279T	1.07E+03	1.03E+03	8.13E+02	1.77E+02	1.44E+02	6.05E+01	6.73E+01	6.27E+00	2.23E+02	1.87E+01	8.86E+00
CPCT02160034T	3.79E+01	3.95E+01	1.85E+01	7.73E+00	1.18E+01	5.22E+00	3.01E+00	1.81E+00	1.14E+01	3.42E+00	5.82E+00
CPCT02040280TII	8.05E+00	6.30E+00	4.10E+00	4.72E+00	1.53E+01	7.09E+00	1.75E+00	1.84E+01	1.31E+01	5.17E+00	5.83E+00
CPCT02190020T	1.39E+01	1.27E+01	6.11E+00	5.33E+00	1.95E+01	8.82E+00	1.28E+00	2.58E+01	2.90E+01	1.20E+01	1.96E+01
CPCT02100120T	2.52E+01	3.23E+01	1.32E+01	1.60E+01	1.48E+01	5.49E+00	5.61E+00	1.96E+00	1.92E+01	4.15E+00	6.84E+00
DRUP01010051T	8.66E+02	1.01E+03	8.65E+02	1.62E+02	2.37E+02	4.20E+01	1.32E+02	5.80E+00	2.88E+02	3.07E+01	7.95E+00
CPCT02020622T	1.35E+01	2.61E+01	9.78E+00	1.64E+01	1.17E+01	4.86E+00	5.45E+00	2.15E+00	2.20E+01	1.35E+01	2.87E+01
CPCT02020630T	8.50E+00	5.59E+00	2.24E+01	3.22E+00	5.54E+00	1.29E+01	2.60E+00	1.13E+01	4.20E+01	2.50E+01	3.75E+01
CPCT02340029T	1.34E+01	2.89E+01	1.41E+01	1.70E+01	1.34E+01	5.01E+00	3.10E+00	3.54E+00	1.59E+01	4.06E+00	5.03E+00
CPCT02080162T	2.95E+01	8.18E+01	2.79E+01	6.75E+01	6.21E+01	7.41E+00	2.93E+01	3.51E+00	7.83E+01	3.00E+00	2.83E+00
DRUP01010044T	4.50E+01	4.35E+01	1.19E+01	7.15E+00	8.36E+00	5.01E+00	3.95E+00	1.11E+00	8.93E+00	4.09E+00	7.42E+00
CPCT02050252T	1.77E+01	2.30E+01	8.89E+00	1.82E+01	1.16E+01	4.25E+00	3.49E+00	1.73E+00	1.63E+01	4.65E+00	8.82E+00
CPCT02210016T	2.13E+03	1.00E+03	1.77E+03	2.10E+02	1.61E+02	1.17E+02	3.36E+01	1.16E+01	2.61E+02	4.97E+01	9.74E+00
CPCT02050170T	3.30E+02	3.34E+02	6.75E+01	3.52E+01	1.10E+02	1.28E+01	6.22E+01	2.70E+00	9.52E+01	1.33E+01	2.47E+00
CPCT02010569T	1.86E+01	2.74E+01	1.35E+01	1.15E+01	1.13E+01	4.94E+00	1.97E+00	2.12E+00	1.25E+01	5.78E+00	8.49E+00
