Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP99325	72296	8185	12252	15427	7772	4567	1221	1123	0	2954	275
SP18310	91257	9790	8322	12609	7869	2338	899	0	0	898	0
SP17172	20717	13960	0	4789	0	0	0	0	0	0	414
SP96133	38706	20735	2069	5055	3338	6254	502	55	0	674	0
SP110242	58780	29419	3887	15280	8223	5436	2627	170	0	673	0
SP21017	63967	17961	8351	12339	4911	4210	627	13	0	0	0
SP22383	47949	13813	2076	6124	2179	6164	0	173	0	810	0
SP81312	2748	561	0	5567	0	1205	0	165	0	0	1343
SP19215	53443	0	1787	6577	2530	7500	1165	0	0	729	0
SP16886	601	0	0	4771	0	665	0	21	0	0	1605
SP17905	0	936	210	9465	0	10566	155	1503	0	0	2831
SP18121	57673	7984	2796	22882	3297	4715	0	350	0	273	60
SP96118	4565	0	0	619	1603	2267	226	0	0	185	0
SP21400	1749	0	0	6702	0	971	0	96	0	0	1033
SP18946	600	4543	0	6460	0	3726	0	446	0	50	976
SP80615	1929	0	0	9975	0	2850	196	229	0	0	4160
SP102897	2124	5915	0	1388	1483	731	96	410	0	1208	119
SP98845	4126	1999	0	649	1172	593	234	286	0	105	50
SP107012	8519	12246	0	4043	2418	1714	87	567	0	179	0
SP55142	0	0	0	208	153	462	0	4067	128	363	447
SP53810	0	0	21	32	86	89	0	4999	0	53	162
SP116697	1324	584	0	4270	0	749	250	322	197	1032	656
SP102133	0	3055	0	12053	405	153	4005	78	45	131	174
SP125732	4572	759	0	790	57	1229	169	10	0	139	18
SP125746	19298	17005	0	4109	4649	1065	429	0	0	902	0
SP125770	1500	5228	0	9141	441	1239	3028	124	60	284	687
SP77956	0	0	0	157	669	0	661	3941	0	0	45
SP124384	6161	8838	0	1237	2981	1335	306	381	0	378	383
SP135287	42230	7262	2698	6931	417	3240	682	0	0	819	0
SP85122	62455	15203	3113	8311	6030	2136	2313	0	0	879	0
SP84384	77633	0	0	3301	14319	2651	2197	101	0	1436	0
SP84982	34185	10354	897	1770	2156	2890	173	19	0	396	136
SP84392	68695	6884	4143	6351	9945	4013	1927	0	0	217	0
SP84439	66017	0	0	3373	14544	8433	1761	383	0	372	996
SP95454	7514	11908	595	2929	3417	1221	463	0	0	275	0
SP94741	17824	21142	3214	5362	4850	1648	594	0	0	498	0
SP90209	41231	9115	0	36659	7467	32740	0	0	0	0	0
SP90989	24220	16402	4155	3120	241	1876	0	0	0	614	0
SP93540	49779	18089	11449	7698	6031	1024	0	0	0	1970	0
SP93227	32051	11613	777	25493	4986	54279	0	135	0	5	0
SP94348	18368	19937	1834	3121	5555	797	166	0	0	588	0
SP94933	0	26909	0	24931	2448	1621	7789	203	0	154	231
SP92364	15431	24306	1244	8376	3116	4166	2445	0	0	586	14
SP94917	6438	4108	612	2772	2169	915	0	179	0	665	15
SP92460	2688	6256	159	1449	2078	815	323	25	0	393	0
SP89909	5219	3236	0	599	1907	1123	175	3	0	400	0
CPCT02020308T	15105	33678	7087	4297	4847	1942	885	59	654	3362	0
CPCT02020323T	4563	5471	1853	784	631	999	0	21	0	299	0
CPCT02010373T	138	0	0	23	277	176	52	4810	219	142	133
CPCT02140022T	1385	8327	0	2537	1094	320	71	229	891	46	230
CPCT02070024T	0	19548	1340	2033	3101	946	505	342	0	231	57
CPCT02070023T	31641	51453	8221	9402	15123	4965	1372	1986	2063	558	189
CPCT02020387T	14113	48560	17195	4852	7503	6376	102	604	0	1239	0
CPCT02140024T	126	3313	361	490	865	262	83	24	120	390	66
CPCT02010441T	36581	16457	11974	5512	1465	2163	1255	349	106	1057	0
DRUP01010007T	265	2327	0	607	0	92	0	0	23	164	808
DRUP01070001T	51772	16023	18484	7241	4181	6394	176	517	0	261	133
CPCT02011015T	136	0	332	106	526	670	38	6792	519	379	392
CPCT02230072T	0	14846	8967	3605	4311	872	0	1912	2306	1180	1267
CPCT02380035T	6897	15167	7577	1100	702	1223	0	281	0	874	471
CPCT02020704TII	12052	33445	5437	2105	4209	4200	1960	556	685	1210	266
DRUP01010020T	10997	44662	5235	677	9050	1282	381	0	962	800	117
CPCT02011050T	12441	18198	3380	2695	1671	1208	453	83	0	2898	0
CPCT02080188T	55	0	30	267	246	350	0	4565	376	124	178
CPCT02250005T	11055	12848	10215	239	1004	1023	0	317	565	463	126
DRUP01070038T	6608	12557	701	1043	930	303	0	187	717	351	113
DRUP01010123T	76178	55018	31701	15308	9361	1729	2908	0	1349	2933	305
CPCT02200005T	5425	4092	1906	0	897	0	0	85	96	0	0
CPCT02120105T	1582	1347	548	16	0	208	0	123	573	18	195
CPCT02330076T	84118	45605	8275	0	0	17401	2021	874	244	1713	367
CPCT02220071T	3230	7094	2007	411	726	508	0	59	206	213	86
CPCT02020671T	418	48	158	62	241	415	0	7581	331	165	190
CPCT02050424T	0	0	0	0	0	65	0	1253	2402	0	1806
DRUP01340017T	115403	14637	36365	10674	11580	0	267	370	2378	802	2597
CPCT02230088T	0	0	0	10	181	399	0	6747	759	197	362
DRUP01010122T	66221	35444	31431	12363	3841	5309	2558	517	691	1455	513
CPCT02230086T	5941	14630	4099	3302	2869	2056	150	384	0	325	328
WIDE01010064T	0	1747	68	1140	0	88	89	382	404	296	432
CPCT02150052T	669	0	335	0	0	452	0	276	1068	889	2432
WIDE01010069T	32008	42466	7875	32	16356	2408	0	854	20	0	308
DRUP01010078T	0	0	47	22	381	487	16	7095	284	85	185
WIDE01010075T	8485	10690	113	0	1712	1730	0	45	41	91	48
CPCT02020680T	8033	21690	5080	341	2797	1469	79	137	1108	705	452
WIDE01010127T	78	0	154	234	311	175	0	4175	219	143	207
DRUP01030013T	20765	16048	4854	2961	5730	860	0	103	893	497	83
DRUP01230004T	86023	21096	44950	9289	6802	2529	715	200	4303	2012	525
DRUP01230001T	0	14228	9224	3477	4172	700	0	1874	3048	1240	1320
WIDE01010139T	433	0	0	313	406	111	0	4628	436	81	217
CPCT02130049T	0	1881	0	559	0	244	0	295	892	400	582
CPCT02050443T	19224	23968	13799	2548	3382	3348	955	303	2270	300	101
DRUP01340016T	60106	46974	22641	19193	7237	0	1774	0	2531	1776	0
CPCT02140091TII	0	2659	430	1080	796	16	427	30	665	289	596
DRUP01070026TII	19240	41588	15306	3970	7509	6283	1138	682	567	546	59
CPCT02270029T	246	0	0	135	354	332	0	5025	613	223	106
CPCT02010780T	11	0	82	117	121	120	0	4250	297	76	86
CPCT02270026T	0	730	43	880	244	377	25	3002	329	201	254
CPCT02020986T	33660	9510	17858	0	3244	0	0	78	1573	352	75
CPCT02020704T	11031	31531	5389	2005	3947	3983	1810	519	961	1196	71
