Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP97749	46	74	0	84	107	27	6	12	7
SP49235	104	95	18	62	75	21	38	1	13
SP50177	55	88	5	120	179	38	0	16	0
SP97775	175	165	56	281	80	184	43	0	22
SP97685	19	70	11	232	4	56	44	62	3
SP97747	155	86	19	91	86	51	54	29	14
SP97771	159	63	23	184	63	31	18	131	4
SP97681	165	69	46	168	97	82	10	58	0
SP98082	89	121	26	79	157	21	57	81	10
SP49334	77	98	11	118	82	34	8	55	1
SP49124	0	90	34	690	0	0	440	0	26
SP115501	59	303	38	7	57	17	38	51	10
SP98305	203	431	59	45	53	110	70	185	5
SP49247	244	153	45	112	56	34	45	214	0
SP49328	205	117	29	52	26	0	58	69	12
SP98092	58	99	30	53	145	22	59	68	17
SP120755	10	7	3	38	74	0	5	0	2
SP49417	82	156	37	107	187	46	58	0	1
SP49175	105	373	17	71	52	19	5	0	0
SP49223	8	104	7	19	45	15	80	7	0
SP49187	189	46	26	59	8	55	28	0	6
SP49157	345	71	26	31	85	44	54	49	5
SP49379	131	221	17	114	0	38	2	128	0
SP49541	206	181	64	0	150	54	160	9	10
SP98164	308	119	30	98	119	59	49	99	1
SP49481	13	0	11	99	34	20	5	0	0
SP98078	198	22	14	236	31	46	34	198	6
SP106677	43	122	32	48	162	50	41	0	0
SP106743	19	69	17	0	96	17	35	0	14
SP98359	59	241	52	121	61	58	47	48	15
SP98192	27	335	7	35	13	11	14	0	0
SP98053	177	122	35	102	23	38	19	238	7
SP106631	61	31	13	69	0	175	27	45	4
SP49551	200	105	21	14	72	40	25	0	5
SP49651	18	70	1	0	99	0	610	0	0
SP98265	63	214	40	153	91	34	29	224	0
SP98297	311	61	35	179	99	40	20	0	9
SP98060	14	0	3	12	56	5	0	0	0
SP98289	149	121	23	134	98	98	69	58	8
SP115498	312	179	78	14	76	35	16	186	26
SP98096	189	167	41	50	12	66	46	150	14
SP49114	291	38	26	271	163	74	93	126	14
SP98090	651	824	115	58	91	51	40	48	1
SP49286	160	72	19	140	57	46	19	81	9
SP49469	15	168	61	117	116	38	78	88	1
SP49205	8	104	31	18	27	16	68	95	3
SP98327	123	82	17	124	62	46	6	142	8
SP49449	15	254	20	9	3	9	21	64	0
SP49391	19	71	6	129	58	15	4	25	5
SP49531	318	348	97	145	39	27	26	78	17
SP49322	51	286	51	58	113	22	11	34	7
SP49433	27	133	19	80	76	43	1	1	0
SP109384	54	81	17	56	82	5	44	0	5
SP98065	73	55	43	178	69	29	0	161	7
SP49591	52	80	51	32	76	26	39	43	0
SP49385	93	67	14	167	130	51	62	45	2
SP98313	45	368	34	32	0	23	19	101	8
SP49119	98	153	31	92	82	42	0	115	5
SP109301	291	149	53	87	76	57	19	18	1
SP115830	72	234	36	38	68	30	38	56	2
SP49229	11	773	1	36	10	53	14	0	1
SP98853	133	186	29	80	94	269	75	56	8
SP98855	76	189	9	105	70	15	16	0	3
SP98859	44	175	19	70	73	9	50	0	0
SP98865	0	86	31	60	47	35	9	14	1
SP98879	163	22	26	109	40	41	47	96	1
SP98871	26	88	16	90	45	62	0	78	0
SP98867	212	206	35	119	0	96	102	45	0
SP98861	234	50	45	29	212	27	142	20	14
SP98877	235	38	19	46	0	63	38	74	15
SP98889	145	156	40	150	20	103	45	140	14
SP98887	226	168	42	133	38	122	30	160	8
SP98875	179	204	22	221	44	76	8	50	5
SP98851	17	23	10	16	16	9	17	11	1
SP98833	97	10	15	0	89	31	71	38	3
SP98873	312	94	28	63	13	59	90	94	0
SP98883	156	273	43	20	95	76	73	2	3
SP98849	34	19	3	60	18	60	18	86	9
SP98869	24	209	42	66	62	29	15	33	11
SP98893	99	228	52	44	45	191	37	198	0
SP98847	171	100	27	77	8	7	22	60	5
SP98881	92	112	39	185	103	97	84	86	20
SP98841	160	38	18	0	47	21	50	42	2
SP98845	174	0	8724	64	171	0	0	73	8
SP98839	78	44	28	129	159	29	15	51	4
SP98843	151	47	16	55	16	30	28	87	0
SP98863	33	91	5	48	0	11	4	34	2
SP98891	216	74	43	73	0	69	72	42	15
SP98885	163	110	47	63	19	217	75	4	15
SP107047	325	87	26	143	34	94	51	44	3
SP107050	170	122	14	82	110	37	0	0	0
SP99261	181	86	31	105	59	55	52	29	3
SP107052	75	140	24	40	94	47	25	17	0
SP99269	192	78	18	72	61	29	34	0	0
SP99271	181	7	7	48	24	24	0	0	0
SP107056	327	202	41	72	0	71	67	145	1
SP107060	135	170	33	87	92	18	52	0	5
SP99279	171	144	15	119	70	48	13	0	6
SP107063	71	59	14	33	96	41	44	0	0
SP107068	109	213	32	54	66	37	4	37	0
SP107071	273	85	29	195	73	76	39	0	6
SP107073	34	2	1	0	4	1	7	0	0
SP98896	280	243	42	152	64	75	51	62	11
SP99003	89	359	46	145	68	48	25	57	5
SP107076	135	76	37	878	0	43	523	0	38
SP107078	57	63	20	60	55	20	38	11	2
SP107080	103	96	38	290	0	27	201	0	27
SP98898	224	174	20	112	65	51	22	24	14
SP107084	203	108	26	75	107	42	47	0	23
SP107088	14	47	21	84	38	14	14	25	5
SP107091	169	158	40	96	90	32	22	37	11
SP107094	54	49	13	27	29	16	1	15	0
SP112224	111	68	33	75	93	36	58	94	5
SP107097	110	121	20	118	94	19	6	38	8
SP107101	329	208	52	241	102	238	46	0	2
SP98900	90	119	20	55	93	68	30	85	0
SP107104	75	67	12	97	50	83	9	0	11
SP107109	17	114	15	66	58	16	1	5	0
SP107111	95	191	33	99	95	86	5	63	0
SP107115	1	2	3	0	8	0	0	0	3
SP98902	194	96	24	240	1	97	113	96	2
SP107119	197	250	31	58	73	75	36	0	8
SP98904	57	17	15	38	156	36	0	0	0
SP98909	365	97	27	128	52	122	51	6	6
SP107121	252	197	48	199	133	134	32	1	3
SP107123	157	138	16	106	0	31	27	120	5
SP98907	313	120	37	153	91	90	12	80	17
SP107132	35	14	8	22	7	14	0	0	0
SP107136	100	143	34	248	26	155	59	100	8
SP107141	41	47	15	66	26	29	9	21	2
SP98913	184	83	34	137	47	42	51	132	0
SP107146	119	158	30	79	135	37	31	0	5
SP107150	143	70	20	109	47	75	0	25	4
SP98915	55	168	26	38	55	68	6	3	7
SP107152	258	145	18	29	130	38	39	0	19
SP107155	56	121	13	70	96	70	9	0	0
SP112125	125	44	9	113	51	46	0	10	0
SP98921	95	70	14	50	77	35	39	0	9
SP112130	125	94	20	82	88	28	4	54	1
SP112133	75	62	26	150	53	182	52	50	6
SP98925	64	105	22	32	32	29	56	0	3
SP112138	14	186	84	80	56	39	2	0	3
SP112141	388	53	40	74	53	40	182	14	3
SP98927	146	132	26	89	103	134	55	0	1
SP112147	167	83	27	106	76	8	17	48	8
SP112152	60	120	64	8	21	18	23	136	7
SP112156	106	69	11	19	94	32	4	9	0
SP98933	109	104	29	82	92	20	5	53	0
SP112160	124	141	27	82	43	28	12	106	6
SP98937	52	11	1	26	39	21	0	0	0
SP112165	54	140	13	82	143	25	10	20	3
SP112168	322	143	18	91	115	108	65	0	4
SP98941	367	140	16	110	106	101	11	47	4
SP112170	368	126	41	90	16	182	45	59	13
SP112174	33	39	19	118	46	35	54	0	17
SP98945	68	82	16	56	1	29	70	12	0
SP112178	211	104	36	257	48	306	86	31	6
SP112180	135	181	39	112	24	42	41	95	6
SP98949	408	184	47	137	70	49	3	16	10
SP112182	156	61	21	105	44	47	3	27	0
SP98953	112	648	54	79	64	59	63	116	11
SP112186	193	113	27	91	0	76	30	38	5
SP98955	296	160	47	492	182	181	82	84	3
SP112188	131	38	11	26	72	25	17	0	5
SP112190	279	96	29	228	0	206	90	137	8
SP112192	185	70	61	159	57	90	61	0	0
SP112194	184	148	39	45	62	165	56	0	0
SP98959	35	94	6	37	76	19	24	0	1
SP112196	182	162	50	114	100	59	67	53	3
SP112198	132	43	21	80	80	96	0	5	2
SP112201	69	29	13	39	40	13	9	0	0
SP98965	136	186	36	60	114	31	39	114	0
SP112205	171	137	31	71	75	59	70	20	3
SP112208	111	233	59	119	63	145	72	78	0
SP98967	115	74	27	51	16	65	6	46	4
SP112210	133	242	35	168	141	142	32	29	0
SP112211	73	198	46	97	60	118	79	188	17
SP98973	216	179	261	0	388	181	467	0	0
SP112213	248	75	29	76	113	24	51	53	8
SP50097	545	213	58	1	0	479	87	39	7
SP112215	319	53	25	48	61	50	46	69	4
SP112217	326	73	43	165	77	56	170	0	7
SP98975	125	56	14	84	0	43	20	31	4
SP112219	263	107	65	261	7	173	63	56	4
SP112221	85	38	8	10	84	4	6	0	0
SP112228	212	99	43	45	36	117	100	0	13
SP50099	176	280	34	37	0	41	82	70	17
SP98981	93	105	42	51	27	34	37	81	11
SP112234	291	141	55	103	102	113	62	58	6
SP98985	321	158	25	98	70	45	11	35	2
SP112237	53	123	40	43	147	10	14	6	0
SP98989	66	151	13	17	43	28	15	3	1
