Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP97749	0	63	30	108	40	31	22	12	49	0	8
SP49235	16	93	89	58	46	0	17	27	49	21	11
SP50177	6	87	0	281	29	23	37	25	8	0	5
SP97775	53	153	151	156	177	0	158	32	15	95	16
SP97685	8	26	22	53	164	137	45	15	30	0	1
SP97747	15	82	139	50	77	29	40	29	112	0	12
SP97771	20	11	122	147	107	208	24	18	15	0	4
SP97681	47	84	121	210	79	0	74	31	17	29	3
SP98082	24	115	61	140	40	59	16	58	81	37	10
SP49334	12	104	47	156	51	17	31	24	7	32	3
SP49124	31	28	23	14	733	209	8	221	0	0	13
SP115501	38	307	39	62	0	0	14	41	0	70	9
SP98305	56	360	146	131	15	278	93	76	0	0	6
SP49247	43	121	185	162	55	211	27	53	0	45	1
SP49328	24	62	177	0	56	171	0	28	42	0	8
SP98092	27	58	37	98	31	141	15	52	76	0	16
SP120755	2	2	3	60	16	9	0	9	34	2	2
SP49417	34	154	59	156	56	0	38	61	106	8	2
SP49175	17	367	77	98	29	0	16	15	22	0	1
SP49223	6	109	3	28	25	0	11	65	33	5	0
SP49187	23	47	172	0	61	0	44	4	62	0	4
SP49157	22	84	297	71	35	0	35	38	66	59	3
SP49379	17	225	87	138	46	63	33	22	0	16	4
SP49541	57	180	188	11	41	0	40	114	145	51	7
SP98164	27	117	259	123	65	54	49	39	72	77	0
SP49481	11	0	6	75	59	0	19	8	3	1	0
SP98078	10	0	165	124	155	173	36	20	51	46	5
SP106677	29	120	33	94	28	4	40	37	113	0	0
SP106743	13	51	22	0	10	34	10	20	97	0	10
SP98359	50	245	47	81	79	0	49	38	46	55	12
SP98192	7	331	13	47	15	0	10	18	1	0	0
SP98053	31	44	140	84	60	335	28	15	18	0	6
SP106631	12	23	50	59	47	54	153	23	0	0	4
SP49551	19	87	171	45	13	43	32	17	51	0	4
SP49651	1	96	0	86	14	0	5	584	0	0	12
SP98265	36	162	37	126	87	258	24	24	93	0	1
SP98297	34	61	251	196	95	0	35	29	13	31	9
SP98060	2	0	10	37	0	0	4	4	33	0	0
SP98289	23	136	98	206	60	0	87	86	0	53	9
SP115498	78	220	257	118	0	0	31	24	37	132	25
SP98096	35	112	166	8	51	221	51	22	58	0	11
SP49114	21	67	256	176	196	0	60	59	138	112	11
SP98090	111	806	550	137	37	0	42	34	17	145	0
SP49286	18	88	132	125	81	0	40	21	16	74	8
SP49469	57	126	5	90	81	151	28	60	83	0	1
SP49205	30	76	0	34	18	131	12	60	6	0	3
SP98327	17	60	83	159	54	138	41	22	0	27	9
SP49449	19	231	11	0	11	78	5	13	14	13	0
SP49391	6	74	9	96	74	0	13	7	30	17	6
SP49531	96	363	246	182	69	0	23	40	0	59	17
SP49322	50	240	23	119	13	114	17	24	26	0	7
SP49433	18	128	17	84	38	0	37	7	43	8	0
SP109384	15	80	50	36	46	0	2	30	81	0	4
SP98065	44	94	26	225	79	0	28	14	0	95	10
SP49591	51	88	34	85	12	0	23	45	5	56	0
SP49385	12	75	76	134	110	0	42	51	80	50	1
SP98313	33	338	26	47	15	123	18	21	0	0	9
SP49119	31	120	56	165	30	159	36	14	0	0	7
SP109301	49	147	253	81	60	0	47	8	55	51	0
SP115830	33	200	56	50	25	103	23	31	51	0	2
SP49229	1	753	3	32	17	0	45	15	18	13	2
SP98853	26	198	122	86	67	0	232	57	80	54	8
SP98855	8	184	56	101	57	0	13	19	28	13	4
SP98859	20	177	20	120	35	0	9	57	0	0	2
SP98865	27	68	8	0	43	37	25	0	75	0	0
SP98879	23	9	141	70	81	96	33	31	48	12	1
SP98871	17	99	0	149	33	33	57	17	0	0	0
SP98867	33	187	181	72	102	79	82	74	4	0	1
SP98861	40	57	195	104	39	0	18	115	133	61	11
SP98877	16	0	204	31	44	147	52	22	0	0	12
SP98889	38	132	114	117	96	147	88	37	28	0	16
SP98887	42	209	165	209	55	0	109	54	0	72	12
SP98875	22	216	130	205	114	0	67	25	0	22	8
SP98851	9	26	16	4	15	0	7	11	19	13	0
SP98833	12	21	87	29	12	0	25	56	81	28	3
SP98873	25	62	257	81	52	152	49	75	0	0	0
SP98883	40	265	134	53	25	0	63	58	59	43	1
SP98849	3	38	25	59	34	3	53	19	15	49	9
SP98869	40	186	15	60	37	61	23	14	45	0	10
SP98893	51	189	61	139	6	227	168	52	0	0	1
SP98847	26	110	150	35	60	0	5	9	17	63	2
SP98881	34	127	89	77	140	0	78	51	130	76	16
SP98841	16	51	135	38	0	0	17	49	49	20	3
SP98845	8649	0	148	140	7	27	0	22	19	198	4
SP98839	25	51	63	126	70	0	22	16	109	53	2
SP98843	14	20	120	66	32	123	25	27	2	0	1
SP98863	5	96	28	24	30	0	9	3	0	32	1
SP98891	39	25	193	0	89	152	56	29	11	0	10
SP98885	42	103	155	15	71	26	187	44	58	0	12
SP107047	24	98	278	122	99	0	82	41	0	60	3
SP107050	14	107	127	168	32	42	34	9	2	0	0
SP99261	27	92	161	62	81	0	45	34	63	35	1
SP107052	23	137	51	102	13	21	40	32	43	0	0
SP99269	17	67	157	102	44	32	25	33	7	0	0
SP99271	7	10	151	70	25	0	21	2	5	0	0
SP107056	35	140	286	27	74	242	56	35	31	0	0
SP107060	30	168	118	70	69	0	13	35	84	0	5
SP99279	12	140	150	81	79	0	40	4	66	9	5
SP107063	12	59	60	58	25	0	34	37	73	0	0
SP107068	31	193	80	96	20	66	31	12	23	0	0
SP107071	24	82	245	79	144	0	61	11	97	30	3
SP107073	1	3	30	0	1	0	1	6	7	0	0
SP98896	40	251	235	138	102	0	66	42	12	84	10
SP99003	44	324	61	124	80	95	40	26	41	0	7
SP107076	34	0	243	24	859	220	45	274	7	2	22
SP107078	19	59	47	50	44	16	16	29	44	0	2
SP107080	34	62	124	0	287	93	20	102	43	0	17
SP98898	16	171	202	44	86	0	40	1	85	51	10
SP107084	22	108	186	55	66	0	33	25	110	6	20
SP107088	20	42	4	69	50	28	11	13	20	0	5
SP107091	39	163	137	123	51	0	27	26	26	54	9
SP107094	13	45	40	47	10	19	14	6	10	0	0
SP112224	30	42	87	93	50	128	28	49	61	0	5
SP107097	18	122	92	92	69	0	14	4	62	55	6
SP107101	50	181	277	215	149	68	209	42	24	0	3
SP98900	16	67	70	71	34	172	55	23	52	0	0
SP107104	10	62	73	45	67	0	71	0	43	25	8
SP107109	15	111	7	67	32	0	13	6	31	10	0
SP107111	33	199	72	134	47	0	77	16	13	76	0
SP107115	3	1	2	1	0	0	0	0	7	0	3
SP98902	22	79	161	134	179	115	85	85	0	0	3
SP107119	28	245	168	71	43	0	64	26	47	29	7
SP98904	14	17	36	122	1	0	30	13	84	0	2
SP98909	23	99	325	72	108	0	103	21	64	36	3
SP107121	47	190	190	260	95	20	119	52	19	0	7
SP107123	14	100	129	68	74	168	25	17	0	0	5
SP98907	35	138	259	176	83	0	79	19	44	63	17
SP107132	8	14	27	26	10	0	13	2	0	0	0
SP107136	33	163	88	126	171	0	135	40	33	78	6
SP107141	15	42	26	72	31	26	26	15	0	0	3
SP98913	32	43	140	136	81	186	35	50	5	0	2
SP107146	25	146	112	41	63	0	27	11	132	35	2
SP107150	19	49	108	121	54	67	65	5	0	0	5
SP98915	24	159	51	21	25	0	56	1	52	33	4
SP107152	14	143	227	64	28	0	29	25	123	6	17
SP107155	11	116	47	76	40	0	60	9	65	11	0
SP112125	9	47	97	114	59	0	41	6	20	4	1
SP98921	13	47	74	84	27	57	30	39	9	0	9
SP112130	19	76	93	126	33	76	23	15	33	0	2
SP112133	26	71	48	165	84	20	161	60	5	7	9
SP98925	19	99	62	0	42	8	23	33	55	0	2
SP112138	82	180	11	53	44	0	32	2	57	0	3
SP112141	38	62	322	131	80	21	35	152	0	0	6
SP98927	23	110	122	96	61	52	115	43	63	0	1
SP112147	26	68	136	113	60	57	7	18	11	37	7
SP112152	65	151	39	64	0	0	16	30	0	85	7
SP112156	11	70	83	88	0	0	28	12	30	22	0
SP98933	28	84	82	112	37	77	15	12	47	0	0
SP112160	27	111	86	119	33	138	23	24	0	0	8
SP98937	1	12	37	57	10	0	19	0	13	0	1
SP112165	11	111	35	107	38	72	19	13	82	0	2
SP112168	13	103	281	80	75	96	88	39	90	0	1
SP98941	14	106	295	206	42	117	87	29	0	0	6
SP112170	34	71	336	1	93	169	150	5	74	0	7
SP112174	16	39	37	28	94	0	28	30	75	0	14
SP98945	15	75	60	19	57	28	24	49	7	0	0
SP112178	32	63	178	172	173	130	264	67	0	0	6
SP112180	38	157	107	93	72	113	36	36	12	4	7
SP98949	44	152	340	152	78	87	41	4	17	0	9
SP112182	20	39	126	104	57	71	40	7	0	0	0
SP98953	47	585	99	21	70	174	43	35	123	0	9
SP112186	26	119	166	58	64	0	66	22	0	49	3
SP98955	49	169	202	503	266	48	165	112	0	0	13
SP112188	10	39	114	49	21	0	20	11	54	2	5
SP112190	24	54	243	117	171	200	177	59	21	0	7
SP112192	56	71	173	57	128	0	75	28	95	0	0
SP112194	35	139	171	36	48	20	141	37	72	0	0
SP98959	6	91	21	74	15	0	17	29	31	6	2
SP112196	47	171	148	121	74	0	50	58	60	58	3
SP112198	19	43	110	92	42	0	82	2	59	7	3
SP112201	12	29	55	51	20	0	10	10	25	0	0
SP98965	33	142	99	116	25	175	23	42	61	0	0
SP112205	25	88	154	22	70	124	45	37	72	0	0
SP112208	58	209	71	161	63	113	127	77	0	0	1
SP98967	26	65	88	76	23	52	56	12	0	0	6
SP112210	33	215	97	203	88	83	124	40	37	0	2
SP112211	46	210	37	166	44	91	105	93	0	66	18
SP98973	254	170	169	211	70	79	154	396	188	0	1
SP112213	23	34	215	49	64	131	14	26	116	0	5
SP50097	53	227	489	69	32	0	419	64	1	69	6
SP112215	25	73	263	127	25	0	44	51	5	57	5
SP112217	42	83	268	176	128	0	50	147	0	15	8
SP98975	12	37	110	38	64	68	37	8	0	0	3
SP112219	60	79	231	121	184	107	148	37	29	0	3
SP112221	7	38	67	72	0	0	2	11	38	0	0
SP112228	39	101	194	10	66	0	99	64	61	21	10
SP50099	31	288	156	9	50	0	34	56	26	74	13
SP98981	38	99	87	4	47	47	26	20	66	39	8
SP112234	50	152	254	93	79	0	94	42	96	67	4
SP98985	22	136	270	113	59	69	37	8	27	23	1
SP112237	39	86	28	115	8	87	7	24	42	0	0
SP98989	13	150	46	67	0	0	25	23	10	0	3
SP112241	10	217	54	50	90	0	70	18	45	0	0
SP112245	22	78	44	45	49	0	15	5	7	29	1
SP98991	19	37	22	34	69	19	18	12	57	0	2
SP112248	41	97	155	33	166	0	93	48	46	38	3
SP112051	45	126	143	111	106	0	131	55	44	0	10
SP98997	34	50	301	159	83	49	173	77	0	31	4
SP112252	71	290	123	143	69	0	66	14	57	88	0
SP99001	9	77	25	83	14	0	42	15	50	0	0
SP112257	0	4	1	37	5	1	0	0	0	0	0
SP99007	29	96	18	68	41	35	23	22	52	0	0
SP112261	12	10	26	95	67	47	2	8	40	0	3
SP50101	18	49	76	137	63	0	21	29	73	45	4
SP112265	27	142	0	108	45	0	103	39	16	70	3
SP112268	32	0	142	127	76	227	64	64	31	10	3
