Samples	ID83A	ID83B	ID83C	ID83D
SP111062	2.48E+00	2.61E+00	4.27E+00	3.46E+00
SP111006	9.27E+00	1.27E+01	2.08E+01	1.52E+00
SP110846	2.31E+00	2.64E+00	5.87E+00	4.95E+00
SP111086	1.00E+01	1.41E+01	2.27E+01	1.06E+00
SP111096	2.64E+00	3.46E+00	4.61E+00	2.41E+00
SP111021	0.00E+00	0.00E+00	9.92E-02	9.92E-02
SP111058	1.09E+01	1.49E+01	2.49E+01	7.85E-01
SP111092	4.14E+00	4.47E+00	4.22E+00	5.89E+00
SP111076	3.56E+00	3.94E+00	3.89E+00	2.29E+00
SP111098	3.81E+00	4.65E+00	6.87E+00	2.40E+00
SP111039	2.73E-01	1.23E+00	3.02E+00	3.29E+00
SP111052	6.32E-01	9.46E-01	1.49E+00	1.12E+00
SP111166	5.60E+00	8.17E+00	1.18E+01	2.34E+00
SP111014	1.87E+00	2.12E+00	3.57E+00	4.69E-01
SP111066	8.69E+00	1.10E+01	1.84E+01	9.18E-02
SP111094	7.83E+00	1.00E+01	1.54E+01	4.72E+00
SP111015	3.08E+00	3.90E+00	5.88E+00	2.15E+00
SP110853	4.84E+00	6.54E+00	7.85E+00	5.11E+00
SP111051	2.29E+00	2.21E+00	3.82E+00	2.85E+00
SP110855	5.60E+00	8.71E+00	1.28E+01	3.39E+00
SP111004	2.90E+00	4.82E+00	6.17E+00	4.19E+00
SP111078	2.06E+00	2.44E+00	3.94E+00	1.39E+00
SP110863	4.25E+00	5.88E+00	8.98E+00	2.38E+00
SP111013	2.78E+00	3.72E+00	5.02E+00	2.03E+00
SP111042	5.97E-01	9.74E-01	1.46E+00	8.26E-01
SP111040	2.04E+00	3.29E+00	4.20E+00	2.90E+00
SP111031	6.78E+00	6.84E+00	1.22E+01	2.52E+00
SP23496	3.51E+00	5.01E+00	7.28E+00	2.90E+00
SP111030	2.01E+00	3.02E+00	4.00E+00	3.17E+00
SP111019	2.61E+00	3.88E+00	5.59E+00	2.35E+00
SP111026	5.47E+00	7.70E+00	1.18E+01	1.96E+00
SP110860	6.10E+00	7.07E+00	1.15E+01	3.17E+00
SP110851	4.02E+00	5.63E+00	6.47E+00	3.81E+00
SP111059	2.95E+00	3.59E+00	5.60E+00	4.86E+00
SP111170	4.76E+00	5.68E+00	8.00E+00	3.73E+00
SP111054	4.99E+00	6.97E+00	1.03E+01	3.21E+00
SP111033	3.51E+00	4.06E+00	5.07E+00	2.67E+00
SP111113	1.08E+01	1.36E+01	2.22E+01	3.64E+00
SP110865	7.68E+00	8.32E+00	1.28E+01	8.88E+00
SP111061	4.27E+00	5.40E+00	8.20E+00	1.73E+00
SP111101	4.92E+00	6.67E+00	9.45E+00	6.44E-01
SP110859	3.36E+00	4.87E+00	5.16E+00	3.33E+00
SP111168	1.80E+00	2.52E+00	3.72E+00	2.65E+00
SP111067	1.84E+00	2.36E+00	4.31E+00	2.95E+00
SP111036	2.88E+00	3.14E+00	3.72E+00	2.70E+00
SP111116	4.82E+00	5.36E+00	7.36E+00	2.31E+00
SP111099	5.10E+00	7.18E+00	1.07E+01	2.28E+00
SP23502	1.09E+01	1.46E+01	2.42E+01	6.14E-01
SP111069	6.67E+00	9.85E+00	1.56E+01	4.23E-01
SP111043	6.91E+00	9.39E+00	1.49E+01	4.78E+00
SP111024	3.94E+00	4.37E+00	7.01E+00	2.95E+00
SP111011	6.30E+00	9.09E+00	1.39E+01	2.04E+00
SP111082	5.52E+00	8.14E+00	1.27E+01	8.84E-01
SP111074	3.46E+00	4.73E+00	7.00E+00	3.16E+00
SP110845	4.57E+00	5.85E+00	9.37E+00	1.98E+00
SP110857	2.74E+00	4.19E+00	4.67E+00	2.92E+00
SP111017	3.68E+00	5.23E+00	6.13E+00	2.67E+00
SP111080	1.52E+00	2.45E+00	3.89E+00	1.81E+00
SP23506	1.52E+00	2.57E+00	4.60E+00	3.87E+00
SP111075	4.28E+00	5.86E+00	9.62E+00	1.94E+00
SP111112	3.08E+00	4.64E+00	5.65E+00	2.40E+00
SP111001	8.39E+00	1.01E+01	1.68E+01	3.34E+00
SP111027	1.10E+00	1.56E+00	3.52E+00	3.07E+00
SP111117	3.33E+00	5.13E+00	6.22E+00	2.61E+00
SP110842	5.94E+00	7.11E+00	1.07E+01	2.77E+00
SP111173	8.71E+00	1.10E+01	1.83E+01	3.28E-01
SP111008	3.15E+00	4.30E+00	5.15E+00	3.06E+00
SP111070	3.25E+00	3.76E+00	4.43E+00	3.06E+00
SP110847	3.27E+00	4.10E+00	4.86E+00	2.71E+00
SP111077	7.59E+00	9.94E+00	1.41E+01	4.83E+00
SP111091	3.63E+00	5.68E+00	8.75E+00	8.35E-01
SP111072	2.36E+00	2.97E+00	2.88E+00	2.43E+00
SP111084	6.26E+00	7.85E+00	1.22E+01	2.79E+00
SP23504	1.55E+00	1.97E+00	3.29E+00	2.43E+00
SP23500	2.16E+00	3.10E+00	4.81E+00	6.54E-01
SP111029	1.06E+00	1.54E+00	2.51E+00	2.25E+00
SP111175	1.83E+01	2.41E+01	4.05E+01	5.48E-01
SP111049	3.13E+00	4.01E+00	5.54E+00	3.17E+00
SP23498	4.25E+00	5.60E+00	7.00E+00	3.96E+00
SP111002	1.55E+00	2.38E+00	3.52E+00	2.35E+00
SP110866	3.73E+00	5.95E+00	8.38E+00	1.33E-01
SP111035	5.45E+00	7.46E+00	1.03E+01	1.75E+00
SP111009	3.30E+00	3.65E+00	6.46E+00	3.10E+00
SP111114	8.51E+00	1.06E+01	1.71E+01	2.12E+00
SP111000	3.95E+00	5.81E+00	7.64E+00	2.57E-01
SP111045	4.65E+00	4.63E+00	4.75E+00	3.03E+00
SP110861	3.20E+00	4.68E+00	6.09E+00	3.16E+00
SP111047	3.67E+00	5.47E+00	8.29E+00	6.39E+00
SP111088	3.76E+00	5.77E+00	7.77E+00	2.81E+00
SP111056	5.35E+00	7.65E+00	1.12E+01	2.68E+00
SP111089	2.20E+00	2.93E+00	5.05E+00	4.25E+00
SP111038	5.37E+00	5.71E+00	6.33E+00	3.29E+00
SP110849	3.75E+00	4.64E+00	6.96E+00	2.14E+00
SP111164	4.83E+00	6.85E+00	9.59E+00	2.16E+00
SP111057	2.66E+00	3.17E+00	4.05E+00	2.07E+00
SP111119	7.94E+00	1.03E+01	1.55E+01	3.26E+00
SP111095	4.65E+00	5.98E+00	6.81E+00	2.67E+00
SP111064	4.06E+00	6.22E+00	7.61E+00	3.09E+00
CPCT02030245T	1.75E+00	2.66E+00	2.98E+00	3.37E+00
CPCT02030257T	4.09E+00	4.52E+00	4.48E+00	3.31E+00
CPCT02070015T	6.15E+00	6.58E+00	1.03E+01	3.14E+00
CPCT02040043T	2.08E+00	3.00E+00	3.13E+00	2.97E+00
CPCT02100032T	1.77E+00	3.00E+00	2.89E+00	2.97E+00
CPCT02160007T	1.64E+00	2.72E+00	3.91E+00	3.58E+00
CPCT02030286T	3.85E+00	4.20E+00	3.81E+00	3.25E+00
CPCT02100140T	5.30E+00	6.43E+00	7.52E+00	4.17E+00
CPCT02100141T	4.05E+00	5.17E+00	5.72E+00	3.35E+00
CPCT02330072TII	6.86E+00	7.70E+00	1.17E+01	3.47E+00
CPCT02330132T	4.48E+00	5.17E+00	4.48E+00	4.42E+00
CPCT02130030T	2.52E+00	3.29E+00	3.02E+00	3.23E+00
CPCT02060183T	6.33E+00	6.75E+00	1.07E+01	4.19E+00
CPCT02130033T	2.91E+00	3.59E+00	4.03E+00	3.21E+00
CPCT02300031T	3.14E+00	3.78E+00	3.29E+00	3.38E+00
CPCT02180054T	4.36E+00	5.56E+00	5.21E+00	4.48E+00
CPCT02090037T	3.72E+00	4.14E+00	5.14E+00	3.72E+00
CPCT02130041T	4.62E+00	4.74E+00	8.53E+00	3.93E+00
CPCT02060200T	8.03E+00	9.51E+00	1.68E+01	2.23E+00
WIDE01010009T	2.96E+00	3.08E+00	1.97E+00	2.82E+00
CPCT02330094T	1.88E+00	3.47E+00	1.42E+00	3.05E+00
CPCT02110061T	2.72E+00	4.33E+00	3.01E+00	4.49E+00
WIDE01010016T	4.89E+00	5.63E+00	9.41E+00	2.27E+00
CPCT02230070T	5.51E+00	5.52E+00	5.75E+00	3.20E+00
CPCT02340070T	3.32E+00	3.42E+00	4.07E+00	3.05E+00
CPCT02340073T	1.76E+00	2.36E+00	4.18E-01	2.01E+00
CPCT02050330T	2.43E+00	3.64E+00	3.04E+00	3.44E+00
CPCT02340077T	2.23E+00	2.67E+00	2.77E+00	2.73E+00
WIDE01010064T	7.30E+00	8.73E+00	9.79E+00	5.46E+00
CPCT02050314T	1.65E+00	2.81E+00	1.85E+00	2.94E+00
CPCT02220037T	3.11E+00	3.84E+00	5.44E+00	3.83E+00
WIDE01010073T	1.90E+00	3.33E+00	3.47E+00	3.87E+00
CPCT02210045T	4.17E+00	4.53E+00	5.37E+00	4.11E+00
CPCT02100163T	2.68E+00	3.27E+00	2.99E+00	2.94E+00
CPCT02130049T	6.69E+00	6.62E+00	7.84E+00	8.05E+00
CPCT02050343T	1.81E+00	3.84E+00	2.31E+00	4.15E+00
CPCT02020712T	4.98E+00	5.33E+00	8.41E+00	4.75E+00
CPCT02130070T	2.56E+00	4.89E+00	3.17E+00	5.06E+00
CPCT02130071T	2.13E+00	3.03E+00	3.20E+00	3.00E+00
DRUP01020027T	4.10E+00	4.48E+00	6.29E+00	6.67E+00
CPCT02050349T	1.89E+00	0.00E+00	6.95E+01	6.86E+01
CPCT02040242T	3.10E+00	5.23E+00	1.74E+00	5.71E+00
CPCT02300039T	2.66E+00	3.38E+00	3.16E+00	3.06E+00
CPCT02010815T	4.35E+00	4.76E+00	5.11E+00	4.53E+00
CPCT02010813T	2.61E+00	2.92E+00	2.37E+00	2.44E+00
WIDE01010355T	4.46E+00	3.89E+00	6.79E+00	3.14E+00
CPCT02330072T	4.08E+00	4.60E+00	4.78E+00	3.12E+00
CPCT02130091T	1.39E+01	1.74E+01	2.53E+01	7.96E+00
CPCT02230097T	2.43E+00	2.42E+00	3.83E+00	2.96E+00
CPCT02050357T	2.51E+00	3.61E+00	3.99E+00	4.47E+00
CPCT02010833T	3.68E+00	3.91E+00	3.73E+00	3.90E+00
CPCT02060213T	2.32E+00	2.44E+00	2.67E+00	2.46E+00
CPCT02130107T	2.85E+00	4.10E+00	2.73E+00	3.61E+00
CPCT02070342T	1.96E+00	2.81E+00	9.12E-01	2.94E+00
CPCT02050362T	5.03E+00	4.63E+00	7.72E+00	3.56E+00
CPCT02150012T	4.68E+00	6.65E+00	5.92E+00	6.91E+00
DRUP01210002T	3.95E+00	4.43E+00	4.31E+00	4.01E+00
CPCT02130105T	1.40E+00	2.74E+00	1.99E+00	2.73E+00
CPCT02100176T	3.39E+00	3.72E+00	5.10E+00	4.23E+00
CPCT02230106T	4.40E+00	4.97E+00	8.42E+00	4.79E+00
CPCT02060199T	1.18E+00	1.36E+00	1.53E+00	1.37E+00
DRUP01330005T	6.00E+00	6.36E+00	9.12E+00	4.55E+00
CPCT02120150T	3.38E+00	3.99E+00	5.13E+00	4.33E+00
CPCT02060248T	2.81E+00	3.35E+00	2.52E+00	2.94E+00
CPCT02060255T	4.28E+00	4.53E+00	7.56E+00	2.05E+00
DRUP01010088T	2.20E+00	3.34E+00	2.84E+00	3.00E+00
CPCT02440014T	5.35E+00	7.44E+00	9.22E+00	3.97E+00
CPCT02050384T	2.64E+00	2.98E+00	2.98E+00	2.94E+00
CPCT02030519T	3.87E+00	5.03E+00	5.59E+00	6.10E+00
CPCT02050380T	5.07E+00	5.66E+00	4.94E+00	5.05E+00
CPCT02130140T	2.50E+01	2.19E+01	0.00E+00	1.47E+01
CPCT02220056T	3.21E+00	3.67E+00	4.04E+00	2.61E+00
DRUP01210003T	5.12E+00	4.94E+00	8.65E+00	3.28E+00
DRUP01050030T	1.81E+00	3.35E+00	3.24E+00	3.70E+00
CPCT02210067T	3.98E+00	3.28E+00	4.83E+00	2.74E+00
CPCT02150021T	3.83E+00	5.80E+00	4.64E+00	5.82E+00
CPCT02080255T	5.22E+00	5.14E+00	7.83E+00	4.26E+00
CPCT02330124T	3.88E+00	3.83E+00	6.09E+00	3.24E+00
CPCT02100186T	4.05E+00	3.86E+00	4.90E+00	3.70E+00
CPCT02050403T	2.02E+00	2.40E+00	3.22E+00	2.41E+00
DRUP01330013T	4.92E+00	5.54E+00	5.76E+00	4.49E+00
DRUP01050033T	2.14E+00	3.64E+00	3.73E+00	3.48E+00
DRUP01440001T	5.89E+00	5.85E+00	9.12E+00	4.56E+00
CPCT02040156T	3.12E+00	4.30E+00	6.73E-01	3.80E+00
DRUP01340013T	7.03E+00	6.35E+00	1.09E+01	3.76E+00
CPCT02080141T	4.20E+00	3.54E+00	5.74E+00	3.26E+00
CPCT02010662T	1.00E+01	1.22E+01	2.22E+01	2.91E+00
CPCT02120069T	3.19E+00	3.42E+00	4.45E+00	4.14E+00
CPCT02100126T	6.24E+00	6.20E+00	1.06E+01	4.39E+00
CPCT02380021T	3.92E+00	4.33E+00	4.61E+00	3.93E+00
CPCT02020622T	5.88E+00	7.32E+00	5.58E+00	7.52E+00
CPCT02340034T	3.20E+00	3.50E+00	3.67E+00	3.64E+00
CPCT02210033T	5.24E+00	5.25E+00	7.69E+00	4.51E+00
CPCT02050163T	4.14E+00	3.79E+00	6.46E+00	4.17E+00
CPCT02030277T	5.73E+00	6.04E+00	8.65E+00	7.96E+00
CPCT02100064T	3.46E+00	4.26E+00	6.57E+00	2.27E+00
CPCT02010569T	5.40E+00	5.60E+00	4.04E+00	4.86E+00
CPCT02110032T	1.54E+00	2.43E+00	3.72E+00	3.41E+00
CPCT02340011T	2.31E+00	2.34E+00	1.27E+00	2.52E+00
CPCT02330033T	5.37E+00	6.85E+00	1.15E+01	2.08E+00
CPCT02040119T	2.01E+00	2.67E+00	3.38E+00	3.06E+00
CPCT02020536T	6.69E+00	7.71E+00	1.08E+01	4.67E+00
CPCT02340012T	2.94E+00	3.99E+00	4.24E+00	2.64E+00
CPCT02020527T	1.35E+00	1.79E+00	3.29E+00	2.64E+00
CPCT02020526T	3.22E+00	4.74E+00	3.58E+00	4.05E+00
CPCT02100098T	2.55E+00	3.16E+00	3.07E+00	2.85E+00
CPCT02230029T	3.28E+00	3.30E+00	3.11E+00	2.99E+00
CPCT02230030T	3.90E+00	3.72E+00	4.59E+00	4.25E+00
CPCT02230034T	3.95E+00	3.93E+00	5.76E+00	2.74E+00
CPCT02070034T	3.10E+00	3.48E+00	3.96E+00	4.01E+00
CPCT02030363T	2.62E+00	2.33E+00	2.26E+00	2.11E+00
CPCT02230039T	1.16E+01	1.19E+01	2.06E+01	5.31E+00
CPCT02080130T	3.76E+00	5.57E+00	3.68E+00	6.06E+00
CPCT02340019T	4.83E+00	5.15E+00	5.65E+00	3.68E+00
CPCT02050233T	4.36E+00	4.25E+00	6.27E+00	4.32E+00
CPCT02100044T	4.50E+00	4.77E+00	4.55E+00	3.13E+00
CPCT02050100T	3.39E+00	3.26E+00	5.44E+00	3.02E+00
CPCT02030243T	7.29E-01	4.17E+00	1.11E+01	1.36E+01
CPCT02050041T	6.56E+00	7.63E+00	8.66E+00	9.31E+00
CPCT02030310T	4.72E+00	3.78E+00	6.39E+00	3.96E+00
CPCT02220007T	3.05E+00	3.74E+00	4.84E+00	2.88E+00
CPCT02030307T	4.37E+00	4.98E+00	7.13E+00	3.84E+00
CPCT02030304T	1.93E+00	2.75E+00	2.53E+00	2.43E+00
CPCT02110018T	3.43E+00	3.28E+00	5.19E+00	2.23E+00
CPCT02100061T	3.87E+00	4.25E+00	7.68E+00	2.94E+00
CPCT02070120T	3.53E+00	4.25E+00	3.33E+00	3.36E+00
CPCT02120011T	5.71E+00	5.64E+00	8.52E+00	4.17E+00
CPCT02120012T	4.58E+00	4.76E+00	4.18E+00	3.96E+00
CPCT02050147T	4.60E+00	4.93E+00	5.63E+00	4.38E+00
CPCT02030335T	5.04E+00	5.78E+00	9.35E+00	9.81E+00
CPCT02040108T	2.91E+00	3.64E+00	4.53E+00	3.59E+00
CPCT02400002T	3.66E+00	3.67E+00	5.00E+00	4.56E+00
CPCT02340041T	7.78E+00	6.14E+00	1.11E+01	5.00E+00
