Samples	ID83A	ID83B	ID83C	ID83D
CPCT02380030T	2.43E+00	2.82E+00	2.72E+00	3.18E+00
CPCT02040196T	6.26E+00	6.76E+00	8.48E+00	5.48E+00
CPCT02230068T	3.43E+00	3.83E+00	4.52E+00	2.44E+00
CPCT02100127T	5.23E+00	4.11E+00	6.20E+00	4.11E+00
CPCT02100133T	0.00E+00	3.80E+00	1.38E+00	3.84E+00
CPCT02090026T	4.48E+00	5.09E+00	7.78E+00	3.34E+00
CPCT02050287T	3.42E+00	4.18E+00	4.33E+00	3.99E+00
CPCT02050292T	4.16E+00	3.98E+00	6.28E+00	4.53E+00
DRUP01050016T	5.18E+00	4.73E+00	8.51E+00	6.80E+00
CPCT02250004T	5.86E+00	6.75E+00	9.82E+00	3.38E+00
WIDE01010644T	1.99E+00	2.27E+00	2.98E+00	2.20E+00
WIDE01010539T	6.40E+00	7.00E+00	8.85E+00	5.16E+00
WIDE01010590T	8.25E+00	8.06E+00	1.58E+01	5.14E+00
WIDE01010691T	3.17E+00	3.14E+00	4.09E+00	2.79E+00
WIDE01010704T	3.40E+00	4.32E+00	4.56E+00	3.13E+00
WIDE01010725T	4.52E+00	1.11E+01	5.01E+00	1.17E+01
