Samples	ID83A	ID83B	ID83C	ID83D
SP111062	404	424	95	144
SP111006	493	764	1292	0
SP110846	223	147	133	172
SP111086	536	140	1467	0
SP111096	483	335	183	76
SP111021	0	0	1	1
SP111058	504	206	1626	0
SP111092	1110	231	322	844
SP111076	983	671	155	89
SP111098	378	453	336	108
SP111039	0	68	88	97
SP111052	9	17	65	29
SP111166	630	1030	575	43
SP111014	67	47	115	41
SP111066	790	509	1071	0
SP111094	489	254	852	122
SP111015	190	85	258	70
SP110853	357	237	596	207
SP111051	255	297	108	181
SP110855	557	233	667	81
SP111004	422	842	188	134
SP111078	160	105	106	47
SP110863	168	264	400	98
SP111013	288	282	208	66
SP111042	10	17	41	21
SP111040	31	232	228	93
SP111031	1875	837	485	62
SP23496	279	343	312	87
SP111030	65	172	186	119
SP111019	42	58	274	97
SP111026	477	394	637	44
SP110860	892	400	515	108
SP110851	389	753	308	148
SP111059	474	479	231	231
SP111170	852	824	412	214
SP111054	465	570	390	139
SP111033	914	668	188	99
SP111113	1423	350	1096	138
SP110865	606	623	1030	793
SP111061	424	348	341	44
SP111101	960	817	343	43
SP110859	298	700	259	102
SP111168	84	160	147	133
SP111067	140	341	136	120
SP111036	610	472	101	86
SP111116	948	894	290	66
SP111099	484	390	592	8
SP23502	739	151	1384	0
SP111069	287	692	889	0
SP111043	837	859	711	185
SP111024	820	361	356	132
SP111011	454	178	712	78
SP111082	584	521	722	0
SP111074	308	270	326	161
SP110845	301	384	439	43
SP110857	370	531	160	68
SP111017	656	569	310	75
SP111080	68	106	100	70
SP23506	41	290	138	148
SP111075	278	482	520	11
SP111112	416	454	304	90
SP111001	930	650	929	130
SP111027	30	93	73	83
SP111117	534	1058	257	121
SP110842	814	682	554	55
SP111173	1000	275	874	51
SP111008	484	692	200	141
SP111070	742	760	146	172
SP110847	1124	358	182	62
SP111077	781	339	728	202
SP111091	26	46	557	10
SP111072	401	414	98	111
SP111084	110	229	746	44
SP23504	51	242	97	110
SP23500	33	93	263	0
SP111029	33	99	85	80
SP111175	1747	316	2504	0
SP111049	554	860	213	114
SP23498	698	645	271	164
SP111002	97	113	123	59
SP110866	395	460	355	18
SP111035	925	1172	479	0
SP111009	708	402	292	158
SP111114	1776	1043	795	13
SP111000	616	915	309	0
SP111045	947	967	158	144
SP110861	184	492	339	125
SP111047	356	542	265	218
SP111088	633	544	363	56
SP111056	418	470	536	96
SP111089	216	213	180	134
SP111038	1684	1356	236	143
SP110849	705	619	206	78
SP111164	841	656	334	90
SP111057	410	705	111	71
SP111119	2848	285	614	103
SP111095	1030	934	285	99
SP111064	634	1035	249	86
CPCT02030245T	71	162	83	456
CPCT02030257T	1220	1115	157	370
CPCT02070015T	1650	1037	576	111
CPCT02040043T	203	438	113	359
CPCT02100032T	76	672	69	361
CPCT02160007T	128	305	146	388
CPCT02030286T	833	764	131	357
CPCT02100140T	642	2433	251	223
CPCT02100141T	1624	971	254	365
CPCT02330072TII	1467	1025	677	239
CPCT02330132T	1862	627	143	640
CPCT02130030T	223	830	53	332
CPCT02060183T	1641	954	638	319
CPCT02130033T	686	702	110	293
CPCT02300031T	584	738	98	374
CPCT02180054T	1083	1353	142	506
CPCT02090037T	674	712	349	445
CPCT02130041T	731	375	551	458
CPCT02060200T	285	80	1535	0
WIDE01010009T	828	752	0	226
CPCT02330094T	192	380	6	495
CPCT02110061T	345	583	41	649
WIDE01010016T	318	218	509	104
CPCT02230070T	1572	1159	226	345
CPCT02340070T	1044	452	139	278
CPCT02340073T	25	429	0	249
CPCT02050330T	322	352	69	537
CPCT02340077T	388	503	80	293
WIDE01010064T	1882	1579	690	495
CPCT02050314T	136	159	26	452
CPCT02220037T	708	635	254	359
WIDE01010073T	146	543	151	444
CPCT02210045T	1452	736	187	537
CPCT02100163T	558	446	86	433
CPCT02130049T	2089	888	569	1307
CPCT02050343T	148	368	58	531
CPCT02020712T	424	378	669	579
CPCT02130070T	359	725	38	776
CPCT02130071T	297	329	62	483
DRUP01020027T	385	312	455	968
CPCT02050349T	0	0	719	1794
CPCT02040242T	769	607	0	692
CPCT02300039T	463	546	83	381
CPCT02010815T	1978	389	206	653
CPCT02010813T	450	488	39	366
WIDE01010355T	509	544	483	305
CPCT02330072T	1099	726	212	261
