Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
CPCT02020642TII	365	277	32	0	892	71	572	168	139	204	0	0	433	34	0	400
CPCT02020958T	17	44	87	18	0	383	14	24	22	43	116	0	37	18	20	28
CPCT02020684T	0	0	4	10	66	22	0	99	6	6	3	29	26	20	6	2
WIDE01010111T	12	210	36	81	20	321	157	23	51	31	75	112	102	56	32	0
CPCT02020958TII	20	37	101	34	12	380	10	27	21	42	123	0	23	15	21	26
CPCT02020972T	558	327	51	245	22	35	81	69	9	313	147	0	15	53	13	25
CPCT02020971T	24	46	10	70	15	138	15	20	14	30	13	50	7	28	0	3
CPCT02330103T	191	216	2	52	39	18	24	68	15	76	43	118	70	85	40	13
WIDE01010148T	337	298	17	272	62	11	34	38	410	20	73	42	16	42	48	25
CPCT02070480T	82	35	0	53	31	24	55	33	21	19	17	61	9	20	18	35
CPCT02360014T	21	48	13	271	365	17	1371	330	33	4	0	37	81	0	6	215
CPCT02140107T	103	175	14	0	474	58	114	47	4	107	54	0	490	89	14	35
CPCT02070485T	343	250	28	0	61	99	69	44	35	136	31	159	65	71	60	14
WIDE01010202T	211	259	11	78	15	68	29	39	49	61	38	113	21	3	42	41
CPCT02020583TII	324	665	9	194	24	113	21	83	59	162	59	57	52	50	36	23
CPCT02020703T	24	131	15	0	102	232	31	197	17	107	94	86	30	18	30	18
CPCT02020973T	82	238	46	28	23	295	18	39	55	27	25	27	15	29	35	16
CPCT02020940TII	9	0	0	158	25	29	12	22	55	25	119	35	43	102	59	0
WIDE01010230T	22	123	16	111	0	8	8	20	9	40	56	0	11	30	5	12
CPCT02320002T	86	79	6	0	100	0	39	79	35	40	98	121	4	31	54	12
CPCT02050351T	32	41	0	74	13	40	15	56	8	32	3	44	58	69	26	3
CPCT02020979T	86	148	4	100	29	20	44	23	15	12	3	70	27	20	26	13
CPCT02080315T	81	172	26	53	268	161	71	60	43	80	69	5	156	55	21	74
CPCT02120203T	53	25	22	122	304	41	75	30	2	115	144	0	242	33	23	65
DRUP01050023T	72	88	13	147	15	116	16	147	28	42	18	0	38	31	17	5
CPCT02020983T	63	65	0	194	4	13	10	35	5	22	62	27	33	32	8	11
CPCT02140034T	1	0	14	28	108	72	7	112	86	16	84	15	31	46	46	6
WIDE01010280T	225	187	15	25	23	23	23	10	36	16	42	63	0	20	15	17
CPCT02020984T	0	29	22	68	35	124	19	26	0	84	81	54	27	40	34	15
CPCT02070154TII	128	282	0	192	837	92	54	1016	59	16	0	0	39	10	10	8
CPCT02020986T	51954	0	11216	2464	37	0	15	181	401	39	0	0	0	0	0	43
CPCT02020988T	186	159	8	86	24	19	43	41	41	62	0	146	54	68	51	21
CPCT02050445T	53	113	4	148	1	106	23	11	25	0	49	0	19	26	10	15
CPCT02070331T	215	212	0	207	0	9	12	29	24	12	25	30	15	15	36	21
CPCT02020989T	80	92	4	175	1	32	24	45	7	68	27	11	34	28	8	71
CPCT02050356T	61	24	6	60	30	15	30	141	12	17	30	56	23	53	0	34
WIDE01010412T	172	31	0	151	73	33	64	29	18	42	73	94	2	10	38	58
CPCT02140110T	38	158	7	36	9	91	12	3	34	5	73	41	4	7	0	10
CPCT02020717T	133	73	7	7	382	0	77	121	1350	9	0	0	6	0	25	3
CPCT02130095T	36	95	1	5	5	76	37	38	25	22	95	0	28	40	3	23
DRUP01030012T	621	892	25	0	56	121	24	98	95	126	0	177	37	41	104	10
CPCT02070336T	68	0	0	0	2963	285	466	59	240	6	147	45	0	39	177	0
CPCT02070332T	1	28	10	1	282	0	41	106	0	0	0	0	235	0	0	12
CPCT02050371T	35	66	14	186	18	10	34	65	2	180	94	0	28	12	28	17
CPCT02100178T	42	136	26	149	37	5	77	85	11	86	168	88	21	11	40	32
CPCT02020767T	37	60	20	16	33	10	8	76	14	26	61	5	0	16	12	14
CPCT02140072T	302	264	42	174	84	171	22	58	22	137	109	0	0	74	40	29
CPCT02060112T	0	91	4	167	0	0	17	42	9	6	47	36	23	16	40	8
CPCT02170032T	37	115	6	22	6	29	3	39	10	19	40	0	4	22	26	6
DRUP01070046T	79	84	5	69	56	51	14	36	11	57	62	9	0	70	0	10
WIDE01010565T	56	37	4	21	830	51	153	0	56	31	199	21	0	97	60	12
CPCT02020787T	3	145	17	10	33	18	38	50	1	4	8	0	20	6	375	22
CPCT02020778T	545	123	0	87	59	43	29	35	109	62	49	33	8	283	28	69
CPCT02050385T	87	174	21	113	6	130	51	111	16	95	210	187	122	82	53	103
CPCT02130142T	58	156	52	28	46	150	22	93	33	29	106	71	8	50	32	23
CPCT02020800T	27	90	1	61	40	0	21	91	16	41	39	111	0	0	8	6
CPCT02050395T	41	106	26	104	9	55	135	65	13	1	158	92	124	16	53	20
DRUP01070048T	46	40	10	63	45	208	5	163	33	3	35	29	66	21	31	24
CPCT02020817T	38	134	0	84	0	52	0	25	29	18	57	39	30	6	14	13
CPCT02080263T	34	97	11	105	11	39	0	124	12	23	0	4	47	28	11	12
CPCT02010944T	55	58	35	57	25	135	33	52	40	41	96	24	10	35	37	12
CPCT02020832T	101	219	24	74	3	102	36	98	47	0	0	27	105	99	32	11
CPCT02050351TII	53	72	0	96	20	49	35	38	7	63	56	52	42	97	33	13
CPCT02120168T	13	16	0	68	36	11	11	20	19	64	91	0	32	34	16	11
CPCT02440016T	65	108	0	93	29	197	66	190	12	18	36	91	7	0	12	20
CPCT02010935T	89	154	8	42	80	146	30	48	30	125	120	12	0	0	8	25
CPCT02010963T	160	47	19	242	43	143	19	61	43	42	93	0	62	60	54	77
CPCT02070401T	114	64	0	92	13	73	18	70	17	41	21	30	31	82	21	10
CPCT02230056T	2618	0	5	2201	766	378	136	201	198	24	0	132	356	111	113	81
CPCT02040169T	9993	629	206	710	699	208	182	28	272	46	0	0	0	14	69	4
CPCT02020859T	60	36	16	0	56	33	13	102	37	70	0	0	9	20	14	21
CPCT02020633TII	165	74	0	59	74	193	45	93	55	111	21	97	28	142	12	41
CPCT02020621TII	32	150	33	35	105	491	0	123	46	57	0	6	34	44	15	22
CPCT02020586T	224	106	55	1	35	273	43	74	97	65	45	59	34	48	22	36
CPCT02070237T	544	181	12	142	108	67	23	48	46	87	30	261	0	17	79	9
CPCT02080273T	63431	18092	12307	969	1	404	0	78	706	0	0	715	0	0	224	136
CPCT02070410T	231	321	14	258	329	8	399	103	54	29	226	71	41	146	66	41
CPCT02020600T	369	75	77	159	40	432	22	67	86	93	147	41	11	22	25	34
CPCT02010963TII	149	90	16	168	25	148	5	31	20	0	262	0	37	126	38	341
CPCT02120056T	104	171	31	160	43	147	0	79	18	16	63	0	33	45	16	8
CPCT02020840T	21	160	23	19	33	146	19	0	25	2	35	17	27	42	22	22
CPCT02040164T	518	334	95	334	512	73	70	126	53	52	0	85	61	33	30	11
CPCT02070244T	0	0	0	167	207	194	1	27	191	32	128	104	17	184	91	0
CPCT02020619T	131	122	17	214	62	98	182	131	72	32	104	0	64	90	8	40
CPCT02020633T	83	56	9	52	0	146	35	44	52	50	44	72	31	18	12	30
CPCT02010663T	144	42	0	71	201	86	117	73	96	98	99	34	24	2	19	37
CPCT02020614T	317	221	16	143	29	193	43	35	80	80	71	78	36	63	50	38
CPCT02290020T	79	96	45	182	52	6	3	76	6	39	42	0	0	68	9	34
CPCT02020632T	367	115	24	348	83	10	39	157	14	108	0	185	11	0	96	82
CPCT02050103T	32	205	0	105	23	60	26	19	14	47	27	56	20	26	33	5
CPCT02100072T	51	64	0	173	27	37	20	15	11	57	35	14	0	0	18	62
CPCT02100076T	64	34	44	54	197	394	28	37	114	144	106	0	37	160	29	30
CPCT02100077T	66	68	4	36	31	65	14	25	10	16	6	62	45	0	13	3
CPCT02070154T	109	194	0	127	531	133	88	87	82	50	66	25	0	33	30	20
CPCT02330034T	46	0	45	103	163	273	55	39	53	22	0	0	15	34	907	35
CPCT02070156T	374	96	0	137	30	23	42	44	29	69	8	154	39	43	17	17
CPCT02070162T	154	54	0	186	32	9	21	52	28	64	41	35	1	14	5	32
CPCT02070172T	16	0	5	44	148	68	70	33	36	45	9	94	0	23	23	3
CPCT02070188T	136	189	11	107	109	20	54	29	47	54	137	74	39	33	59	35
CPCT02270003T	43	83	2	146	29	39	8	27	11	41	70	0	0	12	42	3
CPCT02160026T	57	0	35	71	173	246	12	22	24	31	96	51	19	64	32	60
CPCT02070149T	115	0	28	67	58	47	257	22	22	0	103	191	3	34	49	1
CPCT02080119T	332	118	3	123	62	83	43	42	20	89	0	231	49	26	76	9
CPCT02110041T	483	434	0	239	4	52	65	53	47	127	110	274	105	32	51	155
CPCT02050216T	49	154	34	95	30	6	0	59	23	16	83	23	15	11	2	24
CPCT02070194T	64	40	6	70	41	55	12	63	13	42	91	0	0	50	0	6
CPCT02330046T	8	41	24	66	101	70	22	109	2	77	34	80	22	17	34	21
CPCT02070204T	215	180	19	100	588	227	97	107	76	1	128	78	193	46	73	8
CPCT02120020T	232	386	19	70	54	56	28	99	61	93	84	99	72	30	65	30
CPCT02260007T	4	31	6	126	26	36	5	67	27	1	16	0	17	6	15	5
CPCT02020583T	360	828	16	221	2	122	35	89	80	228	78	42	80	37	55	55
CPCT02070041T	9897	2376	784	531	0	0	0	103	0	5	585	0	0	0	0	40
CPCT02070043T	110	218	0	153	303	142	40	1	83	78	146	84	0	45	41	16
CPCT02050086T	67	78	0	64	4	6	15	28	0	18	67	0	21	29	25	11
CPCT02070044T	28	27	14	76	22	14	10	48	6	56	19	0	26	5	9	17
CPCT02220005T	140	63	29	71	14	62	22	29	24	34	32	48	11	154	10	34
CPCT02070057T	575	258	3	192	0	48	22	27	85	227	56	149	184	267	42	26
CPCT02330015T	317	288	7	68	94	101	83	48	100	73	117	28	38	28	28	26
CPCT02140037T	31	116	34	88	44	177	23	43	34	30	17	0	16	37	23	18
CPCT02070096T	64	209	28	60	42	201	39	32	37	15	67	0	33	102	7	27
CPCT02040064T	0	53	3	0	33	1	2	35	22	34	41	94	0	20	40	14
CPCT02070094T	98	144	17	66	50	311	42	54	37	69	16	38	40	45	65	57
CPCT02070102T	108	73	17	17	48	50	12	25	38	40	24	80	0	58	48	27
CPCT02050124T	64	353	20	84	47	32	59	47	44	62	0	93	20	34	58	24
CPCT02060073T	11	3	4	27	12	0	4	37	1	0	30	11	23	16	10	3
CPCT02060082T	148	393	16	44	0	0	18	76	94	139	0	302	42	28	62	259
CPCT02040105T	81	100	0	66	20	280	24	40	49	29	42	9	19	55	21	8
CPCT02010665T	23	15	13	1	195	23	831	130	71	106	14	0	10	1	10	12
CPCT02020629T	160	139	2	159	71	4	132	55	0	34	83	0	33	42	15	9
CPCT02080164T	32	54	0	119	318	0	903	222	17	48	56	10	17	26	47	52
CPCT02120080T	205	112	8	85	7	13	17	14	22	28	63	42	22	8	5	13
CPCT02050289T	122	68	3	50	206	53	42	109	33	19	7	35	88	22	1	82
CPCT02050297T	90	85	6	166	0	125	15	60	28	41	42	0	17	32	16	13
WIDE01010621T	41	42	25	10	36	335	43	45	62	0	58	53	18	56	28	31
WIDE01010461T	34	24	43	204	10	231	20	34	47	37	41	26	30	12	6	11
CPCT02120204T	153	357	36	144	35	187	24	34	24	76	0	0	0	216	17	2
CPCT02120206T	37	112	15	202	8	11	12	28	49	35	56	0	25	29	0	9
WIDE01010518T	146	241	9	223	290	112	102	27	100	78	189	42	0	43	59	28
CPCT02020991T	356	297	19	70	0	22	23	85	7	87	10	109	30	0	40	397
WIDE01010609T	142	23	20	77	263	348	63	36	64	54	5	37	0	147	55	26
CPCT02020993T	82	106	11	162	12	7	16	2	7	30	67	0	17	31	0	7
WIDE01010723T	107	87	36	142	64	48	93	56	24	141	104	156	33	83	33	81
