Samples	ID83A	ID83B	ID83C	ID83D
SP101845	454	230	95	45
SP101682	51	293	72	7
SP61553	8	102	153	7
SP101724	128	408	125	4
SP102103	43	223	24	8
SP102174	83	292	50	17
SP101622	767	162	7	6
SP102161	154	190	38	16
SP101654	51	469	95	0
SP102074	67	116	38	12
SP101694	124	320	40	11
SP101616	129	302	170	0
SP101666	319	117	58	21
SP101558	414	51	38	30
SP102096	86	149	121	30
SP102084	141	244	142	0
SP101580	245	124	78	27
SP102064	540	90	41	34
SP101564	57	145	54	6
SP101921	31	236	89	5
SP101648	397	68	32	16
SP101628	56	150	79	21
SP101708	43	228	59	3
SP102055	26	111	61	4
SP101634	508	52	16	10
SP101588	56	279	63	5
SP101584	78	306	26	10
SP101686	19	190	39	3
SP101532	471	125	24	22
SP101732	584	252	30	28
SP101528	59	222	9	0
SP101536	42	128	53	25
SP101576	116	284	85	18
SP102015	675	231	0	47
SP102168	44	137	66	15
SP101716	129	421	196	2
SP101592	61	200	48	19
SP101658	15	47	38	3
SP102045	1759	174	53	11
SP101552	1102	326	0	7
SP101519	128	60	200	20
SP101690	183	317	48	18
SP102123	64	148	105	20
SP101662	448	112	27	0
SP101600	25	52	114	17
SP101544	62	242	100	10
SP102133	0	0	20010	89
SP101881	543	164	17	31
SP102035	937	0	59	0
SP101642	1068	303	98	21
SP101596	48	208	122	17
SP101670	941	176	70	24
SP101674	361	56	3	21
SP101572	24	72	60	10
SP101678	604	177	70	51
SP101740	1951	0	61	109
SP101700	470	60	44	28
SP101891	802	303	0	21
SP102143	842	13	38	11
SP102113	397	86	14	39
SP101521	37	198	111	3
SP101526	165	308	43	26
SP101540	56	124	199	25
SP101604	286	121	32	7
SP101548	508	76	34	0
SP101523	585	61	31	8
SP102090	34	283	50	9
SP101795	587	66	39	39
SP102187	324	234	14	12
SP101515	313	77	8	16
SP101931	482	351	55	6
SP101610	456	51	26	42
SP61703	133	201	186	42
SP59707	17	53	97	22
SP68659	399	0	47	35
SP62616	1231	166	39	0
SP59761	87	173	95	10
SP66960	57	99	188	30
SP61453	54	160	38	15
SP63796	29	124	24	8
SP69155	20	66	35	7
