Samples	ID83A	ID83B	ID83C	ID83D
SP102168	9.89E-01	1.27E+00	8.09E-01	2.46E-01
SP101716	1.59E+00	2.04E+00	1.78E+00	3.64E-01
SP101592	1.11E+00	1.44E+00	8.94E-01	7.19E-01
SP101658	4.83E-01	6.96E-01	5.62E-01	0.00E+00
SP102045	4.87E+00	5.22E+00	1.25E+00	1.39E+00
SP101552	3.35E+00	3.39E+00	5.78E-01	3.25E-01
SP101519	1.32E+00	1.31E+00	8.67E-01	0.00E+00
SP101690	1.27E+00	1.54E+00	1.03E+00	4.00E-02
SP102123	1.08E+00	1.39E+00	1.02E+00	5.20E-01
SP101662	1.95E+00	2.11E+00	7.65E-01	3.62E-01
SP101600	6.77E-01	1.19E+00	9.03E-01	8.89E-01
SP101544	1.16E+00	1.53E+00	1.20E+00	4.82E-01
SP102133	1.42E+00	0.00E+00	1.97E+00	1.27E+00
SP101881	2.43E+00	2.52E+00	8.24E-01	4.82E-01
SP102035	2.55E+00	2.64E+00	9.27E-01	0.00E+00
SP101642	3.46E+00	3.63E+00	1.46E+00	7.59E-01
SP101596	1.09E+00	1.68E+00	1.32E+00	0.00E+00
SP101670	3.04E+00	3.24E+00	1.06E+00	7.02E-01
SP101674	1.66E+00	1.85E+00	5.39E-01	1.00E+00
SP101572	5.85E-01	8.71E-01	7.00E-01	0.00E+00
SP101678	2.66E+00	2.63E+00	1.07E+00	4.40E-01
SP101740	4.54E+00	4.37E+00	1.36E+00	1.06E+00
SP101700	1.90E+00	1.96E+00	8.12E-01	3.70E-01
SP101891	3.36E+00	3.44E+00	6.71E-01	4.80E-01
SP102143	2.31E+00	2.39E+00	9.30E-01	6.11E-01
SP102113	1.95E+00	2.04E+00	5.73E-01	9.43E-01
SP101521	8.72E-01	1.38E+00	1.01E+00	4.49E-01
SP101526	1.84E+00	2.24E+00	1.06E+00	5.88E-01
SP101540	1.11E+00	1.74E+00	1.17E+00	9.62E-01
SP101604	1.53E+00	1.74E+00	8.24E-01	2.78E-01
SP101548	2.13E+00	2.26E+00	7.36E-01	0.00E+00
SP101523	2.23E+00	2.38E+00	8.36E-01	5.83E-01
SP102090	9.06E-01	1.42E+00	1.02E+00	4.49E-01
SP101795	2.23E+00	2.30E+00	9.30E-01	0.00E+00
SP102187	2.00E+00	2.28E+00	8.81E-01	4.53E-01
SP101515	1.67E+00	1.75E+00	5.79E-01	3.80E-01
SP101931	2.31E+00	2.60E+00	1.35E+00	6.09E-01
SP101610	1.79E+00	1.77E+00	7.11E-01	7.87E-01
SP61703	1.44E+00	2.12E+00	1.32E+00	6.02E-01
SP59707	4.13E-01	1.42E+00	8.78E-01	1.05E+00
SP68659	1.64E+00	1.75E+00	7.91E-01	2.85E-01
SP62616	3.34E+00	3.59E+00	1.20E+00	5.52E-01
SP59761	1.16E+00	1.50E+00	1.06E+00	4.90E-01
SP66960	8.95E-01	1.66E+00	1.34E+00	6.73E-01
SP61453	9.80E-01	1.45E+00	8.24E-01	7.82E-01
SP63796	8.25E-01	1.09E+00	6.82E-01	0.00E+00
SP69155	5.46E-01	7.86E-01	5.53E-01	0.00E+00
SP59950	3.02E+00	3.24E+00	1.31E+00	0.00E+00
SP59938	1.79E+00	2.02E+00	6.67E-01	3.58E-01
SP64976	1.10E+00	1.45E+00	1.03E+00	2.73E-01
SP64296	2.59E+00	2.89E+00	1.32E+00	0.00E+00
SP65807	2.73E+00	2.81E+00	1.30E+00	1.14E+00
SP59803	1.63E+00	2.18E+00	1.21E+00	1.00E+00
SP66159	2.99E+00	3.30E+00	9.54E-01	1.86E+00
SP63356	1.34E+00	1.92E+00	1.17E+00	1.51E+00
SP68348	3.01E+00	2.93E+00	1.65E+00	1.24E+00
SP62450	8.78E-01	1.07E+00	7.46E-01	0.00E+00
SP67428	2.03E+00	2.22E+00	8.23E-01	1.13E+00
SP61713	2.40E+00	2.74E+00	1.02E+00	5.72E-01
SP68725	1.80E+00	1.76E+00	7.24E-01	7.56E-01
SP67609	3.75E+00	3.90E+00	1.23E+00	1.57E+00
SP62110	1.24E+00	1.82E+00	1.11E+00	6.74E-01
SP64546	1.85E+00	2.10E+00	7.23E-01	7.49E-01
SP63546	1.21E+00	1.41E+00	9.15E-01	5.56E-01
SP60322	1.59E+00	1.64E+00	6.06E-01	2.79E-01
SP60243	1.42E+00	1.59E+00	5.49E-01	4.53E-01
SP63966	1.16E+00	1.84E+00	1.40E+00	0.00E+00
SP60362	6.91E-01	1.18E+00	1.03E+00	5.07E-01
SP69077	3.29E+00	3.30E+00	9.50E-01	7.85E-01
SP67346	1.69E+00	1.83E+00	1.21E+00	0.00E+00
SP66687	7.55E-01	1.53E+00	1.25E+00	4.04E-01
SP63716	7.29E-01	1.23E+00	9.77E-01	3.46E-01
SP65376	3.52E+00	3.63E+00	1.16E+00	5.34E-01
SP61343	7.68E-01	1.23E+00	8.49E-01	4.84E-01
SP60001	2.94E+00	2.98E+00	9.03E-01	6.41E-01
SP59860	1.62E+00	2.08E+00	1.30E+00	4.74E-01
SP60610	6.62E-01	1.10E+00	8.37E-01	2.99E-01
SP64036	2.26E+00	2.03E+00	1.29E+00	9.56E-01
SP60842	1.95E+00	2.13E+00	9.02E-01	8.67E-01
CPCT02020307T	1.04E+00	2.10E+00	1.46E+00	1.64E+00
CPCT02020333T	3.18E+00	3.31E+00	1.24E+00	2.99E+00
CPCT02080024T	1.30E+00	2.19E+00	1.13E+00	2.01E+00
CPCT02030259TII	2.66E+00	2.60E+00	1.38E+00	2.07E+00
CPCT02040038T	2.61E+00	2.53E+00	1.27E+00	1.99E+00
CPCT02030250T	9.66E-01	2.66E+00	1.46E+00	2.69E+00
CPCT02050058T	1.87E+00	3.72E+00	2.56E+00	2.55E+00
CPCT02020393T	1.60E+00	2.58E+00	1.69E+00	2.45E+00
CPCT02030280T	3.89E+00	3.74E+00	2.34E+00	1.99E+00
CPCT02030278T	3.54E+00	3.90E+00	1.64E+00	1.80E+00
CPCT02100030T	1.85E+00	3.06E+00	1.93E+00	2.78E+00
CPCT02060056T	1.97E+00	2.50E+00	1.28E+00	2.37E+00
CPCT02030296T	2.91E+00	3.32E+00	1.16E+00	3.00E+00
CPCT02060046T	5.79E-01	1.39E+00	1.04E+00	1.39E+00
CPCT02130056T	1.37E+00	2.70E+00	1.75E+00	1.99E+00
CPCT02180051T	1.02E+00	1.76E+00	1.09E+00	1.84E+00
CPCT02070434T	1.73E+00	2.74E+00	9.68E-01	2.27E+00
DRUP01210006T	3.12E+00	3.34E+00	1.63E+00	4.30E+00
CPCT02020659T	1.57E+00	1.31E+00	1.30E+00	1.72E+00
CPCT02080191T	4.19E+00	3.99E+00	1.84E+00	3.17E+00
CPCT02330084T	8.45E-01	1.73E+00	1.12E+00	1.43E+00
CPCT02360009T	1.42E+00	3.52E+00	3.13E+00	2.35E+00
CPCT02060196T	8.57E-01	1.71E+00	8.61E-01	1.43E+00
CPCT02290028T	9.38E-01	2.51E+00	1.66E+00	2.23E+00
CPCT02030455T	2.42E+00	2.75E+00	1.61E+00	2.95E+00
CPCT02080198T	3.65E-01	1.48E+00	8.98E-01	1.49E+00
CPCT02010679T	7.42E-01	1.17E+00	9.10E-01	1.48E+00
CPCT02100152T	3.46E+00	3.94E+00	8.77E-01	3.01E+00
CPCT02070465T	4.83E+00	4.86E+00	1.71E+00	2.83E+00
CPCT02040224T	2.26E+00	2.75E+00	1.37E+00	2.38E+00
DRUP01060007T	5.58E-01	9.26E-01	1.10E+00	1.43E+00
CPCT02040223T	1.11E+00	2.27E+00	1.36E+00	2.30E+00
CPCT02270023T	2.63E+00	3.41E+00	1.90E+00	2.44E+00
CPCT02220079T	1.18E+00	2.23E+00	1.66E+00	1.91E+00
CPCT02230082T	2.06E+00	2.34E+00	1.13E+00	2.01E+00
CPCT02090043T	7.58E-01	1.61E+00	1.21E+00	1.57E+00
CPCT02130051T	2.39E+00	2.33E+00	1.95E+00	3.49E+00
CPCT02030259TIII	2.33E+00	2.89E+00	1.24E+00	2.12E+00
DRUP01020026T	1.41E+00	3.01E+00	2.12E+00	3.02E+00
CPCT02210046T	1.07E+00	2.73E+00	1.25E+00	2.55E+00
CPCT02120120T	6.50E-01	1.61E+00	1.23E+00	1.57E+00
WIDE01010205T	2.38E+00	2.69E+00	1.44E+00	2.14E+00
CPCT02340080T	8.81E-01	1.69E+00	9.86E-01	1.65E+00
WIDE01010216T	9.03E-01	2.56E+00	1.87E+00	2.11E+00
CPCT02130087T	1.72E+00	2.78E+00	1.69E+00	2.60E+00
WIDE01010264T	5.98E-01	1.61E+00	1.22E+00	1.11E+00
CPCT02130085T	9.77E-01	2.59E+00	1.94E+00	2.79E+00
WIDE01010292T	3.04E-01	1.38E+00	8.45E-01	1.10E+00
WIDE01010277T	2.23E-01	1.42E+00	1.27E+00	1.10E+00
CPCT02120118T	8.85E-01	1.06E+00	9.90E-01	1.47E+00
WIDE01010301T	1.65E+00	2.21E+00	1.07E+00	1.89E+00
CPCT02220045T	5.68E+00	5.71E+00	1.75E+00	2.85E+00
CPCT02130093T	9.32E-01	1.96E+00	1.40E+00	2.15E+00
CPCT02030482T	1.40E+00	2.75E+00	1.45E+00	2.14E+00
CPCT02030477T	6.75E-01	1.39E+00	7.60E-01	1.39E+00
CPCT02370026T	6.53E-01	1.03E+00	5.90E-01	7.35E-01
WIDE01010385T	1.60E+00	2.44E+00	1.22E+00	1.84E+00
WIDE01010397T	7.53E-01	1.90E+00	1.14E+00	2.02E+00
WIDE01010414T	2.17E+00	2.72E+00	1.14E+00	1.63E+00
WIDE01010420T	6.57E+00	6.57E+00	2.15E+00	2.65E+00
CPCT02270031T	9.94E-01	1.59E+00	1.11E+00	2.08E+00
CPCT02120132T	9.90E-01	1.83E+00	1.33E+00	2.23E+00
DRUP01010084T	1.61E+00	3.11E+00	1.30E+00	2.97E+00
CPCT02020741T	1.21E+00	2.28E+00	1.25E+00	2.28E+00
CPCT02020740T	2.92E+00	2.76E+00	2.00E+00	2.99E+00
CPCT02030492T	1.88E+00	4.11E+00	3.18E+00	2.34E+00
CPCT02070349T	1.71E+00	2.97E+00	1.93E+00	2.80E+00
CPCT02070348T	1.08E+00	3.02E+00	1.76E+00	3.05E+00
CPCT02060226T	1.55E+00	3.10E+00	2.09E+00	2.25E+00
CPCT02230111T	1.09E+00	2.23E+00	1.34E+00	2.10E+00
CPCT02080236T	9.47E-01	2.30E+00	1.27E+00	1.91E+00
CPCT02030498T	7.89E-01	1.91E+00	1.01E+00	1.79E+00
DRUP01050029T	7.46E-01	1.51E+00	1.20E+00	1.37E+00
CPCT02030505T	2.20E+00	2.13E+00	1.03E+00	2.13E+00
CPCT02120149T	8.70E-01	2.04E+00	1.24E+00	1.76E+00
CPCT02070358T	9.01E-01	1.88E+00	1.19E+00	1.96E+00
CPCT02060168T	6.96E-01	1.59E+00	1.07E+00	1.73E+00
CPCT02030509T	2.07E+00	2.26E+00	8.33E-01	1.59E+00
CPCT02210066T	3.00E+00	3.08E+00	1.03E+00	2.09E+00
CPCT02030495T	9.69E-01	1.64E+00	1.09E+00	1.58E+00
CPCT02060251T	1.36E-01	1.02E+00	4.04E-01	1.02E+00
CPCT02380049T	6.42E-01	1.85E+00	1.00E+00	1.74E+00
CPCT02300049T	8.95E-01	1.28E+00	9.53E-01	1.44E+00
CPCT02140079T	5.92E-01	1.76E+00	9.99E-01	1.81E+00
CPCT02110074T	8.47E-01	2.16E+00	1.48E+00	1.91E+00
CPCT02210065T	1.32E+00	2.64E+00	2.29E+00	1.51E+00
CPCT02120153T	1.29E+00	2.40E+00	1.40E+00	1.87E+00
CPCT02110078T	1.67E+00	2.72E+00	1.58E+00	2.35E+00
CPCT02030517T	8.92E-01	2.67E+00	1.75E+00	3.00E+00
CPCT02020466T	2.87E+00	2.92E+00	1.52E+00	2.21E+00
CPCT02070397T	6.51E-01	1.83E+00	9.66E-01	1.91E+00
CPCT02050203T	3.32E+00	2.98E+00	1.49E+00	2.14E+00
CPCT02020572T	3.10E+00	3.02E+00	2.01E+00	4.43E+00
CPCT02060142T	2.38E+00	2.30E+00	1.03E+00	2.67E+00
CPCT02230050T	3.94E+00	4.06E+00	1.46E+00	1.78E+00
CPCT02070222T	9.31E-01	1.58E+00	8.01E-01	1.76E+00
CPCT02010646T	9.15E-01	2.78E+00	2.12E+00	1.74E+00
CPCT02070418T	9.52E-01	1.91E+00	1.21E+00	1.54E+00
CPCT02080160T	2.95E+00	2.95E+00	2.20E+00	3.34E+00
CPCT02100112T	1.33E+00	2.44E+00	1.19E+00	2.55E+00
CPCT02100119T	1.72E+00	2.76E+00	1.76E+00	2.04E+00
CPCT02340032T	7.34E-01	3.27E+00	1.91E+00	2.41E+00
CPCT02020513T	4.97E-01	1.44E+00	1.07E+00	1.44E+00
CPCT02180025T	1.96E+00	2.41E+00	1.52E+00	1.14E+00
CPCT02120022T	1.01E+00	1.89E+00	1.03E+00	1.56E+00
CPCT02020516T	8.94E-01	2.44E+00	1.89E+00	1.95E+00
CPCT02060089T	6.16E-01	2.00E+00	1.56E+00	1.43E+00
CPCT02090018T	8.19E-01	1.97E+00	1.24E+00	1.48E+00
CPCT02060094T	7.85E-01	1.70E+00	9.99E-01	1.78E+00
CPCT02120028T	1.02E+00	2.46E+00	1.70E+00	1.83E+00
CPCT02090019T	4.04E+00	4.13E+00	1.37E+00	2.52E+00
CPCT02060105T	2.25E+00	2.49E+00	9.21E-01	1.95E+00
CPCT02020544T	2.66E+00	2.65E+00	8.54E-01	2.06E+00
CPCT02060110T	4.57E-01	9.61E-01	6.22E-01	1.04E+00
CPCT02030355T	9.35E-01	2.09E+00	1.09E+00	1.78E+00
CPCT02040127T	1.30E+00	2.62E+00	1.56E+00	2.15E+00
CPCT02070190T	6.87E-01	2.18E+00	1.65E+00	1.36E+00
CPCT02090020T	2.89E-01	1.09E+00	9.49E-01	1.28E+00
DRUP01020004T	3.68E-01	1.49E+00	1.12E+00	1.68E+00
CPCT02060120T	2.85E+00	5.92E+00	4.93E+00	1.81E+00
CPCT02070210T	1.44E+00	4.20E+00	3.84E+00	2.64E+00
CPCT02040144T	3.42E+00	4.32E+00	2.34E+00	3.39E+00
CPCT02040143T	1.03E+00	1.82E+00	1.34E+00	1.87E+00
CPCT02020593T	1.29E+00	2.85E+00	2.18E+00	1.90E+00
CPCT02180005T	9.09E-01	2.53E+00	1.79E+00	2.01E+00
CPCT02030299T	3.17E+00	3.54E+00	1.26E+00	2.44E+00
CPCT02020420T	9.29E-01	1.64E+00	1.34E+00	1.80E+00
CPCT02030303T	3.04E+00	2.98E+00	1.10E+00	2.21E+00
CPCT02070058T	2.83E+00	3.20E+00	1.14E+00	2.72E+00
CPCT02040050T	1.96E+00	2.00E+00	8.82E-01	1.41E+00
CPCT02020434T	1.14E+00	2.37E+00	1.51E+00	1.94E+00
CPCT02220006T	1.35E+00	2.37E+00	1.76E+00	1.88E+00
DRUP01140003T	7.13E-01	1.75E+00	1.16E+00	1.46E+00
CPCT02020459T	2.27E+00	2.41E+00	5.77E-01	2.55E+00
CPCT02330021T	6.86E-01	1.71E+00	1.42E+00	1.30E+00
CPCT02110016T	7.19E-01	1.14E+00	4.68E-01	1.01E+00
CPCT02330023T	9.57E-01	1.39E+00	7.54E-01	1.35E+00
CPCT02040095T	1.10E+00	2.59E+00	1.45E+00	1.94E+00
CPCT02160017T	3.64E+00	4.06E+00	1.79E+00	3.07E+00
CPCT02080093T	6.66E-01	1.39E+00	1.18E+00	1.34E+00
CPCT02060088T	2.52E-01	1.12E+00	7.73E-01	9.80E-01
CPCT02290021T	1.61E+00	2.66E+00	1.44E+00	2.57E+00
CPCT02340042T	1.01E+00	2.47E+00	1.88E+00	2.46E+00
CPCT02040192T	1.99E+00	1.95E+00	1.20E+00	1.68E+00
CPCT02300026T	1.53E+00	2.44E+00	1.73E+00	2.35E+00
CPCT02450007T	3.49E+00	3.30E+00	1.45E+00	1.74E+00
CPCT02170020T	2.74E+00	2.86E+00	6.93E-01	1.91E+00
CPCT02030440T	1.25E+00	2.40E+00	1.51E+00	2.03E+00
CPCT02190003T	4.70E+00	5.22E+00	2.84E+00	1.66E+00
WIDE01010536T	4.84E-01	8.56E-01	7.65E-01	1.06E+00
WIDE01010554T	6.38E-01	1.51E+00	9.86E-01	1.49E+00
