Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP23435	6	36	16	27	1	0	8	2	17	5	0	39	36	0	12	0	9	1	0
SP112829	4	38	3	19	0	0	12	2	43	21	26	0	46	13	156	0	14	0	14
SP112947	0	48	0	0	16	0	6	1	7	11	0	16	28	19	5	34	9	0	125
SP112985	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	24
SP112925	5	13	9	19	0	0	8	5	17	22	56	17	0	11	10	6	16	8	114
SP112937	6	12	1	0	9	3	5	0	21	9	0	0	2	12	0	22	11	0	9
SP112989	0	20	0	0	0	0	2	0	21	6	0	9	2	5	8	36	4	0	9
SP111145	23	43	6	18	0	0	12	0	28	1	0	46	26	22	3	31	7	2	1
SP111143	8	30	8	32	0	4	7	0	28	15	0	2	44	14	8	10	8	0	1
SP125584	2	3	0	0	0	0	3	2	0	0	0	0	0	1	3	0	0	0	0
SP111144	12	90	2	24	0	0	11	1	42	23	0	44	25	22	0	3	16	0	0
SP116296	0	13	0	0	2	0	0	0	1	0	0	9	32	0	2	0	10	0	1
SP116254	15	81	5	0	0	13	44	2	6	24	0	0	25	0	11	22	6	0	0
SP116256	15	75	4	0	0	6	44	1	5	27	0	0	11	3	8	28	14	0	0
SP116274	10	29	0	0	0	0	9	0	19	7	0	22	0	11	1	11	0	0	0
SP116259	4	68	0	0	0	6	0	0	11	11	0	34	10	0	6	27	11	3	0
SP116290	2	0	1	15	0	0	8	0	5	2	0	0	30	9	2	7	2	0	0
SP116258	4	74	6	11	0	8	25	0	22	19	0	0	15	4	7	18	12	0	1
SP116261	0	0	0	0	0	0	2	0	0	3	10	10	18	1	0	0	3	0	0
SP23463	0	6	0	5	0	0	5	2	0	5	12	5	1	8	8	3	0	0	0
SP116268	3	5	0	7	0	0	0	0	4	6	0	14	8	8	5	2	0	0	0
SP23471	3	17	0	13	0	0	1	0	11	9	0	7	0	6	3	15	3	0	0
SP116266	4	10	0	28	0	0	0	0	15	10	0	13	8	19	8	5	7	0	1
SP116264	3	24	10	32	0	0	0	5	15	21	0	19	2	12	9	25	0	2	0
SP116269	0	33	8	13	0	0	1	2	22	10	0	22	13	19	8	10	4	0	0
SP116275	14	36	0	4	0	2	6	1	22	3	0	29	6	8	5	5	0	0	0
SP23447	4	20	0	4	0	2	2	0	16	1	0	8	0	8	5	10	4	0	0
SP116255	21	86	0	4	0	2	49	2	9	19	0	0	15	3	7	36	11	0	1
SP23455	5	4	1	0	2	5	0	0	3	6	16	0	7	26	8	8	3	0	1
SP23475	8	4	1	10	0	0	0	1	12	3	0	5	19	12	2	5	0	0	0
SP116227	5	85	15	21	0	13	11	0	15	2	0	0	17	8	9	0	11	0	2
SP116226	3	1	0	4	0	0	1	0	9	5	20	5	8	3	0	5	0	3	0
SP23443	13	62	7	10	1	0	0	4	7	17	0	8	30	5	1	22	6	6	0
SP116260	12	36	2	20	0	0	5	0	13	4	0	21	22	1	3	26	4	0	0
SP116280	16	144	13	19	0	20	18	4	48	26	0	21	0	44	11	46	15	5	0
SP116224	2	25	3	0	0	0	10	0	4	2	0	11	13	0	0	11	0	0	0
SP116249	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
SP116232	1	1	0	0	0	0	0	0	0	2	0	6	4	0	3	0	0	0	0
SP116251	1	0	0	4	0	0	0	0	0	0	9	2	12	5	0	17	7	1	0
SP116272	9	38	1	0	1	0	5	0	34	3	0	17	0	5	0	9	0	1	0
SP116286	3	8	0	0	0	0	0	1	8	5	0	1	11	0	5	2	5	0	0
SP116282	3	31	2	0	0	2	0	0	7	11	0	17	22	3	0	15	2	4	1
SP116288	2	5	0	0	0	0	0	0	1	1	2	0	3	0	0	3	5	0	0
SP23467	3	32	0	6	0	0	7	0	2	1	0	27	19	6	3	0	5	1	2
SP116263	2	11	1	0	0	0	4	0	0	5	4	11	11	11	0	0	3	0	1
