Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP24708	0	76	65	0	24	59	0	80	84	24	11	2
SP24301	31	117	94	1	41	88	3	78	133	3	18	34
SP27201	0	74	120	5	23	65	0	92	75	4	28	11
SP28791	0	21	23	13	5	10	0	51	26	0	9	9
SP23739	28	13	26	3	27	38	0	61	49	1	6	1
SP24702	52	83	68	0	31	47	0	53	90	0	50	9
SP25332	11	14	17	6	16	14	2	10	42	7	9	6
SP28335	28	2	35	4	30	11	0	69	92	4	11	26
SP26709	30	56	27	3	23	14	0	21	36	0	2	20
SP25350	3	42	57	14	11	95	2	70	115	4	6	24
SP25380	8	70	106	9	28	69	4	100	53	7	34	16
SP24565	7	4	16	0	24	33	1	53	96	0	0	3
SP25833	19	86	38	0	30	43	0	79	80	0	34	2
SP25905	15	0	22	2	32	22	0	71	25	2	4	13
SP26439	0	23	18	5	21	2	0	16	19	3	39	15
SP24236	18	62	129	5	23	80	0	157	88	0	22	19
SP23925	12	34	134	0	52	1250	0	32	231	7	4	1
SP24815	31	54	100	0	40	44	3	105	122	39	0	38
SP27957	57	1	66	0	31	48	0	64	50	8	39	11
SP27603	0	41	45	0	33	33	0	77	81	6	28	35
SP27825	22	54	97	0	40	53	0	80	120	15	20	17
SP24135	5	47	83	0	401	82	1	123	165	55	79	23
SP26499	0	43	30	4	18	22	0	43	26	23	24	16
SP25518	21	60	105	5	38	79	9	154	31	0	44	11
SP28659	78	29	111	0	461	135	0	168	125	30	54	0
SP23622	1	45	59	0	4	53	8	71	122	1	17	11
SP27939	0	49	27	0	19	19	0	50	69	29	32	22
SP23754	7	6	19	4	13	11	0	31	14	11	9	4
SP29697	20	53	44	7	15	37	0	38	48	23	6	22
SP27339	21	35	40	0	20	12	3	55	91	9	18	8
SP29559	11	50	11	11	516	19	3	130	5	29	4	25
SP29331	35	15	81	0	39	44	0	107	54	31	21	26
SP26475	13	85	58	0	21	19	0	59	66	32	34	20
SP23775	22	46	89	0	452	86	0	148	113	21	24	19
SP28275	49	0	21	0	28	53	0	33	62	3	3	36
SP28581	4	61	78	0	30	55	0	59	71	0	42	21
SP23639	13	58	70	0	36	63	2	83	100	12	13	23
SP24391	40	38	52	0	31	50	0	86	76	26	12	15
SP28041	63	38	118	0	22	76	0	86	93	5	36	0
SP25494	160	5	184	0	736	172	5	391	149	18	99	37
SP26649	18	44	52	0	30	59	1	43	179	0	10	0
SP78927	4	38	5	0	0	2	0	8	0	0	2	4
SP78913	0	23	2	1	11	4	0	7	0	1	1	1
SP107375	21	43	10	9	30	4	0	26	8	8	16	20
SP107408	24	160	48	11	20	24	3	25	0	1	4	0
SP107439	27	0	4	0	0	0	2	7	0	0	247	0
SP78816	5	27	2	0	2	4	0	1	1	0	2	0
SP78663	65	61	4	8	30	6	0	5	7	0	0	25
SP78709	3	83	5	8	10	4	0	2	9	0	3	4
SP107462	81	89	6	18	9	1	0	16	0	3	0	0
SP78951	0	62	8	6	3	3	0	24	3	4	0	0
SP107435	48	42	17	12	9	17	0	14	7	8	9	16
SP78679	0	63	50	9	8	23	0	28	0	0	0	38
SP107360	0	138	30	25	25	23	4	0	14	38	1	0
SP78819	4	6	3	1	1	2	0	1	2	5	0	10
SP78821	0	65	8	1	3	2	2	27	9	2	14	8
SP107552	10	34	0	0	6	6	0	5	0	3	7	0
SP78865	16	9	2	2	3	0	1	3	1	0	0	28
SP107470	0	84	31	3	1	7	4	8	1	0	3	2
SP78673	2	1	5	0	2	9	0	7	0	0	10	11
SP78824	4	20	3	3	10	3	1	7	0	0	0	0
SP107550	9	19	8	7	0	0	0	7	0	0	0	12
SP78718	76	134	33	8	0	3	0	13	0	0	7	0
SP107451	15	37	6	7	5	1	0	0	8	1	8	2
SP107557	25	28	5	7	6	0	0	4	0	0	3	1
SP107358	0	25	4	1	8	16	2	9	0	5	13	10
SP78731	0	37	5	2	5	2	0	5	0	0	0	8
SP107455	0	31	4	1	0	0	0	6	1	0	0	15
SP107549	5	29	6	0	3	4	2	0	0	0	0	7
SP78814	0	41	3	5	9	2	2	18	0	0	7	26
SP107357	34	186	66	20	17	16	15	9	53	25	40	15
SP78919	13	54	3	4	14	8	2	7	0	0	1	6
SP107453	30	19	12	6	2	3	0	7	4	3	9	5
SP78719	1	2	3	0	0	3	0	0	0	1	0	4
