Samples	ID83A	ID83B
SP24708	118	307
SP24301	229	412
SP27201	130	367
SP28791	38	129
SP23739	59	194
SP24702	205	278
SP25332	44	110
SP28335	48	264
SP26709	136	96
SP25350	83	360
SP25380	133	371
SP24565	15	222
SP25833	151	260
SP25905	21	187
SP26439	42	119
SP24236	137	466
SP23925	75	1682
SP24815	143	433
SP27957	94	281
SP27603	65	314
SP27825	128	390
SP24135	77	987
SP26499	71	178
SP25518	127	430
SP28659	150	1041
SP23622	76	316
SP27939	78	238
SP23754	24	105
SP29697	118	195
SP27339	84	228
SP29559	59	755
SP29331	86	367
SP26475	152	255
SP23775	93	927
SP28275	74	214
SP28581	110	311
SP23639	113	360
SP24391	116	310
SP28041	163	374
SP25494	220	1736
SP26649	99	337
SP78927	63	0
SP78913	34	17
SP107375	100	95
SP107408	278	42
SP107439	49	238
SP78816	44	0
SP78663	211	0
SP78709	131	0
SP107462	223	0
SP78951	91	22
SP107435	151	48
SP78679	106	113
SP107360	243	55
SP78819	19	16
SP78821	94	47
SP107552	71	0
SP78865	48	17
SP107470	124	20
SP78673	6	41
SP78824	38	13
SP107550	53	9
SP78718	274	0
SP107451	90	0
SP107557	79	0
SP107358	37	56
SP78731	61	3
SP107455	52	6
SP107549	56	0
SP78814	66	47
SP107357	361	135
SP78919	109	3
SP107453	81	19
SP78719	7	7
SP78662	18	17
SP107457	185	0
SP107404	192	87
SP78714	65	19
SP107454	69	0
SP107359	260	96
SP78664	113	0
SP78931	103	0
SP78815	40	8
SP107466	134	68
SP78901	231	0
SP107384	250	490
SP107467	16	33
SP78680	45	0
SP78672	52	1
SP107365	91	53
SP78660	54	4
SP78659	27	26
SP107449	54	42
SP78813	72	12
SP78953	33	0
SP78804	106	26
SP107460	54	52
SP107548	133	0
SP78730	173	28
SP78727	110	0
SP78822	204	82
SP78818	101	0
SP78923	36	2
SP107405	267	92
SP107437	144	108
SP78675	120	6
SP107371	221	327
SP107556	190	0
SP78807	54	31
SP78945	90	0
SP107480	54	16
SP107448	81	8
SP107436	138	0
SP79150	5	15
SP107546	267	0
SP107459	69	42
SP78823	22	0
SP78666	80	1
SP78721	37	5
SP78665	183	0
SP78935	119	5
SP107458	337	0
SP79160	102	0
SP107479	138	0
SP107377	228	30
SP78937	220	81
SP107444	76	4
SP79144	158	35
SP107469	28	1
SP107373	215	73
SP107406	177	700
SP107369	291	104
SP107403	390	154
SP107363	243	148
SP78955	64	0
SP78711	1	1
SP78677	35	17
SP78805	141	0
SP107461	45	9
SP107472	19	19
SP107356	109	86
SP78825	47	39
SP107468	95	0
SP78851	554	0
SP78726	40	67
SP107379	388	159
SP107474	101	16
SP107438	53	35
SP107478	136	0
SP78716	259	62
SP78676	181	9
SP107443	17	0
SP107361	301	133
SP107464	226	71
SP78717	10	15
SP78671	82	14
SP78817	35	15
SP107381	204	72
SP107463	253	52
SP107477	143	0
SP78661	135	45
SP78939	62	6
SP78674	269	0
SP107553	10	11
SP107555	137	12
SP107446	51	20
SP78713	378	0
SP78720	67	23
SP78947	81	0
SP78875	38	9
SP107554	272	0
SP107407	328	158
SP78820	125	0
SP78668	10	17
SP107547	57	0
SP79148	335	0
SP107386	399	5
SP78921	183	0
SP107545	87	15
SP107440	88	9
SP79066	25	37
SP107473	105	1
SP107362	172	70
SP78722	18	8
SP78729	154	0
SP107441	168	0
SP78873	98	0
SP47708	118	121
SP47990	33	111
SP48414	38	112
SP48135	127	235
SP47652	43	74
SP48888	37	38
SP48426	4	19
SP48480	133	177
SP48263	15	67
SP47628	5	53
SP47808	76	133
SP48850	47	327
SP48189	81	392
SP48073	59	96
SP48008	21	565
SP48504	44	348
SP48534	113	125
SP48010	39	98
SP79365	7	4
SP79237	2	11
SP79462	2	11
SP79201	4	17
SP79371	7	4
SP79439	0	7
SP79175	0	4
SP79354	1	9
SP79184	4	7
SP79312	7	11
SP79252	2	7
SP79294	7	15
SP79246	8	12
SP79458	1	15
SP79222	9	25
SP79178	0	8
SP79474	5	5
SP79387	0	4
SP79306	2	16
SP79270	1	12
SP79210	1	2
SP79427	3	3
SP79297	6	14
SP79368	5	4
SP79351	6	5
SP79300	2	2
SP79435	2	8
SP79288	1	8
SP79447	0	8
SP79403	0	4
SP79377	3	9
SP79327	2	0
SP79324	0	3
SP79359	0	5
SP79330	2	2
SP79391	4	24
SP79399	2	4
SP79243	1	0
SP79192	2	1
SP79395	6	28
SP79195	4	4
SP79318	0	7
SP79282	5	14
SP79261	0	2
SP79228	4	5
SP79431	7	4
SP79172	2	10
