Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP18310	103230	17728	12253	0	0	0	0	771	0	0	0
SP17172	33004	1100	5129	0	0	0	189	458	0	0	0
SP96133	58981	8508	5285	2522	0	0	69	2023	0	0	0
SP110242	87556	14162	18380	3089	0	0	0	1308	0	0	0
SP114330	238	24	621	0	0	196	19	73	10	66	41
SP21017	84852	12759	13366	0	0	0	0	1402	0	0	0
SP22383	61872	8517	6141	0	0	0	0	2758	0	0	0
SP81312	3705	182	6415	0	0	0	568	564	0	155	0
SP22031	584	0	2722	0	0	0	154	19	12	2	1
SP96112	140	7	283	41	0	158	4	33	3	49	35
SP19215	54820	10271	5597	0	0	0	0	3043	0	0	0
SP96120	428	0	748	132	0	299	171	63	3	103	68
SP16886	793	65	5671	96	0	0	712	174	31	121	0
SP96124	565	0	669	120	0	207	10	0	2	39	25
SP19295	1003	10	2977	0	0	0	112	81	8	64	23
SP19670	284	13	588	0	0	196	11	9	0	16	33
SP17905	3889	1797	5964	7938	0	0	842	4839	0	397	0
SP16934	448	0	531	0	0	211	225	59	1	39	20
SP20993	532	0	951	0	0	277	139	29	0	60	16
SP19983	798	2	728	0	0	399	226	66	0	21	32
SP18121	65707	9414	23542	0	0	0	61	1306	0	0	0
SP96122	920	0	922	121	0	388	49	11	0	27	36
SP119755	874	1	697	0	222	265	109	127	0	63	53
SP96126	1000	0	1824	121	0	252	32	0	3	17	51
SP19606	125	5	266	0	126	106	125	103	0	104	40
SP96118	4923	2385	619	1110	0	0	0	428	0	0	0
SP21528	278	14	677	0	0	203	39	24	0	33	34
SP21400	2058	9	7667	0	0	0	412	350	3	52	0
SP23078	101	1	127	135	0	211	298	48	2	61	69
SP17430	84	0	216	0	0	149	18	62	0	67	30
SP96110	383	3	376	0	28	254	65	48	0	56	32
SP18946	5672	628	6356	2242	0	0	330	1467	0	106	0
SP21057	884	22	640	0	0	262	100	75	0	90	59
SP22750	279	11	556	0	0	244	49	18	0	33	36
SP19750	295	0	729	0	0	132	17	16	3	9	31
SP17016	597	0	443	0	0	339	14	49	0	52	18
SP16958	505	0	638	200	0	662	18	49	8	24	177
SP17329	186	16	313	0	0	153	32	103	2	44	14
SP96116	342	0	551	166	0	151	28	0	10	29	42
SP96129	600	0	540	0	0	410	25	34	0	39	59
SP21193	325	0	384	0	0	158	18	64	1	43	48
SP18787	608	0	1237	14	0	263	17	0	0	43	77
SP96114	193	20	605	0	101	237	93	62	1	79	36
SP19582	64	10	192	0	7	62	37	137	1	49	23
SP17294	724	23	950	0	0	194	205	100	0	44	25
SP80367	42	20	323	0	0	66	464	92	7	46	33
SP82087	174	22	419	0	0	213	104	49	0	48	17
SP80615	2613	447	10007	2984	0	0	1723	1239	0	326	0
SP80271	417	5	588	0	0	160	39	64	1	51	48
SP81172	226	0	149	213	44	7	195	282	0	142	45
SP81840	837	10	1036	86	0	196	18	82	0	20	79
SP80657	43	3	288	0	151	71	23	41	0	31	31
SP81494	144	27	395	0	0	111	74	311	0	93	30
SP81711	471	8	1090	0	0	285	116	289	6	38	126
SP80423	320	0	285	0	0	239	36	146	0	83	38
SP80754	247	25	400	0	0	178	11	370	5	13	71
SP81440	46	6	163	61	0	91	26	33	0	33	18
SP80950	281	3	247	0	0	190	7	27	0	21	13
SP82103	233	0	968	0	0	173	4	37	0	40	23
SP81137	143	0	602	214	0	264	1248	64	10	0	109
DRUP01010006T	456	0	560	266	0	272	57	18	81	41	67
CPCT02020319T	492	0	285	480	0	282	143	0	69	19	41
CPCT02040021T	175	1	58	806	411	193	134	18	32	3	38
CPCT02110003T	203	0	541	186	0	140	26	0	44	21	35
CPCT02140012T	314	0	389	0	422	123	59	1113	90	4	81
CPCT02040027T	722	0	498	98	626	239	120	0	90	38	54
CPCT02100013T	652	17	549	0	435	243	62	542	122	88	502
CPCT02050048T	262	54	318	311	218	113	74	8	127	39	91
CPCT02060015T	711	0	413	337	41	337	174	9	96	33	21
CPCT02010397T	624	0	297	857	0	325	40	0	44	31	79
CPCT02040040T	286	0	358	608	257	141	174	12	90	47	38
CPCT02110008T	441	0	19	879	0	417	35	90	126	111	59
CPCT02050057T	558	0	884	447	178	287	50	0	77	52	40
CPCT02050061T	195	5	338	214	0	113	50	132	58	55	36
CPCT02110011T	446	4	337	376	0	188	47	9	21	30	15
CPCT02020383T	267	40	117	527	0	244	165	80	44	52	113
CPCT02010414T	709	0	357	0	0	309	402	136	105	98	45
CPCT02210001T	526	9	61	1018	75	140	75	8	24	11	23
CPCT02210003T	609	17	714	480	0	364	83	0	67	103	105
CPCT02330007T	224	15	427	339	0	139	331	58	120	75	46
CPCT02050068T	162	14	125	0	93	140	13	301	24	49	61
CPCT02050075T	321	0	424	0	727	215	455	144	111	129	35
CPCT02040058T	510	0	0	959	0	318	227	17	89	24	84
CPCT02330009T	268	0	283	183	0	184	24	34	36	34	9
DRUP01010007T	2276	0	752	0	335	317	328	90	121	17	50
DRUP01070001T	80158	14650	8329	0	0	0	56	1828	161	0	0
CPCT02040021TII	489	0	140	1058	191	249	137	15	56	0	65
CPCT02340048T	268	0	242	696	0	329	492	0	111	82	119
CPCT02330131T	0	29	71	188	401	180	71	19	43	223	64
CPCT02190027T	286	37	211	317	0	264	75	89	96	102	83
CPCT02050300T	300	9	444	0	499	315	128	0	97	17	99
DRUP01070063T	0	2	0	490	679	96	1603	315	158	179	628
CPCT02060160T	462	48	443	0	21	189	113	65	203	210	271
CPCT02030443T	202	32	0	417	413	199	382	431	53	3	101
CPCT02020651T	253	10	736	48	763	209	287	24	104	31	72
DRUP01090009T	429	15	285	190	0	211	121	14	102	74	117
CPCT02070273T	0	34	584	3	1040	89	258	42	114	13	164
CPCT02210041T	595	0	123	438	0	210	188	33	99	5	104
CPCT02010750TII	0	11	352	101	1171	122	219	0	46	3	89
CPCT02160059T	62	12	654	67	447	137	35	18	31	38	82
DRUP01340003T	73	18	191	0	0	0	2494	155	251	266	48
CPCT02080283T	351	6	204	756	0	345	347	152	53	94	109
