MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	4.34E-04	3.55E-05	1.79E-04	1.16E-03	8.57E-04	7.61E-04	6.32E-04	6.63E-04
1:Del:C:1	6.96E-04	2.67E-05	1.16E-04	1.60E-03	9.05E-04	5.06E-04	4.44E-04	5.24E-04
1:Del:C:2	5.59E-04	2.92E-05	3.05E-05	1.62E-03	6.43E-04	2.91E-04	4.48E-04	4.06E-04
1:Del:C:3	3.19E-04	2.19E-05	7.40E-05	3.46E-04	3.06E-04	1.48E-04	1.73E-04	2.16E-04
1:Del:C:4	2.69E-04	3.32E-05	1.82E-05	2.79E-04	2.19E-04	1.80E-04	1.61E-04	1.11E-04
1:Del:C:5	1.49E-04	5.43E-05	9.13E-05	2.18E-04	7.03E-05	1.98E-04	1.75E-04	1.57E-04
1:Del:T:0	2.29E-04	2.27E-05	1.42E-04	3.29E-04	4.76E-04	4.89E-04	5.88E-04	3.71E-04
1:Del:T:1	1.08E-04	1.59E-05	1.04E-04	3.43E-04	4.61E-04	4.10E-04	4.12E-04	3.41E-04
1:Del:T:2	1.26E-04	2.34E-05	1.26E-04	2.79E-04	3.44E-04	4.51E-04	3.88E-04	2.53E-04
1:Del:T:3	2.36E-04	4.38E-05	1.38E-04	3.51E-04	4.97E-04	4.42E-04	3.29E-04	2.43E-04
1:Del:T:4	1.82E-04	6.37E-05	1.38E-04	0.00E+00	4.43E-04	2.20E-04	2.35E-04	2.31E-04
1:Del:T:5	1.78E-04	4.58E-04	1.33E-03	9.24E-04	6.20E-04	4.24E-04	8.38E-04	2.69E-03
1:Ins:C:0	1.44E-04	1.53E-05	1.89E-04	1.46E-03	2.47E-03	1.51E-03	3.09E-04	9.55E-05
1:Ins:C:1	4.21E-05	5.94E-06	3.57E-05	2.68E-04	4.26E-04	2.94E-04	6.10E-05	1.15E-04
1:Ins:C:2	3.50E-05	5.51E-06	3.90E-05	1.22E-04	1.44E-04	1.25E-04	3.34E-05	8.28E-05
1:Ins:C:3	3.99E-05	7.76E-06	3.27E-05	1.29E-04	1.51E-04	1.22E-04	5.04E-05	2.40E-05
1:Ins:C:4	3.84E-05	1.33E-05	5.20E-05	1.21E-04	1.16E-04	1.41E-04	2.42E-05	4.15E-05
1:Ins:C:5	5.50E-05	3.83E-05	1.12E-04	1.95E-04	4.53E-04	3.21E-04	3.50E-05	1.13E-05
1:Ins:T:0	2.51E-04	1.64E-05	1.11E-04	5.72E-04	9.27E-04	4.76E-04	1.81E-04	1.57E-04
