Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP77443	33	154	0	251	34	57	9	28	59	33	9	2	0	0	41	0	8
SP72118	125	319	7	0	20	26	25	20	81	1	3	0	9	0	21	2	4
SP76891	123	83	0	196	0	5	0	31	28	7	0	12	14	0	42	0	6
SP125732	5513	679	128	0	0	1191	232	0	0	0	0	0	0	0	0	0	0
SP125716	89	337	32	0	28	3	17	41	0	29	44	12	20	0	31	72	9
SP125746	30664	6016	7621	0	0	2038	1118	0	0	0	0	0	0	0	0	0	0
SP125797	230	101	7	165	10	0	13	42	17	0	12	9	29	38	0	60	7
SP76057	57	162	1	150	9	11	30	11	74	20	1	0	0	0	37	0	10
SP69565	297	277	4	110	408	46	40	123	84	56	3	0	20	4	0	13	3
SP75202	52	34	0	121	2	8	2	65	0	26	4	7	49	0	2	0	0
SP110736	155	124	0	111	10	0	22	17	22	4	1	9	21	8	8	0	21
SP107774	4	362	13	0	14	0	17	22	25	13	0	4	9	21	27	0	11
SP110779	65	0	0	308	13	60	11	49	0	8	2	9	24	0	58	0	21
SP107805	65	136	8	86	15	47	3	15	74	16	3	2	0	0	42	3	17
SP110789	60	176	0	0	601	48	3	87	0	49	3	16	12	0	6	3	105
SP71846	111	134	0	135	23	29	15	90	68	0	0	6	11	0	4	0	5
SP70122	132	244	24	90	4	19	18	16	13	13	2	3	12	0	14	0	19
SP71404	392	537	12	0	0	61	24	68	19	45	1	3	30	28	28	1	32
SP76955	37	311	2	18	4	0	60	29	0	18	1	0	13	0	42	0	2
SP107781	66	55	0	0	9	8	2	40	13	25	0	3	23	72	2	0	2
SP70202	27	0	0	216	400	17	10	31	29	83	16	11	0	0	15	3	1
SP70677	12	56	6	0	7	19	1	0	45	24	0	6	17	4	12	0	1
SP70082	27	70	0	0	5	11	8	29	0	15	2	7	35	0	2	5	0
SP70288	279	22	0	373	9	8	21	9	39	10	4	14	15	0	22	0	10
SP70266	27	160	3	0	9	11	16	0	76	16	6	14	31	0	32	0	0
SP107956	186	379	0	0	24	36	16	49	38	24	3	12	37	0	0	0	39
SP70956	82	56	2	91	9	4	9	52	5	21	4	9	19	0	7	0	10
SP108017	59	85	0	25	3	1	8	40	14	7	0	4	17	6	8	5	7
SP71536	48	90	0	81	31	0	16	26	13	13	0	10	14	0	10	0	7
SP70756	117	152	0	3	7	28	2	17	70	15	2	7	23	0	16	0	4
SP76675	126	317	0	148	435	55	27	73	109	51	7	0	0	19	3	0	0
SP71480	93	305	0	0	13	21	21	7	2	4	4	2	39	6	42	0	10
SP70313	65	122	0	0	10	6	5	37	48	25	0	5	40	6	17	0	5
SP73319	42	145	10	35	22	14	14	6	48	23	6	1	2	0	0	0	0
SP107813	140	53	0	256	12	24	25	52	32	5	4	5	2	0	0	0	23
SP77339	37	192	14	85	14	20	10	40	16	10	1	7	29	0	9	0	0
SP76017	85	126	16	0	15	1	0	33	20	7	0	1	24	14	39	0	8
SP76915	98	116	0	0	24	41	19	33	104	8	3	4	0	0	21	0	16
SP71974	281	303	15	443	687	81	55	0	14	134	16	2	0	0	0	0	58
SP70178	167	293	11	114	21	43	9	17	94	12	2	2	20	0	0	1	10
SP107920	99	215	0	0	17	26	30	28	0	15	4	18	0	0	57	2	12
SP110798	47	193	6	26	6	17	21	33	12	14	0	0	28	0	5	0	9
SP107952	74	169	10	130	18	19	3	0	116	14	0	22	0	0	37	0	21
SP70465	20	156	4	0	10	20	4	56	51	20	3	10	28	0	22	0	8
SP70780	143	9	5	378	14	0	26	14	44	9	3	6	7	0	12	0	13
SP110803	25	72	2	0	36	7	0	37	49	109	0	12	5	23	0	0	4
SP107915	71	110	0	91	3	6	29	43	0	18	7	7	21	17	3	2	3
SP71132	172	69	0	422	7	35	27	25	40	5	0	3	15	0	8	0	4
SP71552	90	257	12	64	30	15	24	27	99	35	6	10	6	0	16	0	27
SP69573	48	144	1	0	10	3	12	18	38	19	0	5	0	0	5	0	6
SP75681	30	220	0	21	0	21	30	0	23	19	0	10	0	0	85	0	17
SP107874	133	218	0	260	19	22	26	46	14	16	0	3	21	0	7	1	27
SP110816	28	23	0	123	11	1	21	15	20	13	2	2	19	29	0	0	1
SP77203	708	58	39	360	920	34	36	50	8	126	4	1	34	0	0	2	40
SP76515	50	200	40	56	18	39	20	29	39	32	2	11	18	1	8	0	3
SP110770	168	206	7	0	1	48	25	8	83	25	1	4	3	0	20	0	15
SP69812	41	20	0	92	6	5	0	37	14	13	0	0	29	0	2	0	5
SP76136	157	13	0	346	40	35	3	52	130	151	0	6	14	77	0	0	34
SP70106	45	35	0	0	225	13	199	39	0	36	6	5	6	0	11	0	47
SP108059	64	150	0	0	17	8	11	15	34	13	5	13	22	0	31	0	1
SP108020	98	201	0	26	45	11	15	10	14	14	3	4	48	3	37	1	3
SP76867	128	177	18	64	13	17	11	37	25	15	5	11	10	0	7	0	5
SP108088	81	26	14	200	9	8	7	50	0	33	4	4	48	0	0	0	10
SP71734	87	194	0	0	6	15	14	9	48	19	4	5	20	0	23	2	10
SP76001	27	57	0	51	9	0	5	35	24	14	3	0	16	0	23	0	0
SP108033	115	259	20	0	8	11	2	25	27	35	3	5	17	0	0	0	15
SP110822	121	267	11	0	32	18	14	65	0	13	7	11	34	0	15	0	47
SP69762	104	0	9	198	16	13	12	16	71	2	7	0	6	0	0	0	9
SP107945	85	35	9	274	27	14	21	37	17	13	1	6	47	0	0	0	8
SP107770	53	149	0	0	16	9	14	20	37	18	8	5	11	0	32	2	8
SP73263	148	296	11	0	7	0	14	17	39	9	0	13	10	0	20	4	16
SP77131	102	385	0	21	4	25	35	31	0	20	2	6	27	22	30	1	19
SP75322	537	398	40	244	15	36	99	107	0	46	8	15	3	0	52	1	162
SP70046	11	0	0	169	2	17	11	24	8	5	5	11	0	0	26	0	14
SP70932	56	26	0	296	10	10	12	20	41	32	0	0	6	0	15	0	0
SP71758	1	16	0	87	26	11	6	19	25	108	1	5	11	0	13	0	1
SP71228	293	259	0	41	22	55	28	32	65	28	3	7	57	114	25	0	20
SP76353	20	33	16	29	2	6	9	35	0	2	3	2	20	65	0	0	15
SP69587	29	125	0	0	1	5	7	0	21	1	0	0	3	0	15	0	1
SP69898	303	135	0	602	20	24	35	40	0	5	8	0	86	0	11	1	12
SP75977	51	135	0	0	0	5	10	13	102	16	0	4	2	0	5	0	7
SP70226	34	20	0	157	2	40	11	22	5	0	1	6	0	59	18	0	24
SP108068	97	185	8	0	17	16	23	18	83	22	0	8	23	0	17	0	16
SP107784	104	600	4	327	16	57	50	23	0	14	6	10	2	35	59	0	14
SP110824	43	186	0	0	0	6	10	8	35	22	0	7	23	0	31	0	8
SP76843	127	224	26	291	12	19	30	56	0	7	0	8	16	0	0	1	14
SP71456	115	188	0	91	41	11	18	52	51	28	0	16	44	2	31	0	11
SP108065	136	82	0	88	0	25	24	15	65	7	0	7	11	0	16	0	9
SP70860	191	189	10	45	23	30	16	42	32	16	2	9	46	0	6	3	0
SP71084	74	82	3	157	0	0	19	40	37	22	5	5	7	0	0	0	7
SP72262	26	0	0	157	23	10	7	21	7	27	6	17	9	27	29	0	5
SP69705	123	38	0	127	19	20	24	25	36	4	7	7	22	0	14	0	24
SP107786	157	420	15	0	63	17	45	0	140	114	2	5	18	0	16	0	17
SP71576	51	134	0	0	1	0	10	20	44	11	0	0	15	0	36	2	8
SP108123	47	11	0	159	13	25	1	18	20	9	5	20	17	0	4	0	2
SP74896	53	117	1	118	9	42	13	71	0	9	2	3	12	0	0	0	4
SP71950	70	291	2	29	12	17	20	37	23	10	1	0	42	0	32	2	4
SP108049	21	115	7	0	15	9	5	28	0	35	1	7	9	0	1	0	8
SP116965	125	477	36	0	1028	226	63	224	0	0	3	13	33	0	91	0	33
SP77930	14	19	0	94	7	23	5	12	0	20	0	2	20	0	17	0	3
SP125807	111	313	22	206	9	32	22	47	8	9	5	7	33	0	20	22	11
SP125696	94	163	9	28	10	38	100	33	56	35	4	3	6	0	8	23	5
SP125725	116	29	17	242	19	49	20	2	60	33	7	3	23	0	0	42	36
SP125752	117	130	30	363	12	29	17	3	15	29	2	1	19	0	36	2	1
SP118048	488	0	0	526	11	38	46	33	0	10	7	11	51	0	0	0	182
SP117981	4	114	0	54	14	18	19	27	43	31	1	8	4	0	14	0	11
SP125749	28	100	3	0	5	10	3	50	58	13	3	0	3	0	0	19	6
SP125762	37	285	9	0	4	10	25	42	7	18	4	16	34	40	13	10	21
SP117164	74	143	0	40	15	16	12	31	4	13	0	12	14	0	1	6	7
SP117002	160	321	12	0	13	44	57	22	5	24	2	3	34	0	30	6	14
SP117158	27	0	0	100	5	18	11	55	10	30	1	18	22	0	4	0	4
SP125691	419	623	0	4	16	75	75	43	115	25	3	10	23	0	20	0	11
SP125721	53	153	33	101	11	3	8	18	36	18	4	2	10	0	0	47	2
SP125753	140	45	7	200	10	0	53	31	2	12	4	9	12	0	13	27	4
SP117972	70	88	14	115	8	17	22	41	28	14	3	2	0	0	5	14	15
SP125726	133	154	0	153	0	15	14	38	18	28	1	5	0	27	15	0	14
SP125800	0	14	1	0	2	7	12	0	0	0	0	0	0	0	0	19	0
SP117745	237	375	13	279	4	0	44	21	8	8	2	7	20	25	0	0	5
SP117351	69	123	7	0	5	15	5	31	49	3	0	5	0	0	7	8	13
SP117980	0	32	0	252	21	22	18	13	52	10	8	9	4	0	22	30	7
SP117878	130	231	2	0	7	0	8	50	0	20	3	0	24	44	4	0	1
SP125805	58	137	11	51	8	16	11	23	33	13	6	4	13	18	14	0	4
SP78013	167	410	0	20	14	34	33	0	26	12	0	8	29	0	26	6	7
SP118083	23	0	0	89	64	47	7	105	57	46	5	7	51	28	35	12	9
SP125772	10	96	0	25	0	0	13	18	9	12	0	1	11	33	5	5	0
SP117216	127	19	13	207	11	12	10	28	58	7	0	11	17	0	14	0	11
SP125784	44	67	27	47	22	55	13	23	14	13	1	0	20	11	20	14	7
SP117323	170	260	0	0	26	57	18	116	4	21	2	6	74	102	0	41	14
SP118046	119	248	11	236	8	30	16	18	58	4	1	8	0	0	3	0	5
SP77888	8	40	4	0	8	8	1	12	57	16	0	1	0	0	9	0	0
SP125766	77	157	7	36	0	10	9	2	40	8	1	6	46	0	18	34	58
SP125737	53	6	10	165	42	13	13	102	1	25	2	10	43	0	14	15	8
SP125763	125	77	0	659	20	47	57	69	0	29	25	8	31	0	0	38	14
SP125802	61	68	28	164	8	28	24	30	19	15	0	3	14	0	0	17	3
SP117656	41	15	10	150	128	18	3	80	0	92	1	13	14	0	0	0	8
SP77872	10	51	0	0	1	0	0	16	13	9	0	7	12	0	4	2	9
SP117309	89	282	0	237	2	13	22	13	32	28	0	14	39	0	3	0	4
