Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP123975	0	1992	0	0	6	36	4	17	104	52
SP124044	16	0	0	16	6	0	0	3	20	6
SP123972	17	51	30	41	58	132	0	0	31	53
SP123850	0	6	36	0	3	23	6	0	67	0
SP123902	0	7	30	9	8	36	1	20	46	2
SP123884	57	6	6	37	5	25	7	1	74	1
SP123964	28	5	13	9	3	15	2	0	62	0
SP123995	47	1	0	0	3	9	0	4	63	11
SP123846	6	3	10	0	6	4	3	43	90	11
SP124003	0	7	24	0	7	14	6	0	35	0
SP123876	4	6	31	30	7	15	0	0	40	0
SP123878	28	5	7	0	6	12	5	9	12	7
SP123842	56	1	0	0	0	20	2	0	20	0
SP123900	72	1	19	14	2	1	2	4	19	9
SP123978	4	4	4	11	2	17	0	11	4	8
SP123897	7	3	18	0	12	9	0	21	22	0
SP124013	38	2	13	0	5	11	3	0	53	0
SP124021	27	1	16	0	5	4	0	0	33	3
SP123852	6	10	13	31	6	0	4	11	35	5
SP123998	0	1	0	47	22	31	9	11	27	22
SP123967	0	5	30	25	0	15	0	10	11	0
SP123988	104	11	64	0	4	41	0	34	25	8
SP123984	27	7	10	9	2	13	2	0	33	0
SP123858	0	0	0	4	10	12	1	8	41	12
SP123890	17	0	22	0	4	22	1	0	32	0
SP123950	0	6	17	24	4	17	0	35	33	5
SP123886	0	5	4	11	6	14	2	3	17	0
SP124033	0	3	0	12	4	7	6	0	48	7
SP123892	58	9	11	0	11	32	2	0	57	0
SP123840	0	0	30	19	7	9	7	2	45	3
SP123969	29	3	8	13	10	40	0	5	32	3
SP123953	0	12	28	19	8	21	5	0	18	6
SP123955	2	3	20	0	1	46	2	10	11	0
SP123882	46	4	17	0	6	16	2	6	111	4
SP123894	3	12	10	32	7	17	4	0	105	8
SP124017	11	3	1	4	5	2	3	0	18	0
SP123856	1	1	15	0	5	18	0	7	21	5
SP123854	0	7	0	62	5	10	0	0	32	1
SP123888	0	1	3	16	6	24	6	0	44	8
SP123870	3	4	10	0	2	5	4	8	55	0
SP123958	0	0	2	32	3	5	0	0	20	2
SP123844	32	1	23	0	6	9	3	0	32	10
SP123872	0	4	5	25	21	14	2	51	36	0
SP123874	9	6	39	0	11	15	0	0	30	5
SP123836	0	5	13	28	18	11	0	0	100	3
SP43633	2	6	20	12	5	17	0	4	7	4
SP36498	417	6	134	87	0	36	1	0	0	8
SP37516	284	4	70	139	4	43	2	4	0	6
SP39997	485	11	99	48	11	0	14	0	49	21
SP35617	322	6	171	41	22	57	0	23	12	17
SP37636	0	12	64	102	28	62	7	19	13	6
SP39907	2	20	175	172	6	78	0	36	0	0
SP40736	404	22	179	80	10	89	19	35	2	9
SP42154	177	13	114	183	42	54	0	52	33	12
SP39594	219	24	114	194	0	88	23	45	17	0
SP41453	235	8	124	96	30	57	3	6	11	4
SP34452	662	11	179	300	0	136	5	0	9	0
SP42829	459	17	130	78	48	3	1	27	8	18
SP37970	420	17	164	188	8	95	12	0	64	48
SP34186	484	20	183	149	49	85	16	0	32	12
SP37903	773	8	202	115	13	58	14	0	0	2
SP35849	78	3	74	19	27	41	6	0	28	3
SP36586	58	60	14	18	117	31	6	3	18	19
SP34431	166	7	76	154	0	31	2	22	13	0
SP37432	170	11	118	75	12	65	0	0	26	0
SP35989	36	17	73	150	5	60	11	36	13	1
SP39102	164	7	71	112	16	31	3	0	28	20
SP34493	9	12	148	60	30	73	2	0	16	0
SP36036	192	7	82	12	17	83	1	0	19	9
SP35951	390	34	78	156	6	40	11	65	11	33
SP39248	78	9	82	160	14	50	4	0	27	0
SP34246	243	5	241	133	4	85	1	15	14	24
SP35412	375	0	85	68	8	105	0	25	29	14
SP39298	944	22	256	205	0	116	17	46	26	15
SP38044	447	13	165	16	9	88	18	108	27	0
SP38271	367	26	76	129	9	86	13	0	65	15
SP43201	256	8	96	47	4	116	10	0	16	7
SP34191	185	5	98	103	9	41	9	4	24	0
SP40047	584	73	203	0	8	119	15	0	13	0
SP39349	274	0	88	71	6	68	4	14	52	0
SP37369	152	9	92	112	0	62	0	46	1	0
SP38759	158	17	208	165	17	114	14	0	55	0
SP36218	47	9	24	79	10	35	2	12	91	10
SP43510	653	0	69	0	0	49	9	37	22	14
SP43770	328	9	93	21	9	56	6	54	30	5
SP43651	782	36	92	234	43	25	5	44	67	33
SP106656	888	21	180	0	0	29	15	132	0	42
SP97249	460	43	225	0	167	161	17	30	46	9
SP106638	1068	10	243	0	0	87	11	51	34	37
SP97161	732	21	187	175	17	49	25	0	41	37
SP43696	587	36	231	336	3	51	21	80	0	12
SP97113	545	18	90	52	3	48	15	0	41	16
SP97124	849	17	272	266	0	172	31	9	19	18
SP43808	262	28	154	31	15	74	20	49	30	18
SP43822	0	16	12	14	354	51	7	0	4	0
SP43514	484	9	54	0	2	42	3	30	1	24
SP97258	498	10	180	108	0	110	12	36	9	0
SP97194	775	34	356	545	51	192	31	153	12	27
SP109470	683	36	277	168	77	83	7	153	13	31
SP97278	411	9	129	222	10	37	16	110	0	0
SP109544	699	27	87	160	49	0	9	0	4	10
SP97104	0	20	0	0	22	399	4	4	8	47
SP106577	639	40	170	365	11	37	26	98	37	81
SP109457	78	29	22	0	205	33	12	0	45	10
SP109478	83	4	49	0	8	19	2	0	21	11
SP43688	607	8	30	103	2	24	8	86	21	11
SP97243	316	17	99	97	2	109	12	60	11	4
SP97269	485	25	176	411	9	119	20	32	0	24
SP113926	128	4	59	16	0	63	11	0	35	0
SP106560	188	10	88	150	0	117	9	76	9	0
SP43792	778	20	151	160	3	75	16	90	0	0
SP106602	247	25	70	227	3	66	5	50	34	7
SP97145	181	5	42	21	3	28	1	4	64	11
SP43664	959	31	287	0	78	190	27	84	60	7
SP43532	778	19	146	70	0	0	18	38	25	19
SP102816	145	21	90	207	1	135	10	66	35	0
SP102795	888	24	118	153	89	135	24	33	0	29
SP103197	354	17	187	148	13	120	11	4	29	0
SP102827	769	21	295	82	0	75	16	55	48	13
SP103233	303	14	202	123	16	73	11	65	47	5
SP103507	149	24	508	0	25	0	10	92	0	16
SP103100	345	11	88	3	13	13	6	1	19	10
SP103416	242	8	51	74	12	31	9	33	26	0
SP103005	258	19	76	0	10	47	3	16	21	8
SP102759	794	0	160	144	27	55	16	48	27	31
SP102741	291	8	117	134	37	104	5	27	0	0
SP102945	319	5	92	0	21	95	12	45	28	4
SP103826	366	0	61	81	1	50	1	37	0	6
SP103706	578	0	94	198	0	72	4	79	0	21
SP102897	349	9749	7	491	2113	0	0	288	477	0
SP102881	166	15	44	102	40	76	1	45	18	10
SP103715	320	9	81	87	0	39	6	43	17	15
SP102929	191	8	101	231	3	100	3	66	19	0
SP103619	61	2	81	38	2	23	1	0	7	3
SP103844	129	0	145	108	2	46	6	3	0	0
SP103128	219	23	129	114	22	140	16	28	0	12
SP103300	434	2	170	256	8	96	30	93	0	7
SP103057	426	10	314	63	0	13	3	107	0	0
