Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP29914	411	486	364	197	13	6
SP31046	16	115	0	22	6	27
SP31334	38	159	91	172	40	30
SP30011	4	244	58	285	73	42
SP31174	88	225	36	115	0	28
SP32662	128	321	44	181	19	46
SP31126	110	249	299	625	157	112
SP32958	34	466	5	24	3	24
SP31422	139	202	118	271	32	37
SP33496	309	534	215	106	19	15
SP34005	13	143	32	44	9	18
SP30113	174	45	3324	39	0	0
SP31030	318	517	15	37	3	92
SP33544	79	383	204	481	31	18
SP33688	21	355	0	716	230	23
SP30907	80	123	292	185	30	27
SP30185	6	40	15	15	2	25
SP33837	15	110	39	48	0	25
SP31790	114	168	23	98	24	49
SP30143	25	175	23	58	8	35
SP30071	156	241	228	132	0	55
SP30493	9	64	28	40	7	38
SP32014	157	160	6	64	12	29
SP30332	234	64	1965	47	0	65
SP31814	50	193	24	68	27	23
SP29987	178	384	204	265	41	56
SP30083	71	152	15	64	9	26
SP32742	37	335	51	65	7	48
SP115162	7	92	14	69	0	22
SP29940	82	202	13	35	1	50
SP30843	10	104	2	25	9	20
SP32222	0	0	4	0	1	0
SP31190	86	315	96	195	0	11
SP30077	192	291	216	297	19	74
SP32694	145	313	115	201	0	44
SP33774	9	178	31	62	1	16
SP30093	174	163	18	37	10	39
SP33094	122	259	65	120	19	61
SP30803	16	147	199	212	55	15
SP30675	158	2	2341	0	13	0
SP31854	147	514	331	400	23	56
SP31606	8	269	0	29	5	8
SP30213	21	190	18	63	6	23
SP32894	12	154	14	27	12	13
SP117260	43	51	107	125	11	43
SP117124	205	169	44	77	8	63
SP117932	187	272	27	73	0	54
SP117189	11	41	15	14	14	16
SP117217	3	6	4	7	6	0
SP117779	105	69	22	78	16	42
SP117376	839	166	26	115	6	103
SP117681	45	30	22	22	7	16
SP117408	21	10	24	40	6	8
SP118015	76	159	14	75	0	46
SP117509	278	279	29	124	1	34
SP117482	181	169	57	94	0	17
SP117003	105	167	0	202	43	31
CPCT02060034T	0	60	63	87	95	16
CPCT02020356T	65	176	47	0	133	7
CPCT02050063T	30	93	135	267	123	44
CPCT02030275T	17	281	96	249	184	47
CPCT02070033T	28	184	32	61	61	19
CPCT02030294T	83	129	310	211	245	65
CPCT02070038T	52	369	43	0	113	11
CPCT02080179T	73	36	93	98	280	47
CPCT02010866TII	330	994	869	48	211	7
CPCT02330133T	88	340	598	419	183	62
CPCT02050427T	126	470	101	126	124	26
DRUP01030028T	42	21	16	45	77	1474
CPCT02080193T	80	304	108	131	226	26
CPCT02030556T	158	459	475	339	227	33
CPCT02120111T	17	28	0	0	151	0
CPCT02050341T	18	180	4	0	180	0
WIDE01010210T	36	74	40	9	50	18
WIDE01010208T	663	0	0	0	38	835
CPCT02290033T	104	152	270	195	139	42
CPCT02070323T	12	162	22	13	157	10
WIDE01010450T	251	501	6	14	68	107
CPCT02090049T	59	326	0	0	187	587
CPCT02010866T	247	810	805	207	220	30
CPCT02070363T	58	207	19	275	489	32
CPCT02060222T	12	34	17	0	127	9
CPCT02080251T	156	589	283	623	441	88
CPCT02070384T	100	380	0	18	236	3
CPCT02070386T	282	566	250	368	315	85
DRUP01070051T	49	195	76	275	275	21
CPCT02080137T	302	44	245	0	470	38
CPCT02080157T	36528	984	277	0	833	380
CPCT02330128T	4	142	106	352	219	57
CPCT02070030T	1	5	0	0	100	0
DRUP01050009T	116	366	393	76	270	65
CPCT02070225T	43	154	0	0	357	12
CPCT02070230T	1	143	101	313	219	33
DRUP01070022T	412	37	88	71	165	182
DRUP01050010T	0	0	64	154	203	10
CPCT02050161T	74	316	171	96	92	57
CPCT02050174T	17	208	39	36	92	13
CPCT02050172T	285	655	164	487	260	107
CPCT02050186T	487	313	237	112	167	39
DRUP01070016T	0	49	149	354	97	36
CPCT02080120T	41	237	75	90	75	38
CPCT02030351T	146	161	70	141	655	36
CPCT02060119T	32	157	9	0	263	10
CPCT02080136T	163	476	0	4	129	46
DRUP01010035T	5	23	0	0	133	0
CPCT02070039T	7	63	71	245	119	13
CPCT02030302T	47	255	41	19	100	6
CPCT02070053T	31	98	0	1381	0	0
CPCT02070065T	20	38	24	9	69	28
DRUP01070003T	4	89	28	33	48	26
CPCT02070099T	10	41	29	10	55	9
CPCT02020473T	11	65	27	24	46	10
DRUP01070009T	106	678	0	19	75	30
CPCT02030324T	365	422	71	181	154	47
CPCT02030330T	109	651	231	186	304	33
CPCT02050151T	28	152	11	33	56	16
CPCT02070128T	0	49	148	373	84	38
CPCT02080099T	158	309	52	268	133	65
DRUP01030004T	89	155	344	264	176	78
CPCT02070265T	108	400	40	163	130	68
CPCT02080040T	147	418	106	89	186	55
WIDE01010705T	44	40	41	28	82	18
