MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	5.05E-06	2.64E-05	9.16E-05	2.00E-04
1:Del:C:1	2.74E-06	1.80E-05	6.16E-05	1.34E-04
1:Del:C:2	2.47E-06	1.12E-05	3.59E-05	8.11E-05
1:Del:C:3	4.87E-06	1.08E-05	3.19E-05	4.13E-05
1:Del:C:4	8.25E-06	7.93E-06	2.29E-05	2.72E-05
1:Del:C:5	1.72E-05	2.10E-05	4.18E-05	3.65E-05
1:Del:T:0	3.35E-06	2.18E-05	6.55E-05	1.61E-04
1:Del:T:1	3.50E-06	2.24E-05	5.09E-05	1.45E-04
1:Del:T:2	3.66E-06	2.39E-05	5.74E-05	9.52E-05
1:Del:T:3	9.06E-06	3.85E-05	8.08E-05	1.44E-04
1:Del:T:4	1.73E-05	3.40E-05	6.07E-05	6.59E-05
1:Del:T:5	8.12E-05	2.41E-04	3.98E-04	4.49E-04
1:Ins:C:0	1.72E-05	1.33E-04	3.86E-05	1.71E-03
1:Ins:C:1	1.26E-06	1.44E-05	3.37E-05	7.25E-05
1:Ins:C:2	9.00E-07	8.63E-06	1.74E-05	2.35E-05
1:Ins:C:3	1.67E-06	9.66E-06	1.94E-05	2.51E-05
1:Ins:C:4	4.72E-06	1.06E-05	2.05E-05	2.33E-05
1:Ins:C:5	9.92E-06	2.89E-05	4.71E-05	4.74E-05
1:Ins:T:0	2.90E-06	2.79E-05	5.02E-05	1.19E-04
1:Ins:T:1	1.98E-06	2.06E-05	4.83E-05	8.21E-05
1:Ins:T:2	3.56E-06	1.85E-05	3.86E-05	5.72E-05
1:Ins:T:3	2.79E-06	1.82E-05	3.32E-05	3.78E-05
1:Ins:T:4	3.69E-06	1.83E-05	2.36E-05	3.71E-05
1:Ins:T:5	7.45E-05	2.83E-04	6.55E-04	4.73E-04
2:Del:R:0	3.64E-06	3.71E-06	4.58E-05	9.24E-05
2:Del:R:1	4.48E-06	3.04E-05	5.82E-05	1.17E-04
2:Del:R:2	3.32E-06	1.50E-05	3.30E-05	4.14E-05
2:Del:R:3	9.61E-06	2.19E-06	1.65E-05	4.85E-06
2:Del:R:4	5.44E-06	1.15E-06	9.99E-06	1.00E-06
2:Del:R:5	9.58E-06	2.90E-06	1.85E-05	9.49E-06
3:Del:R:0	2.00E-06	7.46E-06	1.98E-05	3.27E-05
3:Del:R:1	3.76E-06	2.78E-05	6.29E-05	7.71E-05
3:Del:R:2	2.48E-06	1.31E-05	2.53E-05	2.58E-05
3:Del:R:3	1.42E-06	7.10E-06	1.43E-05	8.97E-06
3:Del:R:4	1.67E-06	5.07E-06	1.05E-05	5.51E-06
3:Del:R:5	2.00E-06	4.59E-06	9.20E-06	6.31E-06
4:Del:R:0	1.52E-06	5.45E-06	1.90E-05	2.66E-05
4:Del:R:1	3.15E-06	1.96E-05	3.51E-05	6.01E-05
4:Del:R:2	1.96E-06	1.11E-05	2.36E-05	1.48E-05
4:Del:R:3	2.05E-06	7.47E-06	1.67E-05	1.49E-05
4:Del:R:4	1.14E-06	3.40E-06	1.02E-05	8.17E-06
4:Del:R:5	1.80E-06	1.14E-06	5.98E-06	5.42E-06
5:Del:R:0	1.69E-06	1.39E-05	5.20E-05	1.78E-04
5:Del:R:1	1.73E-06	1.74E-05	3.89E-05	4.02E-05
5:Del:R:2	1.06E-06	8.28E-06	1.63E-05	1.74E-05
5:Del:R:3	1.04E-06	4.58E-06	9.24E-06	6.43E-06
5:Del:R:4	7.27E-07	7.51E-07	3.11E-06	1.22E-06
5:Del:R:5	6.05E-07	9.83E-07	2.75E-06	2.52E-06
2:Ins:R:0	3.08E-06	2.35E-05	4.67E-05	7.91E-05
2:Ins:R:1	1.43E-06	1.47E-05	2.92E-05	4.86E-05
2:Ins:R:2	1.23E-06	1.16E-05	2.77E-05	2.61E-05
2:Ins:R:3	2.69E-06	9.52E-06	1.83E-05	1.97E-05
2:Ins:R:4	5.12E-06	1.46E-05	2.25E-05	2.35E-05
2:Ins:R:5	9.97E-06	4.52E-05	7.67E-05	6.67E-05
3:Ins:R:0	1.32E-06	1.34E-05	3.34E-05	4.78E-05
3:Ins:R:1	0.00E+00	1.36E-05	2.87E-05	3.06E-05
3:Ins:R:2	9.02E-07	7.16E-06	1.56E-05	1.41E-05
3:Ins:R:3	8.70E-07	4.25E-06	7.33E-06	9.49E-06
3:Ins:R:4	9.01E-07	5.92E-06	1.20E-05	1.31E-05
3:Ins:R:5	3.18E-06	1.19E-05	2.10E-05	2.78E-05
4:Ins:R:0	2.37E-06	2.69E-05	5.43E-05	7.02E-05
4:Ins:R:1	0.00E+00	1.27E-05	2.88E-05	3.34E-05
4:Ins:R:2	8.70E-07	6.16E-06	1.21E-05	4.25E-06
4:Ins:R:3	1.26E-06	6.97E-06	1.27E-05	1.30E-05
4:Ins:R:4	1.51E-06	9.15E-06	1.58E-05	2.21E-05
4:Ins:R:5	1.45E-06	1.21E-05	2.40E-05	2.46E-05
5:Ins:R:0	4.91E-06	5.33E-05	1.10E-04	2.20E-04
5:Ins:R:1	0.00E+00	2.93E-05	6.46E-05	8.12E-05
5:Ins:R:2	8.46E-07	7.84E-06	1.54E-05	1.82E-05
5:Ins:R:3	7.73E-07	5.69E-06	9.48E-06	1.30E-05
5:Ins:R:4	4.87E-07	5.53E-06	1.02E-05	6.61E-06
5:Ins:R:5	2.36E-07	3.99E-06	7.45E-06	2.70E-06
2:Del:M:1	4.26E-06	2.24E-05	5.57E-05	1.09E-04
3:Del:M:1	1.39E-06	3.51E-06	2.02E-05	3.17E-05
3:Del:M:2	3.09E-06	2.10E-05	3.58E-05	5.70E-05
4:Del:M:1	2.25E-06	6.82E-06	2.27E-05	3.48E-05
4:Del:M:2	1.58E-06	1.16E-05	2.42E-05	3.94E-05
4:Del:M:3	2.12E-06	1.61E-05	3.84E-05	4.60E-05
5:Del:M:1	2.63E-06	2.83E-06	4.88E-05	1.35E-04
5:Del:M:2	1.13E-06	8.38E-06	4.31E-05	1.05E-04
5:Del:M:3	1.38E-06	7.73E-07	3.66E-05	7.95E-05
5:Del:M:4	7.34E-07	3.81E-07	2.85E-05	4.54E-05
5:Del:M:5	1.59E-06	1.40E-05	3.48E-05	6.76E-05
