Samples	ID83A	ID83B	ID83C	ID83D
SP1086	8.91E-01	1.59E+00	1.81E+00	1.14E+00
SP1003	1.24E+00	2.26E+00	2.35E+00	1.25E+00
SP1677	7.65E-01	1.74E+00	2.03E+00	1.36E+00
SP1305	1.73E+00	2.72E+00	3.28E+00	3.56E+00
SP963	7.82E-01	1.60E+00	1.90E+00	1.56E+00
SP1144	6.90E-01	1.38E+00	1.61E+00	1.21E+00
SP1132	9.08E-01	2.12E+00	2.45E+00	1.53E+00
SP1712	4.68E-01	1.20E+00	1.14E+00	6.08E-01
SP1114	8.00E-01	1.88E+00	1.86E+00	5.31E-01
SP1431	1.02E+00	1.54E+00	1.30E+00	8.00E-01
SP975	1.51E+00	2.44E+00	2.30E+00	2.90E+00
SP1059	1.28E+00	2.59E+00	3.39E+00	1.82E+00
SP1419	1.69E+00	2.57E+00	2.27E+00	1.65E+00
SP1009	7.53E-01	1.89E+00	1.94E+00	1.18E+00
SP1724	6.90E-01	1.19E+00	1.40E+00	7.39E-01
SP96136	1.37E+00	2.19E+00	2.83E+00	2.63E+00
SP967	9.50E-01	1.28E+00	9.45E-01	4.86E-01
SP1781	1.60E+00	2.00E+00	1.98E+00	9.80E-01
SP1174	2.20E+00	2.50E+00	1.43E+00	1.26E+00
SP953	1.38E+00	2.45E+00	2.47E+00	1.01E+00
SP1377	6.91E-01	1.54E+00	1.47E+00	8.90E-01
SP1365	9.74E-01	1.92E+00	2.06E+00	1.81E+00
SP1491	1.18E+00	1.71E+00	1.69E+00	1.67E+00
CPCT02060013T	1.64E+00	2.16E+00	3.48E+00	3.57E+00
CPCT02100026T	1.45E+00	1.75E+00	1.70E+00	1.26E+00
CPCT02070020T	1.90E+00	2.84E+00	2.83E+00	1.95E+00
CPCT02030269T	8.59E-01	1.76E+00	1.32E+00	1.29E+00
CPCT02010944TIII	1.44E+00	2.09E+00	2.14E+00	1.28E+00
CPCT02020867T	1.36E+00	3.17E+00	2.84E+00	2.85E+00
CPCT02070272T	2.81E+00	3.78E+00	3.19E+00	3.86E+00
CPCT02020648T	1.27E+00	2.32E+00	2.54E+00	1.86E+00
CPCT02020362T	1.78E+00	3.10E+00	2.73E+00	1.45E+00
CPCT02440020T	1.60E+00	2.75E+00	2.31E+00	1.70E+00
CPCT02210077T	1.50E+00	2.54E+00	2.56E+00	1.42E+00
CPCT02070445T	1.75E+00	2.38E+00	1.72E+00	1.16E+00
CPCT02020894T	1.50E+00	2.28E+00	2.46E+00	1.36E+00
CPCT02020896T	1.48E+00	1.99E+00	1.86E+00	9.60E-01
CPCT02140101T	1.78E+00	4.76E+00	4.72E+00	2.08E+00
CPCT02210040T	1.93E+00	2.73E+00	2.32E+00	7.62E-01
DRUP01010020T	3.25E+01	3.50E+01	1.34E+01	1.23E+00
CPCT02020902T	1.71E+00	2.64E+00	2.77E+00	2.96E+00
CPCT02070443T	1.95E+00	2.72E+00	2.10E+00	1.33E+00
CPCT02080295T	2.57E+00	3.86E+00	3.47E+00	1.37E+00
CPCT02020916T	1.49E+00	2.25E+00	2.62E+00	1.75E+00
CPCT02020915T	1.25E+00	1.84E+00	1.66E+00	9.70E-01
CPCT02160036T	1.15E+00	2.22E+00	1.42E+00	1.43E+00
CPCT02120184T	1.62E+00	2.36E+00	3.28E+00	2.67E+00
CPCT02050315T	7.12E-01	1.74E+00	1.76E+00	1.25E+00
CPCT02120182T	1.26E+00	2.22E+00	1.87E+00	1.36E+00
CPCT02020940T	5.61E-01	1.93E+00	2.24E+00	1.62E+00
CPCT02010712T	3.28E+00	3.83E+00	2.66E+00	1.72E+00
CPCT02070294T	1.06E+00	2.59E+00	2.05E+00	1.87E+00
CPCT02070299T	2.14E+00	2.96E+00	3.12E+00	1.86E+00
CPCT02050437T	2.46E+00	3.48E+00	2.59E+00	1.35E+00
CPCT02050436T	1.72E+00	3.28E+00	4.44E+00	2.61E+00
CPCT02020952T	1.98E+00	2.94E+00	2.22E+00	1.64E+00
CPCT02020642TII	3.17E+00	4.16E+00	5.14E+00	5.13E+00
CPCT02020958T	1.30E+00	2.12E+00	2.48E+00	1.59E+00
CPCT02020684T	4.37E-01	1.42E+00	1.40E+00	1.42E+00
WIDE01010111T	1.39E+00	2.81E+00	3.13E+00	2.22E+00
CPCT02020958TII	1.30E+00	2.09E+00	2.56E+00	1.52E+00
CPCT02020972T	3.11E+00	4.14E+00	3.14E+00	2.02E+00
CPCT02020971T	9.95E-01	1.52E+00	1.57E+00	9.33E-01
CPCT02330103T	1.84E+00	2.68E+00	2.67E+00	1.82E+00
WIDE01010148T	2.67E+00	4.00E+00	3.82E+00	1.78E+00
CPCT02070480T	1.20E+00	1.87E+00	1.79E+00	1.31E+00
CPCT02360014T	2.29E+00	4.05E+00	4.49E-01	4.36E+00
CPCT02140107T	1.57E+00	2.70E+00	3.64E+00	3.35E+00
CPCT02070485T	2.49E+00	3.54E+00	3.19E+00	2.03E+00
WIDE01010202T	1.94E+00	3.08E+00	2.39E+00	1.71E+00
CPCT02020583TII	2.76E+00	3.54E+00	2.85E+00	1.58E+00
CPCT02020703T	1.13E+00	2.69E+00	2.47E+00	2.17E+00
CPCT02020973T	1.61E+00	2.48E+00	2.60E+00	1.49E+00
CPCT02020940TII	8.51E-01	2.38E+00	2.48E+00	1.63E+00
WIDE01010230T	8.96E-01	1.71E+00	1.50E+00	7.88E-01
CPCT02320002T	1.40E+00	2.65E+00	2.38E+00	2.10E+00
CPCT02050351T	8.23E-01	1.89E+00	1.91E+00	1.24E+00
CPCT02020979T	1.48E+00	2.02E+00	1.44E+00	1.35E+00
CPCT02080315T	1.46E+00	2.87E+00	3.02E+00	2.74E+00
CPCT02120203T	1.40E+00	2.73E+00	2.45E+00	2.77E+00
DRUP01050023T	1.28E+00	2.17E+00	1.99E+00	1.59E+00
