Samples	ID83A	ID83B	ID83C	ID83D
SP1086	35	126	236	58
SP1003	88	219	265	76
SP1677	31	151	391	59
SP1305	82	233	382	1129
SP963	29	142	261	98
SP1144	23	93	209	64
SP1132	38	137	614	51
SP1712	0	254	48	6
SP1114	16	181	381	0
SP1431	30	330	23	13
SP975	62	231	19	1047
SP1059	92	197	725	89
SP1419	191	289	211	88
SP1009	16	214	224	55
SP1724	16	98	158	21
SP96136	102	163	383	504
SP967	48	211	29	5
SP1781	54	582	165	15
SP1174	388	557	24	49
SP953	125	279	488	0
SP1377	6	275	74	26
SP1365	39	314	216	189
SP1491	76	176	35	369
CPCT02060013T	166	111	386	1007
CPCT02100026T	118	203	142	110
CPCT02070020T	290	488	362	224
CPCT02030269T	47	223	64	98
CPCT02010944TIII	100	218	333	68
CPCT02020867T	92	292	265	582
CPCT02070272T	460	910	185	1121
CPCT02020648T	83	224	414	143
CPCT02020362T	106	787	257	107
CPCT02440020T	61	1123	41	116
CPCT02210077T	201	532	415	28
CPCT02070445T	252	403	183	36
CPCT02020894T	162	284	209	66
CPCT02020896T	194	99	189	45
CPCT02140101T	77	844	966	106
CPCT02210040T	293	636	174	8
DRUP01010020T	64426	9471	266	0
CPCT02020902T	214	276	234	659
CPCT02070443T	284	341	158	80
CPCT02080295T	272	1098	217	60
CPCT02020916T	160	106	612	89
CPCT02020915T	96	354	69	41
CPCT02160036T	63	318	44	141
CPCT02120184T	146	202	425	367
CPCT02050315T	11	224	160	76
CPCT02120182T	74	289	181	86
CPCT02020940T	11	133	238	113
CPCT02010712T	442	1533	0	118
CPCT02070294T	99	219	125	158
CPCT02070299T	476	487	624	110
CPCT02050437T	316	1025	172	81
CPCT02050436T	117	194	1334	117
CPCT02020952T	325	448	246	71
CPCT02020642TII	476	433	559	2119
CPCT02020958T	69	150	621	31
CPCT02020684T	6	57	60	176
WIDE01010111T	55	504	524	236
CPCT02020958TII	77	168	614	33
CPCT02020972T	646	771	407	139
CPCT02020971T	42	189	222	30
CPCT02330103T	260	433	198	179
WIDE01010148T	403	797	426	119
CPCT02070480T	118	161	108	126
CPCT02360014T	21	684	0	2107
CPCT02140107T	122	259	277	1120
CPCT02070485T	472	365	410	218
WIDE01010202T	281	508	208	81
CPCT02020583TII	359	1194	279	99
CPCT02020703T	61	295	473	303
CPCT02020973T	117	405	436	40
CPCT02020940TII	16	321	251	105
WIDE01010230T	27	361	62	21
CPCT02320002T	154	189	177	264
CPCT02050351T	45	215	141	113
CPCT02020979T	112	380	43	105
CPCT02080315T	107	363	384	541
CPCT02120203T	75	261	277	683
