MutationType	ID83A	ID83B	ID83C
1:Del:C:0	8.07E-04	6.94E-05	8.85E-04
1:Del:C:1	4.17E-04	4.31E-05	4.40E-04
1:Del:C:2	1.82E-04	3.01E-05	2.07E-04
1:Del:C:3	5.25E-05	5.57E-05	1.63E-04
1:Del:C:4	4.37E-05	5.89E-05	1.10E-04
1:Del:C:5	5.87E-05	1.34E-04	1.46E-04
1:Del:T:0	6.68E-04	9.27E-05	6.77E-04
1:Del:T:1	4.60E-04	6.65E-05	3.88E-04
1:Del:T:2	3.73E-04	5.98E-05	5.18E-04
1:Del:T:3	3.49E-04	9.33E-05	5.57E-04
1:Del:T:4	1.67E-04	1.41E-04	5.20E-04
1:Del:T:5	2.48E-03	2.39E-03	1.32E-03
1:Ins:C:0	8.03E-05	8.68E-05	1.47E-04
1:Ins:C:1	5.37E-05	3.39E-05	8.14E-05
1:Ins:C:2	3.54E-05	1.95E-05	6.82E-05
1:Ins:C:3	2.26E-05	2.87E-05	7.68E-05
1:Ins:C:4	2.23E-05	3.67E-05	6.41E-05
1:Ins:C:5	2.09E-04	1.17E-04	1.85E-04
1:Ins:T:0	7.99E-05	5.92E-05	1.59E-04
1:Ins:T:1	1.77E-04	2.60E-05	2.11E-04
1:Ins:T:2	8.07E-05	3.06E-05	1.22E-04
1:Ins:T:3	5.00E-05	4.10E-05	1.12E-04
1:Ins:T:4	1.27E-04	1.17E-04	1.03E-04
1:Ins:T:5	4.84E-03	3.01E-03	7.57E-04
2:Del:R:0	2.44E-04	2.18E-05	2.51E-04
2:Del:R:1	2.40E-04	5.41E-05	3.20E-04
2:Del:R:2	1.05E-04	2.27E-05	1.34E-04
2:Del:R:3	2.22E-05	2.97E-05	6.63E-05
2:Del:R:4	1.03E-05	2.57E-05	4.75E-05
2:Del:R:5	1.12E-05	5.79E-05	9.28E-05
3:Del:R:0	6.78E-05	2.03E-05	9.50E-05
3:Del:R:1	2.07E-04	4.73E-05	2.62E-04
3:Del:R:2	5.18E-05	2.49E-05	9.03E-05
3:Del:R:3	2.22E-05	1.83E-05	5.19E-05
3:Del:R:4	1.13E-05	1.60E-05	3.29E-05
3:Del:R:5	8.00E-06	1.12E-05	2.75E-05
4:Del:R:0	5.81E-05	1.04E-05	7.25E-05
4:Del:R:1	2.16E-04	2.50E-05	2.54E-04
4:Del:R:2	5.32E-05	2.40E-05	9.36E-05
4:Del:R:3	3.06E-05	2.54E-05	6.12E-05
4:Del:R:4	1.47E-05	1.53E-05	3.83E-05
4:Del:R:5	9.60E-06	1.87E-05	2.57E-05
5:Del:R:0	2.99E-04	3.91E-05	3.15E-04
5:Del:R:1	9.01E-05	3.90E-05	1.03E-04
5:Del:R:2	2.91E-05	2.81E-05	6.89E-05
5:Del:R:3	1.73E-05	1.90E-05	3.02E-05
5:Del:R:4	1.71E-06	9.34E-06	1.86E-05
5:Del:R:5	5.02E-06	8.61E-06	6.89E-06
2:Ins:R:0	4.22E-05	9.48E-05	3.63E-04
2:Ins:R:1	4.26E-05	2.83E-05	8.81E-05
2:Ins:R:2	2.50E-05	2.49E-05	5.73E-05
2:Ins:R:3	1.82E-05	1.90E-05	2.51E-05
2:Ins:R:4	3.24E-05	3.94E-05	7.07E-05
2:Ins:R:5	1.33E-04	1.19E-04	4.07E-04
3:Ins:R:0	1.52E-05	4.65E-05	1.62E-04
3:Ins:R:1	3.44E-05	1.32E-05	5.90E-05
3:Ins:R:2	1.24E-05	8.72E-06	3.26E-05
3:Ins:R:3	3.26E-06	7.56E-06	4.65E-06
3:Ins:R:4	4.17E-06	8.73E-06	1.24E-05
3:Ins:R:5	1.71E-05	2.00E-05	3.27E-05
4:Ins:R:0	1.65E-06	6.12E-05	3.16E-04
4:Ins:R:1	3.28E-05	2.30E-05	6.67E-05
4:Ins:R:2	9.43E-06	1.17E-05	3.04E-05
4:Ins:R:3	9.17E-06	7.09E-06	1.42E-05
4:Ins:R:4	1.47E-05	2.30E-05	3.95E-05
4:Ins:R:5	2.69E-05	3.79E-05	4.40E-05
5:Ins:R:0	0.00E+00	3.58E-04	2.01E-03
5:Ins:R:1	1.52E-04	1.95E-05	1.30E-04
5:Ins:R:2	1.30E-05	1.41E-05	3.83E-05
5:Ins:R:3	9.51E-06	1.63E-05	2.13E-05
5:Ins:R:4	7.72E-06	8.46E-06	1.84E-05
5:Ins:R:5	9.44E-06	1.57E-05	1.69E-05
2:Del:M:1	2.84E-04	3.22E-05	2.27E-04
3:Del:M:1	5.43E-05	8.46E-06	9.15E-05
3:Del:M:2	1.37E-04	2.69E-05	1.58E-04
4:Del:M:1	8.16E-05	1.53E-05	1.06E-04
4:Del:M:2	1.30E-04	7.00E-06	1.70E-04
4:Del:M:3	1.84E-04	1.59E-05	2.21E-04
5:Del:M:1	3.07E-04	2.61E-05	2.04E-04
5:Del:M:2	3.01E-04	1.12E-05	2.42E-04
5:Del:M:3	1.83E-04	1.31E-05	1.39E-04
5:Del:M:4	1.12E-04	1.34E-05	1.23E-04
5:Del:M:5	1.16E-04	2.63E-05	1.27E-04
