MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	9.09E-04	4.43E-03	3.68E-03	4.25E-03	4.12E-03
1:Del:C:1	6.47E-04	2.61E-03	2.65E-03	2.61E-03	3.34E-03
1:Del:C:2	8.42E-04	3.37E-03	2.82E-03	3.21E-03	4.03E-03
1:Del:C:3	2.79E-04	9.55E-04	1.75E-03	1.59E-03	2.19E-03
1:Del:C:4	1.85E-04	7.70E-04	6.95E-04	6.39E-04	1.00E-03
1:Del:C:5	4.60E-04	6.80E-04	4.16E-04	1.06E-03	1.05E-03
1:Del:T:0	5.36E-04	3.67E-03	2.78E-03	3.76E-03	4.16E-03
1:Del:T:1	5.60E-04	2.30E-03	2.26E-03	2.74E-03	2.71E-03
1:Del:T:2	6.49E-04	2.18E-03	2.03E-03	2.45E-03	2.45E-03
1:Del:T:3	5.97E-04	1.80E-03	2.98E-03	3.03E-03	3.45E-03
1:Del:T:4	6.71E-04	1.87E-03	1.05E-03	3.47E-03	2.60E-03
1:Del:T:5	3.30E-03	5.22E-03	2.10E-03	5.31E-03	3.24E-03
1:Ins:C:0	3.92E-04	8.31E-04	2.55E-04	9.45E-04	8.25E-04
1:Ins:C:1	2.22E-04	6.86E-04	4.05E-04	1.44E-03	1.25E-03
1:Ins:C:2	2.47E-04	8.35E-04	2.31E-04	1.12E-03	1.30E-03
1:Ins:C:3	9.01E-05	2.30E-04	2.17E-04	4.79E-04	4.86E-04
1:Ins:C:4	2.42E-04	4.33E-04	1.34E-04	3.07E-04	3.10E-04
1:Ins:C:5	9.16E-04	1.85E-03	4.74E-04	2.40E-03	1.43E-03
1:Ins:T:0	4.21E-04	9.71E-04	7.78E-04	1.46E-03	1.24E-03
1:Ins:T:1	3.92E-04	2.48E-03	2.54E-03	2.57E-03	3.18E-03
1:Ins:T:2	3.19E-04	9.52E-04	8.85E-04	1.01E-03	1.33E-03
1:Ins:T:3	3.97E-04	9.80E-04	5.83E-04	2.04E-03	1.65E-03
1:Ins:T:4	3.37E-04	5.44E-04	4.97E-04	4.78E-04	4.52E-04
1:Ins:T:5	4.42E-03	8.60E-03	4.55E-03	5.49E-03	3.97E-03
2:Del:R:0	4.55E-04	8.98E-04	8.31E-04	1.54E-03	1.13E-03
2:Del:R:1	5.21E-04	1.28E-03	1.17E-03	1.38E-03	1.63E-03
2:Del:R:2	2.38E-04	3.91E-04	7.02E-04	4.59E-04	6.12E-04
2:Del:R:3	2.10E-04	4.26E-04	2.30E-04	4.80E-04	4.52E-04
2:Del:R:4	1.88E-04	2.62E-04	1.22E-07	1.73E-06	8.51E-05
2:Del:R:5	2.33E-04	2.44E-04	5.80E-08	7.43E-08	9.09E-05
3:Del:R:0	2.46E-04	6.77E-04	7.94E-04	7.45E-04	1.09E-03
3:Del:R:1	3.88E-04	1.44E-03	9.89E-04	1.92E-03	2.07E-03
3:Del:R:2	1.10E-04	5.73E-04	4.95E-04	7.53E-04	7.84E-04
3:Del:R:3	8.31E-09	7.07E-05	8.95E-05	1.35E-04	9.72E-05
3:Del:R:4	2.19E-05	1.26E-04	1.65E-04	2.50E-04	2.95E-04
3:Del:R:5	4.30E-05	6.20E-05	3.51E-05	9.84E-06	1.23E-04
4:Del:R:0	1.43E-04	5.07E-04	4.08E-04	6.13E-04	5.52E-04
4:Del:R:1	2.64E-04	1.02E-03	1.75E-03	1.24E-03	2.54E-03
4:Del:R:2	2.11E-04	5.12E-04	5.53E-04	8.91E-04	6.89E-04
4:Del:R:3	9.90E-05	2.60E-04	1.71E-04	3.41E-04	4.42E-04
4:Del:R:4	4.73E-05	2.18E-04	2.57E-04	2.69E-04	5.06E-04
4:Del:R:5	2.33E-08	1.24E-04	6.36E-05	2.16E-04	2.81E-04
5:Del:R:0	1.07E-03	3.06E-03	2.16E-03	3.39E-03	3.30E-03
5:Del:R:1	5.18E-04	8.88E-04	3.09E-04	5.46E-04	6.80E-04
5:Del:R:2	9.49E-05	3.37E-04	1.60E-04	4.71E-04	3.38E-04
5:Del:R:3	9.26E-05	1.53E-04	1.26E-04	1.06E-04	2.15E-04
5:Del:R:4	9.73E-09	1.17E-07	5.99E-08	9.07E-08	1.28E-07
5:Del:R:5	9.73E-09	1.17E-07	5.99E-08	9.07E-08	1.28E-07
2:Ins:R:0	6.20E-04	1.33E-03	8.01E-04	1.23E-03	1.17E-03
2:Ins:R:1	2.57E-04	8.70E-04	8.28E-04	1.29E-03	1.32E-03
2:Ins:R:2	6.58E-05	2.07E-04	1.78E-04	2.43E-04	2.24E-04
2:Ins:R:3	8.51E-05	1.57E-04	6.79E-05	1.14E-07	7.57E-05
2:Ins:R:4	1.40E-04	1.53E-04	7.55E-08	5.21E-05	6.40E-05
2:Ins:R:5	8.07E-04	1.32E-03	5.04E-04	2.09E-03	1.42E-03
3:Ins:R:0	2.84E-04	1.10E-03	3.64E-04	1.46E-03	1.22E-03
3:Ins:R:1	1.06E-04	2.45E-04	2.14E-04	2.95E-04	4.39E-04
3:Ins:R:2	1.29E-07	9.20E-05	9.35E-05	2.59E-04	2.04E-04
3:Ins:R:3	4.18E-05	9.99E-05	4.23E-05	1.43E-04	1.54E-04
3:Ins:R:4	3.84E-05	1.46E-04	1.36E-04	1.10E-04	1.55E-04
3:Ins:R:5	1.44E-04	2.56E-04	1.74E-04	4.26E-04	2.96E-04
4:Ins:R:0	4.25E-04	9.07E-04	3.17E-04	5.84E-04	7.42E-04
