MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	0.00032251862089651697	0.0010113271395675839	0.008835797859792365	0.006627773881664325	0.004070171363418922	0.03569185010157525	0.023737491727806627	0.09935982119292021	0.04118026595562697	0.055250156363472344	0.020347688330803068
1:Del:C:1	0.0004519340509978065	0.00040882831119233744	0.0033324745806748977	0.0023095231223487643	0.003464242076006485	0.015957553724874743	0.010330370548472275	0.04637754729017615	0.02069330113939941	0.031549668365623805	0.01409295010726055
1:Del:C:2	0.00019349899081134937	0.00020477726517128758	0.004900390787042852	0.0022384402405441505	0.0034346295459727117	0.007197470401006285	0.00743446406442672	0.02107106182471398	0.012200565873645246	0.014677638756111264	0.006931468321417924
1:Del:C:3	0.0003750515668252774	0.00022129092313662114	0.013827752830839018	0.003969277282990334	0.004115409856603946	0.00048709811228036414	0.005739426831714809	0.009261717424233212	0.007537296591326594	0.00842232788912952	0.00864711395726772
1:Del:C:4	0.001252986791660078	0.0002752147032697394	0.037785110224858726	0.010317871287015805	0.002040076004341245	0.0027817217772826554	0.004424091054825112	0.0047617996127723924	0.004053579253377393	0.0010677065259173447	0.012298928885871873
1:Del:C:5	0.009799207730468424	0.004201951269060374	0.09143252186244354	0.03148322361987084	0.006232803348975722	0.007345075965858996	0.004159177590017862	0.00044271262887519926	7.684716593473694e-05	0.0009554289374750625	0.02608340675367799
1:Del:T:0	0.0008522834285940917	0.0005746601882856339	0.007012516596296337	0.007440097289872938	0.0029839834545418854	0.019892785444390028	0.019292822491843255	0.09452591786161064	0.016243814373156057	0.03517061844468117	0.019405919464916224
1:Del:T:1	0.0008713418154366082	0.00012680579702646356	0.007048286095960065	0.006754421779369295	0.0032448845075489807	0.015376376725616864	0.027087493711151184	0.10504973417147995	0.008466686576152824	0.003852997754943317	0.008062335175345652
1:Del:T:2	0.001631455601163907	0.00038417196439695546	0.009292793084459844	0.006263614258059534	0.006963613360876479	0.006869040057354141	0.015912154123652725	0.057721084617078304	0.017322963513433935	0.021799853960983454	0.015578221954929177
1:Del:T:3	0.010876988577656448	0.0004402507826489455	0.027245602049370064	0.014336024092917819	0.006824082972598262	0.014129057611571625	0.01889407686656341	0.08894905746448785	0.02464179015252739	0.006583244034227391	0.01343268668249948
1:Del:T:4	0.03132127732969821	0.00234282609224465	0.07197699442971497	0.03175398940773448	0.019852279214101144	1.1070248438045383e-05	0.01803787916433066	0.06440332821570337	0.016635066328346965	0.014287977176863934	0.034093651246512306
1:Del:T:5	0.8390529537200928	0.10816859501574072	0.24462577081842482	0.560801710486412	0.043832175410407494	0.037077929146765144	0.14593898521009363	0.023188021784157086	0.013654863429864295	0.023138958367799205	0.08070727678139232
1:Ins:C:0	0.0005315935160524532	0.0003635436172965001	0.0007433092815111309	0.0008688096916526434	2.2385708726915256e-05	2.2875437887819317e-05	0.38651597827672957	1.2404859610626319e-07	0.002642917698722158	3.1171986520917016e-08	0.00021246064840397595
1:Ins:C:1	0.00021941877806057165	0.001681201062456239	0.0007240523693690193	0.0010650556943255652	0.0006017257297207836	0.0073963617044501	0.015660059992223977	0.007430952095382963	0.0008554810621353681	0.005368725524458568	0.0033199323212829766
1:Ins:C:2	0.00017569435290340607	0.0009861211420502513	0.000793634567553454	0.0009520063494892384	0.0008701098509482108	0.0001284876342106145	0.00282890013535507	0.003030079290376726	0.000625133106350404	0.005529515422531404	0.00291317562025597
1:Ins:C:3	0.00028856781354988923	0.0017298812979424838	0.001196043342230837	0.0006646424327300338	0.0013946873642271384	0.0031306778723956086	0.0012905655269423732	0.0019009910490358096	4.194115172140301e-06	0.002995028027758053	0.0023690688434726327
1:Ins:C:4	0.0007585150732330703	0.09726372636854648	0.005805087715198169	0.001712850742558203	0.0002755723344898797	0.00021097779567796237	0.0006054276273908954	0.0007322756043123313	0.00013362105944832335	0.001657557673468375	0.002215081308766571
1:Ins:C:5	0.005905411152925808	0.10222070097923279	0.025748499531764536	0.012994610832756735	0.02641585910692811	0.008448945666459621	0.0028381938088568857	0.0040142113072545275	0.0019397141353192638	0.002523559486726299	0.017439521115738897
1:Ins:T:0	0.0005573629495847854	0.002175328431185335	0.0024545434325591487	0.0021348623979883996	0.0037895519251469525	0.027676536710932852	0.02020460205152631	0.005370414508215618	0.0035658934572711585	0.008691005293803756	0.004714451549371006
1:Ins:T:1	0.0011963576178641233	0.0018318920175079256	0.0016011719190282747	0.0018296808143350063	0.004424467720964458	0.007962571511161514	0.011283824359998107	0.009154288849848626	0.0030201128563112434	0.05396670244634152	0.025235338491620497
1:Ins:T:2	0.0014932426136510912	0.0024990667263045906	0.004841126475075726	0.0022632487197188312	0.002152322069814545	0.0077283273945795376	0.0047727867466164755	0.008225423059120657	0.0023941794556958484	0.026829200675711037	0.014786450444116781
1:Ins:T:3	0.0006299560208026378	0.0018571909761521965	0.004426766672986559	0.002029128277572454	0.004592578223964665	0.006655284415537608	0.004022378645895514	0.0055314456959604285	0.0014930936997552635	0.02241261870949529	0.012418183251308026
1:Ins:T:4	0.0004009914932976244	0.044186640828847885	0.009546096629928797	0.002788835387909785	0.01772557562100701	0.0006285695728001883	0.0032455162766564173	0.002964677834275733	0.0029080220562173052	0.007496615728305187	0.011297453680599574
1:Ins:T:5	0.04785879666917026	0.42463975340127946	0.22273338962346315	0.14250729240477086	0.7073178374767304	0.23067693236429476	0.12383335480466486	0.061684295973980736	0.03735024722001981	0.05212177232417162	0.30721517495810985
2:Del:R:0	0.0015709175477968528	0.0005090110370474576	0.0033648246795564773	0.004628082376220846	0.0021289892404456625	0.006777675628145516	0.004483780324808322	0.01604936015588464	0.004596097924513742	0.03631245180033147	0.013410897013673094
2:Del:R:1	0.0026421175357245375	8.582900223245815e-05	0.005918520516952412	0.006487811694678385	0.005209309550118633	0.0018243240378797054	0.006081307942513377	0.02533129454823211	0.006212579377461225	0.06320138590410351	0.02797286159999203
2:Del:R:2	0.0010095440673649136	0.00012094513533156715	0.004515189598896541	0.0033323929354082795	0.0013252341718180106	0.0006577268075488973	0.0007550540753436508	0.008214880290906876	0.0022766982077155264	0.020773357583675534	0.009214752387051703
2:Del:R:3	0.004196128600597149	0.0010488285465589796	0.03775418009254281	0.012574489471153355	5.672272134688683e-05	0.00042544763440361067	0.00010986346345816856	0.00041069044536627073	0.0005778808508722477	0.0010170678531092393	0.0067678310002273175
2:Del:R:4	0.0014622989698182209	0.0006897703734284733	0.014583410707656412	0.00592797868699563	0.00017701698168821168	0.0016508473877402707	4.8609020523144865e-05	0.00018803686238307192	0.0003352337569708652	0.0006138651296002706	0.003576104340318125
2:Del:R:5	0.005577834648726139	0.0006773958696538784	0.03463688340852968	0.019121611529262738	0.00032682061661034825	0.00038489691722016773	0.0015179924481319063	0.0009806780466291088	0.0004259803091092351	0.0024723032194106055	0.006173658966094386
3:Del:R:0	0.00034726225208942197	0.00014625077048549428	0.0015268097777152434	0.0014554477333331307	0.0015577482348271587	0.002421700226259418	0.0015157813084078953	0.0043050757835315775	0.0021814233709301334	0.007922589484369382	0.004742463725524431
3:Del:R:1	0.0016904661437729374	6.488410639576614e-05	0.0073051081772428006	0.006650833087041974	0.007632727939635515	0.004596001874976672	0.0037287463364191354	0.020201786296674983	0.006754048357252031	0.0556546132308722	0.027886905797640794
3:Del:R:2	0.0005115050876838723	6.156161624858214e-05	0.002296736152966332	0.0016156698378472355	0.0031230392307043074	0.0016184359663020587	0.0012358804711084304	0.0044664365470816845	0.0012351664615925983	0.013974427183878788	0.006706672351574525
3:Del:R:3	0.0002980423500412144	8.088827344181482e-06	0.0008702142215770436	0.0010218962439103051	0.0005076858204120071	0.0007252052697921485	0.00018352147209043323	0.0009235979335407052	0.00026283976720151256	0.0038067969801596747	0.0017739151074599136
3:Del:R:4	6.296673014730913e-05	2.127741748594758e-05	0.0010600185189679223	0.000475922899076977	0.0005594532788118301	2.916196351065992e-10	4.0164668035913566e-10	0.0026335333516789208	0.000162996687556074	0.0014528608711616897	0.0010620169059551898
3:Del:R:5	0.00025090797556913457	5.1914373884613954e-05	0.0015506154074342504	0.00109772592854128	0.0005629169437270321	3.332161411528034e-05	0.00017720730109431316	0.00011325067509639907	0.00021955346017261235	0.0013059051716431114	0.0010614365030287586
4:Del:R:0	0.000162061066557726	2.693128826649627e-05	0.0007551028917373515	0.000690335559011146	0.0018847624412046571	0.0056783106992952526	0.0024122730111412237	0.0016857043436414188	0.002911957756150514	0.005130887289711836	0.003641589313338045
4:Del:R:1	0.0010797045764047652	5.376852920562669e-05	0.002336511571702431	0.0025440354501915863	0.003171268567930383	0.004274266653592349	0.0016302146456291667	0.010023937501082401	0.0023933641168332543	0.04691311093978584	0.01766789581713965
4:Del:R:2	0.0004459992449483252	5.769306851334477e-05	0.001112836943284492	0.0014489544926072995	0.0002701430224260548	0.002204070020816289	0.0014730663879890925	0.0013823981964560517	0.0008619137099958607	0.010883850922509737	0.003832824154087575
4:Del:R:3	0.0002699044576729648	6.584736658169277e-05	0.0014949246397736714	0.001362176392249239	0.0001686359000450466	0.0033921561570605264	0.00047130859158187375	0.0008099166888212039	0.0003501997653620492	0.0052544126089196655	0.0021996689473235166
4:Del:R:4	0.00018816341715137243	2.2116433793115676e-05	0.0006678576850831063	0.0006571524313039845	0.0007234961534322793	1.276756826287695e-05	1.8486661090832967e-10	0.0009570134432291156	4.310711521071653e-09	0.00010962944640034777	0.0004451479974656891
4:Del:R:5	0.00023433559569866703	2.905787567250684e-05	0.0011447950887050595	0.0008460212789097988	4.501233932387549e-05	0.00036143185925000763	2.621977053252067e-09	0.00016344294734427223	1.3959443587729936e-08	0.0005391016057609476	0.0004132875223815091
5:Del:R:0	0.0008536393500503436	1.663797302171588e-05	0.0010053716920083388	0.001922263926667256	0.006959796818846371	0.05072154838591814	0.004641347284195945	0.013435293186679189	0.06646910887211561	0.028994501859415323	0.019517483188246844
5:Del:R:1	0.0001809297422880718	9.045244582921441e-05	0.0011279485552222468	0.0012694436076071723	0.002490133526735008	0.013161614045966417	0.0006046465003237244	0.010054718606406823	0.0039038885466288775	0.015584480825928039	0.006807235371597926
5:Del:R:2	9.081948386665318e-05	6.286107637606619e-05	0.0003057368501322344	0.00036643505150095733	0.00015813025303941685	0.005098453636746853	8.553791986741999e-05	0.0006211203843849944	0.0005574107076972722	0.002341828747594263	0.000799499859331263
5:Del:R:3	7.240985168948554e-05	5.659356920943992e-06	0.0002788201281327929	0.0002164902066851937	6.497946806121036e-05	0.0020188762713223697	0.00032452964155027075	0.00016307100323883272	0.00017349718757031952	0.00041006972076125693	0.000263742771858233
5:Del:R:4	3.145079071314782e-05	2.1297557543675794e-06	0.00013859273182339037	9.706652395713e-05	4.9021284088048845e-05	0.0007826972694986978	1.294162561862322e-06	2.582719734560257e-05	8.735174761298481e-10	2.5788545805482954e-08	7.001387316545759e-05
5:Del:R:5	8.332191412350198e-06	1.6633387248106145e-05	4.4722079738610534e-05	8.520087003830667e-05	4.843803167741356e-05	0.0002601991102574663	3.652864557324165e-07	0.0001308074850307861	2.498724732381774e-05	2.2937965321458975e-05	6.897969216585587e-05
2:Ins:R:0	0.00019265125250967686	0.003665669204201549	0.0030634233518958354	0.00276341041761043	0.0013228602285380476	0.034704467989504335	0.017021581577137113	0.0018576335779198416	8.512685933226294e-05	0.0052670883946120736	0.0030732880131211005
2:Ins:R:1	0.00029606098818476314	0.00134258124162443	0.000785785535699688	0.0013356157657744916	0.0024059345212481278	0.010773478513583542	0.0010614339201129041	0.004506390157387159	0.0005155543246655725	0.011586827730934602	0.007898840379202738
2:Ins:R:2	0.00041635901943664065	0.0016725574806332588	0.0004412292751658242	0.0006202484954343391	0.001785539138782042	0.0018190573490301175	0.0006128264623475843	0.002198208651683373	0.0011489308754823924	0.006467283695819788	0.0036348442328744566
