MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.06E-04	2.97E-05	1.50E-03	1.12E-03	5.92E-04	1.08E-03	5.83E-04	2.68E-03	4.50E-04	3.15E-03	2.83E-03
1:Del:C:1	2.38E-04	9.08E-06	6.25E-04	5.32E-04	5.00E-04	5.97E-04	3.19E-04	1.29E-03	2.32E-04	1.07E-03	1.29E-03
1:Del:C:2	8.17E-05	2.00E-05	3.93E-04	3.24E-04	2.45E-04	3.83E-04	2.01E-04	8.11E-04	1.89E-04	6.90E-04	5.90E-04
1:Del:C:3	2.04E-04	3.33E-05	1.18E-03	5.77E-04	2.30E-04	1.07E-04	1.68E-04	4.62E-04	1.24E-04	4.38E-04	9.88E-04
1:Del:C:4	6.22E-04	5.02E-05	3.52E-03	1.70E-03	1.95E-04	2.37E-04	1.90E-04	3.91E-04	1.27E-04	1.78E-04	2.85E-03
1:Del:C:5	1.49E-03	1.13E-04	7.03E-03	3.53E-03	5.00E-04	4.13E-04	2.52E-04	1.86E-04	2.79E-05	2.42E-04	5.82E-03
1:Del:T:0	3.51E-04	1.31E-05	1.34E-03	1.46E-03	5.61E-04	7.82E-04	5.36E-04	2.33E-03	4.80E-04	1.40E-03	1.80E-03
1:Del:T:1	1.10E-04	9.21E-06	1.67E-03	1.69E-03	6.27E-04	8.24E-04	6.05E-04	3.82E-03	4.53E-04	8.35E-04	1.88E-03
1:Del:T:2	2.55E-04	1.28E-05	8.97E-04	1.00E-03	6.19E-04	4.18E-04	3.93E-04	1.52E-03	3.27E-04	8.73E-04	1.10E-03
1:Del:T:3	5.08E-04	6.62E-05	2.26E-03	1.72E-03	7.94E-04	6.35E-04	5.28E-04	3.02E-03	4.78E-04	1.23E-03	2.12E-03
1:Del:T:4	1.42E-03	2.05E-04	5.54E-03	3.44E-03	1.51E-03	1.11E-05	4.84E-04	2.42E-03	4.23E-04	1.53E-03	4.24E-03
1:Del:T:5	9.03E-03	4.85E-03	1.81E-02	1.56E-02	6.01E-03	4.18E-03	1.03E-02	5.22E-03	1.64E-03	4.73E-03	1.21E-02
1:Ins:C:0	3.98E-05	6.14E-05	1.71E-04	1.34E-04	2.24E-05	2.25E-05	5.80E-03	1.02E-07	2.51E-04	1.43E-08	1.44E-04
1:Ins:C:1	1.34E-04	2.00E-05	1.21E-04	1.91E-04	9.46E-05	2.36E-04	3.10E-04	4.14E-04	6.83E-05	4.98E-04	4.01E-04
1:Ins:C:2	1.08E-04	9.14E-06	1.06E-04	1.97E-04	9.68E-05	3.95E-05	9.43E-05	2.55E-04	4.02E-05	3.22E-04	2.83E-04
1:Ins:C:3	3.17E-05	2.17E-05	9.96E-05	8.12E-05	1.37E-04	1.55E-04	8.24E-05	2.45E-04	3.13E-06	2.95E-04	2.52E-04
1:Ins:C:4	1.34E-04	1.15E-03	1.01E-03	2.63E-04	9.01E-05	7.02E-05	8.78E-05	1.78E-04	2.92E-05	2.49E-04	4.58E-04
1:Ins:C:5	3.73E-04	9.26E-04	1.44E-03	1.15E-03	7.29E-04	5.45E-04	2.58E-04	8.89E-04	1.22E-04	5.57E-04	1.58E-03
1:Ins:T:0	8.34E-05	1.82E-05	3.59E-04	3.00E-04	2.35E-04	5.92E-04	3.91E-04	5.18E-04	1.02E-04	6.86E-04	5.03E-04
1:Ins:T:1	8.29E-04	1.93E-05	2.37E-04	8.44E-04	5.82E-04	5.48E-04	3.64E-04	9.46E-04	1.30E-04	3.54E-03	3.19E-03
1:Ins:T:2	5.11E-04	3.30E-05	3.80E-04	3.83E-04	2.68E-04	4.74E-04	2.24E-04	7.03E-04	9.34E-05	2.22E-03	1.92E-03
1:Ins:T:3	3.39E-04	2.10E-05	2.40E-04	2.87E-04	2.99E-04	3.28E-04	1.80E-04	5.34E-04	7.64E-05	1.26E-03	1.16E-03
1:Ins:T:4	1.51E-04	4.04E-04	7.60E-04	4.00E-04	6.68E-04	1.58E-04	2.25E-04	4.34E-04	1.16E-04	7.45E-04	8.71E-04
1:Ins:T:5	2.44E-03	3.66E-03	1.33E-02	1.03E-02	8.63E-03	8.72E-03	4.40E-03	7.84E-03	2.17E-03	6.61E-03	1.44E-02
2:Del:R:0	2.86E-04	4.70E-05	5.56E-04	4.91E-04	2.70E-04	4.00E-04	2.07E-04	1.31E-03	1.32E-04	1.23E-03	1.42E-03
2:Del:R:1	6.65E-04	5.94E-05	4.73E-04	7.44E-04	4.82E-04	2.56E-04	2.48E-04	1.35E-03	1.69E-04	1.43E-03	2.06E-03
2:Del:R:2	1.45E-04	7.54E-06	3.10E-04	2.59E-04	2.07E-04	1.31E-04	8.85E-05	5.40E-04	9.02E-05	6.72E-04	7.29E-04
2:Del:R:3	6.72E-04	4.98E-05	3.92E-03	1.69E-03	3.04E-05	8.78E-05	3.10E-05	9.99E-05	4.60E-05	2.07E-04	1.78E-03
2:Del:R:4	2.80E-04	2.10E-05	1.41E-03	6.96E-04	7.41E-05	1.05E-04	1.45E-05	6.75E-05	3.11E-05	1.12E-04	8.08E-04
2:Del:R:5	9.16E-04	6.00E-05	5.99E-03	3.14E-03	1.60E-04	9.88E-05	1.14E-04	2.96E-04	4.79E-05	4.76E-04	1.77E-03
3:Del:R:0	9.79E-05	5.29E-06	3.24E-04	2.21E-04	1.82E-04	1.81E-04	1.02E-04	3.15E-04	8.17E-05	4.33E-04	4.33E-04
3:Del:R:1	5.02E-04	6.45E-05	5.26E-04	7.52E-04	4.96E-04	3.91E-04	2.24E-04	1.53E-03	1.58E-04	2.19E-03	2.25E-03
3:Del:R:2	1.13E-04	3.01E-05	1.53E-04	1.86E-04	2.32E-04	1.59E-04	1.16E-04	4.38E-04	6.33E-05	6.86E-04	6.15E-04
3:Del:R:3	3.98E-05	1.57E-06	8.35E-05	1.05E-04	7.73E-05	1.05E-04	2.67E-05	1.49E-04	2.36E-05	3.07E-04	2.13E-04
3:Del:R:4	2.46E-05	1.87E-06	1.54E-04	7.78E-05	1.00E-04	2.92E-10	4.02E-10	2.28E-04	1.84E-05	1.67E-04	1.56E-04
3:Del:R:5	6.62E-05	7.04E-06	2.63E-04	1.69E-04	7.28E-05	1.22E-05	2.27E-05	6.40E-05	2.25E-05	1.30E-04	2.15E-04
4:Del:R:0	6.00E-05	2.52E-06	1.69E-04	1.03E-04	2.13E-04	2.00E-04	1.20E-04	2.62E-04	8.64E-05	3.35E-04	3.48E-04
4:Del:R:1	2.68E-04	4.53E-06	3.32E-04	4.09E-04	4.18E-04	3.94E-04	1.62E-04	1.27E-03	1.02E-04	1.70E-03	1.91E-03
4:Del:R:2	7.64E-05	4.39E-06	1.95E-04	1.75E-04	8.26E-05	1.52E-04	8.41E-05	2.96E-04	5.02E-05	4.78E-04	4.75E-04
4:Del:R:3	8.17E-05	4.58E-06	3.37E-04	1.93E-04	5.83E-05	1.48E-04	4.77E-05	2.23E-04	2.93E-05	3.57E-04	3.39E-04
4:Del:R:4	4.02E-05	3.07E-06	1.38E-04	9.57E-05	7.36E-05	5.96E-06	1.85E-10	1.05E-04	1.26E-09	4.54E-05	9.22E-05
4:Del:R:5	5.16E-05	3.09E-06	2.65E-04	1.32E-04	2.82E-05	4.26E-05	2.07E-09	6.11E-05	1.23E-08	7.62E-05	9.18E-05
5:Del:R:0	5.89E-04	1.66E-05	3.42E-04	6.94E-04	9.70E-04	1.13E-03	2.69E-04	1.09E-03	4.93E-04	1.52E-03	2.03E-03
5:Del:R:1	7.09E-05	1.97E-05	2.03E-04	2.11E-04	2.07E-04	3.71E-04	7.03E-05	6.05E-04	1.26E-04	5.90E-04	6.38E-04
5:Del:R:2	1.68E-05	4.40E-06	6.40E-05	6.22E-05	3.71E-05	1.42E-04	1.59E-05	1.00E-04	4.11E-05	1.80E-04	1.31E-04
5:Del:R:3	1.95E-05	9.28E-07	3.45E-05	3.18E-05	4.01E-05	7.73E-05	2.90E-05	4.94E-05	2.18E-05	6.22E-05	4.58E-05
5:Del:R:4	7.12E-06	6.92E-07	2.00E-05	3.32E-05	1.14E-05	3.53E-05	1.25E-06	1.84E-05	4.25E-10	7.71E-09	2.49E-05
5:Del:R:5	3.99E-06	1.16E-06	1.36E-05	1.68E-05	1.51E-05	2.70E-05	3.57E-07	3.40E-05	9.20E-06	1.67E-05	2.59E-05
2:Ins:R:0	5.86E-05	4.76E-05	5.21E-04	3.39E-04	2.52E-04	6.09E-04	3.35E-04	5.25E-04	2.06E-05	4.93E-04	4.75E-04
2:Ins:R:1	2.04E-04	1.34E-05	1.89E-04	4.87E-04	2.25E-04	2.89E-04	1.11E-04	4.65E-04	4.35E-05	1.02E-03	1.00E-03
2:Ins:R:2	9.87E-05	1.51E-05	9.29E-05	1.28E-04	1.47E-04	1.41E-04	5.58E-05	2.39E-04	6.56E-05	3.92E-04	3.97E-04
2:Ins:R:3	3.66E-05	1.35E-04	2.57E-04	1.38E-04	7.38E-05	1.59E-04	6.83E-05	1.80E-04	3.04E-05	6.46E-05	1.74E-04
2:Ins:R:4	1.35E-04	4.05E-04	9.61E-04	4.24E-04	2.48E-04	1.04E-04	9.35E-05	3.93E-04	3.75E-05	2.58E-04	6.03E-04
2:Ins:R:5	5.84E-04	8.39E-04	3.14E-03	2.07E-03	1.58E-03	9.39E-04	2.17E-04	8.31E-04	1.06E-04	2.97E-04	2.33E-03
3:Ins:R:0	7.12E-05	1.63E-05	2.04E-04	2.28E-04	2.14E-04	3.86E-04	1.82E-04	3.20E-04	1.11E-05	3.50E-04	2.96E-04
3:Ins:R:1	1.78E-04	5.24E-06	1.85E-04	3.49E-04	1.99E-04	1.89E-04	1.49E-04	5.32E-04	6.69E-05	7.26E-04	6.55E-04
3:Ins:R:2	5.87E-05	3.24E-05	5.28E-05	6.92E-05	3.95E-05	6.39E-05	5.13E-05	1.15E-04	3.24E-05	2.75E-04	2.11E-04
3:Ins:R:3	3.98E-06	3.26E-05	3.99E-05	2.60E-05	2.06E-05	1.60E-05	2.64E-05	4.45E-05	4.08E-06	2.53E-05	4.16E-05
3:Ins:R:4	1.17E-05	1.76E-05	2.47E-05	2.91E-05	3.12E-05	6.57E-05	1.13E-05	1.25E-04	0.00E+00	2.55E-05	2.11E-05
3:Ins:R:5	4.85E-05	5.33E-05	2.62E-04	1.71E-04	1.72E-04	7.91E-05	9.25E-05	2.48E-04	8.37E-06	1.16E-04	2.03E-04
4:Ins:R:0	9.77E-06	4.22E-05	2.60E-04	2.03E-04	2.62E-04	6.05E-04	1.71E-04	5.05E-04	5.81E-06	3.67E-04	3.24E-04
4:Ins:R:1	1.77E-04	6.82E-06	2.76E-04	5.10E-04	2.97E-04	2.95E-04	1.18E-04	7.49E-04	5.56E-05	1.11E-03	9.43E-04
4:Ins:R:2	2.59E-05	3.75E-05	7.28E-05	6.10E-05	9.21E-06	4.92E-05	2.70E-05	1.35E-04	3.21E-05	1.41E-04	7.22E-05
4:Ins:R:3	2.67E-05	1.15E-04	1.49E-04	5.51E-05	2.56E-05	4.12E-05	3.41E-05	3.75E-05	1.49E-05	5.91E-05	7.98E-05
4:Ins:R:4	1.62E-05	7.77E-05	1.66E-04	1.01E-04	5.10E-05	1.25E-04	7.12E-05	2.07E-04	2.08E-05	1.20E-04	2.01E-04
4:Ins:R:5	1.20E-05	2.15E-05	1.58E-04	1.40E-04	1.44E-04	2.05E-04	1.14E-06	3.97E-04	9.79E-11	6.91E-05	1.69E-04
5:Ins:R:0	3.84E-09	8.73E-05	6.90E-05	1.81E-06	0.00E+00	3.16E-03	4.51E-09	0.00E+00	5.95E-05	8.33E-10	1.56E-06
5:Ins:R:1	3.92E-04	3.66E-05	5.27E-04	6.19E-04	1.13E-03	5.75E-04	4.28E-04	1.17E-03	1.66E-04	2.40E-03	2.36E-03
5:Ins:R:2	2.01E-05	4.88E-05	7.97E-05	6.43E-05	4.14E-05	9.83E-05	4.05E-05	9.45E-05	4.21E-05	1.43E-04	1.11E-04
5:Ins:R:3	2.27E-06	1.30E-05	5.10E-05	3.73E-05	5.55E-05	6.03E-05	1.86E-05	7.82E-05	0.00E+00	7.17E-05	7.43E-05
5:Ins:R:4	1.59E-06	3.22E-06	3.23E-05	2.21E-05	4.44E-05	5.24E-05	2.69E-05	4.55E-05	3.97E-10	2.72E-05	4.44E-05
5:Ins:R:5	1.13E-06	1.67E-06	1.54E-05	1.90E-05	2.13E-05	2.41E-05	1.97E-05	3.17E-05	1.81E-06	4.75E-05	3.36E-05
2:Del:M:1	3.76E-04	7.05E-05	6.79E-04	7.03E-04	3.92E-04	3.82E-04	1.60E-04	1.31E-03	1.29E-04	1.76E-03	1.84E-03
3:Del:M:1	1.42E-04	2.49E-06	1.56E-04	2.20E-04	1.21E-04	1.44E-04	9.44E-05	3.12E-04	7.60E-05	3.88E-04	2.99E-04
3:Del:M:2	9.89E-05	6.68E-05	2.29E-04	2.66E-04	3.58E-04	2.69E-04	2.01E-04	8.85E-04	1.24E-04	1.28E-03	1.16E-03
4:Del:M:1	9.47E-05	4.10E-06	2.63E-04	1.89E-04	1.68E-04	2.10E-04	8.07E-05	3.15E-04	8.08E-05	3.50E-04	3.99E-04
4:Del:M:2	1.17E-04	1.01E-05	1.42E-04	2.52E-04	1.78E-04	2.42E-04	9.87E-05	6.51E-04	1.04E-04	9.31E-04	8.21E-04
4:Del:M:3	2.67E-04	4.22E-06	1.91E-04	2.60E-04	3.08E-04	2.79E-04	1.91E-04	8.76E-04	1.30E-04	1.19E-03	1.40E-03
5:Del:M:1	3.18E-04	1.84E-05	3.43E-04	5.15E-04	7.43E-04	6.54E-04	2.42E-04	8.36E-04	6.45E-04	1.13E-03	1.38E-03
5:Del:M:2	1.82E-04	2.07E-06	2.97E-04	2.50E-04	3.90E-04	4.65E-04	2.13E-04	8.07E-04	1.19E-03	9.80E-04	8.54E-04
5:Del:M:3	2.13E-05	1.96E-05	2.27E-04	5.68E-04	1.66E-04	1.61E-04	1.71E-04	5.56E-04	1.08E-03	7.37E-04	7.70E-04
5:Del:M:4	6.27E-05	6.88E-06	1.33E-04	1.28E-04	1.92E-04	2.39E-04	9.15E-05	3.64E-04	5.83E-04	3.62E-04	3.83E-04
5:Del:M:5	4.62E-05	4.30E-06	2.48E-04	2.75E-04	2.52E-04	3.60E-04	1.59E-04	5.22E-04	5.34E-04	5.61E-04	3.54E-04
