Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP7692	143	165	18	37	41	27	46	5	47	58	0	0	0	107	22	65	0	27	24	9
SP5052	13	22	13	461	581	97	0	15	37	96	0	31	0	5	12	22	43	29	26	13
SP7785	37	179	16	390	123	73	80	14	121	61	26	8	0	30	48	15	26	0	0	1
SP3415	8	19	1	114	97	32	0	2	27	27	20	21	0	5	14	12	46	5	0	11
SP2799	8	42	0	7	14	4	11	0	0	9	10	11	5	13	19	9	5	24	4	0
SP9979	5	6	4	4	12	3	2	1	36	10	0	16	0	11	6	8	14	0	16	4
SP5393	84	72	0	23	29	24	10	0	2	20	25	18	0	134	36	51	7	25	20	5
SP11292	0	7	1	51	42	7	0	0	4	12	0	12	0	4	6	3	0	0	4	4
SP13036	194	262	23	26	33	81	43	1	18	37	0	58	2	66	29	38	0	7	9	28
SP7421	46	67	3	28	37	35	27	0	19	29	6	14	5	22	9	19	11	31	21	15
SP4875	14	23	6	297	292	67	0	9	115	45	22	2	0	111	28	44	24	0	23	16
SP8795	84	227	7	18	19	26	128	3	19	18	33	17	0	86	27	39	22	1	20	12
SP4820	26	57	26	539	195	96	18	31	104	23	3	1	0	0	56	11	11	0	141	14
SP4593	12	10	0	2	16	5	10	1	0	9	23	29	0	7	11	7	6	14	2	0
SP8085	40	51	0	14	11	12	20	1	7	12	4	17	9	54	9	25	2	23	9	2
SP11235	26	58	6	14	2	27	0	1	8	5	29	11	6	14	3	5	14	10	0	3
SP6730	51	161	7	11	23	10	50	0	32	8	2	27	0	36	19	14	1	39	5	4
SP10635	5	28	0	6	4	3	0	2	20	11	13	22	0	2	14	2	0	11	0	2
SP5381	5	18	1	5	5	1	0	0	3	5	0	5	4	36	1	5	2	11	2	0
SP10084	65	22	9	26	27	93	0	1	44	78	40	32	3	112	34	29	15	12	24	12
SP9251	10	25	9	17	17	39	2	1	0	19	13	25	1	14	8	12	0	11	9	0
SP3016	76	45	0	109	56	30	22	5	21	22	32	16	0	89	39	52	48	0	25	26
SP11045	3	30	0	6	10	10	0	0	0	7	9	6	7	11	5	5	2	0	7	0
SP2826	15	22	0	28	88	9	8	3	109	7	1	0	0	5	0	1	16	7	6	2
SP11171	9	37	0	122	159	16	0	4	40	22	7	14	1	1	12	7	56	5	2	14
SP5784	59	76	3	30	26	51	11	3	6	42	5	43	1	33	18	24	0	0	18	6
SP8564	22	67	10	21	32	9	15	0	11	24	0	31	9	100	25	43	0	0	13	4
SP5844	69	39	10	5	32	13	32	0	28	25	57	14	2	121	14	42	19	35	15	11
SP6519	7	43	0	10	18	3	13	2	0	5	10	11	1	7	11	12	23	7	9	0
SP6766	4	27	0	19	13	7	3	4	0	10	43	14	0	7	5	3	4	20	0	3
SP5448	36	97	0	2	11	8	34	2	54	30	13	19	0	36	16	2	5	33	21	10
SP12049	25	10	0	453	518	56	0	0	37	65	55	33	0	35	25	26	38	0	5	10
SP2714	26	37	1	318	305	61	0	8	119	44	0	2	0	0	10	4	150	0	3	26
SP2801	23	89	15	19	37	25	3	2	13	19	8	52	0	43	38	36	12	35	4	1
SP8891	28	37	0	225	136	30	0	0	53	28	18	3	0	4	28	10	30	22	0	14
SP9481	9	18	0	2	14	2	15	1	17	4	0	14	0	17	7	8	0	15	1	0
SP5808	42	133	11	149	149	40	0	4	38	40	36	30	0	39	5	14	105	29	7	4
SP6429	53	31	0	209	140	57	26	20	52	27	0	42	0	21	0	19	93	11	0	16
SP5017	40	213	19	7	11	18	84	0	8	9	21	20	0	6	16	3	11	33	8	5
SP8229	18	42	0	9	14	14	22	0	15	12	8	29	0	14	13	5	7	6	15	6
SP8157	4	17	10	24	12	10	5	0	26	6	7	7	1	21	0	16	21	12	14	0
SP5279	197	172	7	28	26	31	65	2	12	37	2	36	0	118	28	49	9	21	25	2
SP8660	3	23	6	354	165	28	12	1	34	17	2	5	12	25	17	10	76	20	0	1
SP11878	10	27	2	15	18	22	7	1	41	33	25	28	1	34	14	4	3	14	27	4
SP9433	18	33	2	8	2	17	16	0	20	26	5	0	0	18	15	8	1	13	10	2
SP2881	92	148	24	28	26	66	45	12	34	92	21	33	0	16	26	27	56	0	20	18
SP7378	22	31	1	16	22	16	1	0	24	5	7	0	2	17	12	8	0	7	7	1
SP9816	12	19	1	149	255	28	0	0	30	32	5	52	17	0	32	6	47	9	36	6
SP4265	10	17	0	37	81	3	15	0	5	23	7	1	4	19	6	6	10	3	21	5
SP2793	131	165	7	668	520	34	27	17	29	43	0	18	30	7	0	31	130	43	9	14
SP6825	177	317	7	60	33	24	29	1	32	22	9	51	0	78	21	30	0	82	0	6
SP4523	18	85	13	17	8	12	22	2	27	16	4	23	0	9	23	0	0	19	15	0
SP9930	31	40	0	265	238	26	5	3	76	35	6	10	0	0	6	4	53	0	18	6
SP5820	15	126	1	1	5	7	14	0	35	16	6	22	2	24	20	13	0	0	30	4
SP10470	14	11	4	292	229	36	0	2	29	36	0	38	0	0	31	0	51	4	4	13
SP9648	29	30	7	273	269	34	0	4	15	53	15	45	72	0	39	13	49	28	0	54
SP4535	4	10	2	9	17	16	4	0	9	11	16	26	1	14	14	8	0	0	14	2
SP11808	42	101	0	0	15	17	11	4	21	14	3	6	8	20	8	15	11	37	2	5
SP96163	9	11	3	267	279	10	8	0	0	22	62	34	5	5	0	1	0	0	28	1
SP11948	2	32	11	294	381	8	38	0	63	7	17	0	0	0	10	23	0	5	13	3
SP4557	7	73	4	13	24	13	0	1	7	10	28	10	0	28	17	23	5	2	38	7
SP96147	11	29	9	11	11	22	15	3	8	17	0	42	3	20	39	7	2	0	7	0
SP10150	95	86	8	10	12	18	43	0	25	29	0	2	5	56	15	17	6	19	9	3
SP4472	13	51	10	306	249	5	5	3	65	14	20	3	0	4	6	10	24	11	12	7
SP6813	30	78	16	17	18	11	4	1	35	41	0	0	6	64	30	22	12	25	25	5
SP96511	21	15	0	541	234	84	0	10	2	56	33	10	0	0	25	19	106	28	13	14
SP5636	32	72	13	6	4	12	16	1	23	3	0	5	0	27	6	10	17	9	7	3
SP5559	24	59	14	26	86	3	0	1	84	39	20	27	12	29	4	763	49	7	19	7
SP3631	3	39	9	0	19	18	4	2	25	97	10	25	1	7	5	14	10	32	0	3
SP5473	74	28	29	26	32	22	37	1	23	40	1	25	0	43	27	16	19	0	28	11
SP8394	29	30	0	1	12	5	18	2	22	19	11	21	0	25	20	24	1	46	7	3
SP6115	11	35	2	3	12	28	41	4	0	7	22	18	0	10	10	1	12	6	18	4
SP7291	32	84	13	6	13	10	12	5	26	0	0	19	0	46	8	16	11	6	6	6
SP2997	7	55	3	2	32	7	5	3	0	22	0	14	7	13	2	19	32	0	21	0
SP8831	53	153	13	945	382	33	0	25	142	14	13	0	0	0	20	15	158	0	27	53
SP2731	12	58	5	6	16	5	0	1	11	22	0	8	0	15	4	10	0	7	10	1
SP6223	11	21	0	124	125	26	3	0	46	30	59	48	0	7	17	18	0	3	2	11
SP7171	28	64	1	16	14	13	9	2	2	13	34	48	0	29	29	24	5	5	13	6
SP10563	15	92	3	10	7	8	1	0	40	17	24	12	0	18	14	6	18	13	0	2
SP8987	32	64	8	444	196	44	39	1	128	30	6	0	0	59	29	0	26	0	0	14
SP5980	21	0	14	360	435	65	17	1	0	50	25	11	15	15	25	13	0	3	21	20
SP12186	44	51	4	6	13	1	16	1	1	31	0	32	0	30	9	18	4	0	12	2
SP10944	41	88	4	32	19	35	8	5	58	49	16	42	0	53	22	24	0	5	4	2
SP2766	22	34	1	251	274	44	2	1	0	37	3	1	11	0	27	16	47	5	0	10
SP6673	39	137	2	847	409	103	24	53	270	126	0	0	0	11	43	41	169	0	97	27
SP117698	15	54	2	6	26	7	4	0	0	13	4	23	2	22	12	10	0	0	8	3
SP124201	7	23	7	0	51	28	3	1	103	29	0	57	0	0	35	22	0	0	10	0
SP2143	3	13	3	0	4	2	0	3	38	3	6	14	0	9	5	2	1	1	5	0
SP124191	3	45	0	5	12	10	8	0	0	6	8	37	7	10	11	4	0	0	6	0
SP117247	2	62	3	12	15	7	1	3	2	9	0	32	0	15	12	2	0	13	11	0
SP117362	8	41	1	13	17	1	17	0	1	0	8	12	0	8	14	5	0	19	5	2
SP117470	19	28	1	346	123	44	0	3	80	14	13	2	0	11	16	9	11	22	6	4
SP117586	2	16	0	1	10	7	2	2	7	7	5	0	0	6	10	5	12	8	9	0
SP117709	8	22	3	2	7	4	4	0	9	12	15	29	5	13	2	3	7	11	0	0
SP2157	4	9	1	0	6	2	0	0	9	2	7	0	3	0	3	2	0	2	3	0
SP3368	28	90	6	12	11	18	0	2	27	2	0	0	0	3	13	13	27	18	6	1
SP5666	14	63	0	8	8	3	0	0	0	18	9	29	2	17	24	6	4	2	5	0
SP2781	7	32	14	11	3	13	2	1	15	6	0	29	0	6	8	10	4	9	7	0
SP8532	14	45	3	11	15	11	0	0	18	24	17	15	4	11	11	12	16	3	8	2
SP12856	3	25	3	5	14	7	0	0	0	60	46	7	5	6	13	0	0	0	29	3
SP7456	6	71	8	7	15	7	5	1	24	14	24	0	0	28	12	6	4	30	0	0
CPCT02100011T	7	90	0	1	8	4	25	45	45	11	14	19	13	3	10	18	0	7	14	8
CPCT02020314T	25	81	6	15	7	11	34	32	13	11	0	49	27	40	25	14	17	23	14	10
CPCT02080016T	18	116	12	24	11	17	24	20	0	8	7	34	23	39	7	19	3	4	20	8
CPCT02010359T	145	96	25	514	433	50	41	74	66	58	0	19	58	38	0	17	66	0	57	21
CPCT02020322T	28	29	13	16	6	6	43	16	11	25	1	12	11	20	20	10	0	0	10	0
CPCT02010351T	61	107	11	176	176	35	61	46	107	31	26	74	33	30	87	27	18	35	8	4
CPCT02110004T	10	70	6	25	26	11	21	44	46	12	0	9	22	14	20	15	0	19	5	4
CPCT02040031T	111	161	33	70	62	18	68	24	16	35	0	43	20	75	25	26	17	39	23	18
CPCT02020341T	24	56	4	10	17	7	7	24	12	10	12	19	22	38	2	7	0	34	0	10
CPCT02080025T	56	87	8	39	93	49	44	60	233	51	0	169	13	34	88	36	11	18	15	7
CPCT02080022T	3	30	1	4	0	2	0	27	31	16	1	14	4	20	16	4	32	26	7	7
CPCT02100017T	81	187	22	36	49	20	4	73	6	25	0	16	31	87	35	40	55	26	11	10
CPCT02100021T	66	107	20	6	38	18	10	69	30	18	0	43	61	43	22	19	8	4	19	6
CPCT02020345T	31	86	0	5	35	8	0	79	3	13	9	41	7	13	11	6	13	12	16	0
CPCT02020344T	24	82	14	20	14	25	36	84	0	115	24	2	38	17	29	39	19	16	26	5
CPCT02020347T	31	124	0	8	8	14	39	54	5	11	32	23	29	16	29	4	7	13	7	3
CPCT02100020T	26	66	0	162	226	18	38	94	0	23	15	5	83	14	20	10	51	5	38	9
CPCT02100024T	26	128	22	3	24	34	27	42	26	41	27	8	40	38	21	21	12	32	24	8
CPCT02100023T	39	74	4	8	41	17	51	72	29	48	35	23	26	23	32	16	0	18	0	12
CPCT02080027T	18	67	6	30	29	9	64	34	0	11	5	27	39	17	14	11	0	14	14	15
CPCT02160001T	24	85	11	18	13	14	30	23	18	49	0	28	36	7	17	6	0	21	22	10
CPCT02160003T	465	44	29	1041	539	88	77	90	123	134	65	42	112	0	46	38	189	25	22	41
CPCT02160004T	383	472	28	23	24	29	93	52	9	36	0	34	55	20	22	37	36	77	66	16
CPCT02030261T	67	91	19	18	93	25	11	38	40	38	0	83	14	40	20	31	13	23	33	7
CPCT02040035T	30	75	6	0	18	8	7	31	0	18	8	20	26	36	4	12	17	33	4	15
CPCT02160005T	25	67	21	22	50	22	1	37	97	37	0	28	18	19	29	11	3	0	20	13
CPCT02100027T	48	62	16	5	12	7	7	21	0	18	17	31	18	11	12	16	0	12	4	3
CPCT02010401T	20	24	2	15	24	7	45	42	0	7	8	11	18	24	9	15	0	39	19	3
CPCT02030265T	21	84	3	7	7	8	22	11	0	41	9	14	20	13	24	10	0	34	0	2
CPCT02080031T	0	28	0	0	28	12	5	80	11	11	16	9	3	9	4	6	13	11	10	5
CPCT02030264T	3	11	0	1	1	2	18	34	9	5	12	7	11	10	13	10	20	13	11	3
CPCT02100028T	22	46	4	22	0	17	16	27	0	12	25	30	15	11	15	8	0	33	3	4
CPCT02100029T	52	50	4	30	74	20	22	57	28	28	16	57	24	43	40	34	10	29	31	6
CPCT02020371T	21	47	7	18	32	28	21	24	37	32	8	27	24	17	27	21	12	1	15	6
CPCT02020369T	21	127	21	643	242	17	27	87	112	35	0	6	28	0	22	5	200	37	22	28
CPCT02040036T	10	144	9	53	47	39	17	26	32	52	0	59	52	2	48	28	50	0	6	15
CPCT02080036T	121	20	15	141	241	42	37	69	289	82	0	160	23	62	91	66	20	119	48	13
CPCT02030271T	172	263	14	37	20	28	81	127	50	12	40	11	20	17	11	7	25	44	31	48
CPCT02020377T	25	24	0	14	41	5	1	42	28	13	10	49	4	20	34	27	41	6	1	9
CPCT02030274T	34	81	12	6	3	3	42	42	37	20	0	4	21	39	9	17	18	32	7	6
CPCT02010419T	87	94	27	831	289	78	18	100	79	22	12	0	37	10	23	30	44	0	125	14
CPCT02050053T	149	190	35	28	28	21	87	55	21	53	5	29	44	30	34	29	41	15	39	18
CPCT02050060T	103	199	13	14	43	10	50	33	30	20	51	31	29	22	12	21	18	19	16	5
CPCT02030276T	22	90	0	25	52	19	61	45	57	19	27	23	30	43	14	30	0	72	13	7
CPCT02020382T	22	68	9	804	289	22	55	61	19	22	11	21	33	45	46	15	140	20	25	16
CPCT02020385T	262	272	32	187	108	57	90	39	99	72	0	31	36	69	36	50	49	0	17	85
CPCT02190002T	29	45	5	14	35	17	12	13	42	20	30	12	6	14	22	17	14	0	38	6
CPCT02080039T	17	137	13	27	71	33	61	34	78	27	14	31	20	13	13	23	0	15	40	6
CPCT02040047T	81	306	31	50	46	30	100	28	45	97	41	22	47	29	37	23	34	7	47	19
CPCT02080047T	46	190	19	36	57	21	60	37	32	9	9	63	14	40	27	23	13	3	36	115
CPCT02010422T	33	246	12	541	217	82	26	126	152	36	46	0	64	24	8	24	114	25	73	14
CPCT02060011T	111	108	18	12	20	5	41	35	0	26	19	31	31	20	17	43	30	18	22	2
CPCT02010434T	41	176	14	23	69	33	39	41	92	42	14	58	10	1	41	10	16	40	22	4
CPCT02080049T	244	139	13	27	20	42	100	38	1	23	9	24	49	68	9	26	19	18	13	6
CPCT02020401T	158	338	11	39	120	12	79	33	99	23	0	3	33	9	31	29	0	166	33	10
CPCT02160008T	9	17	0	0	7	1	2	20	0	2	13	1	7	6	9	5	11	10	7	0
CPCT02040055T	78	70	7	67	82	66	79	46	91	59	3	124	28	27	60	21	0	0	16	11
CPCT02160012T	121	52	18	33	23	34	21	95	53	57	13	19	19	62	24	29	65	15	27	8
CPCT02030289T	174	546	66	31	45	39	119	43	104	241	0	106	53	4	43	34	20	46	13	13
CPCT02050071T	35	62	6	17	11	0	28	31	20	25	15	42	46	42	0	28	10	32	18	0
CPCT02050074T	31	77	16	11	11	2	27	37	0	23	6	27	23	19	9	11	13	20	20	10
CPCT02050082T	15	77	12	0	32	10	11	41	0	8	0	18	17	10	8	18	1	20	9	8
CPCT02080053T	2	84	2	9	21	5	36	41	0	34	0	33	13	11	18	17	15	0	11	7
CPCT02300001T	12	88	14	8	15	8	63	13	25	4	0	20	20	12	13	16	0	31	14	2
CPCT02010382TII	8	35	2	1	1	5	4	10	7	10	7	6	18	6	6	12	11	0	17	0
CPCT02340049T	118	88	22	55	54	11	79	116	54	20	19	27	33	12	26	27	46	26	14	38
CPCT02160058T	43	114	49	14	29	77	27	20	0	72	0	100	51	58	39	36	18	12	37	29
CPCT02010720T	3	36	1	0	14	1	21	58	13	5	0	13	14	20	9	11	0	8	3	4
CPCT02470003T	20	26	2	7	5	11	38	15	16	9	11	7	15	2	8	9	27	16	2	7
CPCT02210076T	78	130	19	28	27	7	88	33	7	10	3	34	59	46	23	18	3	9	20	7
CPCT02120087T	109	89	25	26	21	24	11	50	34	16	0	19	21	61	6	43	54	34	12	18
CPCT02030447T	36	35	15	31	127	28	9	369	122	21	0	67	30	18	22	23	0	55	2	18
CPCT02011013T	51	70	15	21	51	25	12	26	0	55	2	42	73	31	45	39	10	0	32	27
DRUP01120002T	136	168	21	24	3	19	42	56	0	61	18	31	129	83	24	33	0	13	33	181
CPCT02230120T	16	74	15	14	9	5	36	13	0	11	0	18	9	14	7	20	0	27	39	13
CPCT02070424T	114	203	29	2	10	7	26	18	0	23	34	16	23	38	20	7	28	8	20	11
CPCT02011030T	30	82	22	7	4	21	29	14	20	14	0	18	27	23	6	10	18	7	9	5
CPCT02180050T	53	76	5	5	21	4	73	105	31	8	4	11	10	10	6	5	25	21	17	15
CPCT02460005T	19	18	4	284	273	12	35	40	67	25	21	3	40	14	5	5	42	11	0	18
CPCT02030448T	33	46	7	15	7	20	11	29	0	21	0	32	35	29	38	26	32	0	9	4
CPCT02010726T	7	44	0	8	9	10	47	30	18	13	25	10	11	12	8	8	8	23	15	4
CPCT02380034T	5	26	6	18	20	26	21	48	0	15	28	49	27	35	15	26	8	2	17	7
CPCT02080285T	9	68	11	17	26	19	13	16	31	43	25	15	13	25	15	20	2	37	17	17
CPCT02030337TII	52	33	0	3	26	7	39	37	69	51	69	30	131	10	13	9	7	52	22	201
