Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP124389	1:Del:C:0	0.37430944923031845	0.0032621554708077696	0.1250424146348382	0.013083102973593599	0.0	0.42888204599231156	0.0	0.0	0.05542083169813039	0.0	0.0	0.0
SP124389	1:Del:C:1	0.2583567154332821	0.00021910365099051665	0.05234262337379851	0.003703382122292853	0.0	0.672284920598783	0.0	0.0	0.013093254820853113	0.0	0.0	0.0
SP124389	1:Del:C:2	0.09532334708070228	0.002619661380375765	0.03726246553151969	0.00030428657825387574	0.0	0.8632258292079822	0.0	0.0	0.0012644102211661111	0.0	0.0	0.0
SP124389	1:Del:C:3	0.2180495709324404	0.019078048378214772	0.06250117067508286	0.006530896513611877	0.0	0.6839482642890938	0.0	0.0	0.009892049211556219	0.0	0.0	0.0
SP124389	1:Del:C:4	0.3007385565430602	0.06525150311546983	0.004194452420224194	0.001346642282800919	0.0	0.6135456781037615	0.0	0.0	0.014923167534683339	0.0	0.0	0.0
SP124389	1:Del:C:5	0.02291868986304297	0.40016382727981387	0.02178181586574708	0.0009119983798779563	0.0	0.5251861047319151	0.0	0.0	0.02903756387960311	0.0	0.0	0.0
SP124389	1:Del:T:0	0.5371855520780082	0.0023139192454784347	0.16570865107508057	0.0023403803241241815	0.0	0.23812330294809342	0.0	0.0	0.05432819432921515	0.0	0.0	0.0
SP124389	1:Del:T:1	0.9952504544175609	9.121268550724863e-05	0.0010720728069281153	1.8449573386184774e-05	0.0	0.002108819883825602	0.0	0.0	0.0014589906327919842	0.0	0.0	0.0
SP124389	1:Del:T:2	0.6668786041384992	0.003363485931950496	0.12191230590309543	0.01860745129336352	0.0	0.15985720777078072	0.0	0.0	0.029380944962310637	0.0	0.0	0.0
SP124389	1:Del:T:3	0.8216965130567253	0.011238722814860611	0.049724089541696034	0.006686240806034768	0.0	0.09960545690901479	0.0	0.0	0.011048976871668307	0.0	0.0	0.0
SP124389	1:Del:T:4	0.7129047791134748	0.0711126277170484	0.07934463883177163	0.014279038789377111	0.0	0.10988361532427547	0.0	0.0	0.012475300224052506	0.0	0.0	0.0
SP124389	1:Del:T:5	0.31469861983095393	0.6109414389309177	0.0007285939476909605	0.05955342055993812	0.0	0.0003453504367330401	0.0	0.0	0.013732576293766237	0.0	0.0	0.0
SP124389	1:Ins:C:0	0.04524775634319185	0.006263767449000834	0.07241944919125776	0.005667352548046731	0.0	0.023782966585860633	0.0	0.0	0.846618707882642	0.0	0.0	0.0
SP124389	1:Ins:C:1	0.2291921552563603	0.008603526431447912	0.12503059144592216	0.006002052721737146	0.0	0.11557643464159718	0.0	0.0	0.5155952395029353	0.0	0.0	0.0
