Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP124389	229	21	41	33	0	77	0	0	22	0	0	0
SP124362	585	0	146	112	0	0	0	92	91	0	0	0
SP124394	251	0	192	35	0	54	0	0	0	73	0	0
SP124334	247	19	134	82	0	66	0	0	0	0	0	0
SP124339	0	0	48	23	0	0	0	27	0	0	13	18
SP124454	152	29	125	83	0	71	0	0	0	0	0	0
SP124380	381	22	116	42	0	0	0	103	82	0	0	0
SP124273	0	25	44	280	0	76	0	66	0	0	0	0
SP124357	20	46	58	57	0	27	0	72	22	0	11	0
SP124399	366	16	217	129	13	64	2	27	93	57	7	3
SP124311	462	0	373	67	0	0	0	0	73	0	40	0
SP124355	13	9	52	68	0	16	0	37	0	0	0	28
SP124434	267	26	68	52	8	63	6	13	49	66	13	11
SP124428	648	22	219	182	41	129	10	20	104	309	21	13
SP124449	273	53	106	156	43	37	0	54	59	0	0	0
SP124298	826	0	700	138	0	0	0	0	257	186	0	0
SP124431	260	0	283	47	0	0	0	0	56	50	0	0
SP124396	179	120	118	147	0	69	0	0	0	0	36	0
SP124409	505	15	126	110	17	158	1	24	118	33	22	25
SP124341	19	37	36	82	0	116	0	73	0	0	0	0
SP124353	0	0	42	26	0	38	0	0	13	0	0	21
SP124278	0	36	40	182	0	36	0	46	0	0	0	0
SP124376	160	30	121	57	0	45	0	0	0	85	23	0
SP124346	58	24	45	226	0	76	0	92	0	0	24	0
SP124439	715	30	170	40	0	71	35	0	161	0	0	0
SP124351	12	10	49	38	0	26	0	0	0	0	0	0
SP124406	204	73	112	0	0	76	0	0	0	42	79	142
SP124323	14	20	33	85	0	29	0	0	0	18	0	22
SP124391	22	13	70	87	0	49	0	81	0	0	0	0
SP124423	36	0	12	13	0	14	0	0	0	0	4	0
SP124382	1557	0	1070	0	0	327	0	0	0	199	0	0
SP124415	960	42	144	86	0	296	63	0	643	0	0	0
SP124436	991	29	500	222	19	182	8	82	128	16	63	44
SP124460	519	57	129	120	0	96	0	0	103	0	0	0
SP124425	189	0	143	21	0	29	0	0	0	33	0	0
SP124456	113	43	220	0	0	0	0	0	0	68	0	0
SP124367	337	26	225	44	0	58	0	0	42	0	24	0
SP124281	10	10	19	86	0	23	0	24	0	0	10	0
SP124377	186	0	194	30	0	29	0	0	0	101	18	0
SP124412	253	0	173	41	0	0	0	0	0	0	0	0
SP124333	83	11	106	40	1	59	1	33	17	18	10	7
SP124359	0	38	63	153	0	54	0	81	28	0	0	0
SP124286	0	25	29	37	0	14	0	0	0	0	6	0
SP124329	107	0	48	6	0	17	0	0	0	31	9	0
SP124326	102	27	159	107	0	37	0	47	0	0	19	0
SP124458	382	40	409	28	0	54	0	0	49	166	0	0
SP124401	1418	67	498	153	0	155	0	0	233	197	0	0
SP124264	31	30	75	105	0	225	0	83	0	0	0	0
SP124384	0	18755	0	3245	0	0	0	0	0	0	0	0
SP124403	39	5	70	0	0	0	0	23	0	18	0	0
SP124462	326	50	297	84	0	69	0	0	44	58	36	0
SP124271	50	60	178	343	0	153	0	100	0	0	0	0
SP124336	0	0	49	231	0	75	0	99	0	0	0	0
SP124452	245	22	300	44	0	0	0	0	0	38	0	0
SP124386	336	26	179	89	0	0	0	0	64	178	0	0
SP124441	0	116	74	93	0	104	0	68	0	0	0	84
SP124418	315	10	137	27	12	53	6	2	34	18	11	3
SP124291	0	18	69	125	0	45	0	0	0	0	0	44
SP124319	447	0	131	28	0	0	0	0	0	51	0	0
SP124305	93	0	98	116	0	48	0	77	0	0	23	0
SP124447	1237	104	1222	0	0	264	0	0	395	670	0	0
SP124344	4	9	27	46	2	45	2	36	16	10	7	21
SP124369	329	33	226	52	0	65	0	92	79	0	27	0
SP124348	0	0	35	68	0	37	0	73	0	0	0	0
SP124295	38	115	60	172	0	92	0	103	0	0	0	0
SP124444	70	34	71	163	0	0	0	51	0	0	0	0
SP124365	260	35	213	57	0	105	0	0	43	0	27	0
SP124420	151	24	125	75	11	47	4	41	2	104	14	21
SP124364	253	0	103	112	0	0	0	0	0	0	462	855
SP124307	359	37	56	69	0	59	0	0	0	131	34	0
SP82445	1011	0	110	58	0	237	0	0	322	0	0	0
SP83242	200	28	118	43	0	71	0	0	33	0	22	0
SP103894	433	0	361	0	0	0	0	0	0	0	3566	372
SP83382	171	26	176	38	0	0	0	52	0	120	29	0
SP82451	130	29	110	125	12	82	1	56	12	25	40	50
SP104330	11	0	70	0	0	0	0	0	0	0	0	0
SP83312	215	33	106	24	0	48	0	0	0	58	0	0
SP82614	185	26	153	13	2	9	8	44	27	52	10	14
SP82431	992	64	767	0	0	0	0	0	238	0	0	0
SP82459	169	0	83	51	0	81	0	60	0	0	0	0
