MutationType	ID83A	ID83B	ID83C
1:Del:C:0	6.53E-04	1.97E-03	2.28E-03
1:Del:C:1	4.88E-04	1.27E-03	1.90E-03
1:Del:C:2	4.90E-04	2.19E-03	2.73E-03
1:Del:C:3	2.11E-04	1.05E-03	1.32E-03
1:Del:C:4	1.66E-04	5.37E-04	5.59E-04
1:Del:C:5	3.57E-04	3.65E-04	7.97E-04
1:Del:T:0	4.12E-04	1.89E-03	2.52E-03
1:Del:T:1	3.93E-04	1.42E-03	1.80E-03
1:Del:T:2	4.61E-04	1.35E-03	1.66E-03
1:Del:T:3	4.39E-04	1.61E-03	1.70E-03
1:Del:T:4	4.53E-04	1.44E-03	2.22E-03
1:Del:T:5	2.00E-03	1.74E-03	3.31E-03
1:Ins:C:0	3.29E-04	3.33E-04	7.37E-04
1:Ins:C:1	1.97E-04	5.63E-04	7.33E-04
1:Ins:C:2	1.87E-04	3.38E-04	6.60E-04
1:Ins:C:3	8.38E-05	1.85E-04	2.92E-04
1:Ins:C:4	1.86E-04	1.89E-04	2.62E-04
1:Ins:C:5	6.09E-04	4.97E-04	1.31E-03
1:Ins:T:0	3.17E-04	5.94E-04	8.83E-04
1:Ins:T:1	3.05E-04	1.56E-03	2.05E-03
1:Ins:T:2	2.51E-04	5.80E-04	8.02E-04
1:Ins:T:3	2.90E-04	5.80E-04	1.16E-03
1:Ins:T:4	2.57E-04	3.72E-04	4.31E-04
1:Ins:T:5	2.79E-03	3.91E-03	6.89E-03
2:Del:R:0	3.16E-04	6.66E-04	7.94E-04
2:Del:R:1	3.73E-04	7.75E-04	1.03E-03
2:Del:R:2	1.74E-04	4.33E-04	4.33E-04
2:Del:R:3	1.85E-04	1.47E-04	3.42E-04
2:Del:R:4	1.20E-04	8.74E-08	1.51E-04
2:Del:R:5	1.56E-04	5.83E-08	1.18E-04
3:Del:R:0	1.97E-04	5.07E-04	5.58E-04
3:Del:R:1	3.16E-04	8.48E-04	1.18E-03
3:Del:R:2	9.46E-05	3.31E-04	4.96E-04
3:Del:R:3	6.68E-09	5.68E-05	8.11E-05
3:Del:R:4	3.23E-05	1.19E-04	1.56E-04
3:Del:R:5	4.18E-05	2.78E-05	3.81E-05
4:Del:R:0	1.14E-04	3.20E-04	4.02E-04
4:Del:R:1	3.05E-04	9.57E-04	1.38E-03
4:Del:R:2	1.67E-04	4.44E-04	5.03E-04
4:Del:R:3	6.48E-05	1.49E-04	2.40E-04
4:Del:R:4	8.60E-05	2.27E-04	2.42E-04
4:Del:R:5	1.72E-05	7.52E-05	1.55E-04
5:Del:R:0	6.82E-04	1.71E-03	2.13E-03
5:Del:R:1	3.28E-04	2.95E-04	4.83E-04
5:Del:R:2	6.78E-05	1.51E-04	2.91E-04
5:Del:R:3	7.91E-05	7.72E-05	1.47E-04
5:Del:R:4	8.22E-09	5.12E-08	8.85E-08
5:Del:R:5	8.22E-09	5.12E-08	8.85E-08
2:Ins:R:0	4.36E-04	5.51E-04	8.67E-04
2:Ins:R:1	2.06E-04	5.62E-04	7.21E-04
2:Ins:R:2	5.57E-05	1.29E-04	1.87E-04
2:Ins:R:3	7.37E-05	2.78E-05	9.52E-05
2:Ins:R:4	9.50E-05	6.84E-08	6.06E-05
2:Ins:R:5	5.39E-04	3.98E-04	1.09E-03
3:Ins:R:0	2.73E-04	4.51E-04	8.37E-04
3:Ins:R:1	7.46E-05	1.85E-04	1.91E-04
3:Ins:R:2	2.03E-05	8.64E-05	1.37E-04
3:Ins:R:3	5.45E-05	4.27E-05	1.02E-04
3:Ins:R:4	1.27E-05	1.04E-04	1.01E-04
3:Ins:R:5	9.01E-05	1.89E-04	2.48E-04
4:Ins:R:0	3.18E-04	2.38E-04	6.57E-04
4:Ins:R:1	7.21E-05	4.17E-04	5.08E-04
4:Ins:R:2	8.81E-06	5.67E-05	8.71E-05
4:Ins:R:3	7.20E-05	1.09E-04	1.63E-04
4:Ins:R:4	7.40E-09	1.42E-04	1.17E-04
4:Ins:R:5	9.71E-05	1.89E-05	8.37E-05
5:Ins:R:0	1.69E-03	3.57E-04	3.25E-03
5:Ins:R:1	2.92E-04	9.79E-04	1.40E-03
5:Ins:R:2	6.68E-05	1.66E-04	1.95E-04
5:Ins:R:3	4.72E-09	1.33E-04	1.64E-04
5:Ins:R:4	3.75E-05	2.40E-07	4.78E-05
5:Ins:R:5	8.22E-09	5.12E-08	8.85E-08
2:Del:M:1	5.01E-04	9.56E-04	1.27E-03
3:Del:M:1	2.28E-04	6.30E-04	7.12E-04
3:Del:M:2	3.25E-04	6.80E-04	1.02E-03
4:Del:M:1	1.21E-04	4.41E-04	4.34E-04
4:Del:M:2	9.76E-05	9.64E-04	1.31E-03
4:Del:M:3	3.38E-04	9.53E-04	1.16E-03
5:Del:M:1	5.09E-04	1.21E-03	1.57E-03
5:Del:M:2	3.19E-04	8.57E-04	9.92E-04
5:Del:M:3	3.89E-04	7.65E-04	1.06E-03
5:Del:M:4	3.01E-04	4.55E-04	6.05E-04
5:Del:M:5	3.24E-04	4.71E-04	6.91E-04
