Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP1086	13	3	27	83	40	86	10	3	41	0	59	0	17	34	22	13	4
SP1003	78	20	13	145	52	76	0	0	95	0	60	0	42	0	29	34	4
SP1677	23	0	10	106	53	218	11	0	67	14	49	0	23	0	23	25	10
SP1305	80	49	0	128	519	123	114	24	82	0	101	0	504	0	55	26	21
SP963	11	0	0	89	87	88	5	0	31	0	86	29	11	52	18	12	11
SP1144	5	37	10	20	10	110	36	1	8	0	31	0	35	40	18	15	13
SP1132	29	0	0	104	70	370	13	5	0	0	192	0	10	0	16	26	5
SP1712	2	25	8	162	10	0	0	3	11	8	47	0	2	8	7	9	6
SP1114	8	0	22	109	0	341	1	0	16	0	0	35	25	0	12	0	9
SP1431	32	2	12	221	12	0	13	0	6	14	15	0	0	20	40	9	0
SP975	69	23	5	144	544	0	141	17	37	0	18	0	317	0	0	35	9
SP1059	54	0	13	130	76	295	42	2	135	0	141	0	0	27	61	24	103
SP1419	106	29	13	148	25	19	39	0	34	0	63	0	20	199	8	73	3
SP1009	2	1	17	95	40	67	17	4	43	0	41	104	0	0	48	17	13
SP1724	11	16	10	53	15	73	6	0	21	13	32	0	12	0	22	3	6
SP96136	73	16	25	110	234	109	65	0	57	14	132	0	223	35	22	29	8
SP967	54	2	1	155	14	31	0	0	9	0	0	0	2	3	18	4	0
SP1781	60	80	9	350	15	52	2	0	12	15	116	0	28	30	19	22	6
SP1174	335	137	8	268	34	16	29	0	20	0	14	0	0	104	0	36	17
SP953	80	34	42	160	0	255	0	4	81	13	80	0	48	64	8	6	17
SP1377	1	60	0	126	23	38	10	1	8	0	22	0	3	55	20	6	8
SP1365	29	46	0	180	150	82	8	0	56	26	56	0	36	65	4	17	3
SP1491	58	39	2	80	139	18	54	0	0	0	6	0	170	54	17	15	4
CPCT02060013T	88	0	20	66	723	63	84	62	84	71	56	0	2	216	11	107	17
CPCT02100026T	104	54	0	61	21	91	42	55	26	0	9	49	27	0	16	8	10
CPCT02070020T	236	343	8	3	40	35	94	67	90	10	152	0	68	40	75	73	30
CPCT02030269T	27	0	3	96	16	0	13	45	13	20	21	84	29	40	12	13	0
CPCT02010944TIII	61	69	38	66	20	132	26	18	41	87	40	0	17	25	36	31	12
CPCT02020867T	30	64	0	0	129	2	307	62	40	7	53	132	0	3	48	10	344
CPCT02070272T	406	456	0	179	467	116	204	131	56	103	12	0	352	93	56	23	22
CPCT02020648T	51	65	32	79	33	139	29	38	35	109	124	0	67	20	1	34	8
CPCT02020362T	93	293	24	201	54	39	0	67	21	190	65	0	3	0	160	14	33
CPCT02440020T	75	542	0	195	59	45	35	29	28	29	41	165	39	0	28	15	16
CPCT02210077T	168	327	16	45	0	232	21	25	48	56	55	0	32	23	66	23	39
CPCT02070445T	201	246	17	45	0	0	9	19	27	68	128	0	19	42	13	17	23
CPCT02020894T	116	132	18	49	19	62	4	0	19	112	34	7	39	35	33	19	23
CPCT02020896T	147	0	9	39	23	31	2	22	26	3	56	85	0	14	24	29	17
CPCT02140101T	47	388	66	142	77	237	30	53	78	43	209	0	12	0	529	46	36
CPCT02210040T	253	243	14	198	0	12	0	24	179	0	18	40	19	23	7	27	54
DRUP01010020T	51388	12567	9097	0	0	198	0	178	539	0	0	0	0	0	0	196	0
CPCT02020902T	144	39	0	122	226	25	80	45	9	166	58	0	248	121	22	31	47
CPCT02070443T	203	177	0	44	5	2	49	10	12	150	54	0	2	96	10	36	13
CPCT02080295T	242	631	30	155	20	17	29	40	285	0	27	44	29	28	27	18	25
CPCT02020916T	64	24	52	20	32	219	25	34	25	0	51	0	18	145	203	26	29
CPCT02020915T	76	59	16	152	5	9	0	15	0	110	17	15	21	9	10	24	22
CPCT02160036T	50	102	16	83	0	0	23	85	11	56	23	0	60	16	3	32	6
CPCT02120184T	122	105	0	42	261	123	22	0	76	133	69	0	44	0	63	54	26
CPCT02050315T	4	15	2	78	9	28	12	49	11	132	22	50	2	0	30	17	10
CPCT02120182T	54	96	14	91	23	69	19	30	23	34	44	0	34	35	24	19	21
CPCT02020940T	0	0	0	63	53	39	6	8	43	93	4	0	22	33	80	46	5
CPCT02010712T	401	486	30	512	0	10	18	113	49	128	5	54	59	0	10	35	183
CPCT02070294T	34	89	0	5	0	0	8	87	3	84	28	0	52	151	5	34	21
CPCT02070299T	410	158	35	162	33	392	9	106	66	68	62	74	40	0	34	20	28
CPCT02050437T	290	661	10	83	17	66	66	42	54	43	83	0	17	33	87	3	39
CPCT02050436T	37	35	131	86	101	750	22	46	34	180	260	0	23	0	0	31	26
CPCT02020952T	270	203	23	118	18	0	24	8	23	143	144	0	19	0	22	45	30
CPCT02020642TII	365	286	32	0	847	63	574	160	139	47	205	0	459	0	37	0	373
CPCT02020958T	19	46	84	36	0	361	12	21	22	136	41	0	34	0	16	18	25
CPCT02020684T	0	0	4	14	63	22	0	97	5	10	5	0	26	27	19	6	1
WIDE01010111T	9	171	24	56	16	300	155	24	48	0	34	218	100	83	51	30	0
CPCT02020958TII	23	42	96	51	13	357	9	25	21	141	39	0	20	0	13	19	23
CPCT02020972T	544	305	42	186	25	23	78	71	7	67	290	240	7	0	45	8	25
CPCT02020971T	23	42	8	65	15	133	14	19	13	0	30	42	6	44	26	0	3
CPCT02330103T	183	179	0	28	37	12	23	64	11	0	70	184	65	88	77	37	12
WIDE01010148T	329	246	6	228	65	2	31	37	401	0	18	263	4	15	33	45	22
CPCT02070480T	80	34	0	58	31	24	54	31	20	25	16	2	9	61	18	17	33
CPCT02360014T	21	34	15	277	348	13	1358	322	35	0	14	37	92	37	0	5	204
CPCT02140107T	103	186	14	0	437	52	118	43	3	85	104	0	506	0	83	12	32
CPCT02070485T	338	262	26	0	60	95	68	39	31	61	123	0	63	166	64	57	12
WIDE01010202T	212	257	11	88	18	63	28	35	45	66	53	0	16	109	0	40	37
CPCT02020583TII	330	649	3	188	25	101	19	81	53	72	151	69	46	47	44	32	21
CPCT02020703T	26	134	14	16	102	219	30	189	16	122	97	0	26	80	17	27	17
CPCT02020973T	83	224	38	15	23	280	17	39	53	0	30	100	11	10	27	33	15
CPCT02020940TII	7	0	0	156	26	27	11	20	53	111	18	43	40	31	93	56	1
WIDE01010230T	23	119	14	108	0	6	7	19	8	51	35	32	9	0	25	3	12
CPCT02320002T	84	94	5	0	102	0	38	74	32	117	28	0	0	120	28	51	11
CPCT02050351T	30	42	0	79	9	39	15	55	7	5	30	0	60	51	64	25	3
CPCT02020979T	87	143	4	106	28	18	43	22	13	13	11	0	27	71	17	25	12
CPCT02080315T	83	177	25	60	255	151	71	55	41	104	76	0	160	0	50	19	68
CPCT02120203T	53	28	23	133	288	34	76	26	3	169	105	0	249	0	30	20	59
DRUP01050023T	75	87	14	154	11	108	15	145	28	30	41	0	38	0	28	16	3
CPCT02020983T	65	63	2	202	4	11	9	33	5	72	17	0	30	27	27	6	11
CPCT02140034T	2	0	15	41	105	70	7	110	85	95	12	0	30	7	42	45	6
WIDE01010280T	225	175	12	23	23	21	22	9	34	36	12	49	0	53	17	13	16
CPCT02020984T	0	26	19	68	35	117	18	24	0	79	76	42	25	47	36	32	14
CPCT02070154TII	137	283	0	205	815	94	58	1001	61	0	18	0	37	0	12	11	11
CPCT02020986T	51526	666	11174	1868	0	0	0	204	498	0	67	322	0	0	0	0	25
CPCT02020988T	183	158	7	86	23	20	42	39	38	0	57	19	53	153	62	49	20
CPCT02050445T	55	112	5	155	2	99	22	11	24	56	0	0	17	0	22	9	14
CPCT02070331T	218	203	0	207	0	6	11	28	23	29	10	25	12	27	10	34	19
CPCT02020989T	77	78	0	152	0	25	22	44	5	0	64	105	31	6	25	6	67
CPCT02050356T	60	25	6	66	29	15	29	137	11	42	14	0	23	56	48	0	31
WIDE01010412T	169	35	0	155	75	33	62	26	17	85	33	0	0	100	7	36	55
CPCT02140110T	42	157	7	46	11	87	11	2	32	89	1	0	1	28	4	0	10
CPCT02020717T	128	76	7	11	378	0	77	116	1337	18	10	0	0	0	0	33	2
CPCT02130095T	36	95	1	16	5	71	36	35	23	111	17	0	25	0	36	1	21
DRUP01030012T	628	901	19	0	57	119	25	102	90	0	118	0	31	179	41	103	14
CPCT02070336T	66	0	0	2	2918	296	471	54	238	156	1	61	0	20	39	173	0
CPCT02070332T	1	29	10	2	265	0	44	105	0	0	0	0	247	0	0	0	13
CPCT02050371T	38	71	15	188	18	5	33	62	2	114	165	0	26	0	10	26	16
CPCT02100178T	44	140	26	160	42	4	75	80	9	190	68	0	14	90	6	36	30
CPCT02020767T	39	63	19	21	32	10	7	73	13	72	21	0	0	0	14	11	13
CPCT02140072T	303	272	43	180	83	159	20	55	21	135	126	0	0	0	67	37	27
CPCT02060112T	0	90	4	163	1	0	16	40	7	50	2	13	20	42	12	38	8
CPCT02170032T	33	95	0	4	7	25	2	39	8	0	18	106	0	0	19	23	5
DRUP01070046T	81	89	6	74	55	48	13	34	10	78	51	0	0	1	63	0	10
WIDE01010565T	46	3	0	0	816	50	153	0	54	125	23	204	0	0	87	54	13
CPCT02020787T	5	141	16	16	31	16	38	47	0	27	4	0	18	0	6	366	19
CPCT02020778T	533	99	0	61	58	39	28	34	105	0	62	173	5	11	262	26	66
CPCT02050385T	66	75	0	16	6	110	50	110	9	0	86	593	109	116	73	45	97
CPCT02130142T	58	133	44	21	48	139	20	89	30	79	25	128	1	47	45	29	21
CPCT02020800T	21	68	0	46	39	0	20	88	13	0	35	109	0	102	0	6	5
CPCT02050395T	42	91	24	112	5	45	133	61	12	154	0	70	122	70	11	49	17
DRUP01070048T	43	18	5	52	39	194	5	159	32	4	6	118	65	12	19	29	22
CPCT02020817T	40	134	0	89	0	49	0	24	28	67	14	0	28	37	4	13	12
CPCT02080263T	36	100	11	105	7	37	0	123	12	0	23	0	49	6	26	11	12
CPCT02010944T	59	58	36	72	26	125	33	49	40	112	36	0	8	12	32	35	12
CPCT02020832T	103	222	23	79	0	99	36	98	46	0	3	0	104	29	93	32	11
CPCT02050351TII	52	77	0	101	19	48	34	36	6	65	57	0	41	57	90	31	12
CPCT02120168T	14	19	0	73	36	9	11	18	19	104	55	0	30	0	30	14	10
CPCT02440016T	61	81	0	84	30	183	64	186	10	0	18	125	1	72	0	11	18
CPCT02010935T	85	135	0	12	78	134	29	48	28	68	114	156	0	0	0	5	25
CPCT02010963T	153	26	16	225	40	131	18	59	42	56	39	128	58	0	52	50	72
CPCT02070401T	113	55	0	87	10	69	18	69	16	3	40	56	31	26	75	19	10
CPCT02230056T	2568	0	49	2183	741	349	131	196	203	0	25	0	354	263	83	103	72
CPCT02040169T	9890	694	300	657	687	198	179	39	289	0	48	0	0	0	0	73	6
CPCT02020859T	61	40	16	0	53	32	14	100	38	0	68	0	10	0	21	14	20
CPCT02020633TII	161	78	0	62	72	185	44	89	53	32	107	20	29	97	132	11	38
CPCT02020621TII	35	159	31	42	99	472	0	122	47	0	64	0	36	6	44	15	21
CPCT02020586T	219	54	47	0	33	255	42	71	94	0	66	179	31	29	43	20	34
CPCT02070237T	530	156	10	133	108	64	22	45	42	0	76	115	0	258	13	75	7
CPCT02080273T	63488	18910	12231	387	0	462	0	243	751	99	0	0	0	0	0	309	183
CPCT02070410T	236	318	17	284	332	8	393	97	50	272	16	0	31	54	130	61	38
CPCT02020600T	353	19	60	89	43	401	20	68	83	0	92	400	0	0	18	21	33
CPCT02010963TII	147	74	21	212	30	131	2	24	18	309	0	0	29	0	112	31	316
CPCT02120056T	107	165	31	173	42	138	0	77	18	76	15	0	30	0	40	14	8
CPCT02020840T	26	157	21	28	32	139	19	0	24	51	3	0	26	6	38	22	21
CPCT02040164T	519	339	95	332	505	71	71	125	53	0	51	0	58	99	29	29	11
CPCT02070244T	0	0	0	191	208	192	1	24	189	141	26	0	14	98	169	90	0
CPCT02020619T	132	117	20	232	59	91	179	127	71	123	29	0	62	0	80	7	38
CPCT02020633T	80	42	5	39	0	137	34	42	51	14	48	99	29	58	16	11	29
CPCT02010663T	143	50	0	75	200	83	116	69	94	117	87	0	21	34	1	18	35
CPCT02020614T	305	189	7	106	30	178	42	36	76	0	77	215	29	64	57	47	35
CPCT02290020T	82	95	45	187	50	4	2	73	5	58	36	0	0	0	61	8	31
CPCT02020632T	362	120	27	345	84	10	38	153	13	2	97	0	8	211	0	92	77
CPCT02050103T	34	203	0	110	24	57	25	18	12	40	42	0	17	57	23	31	5
CPCT02100072T	53	67	0	173	27	34	19	14	11	42	52	0	0	18	0	16	58
CPCT02100076T	63	47	45	67	194	375	27	34	114	125	139	0	36	0	151	27	28
CPCT02100077T	65	59	3	33	29	60	14	23	9	0	15	42	45	52	0	13	2
CPCT02070154T	113	193	0	138	524	129	88	84	81	86	45	0	0	18	29	28	19
CPCT02330034T	40	0	43	98	154	258	56	35	52	0	27	46	13	15	35	885	33
CPCT02070156T	368	95	0	143	31	23	41	42	27	17	61	0	38	167	38	15	16
CPCT02070162T	154	58	2	183	32	8	20	50	28	50	57	0	0	41	11	4	30
CPCT02070172T	13	0	3	41	146	68	69	31	35	0	41	24	0	100	21	22	3
CPCT02070188T	135	184	10	110	111	18	53	26	44	148	42	29	33	74	28	55	33
CPCT02270003T	34	51	0	117	26	32	7	29	9	0	37	165	0	0	8	37	4
CPCT02160026T	58	0	36	89	173	234	12	18	24	120	28	0	16	39	59	31	56
CPCT02070149T	114	0	30	86	60	45	257	20	23	102	0	0	3	179	30	47	1
CPCT02080119T	322	124	4	125	63	83	42	40	18	0	79	0	47	255	23	73	8
CPCT02110041T	471	393	0	215	7	43	62	48	39	72	110	204	95	257	24	46	145
CPCT02050216T	46	121	22	58	31	1	0	60	20	8	13	205	9	0	7	0	23
CPCT02070194T	64	44	7	75	40	52	11	61	12	101	35	0	0	0	45	0	6
CPCT02330046T	8	43	23	73	99	67	22	104	1	44	70	0	22	86	15	32	19
CPCT02070204T	206	104	3	44	573	209	98	106	72	0	4	406	187	7	39	69	9
CPCT02120020T	231	350	8	39	51	47	27	97	55	29	86	211	67	66	25	61	28
CPCT02260007T	5	26	7	133	24	33	5	66	27	17	2	0	18	0	5	15	5
