MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	6.66E-05	2.92E-04	1.55E-03	1.58E-03	2.43E-04	1.49E-03	8.64E-04	2.97E-03	3.13E-04	9.26E-04	1.28E-03	1.79E-03
1:Del:C:1	2.80E-05	2.84E-04	1.00E-03	7.28E-04	1.53E-04	6.47E-04	4.41E-04	1.37E-03	6.42E-04	1.03E-03	5.74E-04	1.12E-03
1:Del:C:2	3.91E-05	7.89E-05	3.92E-04	1.29E-04	1.36E-04	5.84E-04	1.88E-04	8.38E-04	4.41E-04	8.00E-04	4.36E-04	4.46E-04
1:Del:C:3	1.10E-04	8.65E-05	8.57E-04	1.59E-04	6.66E-05	2.57E-04	3.66E-05	4.35E-04	1.82E-04	4.04E-04	3.05E-04	4.02E-05
1:Del:C:4	3.24E-04	1.08E-05	2.46E-03	1.00E-04	4.61E-05	8.77E-05	6.04E-05	3.49E-04	1.39E-04	4.29E-04	7.22E-06	3.09E-04
1:Del:C:5	4.72E-04	3.39E-04	4.01E-03	1.70E-04	4.77E-05	6.94E-05	1.58E-04	8.87E-10	1.69E-04	4.38E-04	4.34E-05	2.78E-04
1:Del:T:0	5.28E-05	6.01E-04	2.20E-03	1.28E-03	1.46E-04	1.04E-03	3.69E-04	1.40E-03	6.02E-04	3.65E-04	1.05E-03	1.15E-03
1:Del:T:1	4.13E-05	2.00E-04	1.81E-03	9.11E-04	1.97E-05	1.10E-03	7.63E-05	1.22E-03	5.23E-04	3.29E-04	6.05E-04	1.10E-03
1:Del:T:2	5.36E-05	3.49E-04	1.93E-03	1.37E-03	1.37E-04	1.10E-03	3.28E-04	1.55E-03	5.98E-04	3.23E-04	7.21E-04	1.30E-03
1:Del:T:3	1.72E-04	2.89E-04	1.60E-03	1.44E-03	1.68E-04	1.25E-03	5.01E-04	2.13E-03	6.22E-04	3.52E-04	5.32E-04	1.83E-03
1:Del:T:4	3.83E-04	4.66E-04	2.72E-03	1.27E-03	1.74E-04	8.49E-04	3.86E-04	1.70E-03	3.91E-04	2.94E-04	5.80E-04	2.06E-03
1:Del:T:5	2.24E-03	4.22E-03	1.30E-02	1.72E-03	8.65E-04	2.00E-03	3.06E-03	2.83E-03	2.15E-03	6.12E-04	5.09E-03	8.58E-04
1:Ins:C:0	2.35E-05	1.09E-08	7.22E-05	1.81E-05	1.87E-04	1.06E-04	1.90E-05	3.96E-05	3.41E-05	1.04E-04	3.27E-03	1.42E-05
1:Ins:C:1	2.94E-06	7.58E-05	3.66E-04	1.76E-04	1.98E-05	1.53E-04	7.97E-05	2.59E-04	1.87E-04	1.46E-04	6.79E-04	3.40E-04
1:Ins:C:2	1.80E-06	1.25E-04	1.90E-04	8.63E-05	9.38E-06	1.03E-04	7.31E-05	2.16E-04	2.06E-04	1.47E-04	3.71E-04	2.96E-04
1:Ins:C:3	8.92E-06	1.33E-04	1.37E-04	8.83E-05	1.33E-05	7.29E-05	1.01E-04	1.54E-04	1.57E-04	1.33E-04	2.31E-04	1.20E-04
1:Ins:C:4	4.74E-05	3.10E-04	3.69E-04	6.53E-05	2.53E-05	5.09E-05	6.75E-05	2.65E-05	5.69E-05	1.07E-04	3.44E-04	1.70E-04
1:Ins:C:5	3.16E-04	2.33E-03	2.41E-03	5.50E-04	2.35E-05	1.75E-04	2.71E-04	1.60E-04	7.49E-05	1.94E-04	7.79E-04	6.91E-05
1:Ins:T:0	3.60E-05	4.76E-04	6.27E-04	4.52E-04	7.82E-05	1.12E-04	2.74E-04	7.54E-04	1.10E-04	2.96E-04	9.57E-04	1.79E-04
1:Ins:T:1	0.00E+00	5.87E-04	1.25E-03	6.70E-04	4.78E-05	2.79E-04	2.68E-04	6.70E-04	5.14E-04	4.88E-04	5.84E-04	8.53E-04
1:Ins:T:2	1.69E-04	2.48E-04	1.27E-03	2.14E-04	5.19E-05	2.43E-04	1.56E-04	2.30E-04	2.38E-04	4.61E-04	4.09E-04	6.64E-04
1:Ins:T:3	7.26E-05	2.38E-04	4.71E-04	2.04E-04	6.16E-05	1.86E-04	1.73E-04	3.83E-04	2.60E-04	3.32E-04	2.18E-04	5.46E-04
1:Ins:T:4	5.25E-05	1.98E-04	3.88E-04	1.90E-04	5.00E-05	1.74E-04	1.45E-04	3.39E-04	2.71E-04	1.56E-04	5.93E-05	4.86E-04
1:Ins:T:5	2.57E-03	8.95E-03	1.48E-02	1.45E-02	1.61E-03	4.70E-03	6.53E-03	7.92E-03	4.33E-03	2.85E-03	4.57E-03	2.02E-03
2:Del:R:0	3.52E-05	2.97E-04	5.84E-04	2.00E-04	7.80E-05	3.83E-04	1.10E-04	5.97E-04	8.41E-04	1.76E-04	4.88E-04	5.81E-05
2:Del:R:1	6.01E-05	1.91E-04	5.86E-04	2.13E-04	1.06E-04	4.63E-04	2.84E-04	7.39E-04	1.34E-03	1.89E-04	5.93E-04	6.40E-04
2:Del:R:2	2.61E-05	8.36E-05	2.63E-04	1.03E-04	5.16E-05	1.16E-04	1.19E-04	2.17E-04	4.07E-04	1.45E-04	3.45E-04	3.43E-04
2:Del:R:3	2.58E-04	7.84E-05	2.02E-03	8.72E-05	3.13E-05	3.39E-06	1.13E-04	3.39E-05	3.51E-04	2.11E-04	2.09E-04	3.32E-05
2:Del:R:4	1.96E-04	1.07E-04	1.69E-03	3.41E-05	5.01E-06	2.76E-10	7.95E-05	7.13E-05	1.52E-04	1.47E-04	1.03E-04	2.44E-04
2:Del:R:5	5.48E-04	2.97E-05	5.21E-03	0.00E+00	1.98E-06	2.38E-08	8.82E-05	3.23E-08	2.56E-04	2.91E-04	2.44E-04	4.11E-03
3:Del:R:0	1.91E-05	2.89E-05	3.98E-04	1.02E-04	7.57E-05	3.45E-04	8.46E-05	4.41E-04	4.13E-04	3.48E-05	2.93E-04	4.08E-04
3:Del:R:1	2.83E-05	1.75E-04	9.97E-04	2.97E-04	7.46E-05	3.08E-04	4.55E-05	5.49E-04	1.24E-03	5.93E-05	1.14E-04	6.16E-04
3:Del:R:2	2.34E-05	6.69E-05	3.34E-04	9.57E-05	6.16E-06	4.96E-05	1.04E-04	1.74E-04	3.69E-04	3.13E-05	1.87E-04	3.63E-04
3:Del:R:3	1.27E-05	1.30E-05	1.21E-04	3.29E-05	1.59E-05	3.86E-05	2.21E-05	3.79E-05	1.83E-04	2.60E-05	5.36E-05	1.92E-04
3:Del:R:4	4.90E-07	5.91E-07	2.04E-05	3.93E-07	8.80E-06	8.46E-06	3.42E-09	2.50E-09	4.25E-04	3.66E-05	3.58E-06	1.47E-03
3:Del:R:5	2.03E-06	3.49E-09	1.05E-08	2.48E-09	1.43E-10	3.93E-06	5.76E-11	1.52E-08	8.30E-04	5.35E-05	8.02E-07	2.53E-03
4:Del:R:0	3.40E-06	8.76E-05	2.93E-04	9.49E-05	5.40E-05	2.84E-04	1.23E-04	2.20E-04	2.73E-04	6.20E-05	2.82E-04	7.26E-05
4:Del:R:1	1.19E-05	3.39E-04	1.15E-03	4.99E-04	7.14E-05	1.97E-04	2.10E-04	5.53E-04	1.01E-03	6.72E-05	2.82E-04	6.33E-04
