Sample Names	MutationType	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID11	ID19	ID21	ID83J
SP53460	1:Del:C:0	0.0	0.0	0.6748919814833004	0.0	0.0	0.0	0.0	0.3251080185166997	0.0	0.0	0.0	0.0
SP53460	1:Del:C:1	0.0	0.0	0.9209151904888645	0.0	0.0	0.0	0.0	0.07908480951113556	0.0	0.0	0.0	0.0
SP53460	1:Del:C:2	0.0	0.0	0.9972701030253508	0.0	0.0	0.0	0.0	0.0027298969746492614	0.0	0.0	0.0	0.0
SP53460	1:Del:C:3	0.0	0.0	0.9710981003837289	0.0	0.0	0.0	0.0	0.028901899616271036	0.0	0.0	0.0	0.0
SP53460	1:Del:C:4	0.0	0.0	0.9515101190808755	0.0	0.0	0.0	0.0	0.04848988091912453	0.0	0.0	0.0	0.0
SP53460	1:Del:C:5	0.0	0.0	0.9996416372566421	0.0	0.0	0.0	0.0	0.00035836274335790077	0.0	0.0	0.0	0.0
SP53460	1:Del:T:0	0.0	0.0	0.6660199048098971	0.0	0.0	0.0	0.0	0.33398009519010285	0.0	0.0	0.0	0.0
SP53460	1:Del:T:1	0.0	0.0	0.6261836993641009	0.0	0.0	0.0	0.0	0.37381630063589916	0.0	0.0	0.0	0.0
SP53460	1:Del:T:2	0.0	0.0	0.5172305996914122	0.0	0.0	0.0	0.0	0.4827694003085877	0.0	0.0	0.0	0.0
SP53460	1:Del:T:3	0.0	0.0	0.49784891119196933	0.0	0.0	0.0	0.0	0.5021510888080307	0.0	0.0	0.0	0.0
SP53460	1:Del:T:4	0.0	0.0	0.4828718646701497	0.0	0.0	0.0	0.0	0.5171281353298502	0.0	0.0	0.0	0.0
SP53460	1:Del:T:5	0.0	0.0	0.9797404765823184	0.0	0.0	0.0	0.0	0.020259523417681505	0.0	0.0	0.0	0.0
SP53460	1:Ins:C:0	0.0	0.0	0.9999999999999996	0.0	0.0	0.0	0.0	4.658823127030398e-16	0.0	0.0	0.0	0.0
SP53460	1:Ins:C:1	0.0	0.0	0.9997807707751746	0.0	0.0	0.0	0.0	0.00021922922482547428	0.0	0.0	0.0	0.0
SP53460	1:Ins:C:2	0.0	0.0	0.965075412598241	0.0	0.0	0.0	0.0	0.034924587401758946	0.0	0.0	0.0	0.0
SP53460	1:Ins:C:3	0.0	0.0	0.9999999999999999	0.0	0.0	0.0	0.0	1.57094718836023e-16	0.0	0.0	0.0	0.0
SP53460	1:Ins:C:4	0.0	0.0	0.9999454635084352	0.0	0.0	0.0	0.0	5.4536491564827425e-05	0.0	0.0	0.0	0.0
SP53460	1:Ins:C:5	0.0	0.0	0.9982047615392162	0.0	0.0	0.0	0.0	0.0017952384607837562	0.0	0.0	0.0	0.0
SP53460	1:Ins:T:0	0.0	0.0	0.8921690692902932	0.0	0.0	0.0	0.0	0.10783093070970674	0.0	0.0	0.0	0.0
SP53460	1:Ins:T:1	0.0	0.0	0.9585841444990536	0.0	0.0	0.0	0.0	0.041415855500946445	0.0	0.0	0.0	0.0
SP53460	1:Ins:T:2	0.0	0.0	0.9897659859285896	0.0	0.0	0.0	0.0	0.010234014071410358	0.0	0.0	0.0	0.0
SP53460	1:Ins:T:3	0.0	0.0	0.9886994838771911	0.0	0.0	0.0	0.0	0.011300516122808994	0.0	0.0	0.0	0.0
SP53460	1:Ins:T:4	0.0	0.0	0.9584692721024517	0.0	0.0	0.0	0.0	0.0415307278975483	0.0	0.0	0.0	0.0
SP53460	1:Ins:T:5	0.0	0.0	0.9619535827231689	0.0	0.0	0.0	0.0	0.03804641727683105	0.0	0.0	0.0	0.0
SP53460	2:Del:R:0	0.0	0.0	0.7448027815960053	0.0	0.0	0.0	0.0	0.2551972184039948	0.0	0.0	0.0	0.0
SP53460	2:Del:R:1	0.0	0.0	0.9365887531226245	0.0	0.0	0.0	0.0	0.06341124687737566	0.0	0.0	0.0	0.0
SP53460	2:Del:R:2	0.0	0.0	0.982236270803844	0.0	0.0	0.0	0.0	0.017763729196155934	0.0	0.0	0.0	0.0
SP53460	2:Del:R:3	0.0	0.0	0.9974278964544245	0.0	0.0	0.0	0.0	0.0025721035455754404	0.0	0.0	0.0	0.0
SP53460	2:Del:R:4	0.0	0.0	0.9999999999999997	0.0	0.0	0.0	0.0	3.4383246154886164e-16	0.0	0.0	0.0	0.0
SP53460	2:Del:R:5	0.0	0.0	0.9999999999999903	0.0	0.0	0.0	0.0	9.585986808771243e-15	0.0	0.0	0.0	0.0
SP53460	3:Del:R:0	0.0	0.0	0.5346802445123855	0.0	0.0	0.0	0.0	0.4653197554876145	0.0	0.0	0.0	0.0
SP53460	3:Del:R:1	0.0	0.0	0.32548765367323645	0.0	0.0	0.0	0.0	0.6745123463267635	0.0	0.0	0.0	0.0
SP53460	3:Del:R:2	0.0	0.0	0.29617539716809943	0.0	0.0	0.0	0.0	0.7038246028319006	0.0	0.0	0.0	0.0
SP53460	3:Del:R:3	0.0	0.0	0.3113318600783024	0.0	0.0	0.0	0.0	0.6886681399216975	0.0	0.0	0.0	0.0
SP53460	3:Del:R:4	0.0	0.0	0.999999999999746	0.0	0.0	0.0	0.0	2.5405123521805095e-13	0.0	0.0	0.0	0.0
SP53460	3:Del:R:5	0.0	0.0	0.9999999999974661	0.0	0.0	0.0	0.0	2.5338791606546792e-12	0.0	0.0	0.0	0.0
SP53460	4:Del:R:0	0.0	0.0	0.4086950637476776	0.0	0.0	0.0	0.0	0.5913049362523225	0.0	0.0	0.0	0.0
SP53460	4:Del:R:1	0.0	0.0	0.4350236936561025	0.0	0.0	0.0	0.0	0.5649763063438974	0.0	0.0	0.0	0.0
SP53460	4:Del:R:2	0.0	0.0	0.42084764434707095	0.0	0.0	0.0	0.0	0.579152355652929	0.0	0.0	0.0	0.0
