Samples	ID83A	ID83B	ID83C	ID83D
SP123975	2.92E+00	2.47E+00	2.75E+00	5.27E+00
SP124044	1.04E+00	8.80E-02	6.06E-01	1.35E+00
SP123972	3.10E+00	1.08E+00	2.29E+00	4.02E+00
SP123850	2.20E+00	3.02E-01	1.16E+00	2.95E+00
SP123902	2.20E+00	4.07E-01	1.41E+00	3.24E+00
SP123884	2.55E+00	4.33E-01	1.41E+00	3.53E+00
SP123964	1.63E+00	3.42E-01	1.28E+00	2.42E+00
SP123995	2.04E+00	2.66E-01	1.49E+00	3.20E+00
SP123846	2.41E+00	3.00E-01	2.80E+00	4.57E+00
SP124003	1.11E+00	3.57E-01	1.10E+00	1.88E+00
SP123876	1.58E+00	3.78E-01	1.17E+00	2.30E+00
SP123878	9.90E-01	3.31E-01	6.59E-01	9.15E-01
SP123842	1.19E+00	2.24E-01	5.65E-01	1.56E+00
SP123900	1.23E+00	2.35E-01	4.79E-01	1.26E+00
SP123978	8.43E-01	2.45E-01	5.01E-01	8.87E-01
SP123897	1.39E+00	3.40E-01	1.08E+00	2.00E+00
SP124013	1.36E+00	2.48E-01	1.44E+00	2.40E+00
SP124021	1.13E+00	2.70E-01	8.50E-01	1.63E+00
SP123852	1.49E+00	5.01E-01	7.74E-01	1.79E+00
SP123998	1.44E+00	1.64E-01	1.20E+00	1.72E+00
SP123967	1.48E+00	2.14E-01	2.56E-01	1.48E+00
SP123988	2.60E+00	5.87E-01	1.11E+00	3.10E+00
SP123984	1.22E+00	3.72E-01	9.33E-01	1.78E+00
SP123858	9.02E-01	0.00E+00	1.28E+00	1.86E+00
SP123890	1.29E+00	9.26E-02	9.70E-01	1.99E+00
SP123950	2.06E+00	3.71E-01	1.25E+00	2.90E+00
SP123886	8.97E-01	3.59E-01	6.17E-01	1.16E+00
SP124033	1.03E+00	3.56E-01	1.10E+00	1.71E+00
SP123892	1.61E+00	4.88E-01	1.78E+00	2.93E+00
SP123840	1.58E+00	0.00E+00	1.19E+00	2.33E+00
SP123969	1.57E+00	3.31E-01	1.38E+00	2.49E+00
SP123953	1.19E+00	4.13E-01	8.82E-01	1.31E+00
SP123955	1.48E+00	2.06E-01	4.08E-01	1.58E+00
SP123882	2.61E+00	3.01E-01	2.62E+00	4.69E+00
SP123894	2.32E+00	3.76E-01	2.56E+00	4.42E+00
SP124017	7.20E-01	2.31E-01	4.76E-01	8.62E-01
SP123856	1.43E+00	1.44E-01	5.52E-01	1.81E+00
SP123854	1.51E+00	3.59E-01	7.78E-01	1.95E+00
SP123888	1.36E+00	1.05E-01	1.06E+00	2.01E+00
SP123870	1.23E+00	2.69E-01	1.50E+00	2.33E+00
SP123958	7.82E-01	6.97E-02	6.25E-01	1.17E+00
SP123844	1.37E+00	1.87E-01	1.01E+00	1.94E+00
SP123872	1.89E+00	4.55E-01	1.95E+00	3.14E+00
SP123874	1.35E+00	3.58E-01	1.04E+00	1.94E+00
SP123836	2.12E+00	3.82E-01	2.85E+00	4.37E+00
SP43633	1.01E+00	3.34E-01	6.46E-01	1.33E+00
SP36498	1.23E+00	9.20E-01	6.09E-01	8.37E-01
SP37516	1.40E+00	6.72E-01	7.59E-01	1.11E+00
SP39997	2.91E+00	8.98E-01	9.39E-01	2.70E+00
SP35617	2.68E+00	7.79E-01	1.30E+00	2.86E+00
SP37636	1.75E+00	5.71E-01	1.03E+00	1.70E+00
SP39907	2.24E+00	7.20E-01	6.53E-01	2.19E+00
SP40736	2.36E+00	9.06E-01	1.16E+00	2.19E+00
SP42154	2.95E+00	8.51E-01	1.37E+00	3.25E+00
SP39594	1.94E+00	9.43E-01	1.73E+00	1.92E+00
SP41453	1.78E+00	7.48E-01	1.10E+00	1.77E+00
SP34452	2.23E+00	9.51E-01	8.08E-01	2.02E+00
SP42829	2.03E+00	1.13E+00	1.38E+00	1.83E+00
SP37970	4.29E+00	9.46E-01	1.13E+00	4.27E+00
SP34186	2.82E+00	8.23E-01	1.59E+00	2.39E+00
SP37903	1.76E+00	1.03E+00	1.15E+00	1.47E+00
SP35849	1.86E+00	4.56E-01	9.97E-01	2.05E+00
SP36586	1.78E+00	1.23E+00	1.64E+00	1.51E+00
