Samples	ID83A	ID83B	ID83C	ID83D
CPCT02230059T	324	19	96	194
CPCT02180022T	365	98	404	0
CPCT02120014T	787	70	118	195
CPCT02180033T	0	15238	170	482
CPCT02140046T	330	82	165	77
CPCT02080111T	25	55	346	648
CPCT02120027T	571	108	267	41
CPCT02140042TII	181	25	50	58
CPCT02070169T	226	15	25	81
CPCT02160024T	782	54	184	86
CPCT02020566T	0	0	17	133
CPCT02230033T	332	17	157	61
CPCT02030356T	544	46	33	160
CPCT02090021T	698	26	113	207
CPCT02330047T	484	12	114	287
CPCT02100107T	696	51	252	291
CPCT02020580T	183	30	171	228
CPCT02180003T	0	3	30	265
CPCT02020414T	650	77	148	98
CPCT02050087T	301	29	139	81
CPCT02010458T	87	19	101	171
CPCT02020447T	379	48	261	10
CPCT02060067T	410	29	55	333
CPCT02020480T	609	45	54	70
CPCT02140042T	468	82	144	129
CPCT02120002T	573	22	76	95
CPCT02030332T	392	36	147	160
CPCT02230015T	466	47	70	121
CPCT02060138T	922	29	170	339
CPCT02360007T	238	42242	0	0
CPCT02040181T	859	44	112	198
CPCT02300027T	785	50	98	78
CPCT02120090T	477	15	84	108
WIDE01010520T	891	77	70	266
WIDE01010600T	250	10	6	90
WIDE01010710T	503	303	515	0
WIDE01010727T	207	11	61	64
