Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP1086	24	67	66	152	54	33	3	49	7
SP1003	72	140	53	139	77	53	0	114	0
SP1677	23	85	0	318	70	36	1	87	12
SP1305	45	138	317	150	1008	21	31	116	0
SP963	18	74	87	169	98	45	0	39	0
SP1144	15	44	35	161	42	35	1	11	45
SP1132	33	43	24	593	85	53	2	0	7
SP1712	0	169	41	39	12	32	5	10	0
SP1114	14	109	0	405	14	0	4	30	2
SP1431	28	234	29	24	15	37	0	15	14
SP975	51	168	56	0	905	53	20	59	47
SP1059	55	79	183	449	65	46	2	162	62
SP1419	155	159	54	71	45	197	0	48	50
SP1009	4	124	82	124	41	39	10	65	20
SP1724	10	57	45	117	25	6	0	29	4
SP96136	72	81	218	194	441	65	0	71	10
SP967	50	160	0	42	16	11	0	14	0
SP1781	48	393	99	152	39	71	2	12	0
SP1174	371	403	0	28	39	104	0	34	39
SP953	108	165	71	380	16	29	11	102	10
SP1377	4	189	25	70	29	35	2	15	12
SP1365	32	214	32	150	188	58	3	81	0
SP1491	64	120	94	0	319	41	0	0	18
CPCT02060013T	141	33	67	129	813	249	88	144	6
CPCT02100026T	111	123	0	125	43	14	69	34	54
CPCT02070020T	228	262	256	120	93	133	78	96	98
CPCT02030269T	39	123	53	18	40	55	63	25	16
CPCT02010944TIII	79	109	84	202	27	74	38	64	42
CPCT02020867T	11	98	438	0	126	0	82	64	412
CPCT02070272T	424	615	195	102	845	58	186	101	150
CPCT02020648T	60	92	154	256	83	83	62	41	33
CPCT02020362T	73	465	350	101	50	43	119	56	0
CPCT02440020T	57	802	113	81	96	43	57	50	42
CPCT02210077T	180	335	127	328	14	40	45	69	38
CPCT02070445T	202	231	255	46	12	56	33	30	9
CPCT02020894T	133	165	156	94	48	55	23	42	5
CPCT02020896T	162	43	90	79	21	65	30	35	2
CPCT02140101T	4	422	747	447	86	93	71	123	0
CPCT02210040T	259	441	108	0	0	41	34	228	0
DRUP01010020T	60659	10008	1875	282	0	492	192	455	200
CPCT02020902T	163	132	320	20	470	109	87	42	40
CPCT02070443T	231	190	137	40	5	117	39	30	74
CPCT02080295T	239	787	114	13	12	13	59	361	49
CPCT02020916T	112	2	262	326	47	88	45	57	28
CPCT02020915T	81	215	99	23	18	68	40	12	4
CPCT02160036T	54	167	68	5	40	72	114	16	30
