Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP1086	9.74E-01	1.38E+00	1.91E+00	2.26E+00	1.31E+00	1.49E+00	2.14E-01	1.34E+00	1.05E+00
SP1003	1.28E+00	1.95E+00	2.43E+00	2.62E+00	1.40E+00	1.77E+00	1.84E-01	1.71E+00	6.45E-01
SP1677	9.11E-01	1.91E+00	1.89E+00	3.20E+00	1.50E+00	1.37E+00	1.97E-01	1.95E+00	1.17E+00
SP1305	2.11E+00	3.74E+00	1.00E+01	8.88E+00	6.59E+00	4.26E+00	7.13E-01	2.32E+00	3.20E+00
SP963	7.86E-01	1.54E+00	2.44E+00	2.99E+00	1.85E+00	1.98E+00	0.00E+00	1.33E+00	9.39E-01
SP1144	7.68E-01	1.34E+00	1.94E+00	2.16E+00	1.16E+00	1.31E+00	1.86E-01	9.59E-01	1.51E+00
SP1132	1.34E+00	2.39E+00	3.62E+00	4.35E+00	2.09E+00	2.31E+00	3.67E-01	1.49E+00	1.11E+00
SP1712	4.92E-01	1.38E+00	1.89E+00	1.38E+00	6.96E-01	1.22E+00	3.77E-01	8.37E-01	3.67E-01
SP1114	1.06E+00	2.35E+00	1.85E+00	2.73E+00	8.93E-01	4.89E-01	3.23E-01	1.50E+00	1.35E+00
SP1431	1.20E+00	1.91E+00	1.99E+00	1.34E+00	8.19E-01	1.76E+00	1.67E-01	8.44E-01	8.24E-01
SP975	1.79E+00	2.01E+00	3.43E+00	6.82E-01	4.30E+00	2.57E+00	4.96E-01	1.53E+00	5.54E+00
SP1059	1.40E+00	2.72E+00	6.28E+00	6.01E+00	1.99E+00	2.64E+00	2.85E-01	2.62E+00	2.91E+00
SP1419	1.69E+00	2.18E+00	3.01E+00	1.76E+00	1.70E+00	3.58E+00	1.40E-01	1.84E+00	1.77E+00
SP1009	6.66E-01	1.78E+00	2.96E+00	2.45E+00	1.33E+00	1.68E+00	4.72E-01	1.43E+00	9.64E-01
SP1724	6.76E-01	1.21E+00	1.88E+00	1.94E+00	6.72E-01	9.23E-01	0.00E+00	1.09E+00	5.29E-01
SP96136	1.36E+00	2.36E+00	5.50E+00	4.94E+00	3.19E+00	2.65E+00	1.42E-01	1.94E+00	3.30E+00
SP967	1.11E+00	1.49E+00	8.50E-01	1.08E+00	4.48E-01	1.09E+00	0.00E+00	7.16E-01	1.59E-01
SP1781	2.15E+00	3.03E+00	3.26E+00	2.82E+00	1.17E+00	2.43E+00	2.67E-01	1.21E+00	8.05E-01
SP1174	2.73E+00	3.13E+00	1.27E+00	1.38E+00	1.46E+00	2.18E+00	1.74E-01	1.50E+00	1.68E+00
SP953	1.81E+00	2.33E+00	2.68E+00	2.93E+00	1.12E+00	2.19E+00	4.79E-01	1.83E+00	2.26E+00
SP1377	7.36E-01	1.56E+00	2.08E+00	1.67E+00	9.95E-01	1.50E+00	2.01E-01	8.34E-01	7.68E-01
SP1365	1.48E+00	2.22E+00	2.74E+00	2.92E+00	2.47E+00	2.35E+00	1.86E-01	1.81E+00	4.67E-01
SP1491	1.45E+00	2.10E+00	4.85E+00	1.96E+00	2.36E+00	2.81E+00	0.00E+00	1.48E-01	1.90E+00
CPCT02060013T	1.51E+00	2.22E+00	3.80E+00	3.58E+00	5.05E+00	4.59E+00	1.73E+00	2.86E+00	2.92E+00
