MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.30E-04	1.65E-04	8.85E-04	1.63E-03	1.67E-03	1.36E-03	7.72E-04	9.07E-04	2.67E-03	4.26E-03	2.30E-03	2.12E-03	3.37E-03	1.38E-03	2.60E-03	9.82E-04	2.50E-03	2.26E-03	1.92E-03	1.70E-03
1:Del:C:1	2.94E-05	3.13E-04	6.08E-04	6.62E-04	6.96E-04	9.17E-04	9.45E-04	3.38E-05	1.81E-03	1.37E-03	2.26E-03	1.58E-03	1.39E-03	1.25E-03	2.25E-03	7.40E-04	3.19E-03	2.26E-03	1.49E-03	1.05E-03
1:Del:C:2	6.90E-05	9.71E-05	3.12E-04	5.03E-04	3.09E-04	8.70E-04	3.11E-04	3.94E-04	8.94E-04	4.26E-04	7.85E-04	3.45E-04	4.89E-04	6.62E-04	2.51E-03	2.28E-04	1.16E-03	1.11E-03	1.56E-03	6.84E-04
1:Del:C:3	1.62E-04	9.59E-05	7.90E-04	1.67E-04	9.51E-05	1.39E-03	4.04E-04	1.17E-04	1.26E-03	4.59E-04	8.03E-04	6.32E-04	7.02E-04	2.61E-04	1.22E-03	2.14E-04	1.20E-03	1.19E-03	4.63E-04	1.52E-04
1:Del:C:4	2.92E-04	1.75E-05	2.47E-03	1.65E-04	1.19E-04	2.08E-03	1.08E-04	1.41E-05	2.99E-03	4.10E-04	1.49E-03	7.32E-05	3.61E-04	1.93E-05	9.58E-04	1.67E-04	3.85E-03	3.81E-03	2.09E-04	2.82E-04
1:Del:C:5	1.27E-03	3.50E-04	9.85E-03	6.08E-05	3.20E-05	3.33E-04	4.25E-04	5.41E-05	2.46E-08	2.40E-04	2.76E-03	3.70E-04	3.45E-04	2.48E-04	8.74E-04	6.22E-05	7.54E-06	2.61E-04	3.60E-04	2.67E-04
1:Del:T:0	6.94E-05	2.91E-04	8.39E-04	7.50E-04	9.14E-04	4.51E-03	1.47E-03	6.28E-04	5.65E-03	1.19E-03	3.21E-03	7.71E-03	1.12E-03	1.84E-03	1.89E-03	9.27E-04	3.83E-03	3.53E-03	2.44E-03	1.73E-03
1:Del:T:1	8.10E-05	1.79E-04	4.39E-04	1.90E-04	5.01E-04	2.57E-03	6.77E-04	3.67E-04	5.79E-03	5.76E-04	1.66E-03	6.94E-03	1.45E-03	4.07E-04	1.51E-03	8.01E-04	3.51E-03	1.73E-03	2.36E-03	1.29E-03
1:Del:T:2	1.15E-04	1.68E-04	4.16E-04	6.29E-04	5.91E-04	3.51E-03	7.31E-04	1.04E-04	3.06E-03	8.03E-04	1.13E-03	5.38E-03	1.01E-03	7.49E-04	9.43E-04	3.23E-04	2.88E-03	2.59E-03	2.44E-03	5.73E-04
1:Del:T:3	4.50E-04	2.51E-04	7.28E-04	6.29E-04	5.92E-04	5.11E-03	2.10E-04	5.56E-05	2.35E-03	9.12E-04	1.09E-03	2.86E-03	1.48E-03	1.03E-03	4.65E-04	1.98E-04	2.08E-03	3.33E-03	1.28E-03	1.63E-04
1:Del:T:4	6.39E-04	2.16E-04	1.78E-03	5.76E-04	1.02E-04	5.18E-03	6.09E-04	1.96E-04	8.77E-04	9.93E-05	1.02E-03	2.15E-03	1.24E-46	3.18E-04	5.90E-04	4.26E-04	2.18E-03	3.19E-03	8.20E-04	8.44E-04
1:Del:T:5	3.01E-03	6.03E-04	1.39E-02	1.24E-03	8.80E-04	6.57E-03	3.17E-03	5.70E-04	2.18E-03	9.29E-04	8.59E-03	1.88E-03	2.34E-03	5.09E-03	9.89E-04	9.65E-04	7.98E-03	2.80E-03	1.71E-03	2.02E-03
1:Ins:C:0	1.41E-05	6.39E-09	9.50E-08	1.50E-05	2.80E-08	8.80E-08	8.19E-09	1.84E-09	1.17E-08	1.44E-08	1.21E-07	1.44E-08	2.34E-09	3.83E-08	4.75E-08	8.84E-08	5.67E-08	3.84E-08	5.88E-08	6.67E-03
1:Ins:C:1	7.76E-06	1.18E-04	7.39E-05	8.50E-05	9.58E-05	1.78E-04	4.17E-04	1.10E-04	1.28E-03	1.47E-04	2.58E-03	2.23E-03	9.06E-04	5.55E-04	2.33E-04	3.61E-04	1.24E-03	2.44E-03	1.24E-03	1.50E-03
1:Ins:C:2	7.27E-06	1.38E-04	2.29E-05	2.54E-05	3.97E-05	2.70E-04	2.99E-04	4.80E-05	7.66E-04	8.09E-05	5.73E-04	9.16E-04	4.72E-04	1.99E-04	1.96E-04	4.69E-05	7.13E-04	1.30E-03	1.06E-03	5.05E-04
1:Ins:C:3	2.34E-05	2.72E-04	1.39E-04	0.00E+00	0.00E+00	1.08E-04	3.74E-04	1.90E-04	4.69E-04	1.62E-06	1.39E-03	1.06E-03	3.06E-04	1.31E-04	2.46E-04	0.00E+00	6.28E-04	1.47E-03	6.35E-04	5.48E-04
1:Ins:C:4	6.61E-05	1.20E-04	5.41E-04	7.50E-06	1.78E-05	1.45E-04	6.30E-04	1.56E-04	4.29E-04	8.38E-05	1.44E-03	7.53E-04	3.87E-04	2.90E-04	3.25E-04	4.14E-05	1.05E-03	1.08E-03	6.45E-04	4.57E-04
1:Ins:C:5	4.64E-04	1.39E-03	2.13E-03	1.40E-47	4.20E-47	1.67E-03	4.20E-03	2.52E-04	1.16E-03	4.98E-09	1.24E-02	1.36E-03	7.73E-04	3.78E-04	2.82E-04	1.58E-04	4.79E-03	8.86E-03	1.79E-03	1.35E-03
