Samples	ID83A	ID83B	ID83C
SP116788	3.00E-01	4.68E-01	5.44E-01
SP116789	1.58E-01	2.45E-01	2.30E-01
SP116919	0.00E+00	4.96E-02	4.96E-02
SP109002	1.18E+00	9.43E-01	1.48E+00
SP109001	2.15E-01	3.57E-01	3.94E-01
SP109006	8.84E-01	9.01E-01	1.28E+00
SP108998	1.42E+00	1.25E+00	1.94E+00
SP127706	1.24E+00	3.87E+00	4.46E+00
SP108999	1.56E+00	1.80E+00	2.38E+00
SP109007	9.19E-01	1.51E+00	1.77E+00
SP109003	7.74E-01	1.32E+00	1.64E+00
SP116868	6.86E-01	1.38E+00	1.56E+00
SP116794	3.04E-01	4.44E-01	4.85E-01
SP116791	2.44E-01	3.95E-01	4.07E-01
SP116866	6.81E-01	1.43E+00	1.74E+00
SP116815	8.81E-01	9.34E-01	1.38E+00
SP116853	6.04E-01	1.22E+00	1.50E+00
SP116901	4.23E-01	7.21E-01	7.87E-01
SP116830	6.21E-01	1.93E+00	2.00E+00
SP116802	1.37E-01	5.59E-01	5.83E-01
SP116885	1.26E+00	1.73E+00	2.33E+00
SP116834	6.07E-01	8.98E-01	1.15E+00
SP116913	2.35E-01	6.58E-01	6.47E-01
SP116799	2.93E-01	1.16E+00	1.25E+00
SP116920	3.72E-01	6.26E-01	6.80E-01
SP116835	1.01E+00	1.86E+00	2.26E+00
SP116852	5.76E-01	1.27E+00	1.50E+00
SP116902	4.45E-01	9.47E-01	1.13E+00
SP116871	1.04E-01	3.98E-01	4.01E-01
SP116820	8.71E-01	1.24E+00	1.64E+00
SP116889	6.93E-01	1.65E+00	1.84E+00
SP116923	7.84E-01	1.55E+00	1.69E+00
SP116829	6.30E-01	1.58E+00	1.63E+00
SP116872	1.95E-01	3.28E-01	3.44E-01
SP116904	3.00E-02	2.30E-01	2.28E-01
SP116806	7.48E-01	1.20E+00	1.50E+00
SP116857	7.81E-01	1.93E+00	2.33E+00
SP116888	1.91E-01	8.28E-01	8.66E-01
SP116818	4.71E-01	5.83E-01	7.97E-01
SP116837	5.96E-01	2.07E+00	2.26E+00
SP116905	4.98E-02	1.80E-01	1.76E-01
SP116804	9.70E-01	1.32E+00	1.76E+00
SP116819	6.23E-01	7.58E-01	1.03E+00
SP116856	4.13E-01	1.40E+00	1.49E+00
SP116839	1.01E+00	1.94E+00	2.28E+00
SP116925	5.73E-01	8.04E-01	1.01E+00
SP116878	8.96E-02	7.56E-01	7.69E-01
SP116893	5.73E-01	1.51E+00	1.61E+00
SP116876	4.23E-02	4.02E-02	4.98E-02
SP116927	8.70E-01	1.15E+00	1.47E+00
SP116909	5.49E-01	6.03E-01	8.29E-01
SP116795	2.33E-01	1.95E-01	2.78E-01
SP116826	7.72E-01	1.25E+00	1.54E+00
SP116891	3.88E-01	9.06E-01	9.61E-01
SP116860	4.78E-01	7.30E-01	7.92E-01
SP116848	2.94E-01	1.19E+00	1.23E+00
SP116910	8.73E-01	1.07E+00	1.20E+00
SP116797	2.97E-01	9.79E-02	2.90E-01
SP116862	8.51E-01	1.39E+00	1.51E+00
SP116823	5.56E-01	1.04E+00	1.33E+00
SP116897	2.25E-01	6.20E-01	6.43E-01
SP116846	8.23E-02	7.34E-01	7.37E-01
SP116784	3.78E-02	3.78E-02	4.76E-02
SP116896	1.85E-01	4.98E-01	5.33E-01
SP116824	5.78E-01	1.04E+00	1.24E+00
SP116881	1.36E-01	3.88E-01	3.72E-01
SP116812	6.83E-01	1.07E+00	1.47E+00
SP116915	8.52E-01	1.64E+00	1.86E+00
SP116786	1.19E+00	1.66E+00	2.29E+00
SP116851	2.70E-01	4.95E-01	5.86E-01
CPCT02220038T	1.10E+01	4.11E+00	1.20E+01
CPCT02290013T	1.34E+01	8.33E+00	1.80E+01
