Samples	ID83A	ID83B	ID83C
SP116788	7	7	2
SP116789	2	4	0
SP116919	0	0	1
SP109002	9	0	44
SP109001	1	4	6
SP109006	34	0	31
SP108998	93	0	45
SP127706	12	69	74
SP108999	56	47	8
SP109007	9	19	48
SP109003	6	0	46
SP116868	5	5	45
SP116794	6	9	0
SP116791	4	9	0
SP116866	2	1	45
SP116815	6	0	41
SP116853	12	16	14
SP116901	8	16	0
SP116830	11	81	0
SP116802	0	2	13
SP116885	24	0	66
SP116834	4	0	27
SP116913	0	25	0
SP116799	0	23	12
SP116920	0	1	17
SP116835	10	14	64
SP116852	10	11	17
SP116902	8	23	0
SP116871	0	10	0
SP116820	17	4	30
SP116889	13	48	2
SP116923	18	44	0
SP116829	12	62	0
SP116872	0	5	3
SP116904	0	4	1
SP116806	25	27	0
SP116857	13	58	10
SP116888	2	25	0
SP116818	1	0	21
SP116837	2	36	35
SP116905	0	4	0
SP116804	30	26	3
SP116819	8	0	23
SP116856	4	47	0
SP116839	17	28	33
SP116925	5	0	23
SP116878	0	22	0
SP116893	11	41	0
SP116876	0	0	1
SP116927	10	0	33
SP116909	12	16	0
SP116795	1	0	6
SP116826	27	21	0
SP116891	5	26	0
SP116860	9	27	0
SP116848	3	53	0
SP116910	39	33	0
SP116797	7	0	4
SP116862	18	37	11
SP116823	16	19	0
SP116897	0	6	9
SP116846	0	19	0
SP116784	0	0	1
SP116896	0	9	5
SP116824	16	19	0
SP116881	0	4	5
SP116812	4	0	39
SP116915	15	63	0
SP116786	9	0	57
SP116851	1	0	14
CPCT02220038T	1155	0	118
CPCT02290013T	635	211	0
