MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.24E-05	1.61E-04	2.02E-04	1.45E-04	4.08E-04
1:Del:C:1	1.49E-05	8.44E-05	1.33E-04	8.64E-05	2.00E-04
1:Del:C:2	1.02E-05	6.32E-05	7.57E-05	5.90E-05	1.27E-04
1:Del:C:3	1.38E-05	4.30E-05	4.78E-05	3.06E-05	7.55E-05
1:Del:C:4	2.05E-05	3.60E-05	3.96E-05	2.18E-05	4.02E-05
1:Del:C:5	4.18E-05	7.66E-05	5.25E-05	2.93E-05	9.81E-05
1:Del:T:0	1.39E-05	9.28E-05	1.23E-04	8.91E-05	2.80E-04
1:Del:T:1	1.03E-05	7.34E-05	9.32E-05	8.02E-05	1.96E-04
1:Del:T:2	1.26E-05	8.45E-05	1.06E-04	6.26E-05	1.78E-04
1:Del:T:3	2.11E-05	7.85E-05	8.66E-05	6.42E-05	1.15E-04
1:Del:T:4	3.65E-05	9.62E-05	7.76E-05	5.04E-05	6.13E-05
1:Del:T:5	1.40E-04	6.61E-04	5.60E-04	3.24E-04	8.96E-04
1:Ins:C:0	1.05E-05	7.14E-05	8.30E-05	3.24E-05	2.07E-04
1:Ins:C:1	4.33E-06	3.77E-05	4.21E-05	2.03E-05	7.92E-05
1:Ins:C:2	2.87E-06	2.83E-05	3.71E-05	2.03E-05	6.12E-05
1:Ins:C:3	4.62E-06	3.20E-05	3.18E-05	3.17E-06	5.62E-05
1:Ins:C:4	9.41E-06	3.52E-05	2.83E-05	1.01E-05	5.04E-05
1:Ins:C:5	2.25E-05	9.44E-05	6.38E-05	7.17E-06	1.33E-04
1:Ins:T:0	1.04E-05	6.53E-05	6.51E-05	3.45E-05	1.56E-04
1:Ins:T:1	0.00E+00	7.22E-05	7.82E-05	5.08E-05	1.37E-04
1:Ins:T:2	1.36E-05	6.30E-05	5.61E-05	2.77E-05	1.15E-04
1:Ins:T:3	1.12E-05	5.46E-05	5.18E-05	2.86E-05	8.90E-05
