MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	8.50E-06	7.96E-06	2.06E-04	2.98E-04	2.68E-04
1:Del:C:1	5.37E-06	4.41E-06	1.14E-04	1.82E-04	1.82E-04
1:Del:C:2	4.57E-06	4.90E-06	8.13E-05	1.10E-04	1.50E-04
1:Del:C:3	1.08E-05	1.06E-05	6.55E-05	9.57E-05	1.14E-04
1:Del:C:4	1.87E-05	2.17E-05	3.82E-05	1.10E-04	1.07E-04
1:Del:C:5	3.30E-05	6.61E-05	7.06E-05	1.67E-04	4.06E-05
1:Del:T:0	6.89E-06	5.79E-06	2.08E-04	2.42E-04	2.22E-04
1:Del:T:1	6.72E-06	4.66E-06	1.31E-04	2.51E-04	1.56E-04
1:Del:T:2	7.52E-06	8.15E-06	1.47E-04	1.63E-04	1.95E-04
1:Del:T:3	2.18E-05	3.05E-05	1.57E-04	2.74E-04	2.13E-04
1:Del:T:4	3.78E-05	9.31E-05	2.80E-04	4.50E-04	1.94E-04
1:Del:T:5	2.15E-04	1.06E-03	1.32E-03	2.81E-03	1.11E-03
1:Ins:C:0	1.07E-05	6.44E-08	1.14E-09	4.25E-03	3.12E-04
1:Ins:C:1	2.12E-06	1.24E-05	4.91E-05	1.33E-04	6.01E-05
1:Ins:C:2	1.87E-06	8.22E-06	2.91E-05	5.22E-05	3.79E-05
1:Ins:C:3	2.97E-06	1.87E-05	2.34E-05	5.78E-05	1.52E-05
1:Ins:C:4	2.33E-05	3.61E-04	2.35E-09	2.30E-05	1.51E-05
1:Ins:C:5	3.33E-05	3.82E-04	9.97E-05	1.43E-04	1.13E-04
1:Ins:T:0	4.09E-06	2.37E-05	1.50E-04	2.28E-04	9.16E-05
1:Ins:T:1	4.23E-06	8.56E-06	1.25E-04	1.26E-04	1.07E-04
1:Ins:T:2	5.64E-06	1.20E-05	6.90E-05	1.03E-04	7.09E-05
1:Ins:T:3	4.91E-06	1.15E-05	7.84E-05	9.17E-05	6.97E-05
1:Ins:T:4	1.51E-05	2.04E-04	8.08E-05	1.05E-04	8.70E-05
1:Ins:T:5	1.64E-04	1.56E-03	9.19E-04	1.77E-03	5.61E-04
2:Del:R:0	5.74E-06	5.43E-06	1.03E-04	1.25E-04	1.07E-04
2:Del:R:1	8.68E-06	2.68E-06	2.07E-04	1.13E-04	1.43E-04
2:Del:R:2	6.43E-06	4.26E-06	7.28E-05	4.88E-05	8.48E-05
2:Del:R:3	2.11E-05	3.10E-05	6.36E-06	2.20E-05	4.17E-05
2:Del:R:4	1.20E-05	1.51E-05	1.81E-05	1.38E-05	3.03E-05
2:Del:R:5	1.73E-05	2.04E-05	3.59E-05	6.75E-05	4.59E-05
3:Del:R:0	2.39E-06	3.52E-06	4.18E-05	6.10E-05	7.42E-05
3:Del:R:1	8.60E-06	4.07E-07	2.05E-04	1.14E-04	1.30E-04
3:Del:R:2	4.31E-06	2.07E-06	5.69E-05	5.56E-05	5.22E-05
3:Del:R:3	3.32E-06	1.44E-06	2.56E-05	1.79E-05	2.38E-05
3:Del:R:4	2.09E-06	1.26E-06	1.85E-05	3.65E-07	2.32E-05
3:Del:R:5	3.28E-06	3.08E-06	1.41E-05	1.45E-05	2.07E-05
4:Del:R:0	1.75E-06	2.07E-06	3.46E-05	7.39E-05	7.89E-05
4:Del:R:1	5.24E-06	2.27E-06	1.52E-04	8.57E-05	8.51E-05
4:Del:R:2	2.40E-06	2.33E-06	3.92E-05	5.08E-05	5.27E-05
4:Del:R:3	2.59E-06	2.42E-06	2.53E-05	4.85E-05	3.12E-05
4:Del:R:4	2.46E-06	4.03E-06	1.24E-05	4.51E-06	2.31E-09
4:Del:R:5	2.01E-06	2.24E-06	1.01E-05	1.01E-05	5.40E-06
5:Del:R:0	4.53E-06	4.11E-06	1.51E-04	3.98E-04	3.35E-04
5:Del:R:1	2.43E-06	2.77E-06	6.31E-05	1.44E-04	1.12E-04
5:Del:R:2	1.62E-06	3.24E-06	2.50E-05	4.42E-05	4.52E-05
5:Del:R:3	1.49E-06	9.12E-07	1.64E-05	2.83E-05	2.91E-05
5:Del:R:4	1.26E-06	3.50E-06	8.27E-06	1.97E-05	5.68E-06
5:Del:R:5	5.14E-07	4.98E-06	5.04E-06	8.47E-06	1.37E-05
2:Ins:R:0	3.96E-06	4.62E-05	2.18E-04	3.47E-04	3.62E-05
2:Ins:R:1	3.37E-06	1.34E-05	5.18E-05	1.23E-04	5.00E-05
2:Ins:R:2	2.09E-06	1.55E-05	3.23E-05	3.98E-05	5.98E-05
2:Ins:R:3	5.05E-06	5.62E-05	2.42E-05	4.89E-05	3.05E-05
2:Ins:R:4	1.15E-05	1.75E-04	3.81E-05	5.22E-05	4.09E-05
2:Ins:R:5	3.07E-05	2.99E-04	2.41E-04	2.48E-04	8.50E-05
3:Ins:R:0	1.28E-08	1.56E-05	1.11E-04	2.01E-04	1.77E-05
3:Ins:R:1	1.81E-06	4.03E-06	5.17E-05	7.81E-05	5.82E-05
3:Ins:R:2	9.01E-07	1.42E-05	1.78E-05	2.68E-05	3.39E-05
3:Ins:R:3	1.25E-06	1.80E-05	4.08E-06	1.32E-05	8.82E-06
3:Ins:R:4	2.21E-06	1.85E-05	1.57E-05	2.72E-05	2.21E-09
3:Ins:R:5	5.19E-06	3.27E-05	2.61E-05	5.96E-05	8.48E-06
4:Ins:R:0	8.89E-08	3.79E-05	1.98E-04	3.57E-04	1.22E-05
4:Ins:R:1	2.66E-06	5.50E-06	4.74E-05	7.38E-05	4.87E-05
4:Ins:R:2	1.23E-06	1.70E-05	1.63E-05	2.22E-05	3.26E-05
4:Ins:R:3	2.22E-06	4.50E-05	3.14E-06	1.46E-05	1.52E-05
4:Ins:R:4	2.22E-06	3.27E-05	1.87E-05	4.38E-05	2.45E-05
4:Ins:R:5	2.30E-06	2.20E-05	3.65E-05	8.77E-05	0.00E+00
5:Ins:R:0	0.00E+00	1.45E-04	1.30E-03	2.72E-03	5.22E-05
5:Ins:R:1	6.06E-07	1.50E-05	9.29E-05	1.59E-04	1.35E-04
5:Ins:R:2	3.58E-07	2.30E-05	2.13E-05	3.07E-05	4.50E-05
5:Ins:R:3	8.34E-07	1.14E-05	1.34E-05	2.37E-05	7.15E-10
5:Ins:R:4	9.98E-07	1.31E-05	1.51E-05	2.60E-05	6.87E-06
5:Ins:R:5	6.51E-07	6.02E-06	7.49E-06	1.50E-05	1.21E-06
2:Del:M:1	6.67E-06	5.86E-06	1.90E-04	1.16E-04	1.19E-04
3:Del:M:1	2.02E-06	1.85E-06	3.53E-05	5.19E-05	6.58E-05
3:Del:M:2	4.92E-06	3.49E-06	9.78E-05	8.75E-05	1.04E-04
4:Del:M:1	2.39E-06	2.65E-06	3.77E-05	8.08E-05	7.01E-05
4:Del:M:2	2.79E-06	7.78E-07	6.62E-05	5.97E-05	9.83E-05
4:Del:M:3	3.91E-06	2.43E-06	1.10E-04	6.88E-05	1.13E-04
5:Del:M:1	3.50E-06	4.07E-06	1.13E-04	2.36E-04	3.97E-04
5:Del:M:2	3.04E-06	2.29E-06	1.59E-04	2.08E-04	5.69E-04
