Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP29914	354	245	284	212	98	2	33	82	10	76	11	0	0	2	0	42	26	0
SP31046	13	3	0	88	17	10	0	0	0	0	0	0	12	11	13	10	9	0
SP31334	13	26	23	85	28	94	103	26	9	21	0	0	0	14	0	87	1	0
SP30011	9	127	9	64	264	103	32	17	0	37	0	20	0	24	0	0	0	0
SP31174	72	24	30	135	17	49	26	45	1	11	0	0	0	13	15	0	7	47
SP32662	103	117	5	141	61	56	17	50	3	61	0	0	0	17	23	47	26	12
SP31126	109	20	55	209	488	80	46	74	7	128	248	0	0	40	0	48	0	0
SP32958	16	96	4	283	4	1	19	8	3	34	0	27	0	14	5	32	10	0
SP31422	109	127	24	33	121	56	108	74	6	34	40	0	0	7	25	19	16	0
SP33496	249	241	72	224	0	36	142	31	9	162	0	0	0	3	10	6	13	0
SP34005	11	35	8	84	29	3	2	4	0	29	33	0	0	6	9	0	6	0
SP30113	42	53	2884	152	94	3	163	70	0	78	0	7	10	21	0	0	5	0
SP31030	258	247	17	188	0	12	0	15	4	39	0	0	0	17	90	90	5	0
SP33544	49	26	59	256	103	170	155	145	6	75	96	0	0	0	10	0	46	0
SP33688	8	6	11	173	45	945	15	3	9	70	0	0	0	14	2	0	44	0
SP30907	42	86	156	6	71	86	180	24	1	10	0	0	0	15	0	43	17	0
SP30185	4	1	2	33	0	13	6	0	0	16	10	0	0	16	2	0	0	0
SP33837	10	10	19	78	10	6	0	16	0	23	35	0	0	4	24	0	2	0
SP31790	83	25	0	105	41	37	1	22	5	46	0	49	0	18	29	0	15	0
SP30143	19	25	0	118	35	5	12	10	0	22	36	11	0	19	6	0	6	0
SP30071	104	101	103	102	17	9	172	57	0	41	0	0	0	24	24	56	2	0
SP30493	3	0	0	53	20	0	10	10	1	34	0	0	12	13	23	7	0	0
SP32014	136	0	11	147	22	44	0	9	2	5	10	0	0	6	27	0	9	0
SP30332	87	67	1655	0	0	0	55	52	4	7	167	190	1	61	0	0	1	28
SP31814	37	33	17	115	0	70	6	2	6	16	26	0	0	13	0	33	11	0
SP29987	99	43	8	104	88	0	257	51	11	20	0	0	0	0	29	171	3	244
SP30083	54	12	0	71	25	13	21	12	1	5	0	0	0	4	21	20	12	66
SP32742	21	0	22	269	0	19	23	23	3	53	0	0	27	13	40	14	16	0
SP115162	0	23	5	40	6	20	0	32	0	7	20	12	11	8	14	0	6	0
SP29940	42	78	5	64	0	3	0	11	2	15	0	55	0	8	45	55	0	0
SP30843	7	28	0	57	31	0	17	0	2	1	0	0	0	6	18	3	0	0
SP32222	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
SP31190	62	42	19	203	52	18	139	77	0	16	36	0	34	3	0	0	2	0
SP30077	134	70	51	168	23	131	210	100	9	122	0	0	0	32	39	0	0	0
SP32694	98	95	14	152	34	20	140	70	4	35	25	0	0	14	12	95	10	0
SP33774	4	0	24	138	0	39	4	10	0	7	36	0	0	7	0	28	0	0
SP30093	145	18	19	130	3	19	14	12	6	0	18	0	0	2	51	0	4	0
SP33094	96	7	0	115	39	13	77	27	4	36	17	0	0	37	0	0	17	161
SP30803	1	87	27	39	120	50	80	37	7	182	0	0	0	0	13	1	0	0
SP30675	0	12	1888	0	0	0	88	0	6	26	212	221	0	7	0	0	43	11
SP31854	92	135	154	254	77	187	263	117	5	98	0	0	0	23	33	0	16	17
SP31606	0	75	3	131	18	5	11	7	2	2	0	5	0	0	15	34	11	0
SP30213	14	133	8	0	30	23	18	18	0	17	0	0	0	7	22	11	0	20
SP32894	11	30	6	103	41	0	5	0	2	18	0	0	0	0	16	0	0	0
SP117260	28	0	60	23	51	25	45	33	3	8	0	0	0	15	24	24	2	39
SP117124	171	0	13	136	15	23	6	13	0	22	62	0	6	20	38	0	0	41
SP117932	155	21	15	220	12	13	15	28	0	24	0	0	0	20	30	47	13	0
SP117189	0	0	4	0	15	2	0	0	3	4	0	27	0	6	6	0	2	42
SP117217	1	0	0	4	7	0	11	0	1	0	0	0	0	0	0	0	2	0
SP117779	71	5	10	0	13	51	0	14	2	8	0	43	0	10	33	0	3	69
SP117376	724	8	0	238	0	32	6	35	5	36	54	0	0	33	60	22	2	0
SP117681	28	15	3	13	2	0	0	4	2	13	0	0	0	4	3	55	0	0
SP117408	10	0	3	10	5	8	0	4	0	13	0	0	0	0	2	53	1	0
SP118015	62	67	16	65	5	16	0	46	3	12	15	0	0	15	42	0	6	0
SP117509	172	0	13	176	35	29	0	35	0	2	0	207	0	0	26	41	9	0
SP117482	145	0	25	159	9	13	0	40	0	42	0	12	0	5	2	51	15	0
SP117003	73	0	0	116	4	219	5	6	0	1	6	0	0	1	27	89	1	0
CPCT02060034T	0	26	25	20	95	8	7	13	29	19	16	0	46	1	10	0	6	0
CPCT02020356T	0	79	24	0	0	24	24	11	58	9	0	158	25	7	0	0	9	0
CPCT02050063T	21	32	19	26	164	34	36	66	35	70	69	0	30	19	0	28	14	29
CPCT02030275T	0	158	49	0	266	66	32	34	55	2	21	67	0	25	4	0	24	71
CPCT02070033T	8	43	13	88	44	7	15	26	24	16	0	41	39	3	17	0	1	0
CPCT02030294T	25	29	129	43	92	156	173	22	71	59	0	39	124	19	29	11	22	0
CPCT02070038T	0	165	21	0	0	0	40	16	55	3	0	119	3	12	0	0	21	133
CPCT02080179T	40	0	3	25	34	104	8	36	108	116	0	0	5	13	46	7	82	0
CPCT02010866TII	139	663	668	0	36	13	0	39	76	97	53	330	79	0	6	0	260	0
CPCT02330133T	0	64	189	109	166	114	354	17	34	0	495	133	0	4	0	0	11	0
CPCT02050427T	66	222	16	74	0	68	127	30	41	0	0	0	0	11	5	36	277	0
DRUP01030028T	10	44	28	1	33	55	5	14	54	1	0	146	0	1263	14	0	7	0
CPCT02080193T	42	100	43	103	0	120	93	50	88	14	73	0	38	8	21	0	82	0
CPCT02030556T	31	221	103	92	118	61	72	97	74	396	0	204	25	6	0	123	68	0
CPCT02120111T	16	0	0	32	11	9	8	0	97	2	0	0	0	5	0	13	3	0
CPCT02050341T	12	56	19	102	32	8	19	0	98	7	0	0	0	2	13	0	14	0
WIDE01010210T	20	26	13	0	2	3	6	0	15	12	0	0	37	3	7	28	6	49
WIDE01010208T	492	52	2	0	0	0	19	4	29	11	0	0	0	281	637	0	9	0
CPCT02290033T	67	66	160	2	0	128	49	45	47	10	190	0	32	9	22	0	21	54
CPCT02070323T	0	5	18	45	41	17	0	13	69	4	0	14	1	5	6	0	5	133
WIDE01010450T	191	377	13	3	0	19	39	13	28	0	0	0	81	31	88	39	25	0
CPCT02090049T	1	164	0	77	49	10	9	0	73	0	0	0	97	210	402	67	0	0
CPCT02010866T	171	637	663	0	199	47	0	65	82	88	175	82	0	11	25	0	47	27
CPCT02070363T	0	31	3	36	198	357	11	6	169	47	0	142	0	3	40	0	0	37
CPCT02060222T	8	0	11	28	31	0	0	0	56	0	20	0	26	6	0	8	5	0
CPCT02080251T	111	112	32	91	424	232	181	97	121	146	0	0	141	24	12	0	23	433
CPCT02070384T	71	249	2	41	49	33	0	16	104	2	82	38	0	2	0	39	9	0
CPCT02070386T	212	0	63	295	288	6	48	78	96	77	0	0	0	28	16	52	331	276
DRUP01070051T	57	35	6	131	324	25	0	37	92	4	166	0	0	0	0	0	14	0
CPCT02080137T	238	0	169	76	22	62	30	33	215	75	11	0	20	28	15	41	64	0
CPCT02080157T	31852	5495	0	41	0	0	161	0	415	0	0	0	958	0	0	0	80	0
CPCT02330128T	0	74	4	15	316	97	21	22	48	53	0	0	0	4	28	128	36	34
CPCT02070030T	0	2	0	0	0	3	2	0	63	11	10	0	2	0	0	0	13	0
DRUP01050009T	0	171	60	0	0	0	161	0	91	86	479	220	0	16	0	0	2	0
CPCT02070225T	0	72	0	29	29	0	33	0	211	3	0	114	0	14	25	19	17	0
CPCT02070230T	9	107	8	0	285	52	0	55	62	46	108	0	69	9	0	0	0	0
DRUP01070022T	322	0	20	82	10	24	32	52	71	64	0	0	83	57	138	0	0	0
DRUP01050010T	1	0	14	0	221	0	0	45	78	55	0	0	0	4	13	0	0	0
CPCT02050161T	0	136	24	43	35	0	42	1	28	75	212	187	0	22	1	0	0	0
CPCT02050174T	8	20	16	142	26	0	9	9	37	5	75	0	9	4	0	31	14	0
CPCT02050172T	241	176	14	346	342	171	106	49	53	84	107	0	205	34	17	0	13	0
CPCT02050186T	197	57	59	11	0	34	151	39	63	26	0	573	61	4	0	42	38	0
DRUP01070016T	1	17	51	31	298	4	13	77	14	17	94	0	45	8	0	0	15	0
CPCT02080120T	17	69	0	81	45	8	147	37	32	16	0	0	0	16	23	0	21	44
CPCT02030351T	120	115	11	30	291	42	4	63	284	37	95	0	0	12	29	65	11	0
CPCT02060119T	15	120	15	0	9	10	19	15	135	10	0	0	60	6	13	41	3	0
CPCT02080136T	137	159	2	239	44	19	14	3	53	23	0	0	54	9	53	0	9	0
DRUP01010035T	3	15	0	8	24	0	5	0	80	0	0	0	4	2	0	20	0	0
CPCT02070039T	13	0	0	53	216	34	11	24	25	38	75	0	2	0	0	22	5	0
CPCT02030302T	0	37	0	0	0	11	32	4	35	11	0	91	40	0	0	0	11	196
CPCT02070053T	0	37	0	4	13	8	0	1411	34	0	0	0	0	2	1	0	0	0
CPCT02070065T	10	4	2	0	7	5	3	3	22	9	0	0	51	10	6	18	0	38
DRUP01070003T	0	0	4	48	37	0	11	6	17	20	0	0	4	9	15	9	4	44
CPCT02070099T	2	27	4	0	11	0	1	0	17	20	0	0	38	0	8	26	0	0
CPCT02020473T	5	2	6	49	9	5	13	14	20	24	0	0	21	4	5	0	6	0
DRUP01070009T	38	290	6	199	0	32	19	24	37	20	0	159	32	12	25	0	15	0
CPCT02030324T	326	365	28	0	142	58	0	39	54	43	119	0	0	12	32	4	18	0
CPCT02030330T	46	402	115	24	0	243	178	0	97	12	141	0	121	4	6	110	15	0
CPCT02050151T	20	15	5	102	21	3	11	16	22	0	23	0	34	2	14	0	8	0
CPCT02070128T	0	15	46	34	315	0	24	81	8	20	75	0	44	9	2	0	19	0
CPCT02080099T	98	204	0	3	192	98	3	32	32	55	0	124	0	25	19	65	35	0
DRUP01030004T	33	26	138	72	104	152	197	28	39	60	0	16	135	17	42	18	29	0
CPCT02070265T	77	74	45	223	0	169	22	38	46	3	35	0	54	35	15	51	22	0
CPCT02080040T	107	163	33	165	26	104	28	18	65	111	0	0	75	21	31	0	54	0
WIDE01010705T	23	0	2	26	0	3	11	14	25	16	0	0	60	2	6	29	36	0
